loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.8421574,-2.407423,-0.0384216,-1.234866,-4.272401,-3.133081,0.7522653,1.238908,0.4603863,-0.6782228,0.738049,-2.33383,-1.30918,-4.141698,1.277388,0.6215303,1.099259,0.4376099,-0.6215824,0.2354275,-0.07547978,-0.536024,-4.179156,-0.2501574,0.7860601,1.432887,0.3559096,0.003012493,0.07852426,-0.09984261,-0.8249403,-0.04181243,0.02765959,0.8777194,1.502493,0.1549804,0.4941381,1.001408,0.2812037,280.4624,224.3721,3.942539
0,0.01111111,-0.7978277,-2.492997,-0.1284806,-1.232488,-4.240797,-3.135124,0.7481052,1.238847,0.4589994,-0.6499114,0.8050592,-2.396283,-1.305131,-4.109843,1.273748,0.6180513,1.099036,0.4327362,-0.6237372,0.2429392,-0.08394817,-0.537917,-4.174188,-0.2475283,0.7857476,1.432576,0.3556929,0.003030609,0.07745554,-0.0977117,-0.8259315,-0.04085981,0.02705985,0.8780867,1.502267,0.1551535,0.4961139,0.9991123,0.2738397,282.126,223.322,2.917983
0,0.02222222,-0.7610328,-2.527534,-0.1800082,-1.228245,-4.208198,-3.138418,0.7438307,1.238885,0.457252,-0.5958115,0.8938608,-2.453677,-1.302083,-4.079527,1.270503,0.6145394,1.098831,0.4279623,-0.6547747,0.2399906,-0.104,-0.540381,-4.170264,-0.2426142,0.7852159,1.432186,0.3553259,-0.0002078786,0.07637474,-0.1030043,-0.8272199,-0.03989602,0.02643187,0.8784014,1.502279,0.1552753,0.4980047,0.9979208,0.2679352,283.597,222.3099,1.861367
0,0.03333334,-0.5671211,-2.575388,-0.2056671,-1.222628,-4.179284,-3.137434,0.7400969,1.239116,0.4556339,-0.628583,1.007148,-2.395535,-1.299371,-4.048252,1.259261,0.6112006,1.097857,0.42349,-0.6943439,0.2146292,-0.1102632,-0.5421386,-4.16812,-0.2353901,0.7846776,1.431659,0.3549345,-0.01844965,0.08912277,-0.1145558,-0.8288535,-0.03788906,0.02586489,0.878708,1.502183,0.1555624,0.5003937,0.9959624,0.2616092,284.9704,223.2228,358.8409
0,0.04444445,-0.3715424,-2.564229,-0.1919582,-1.218307,-4.152646,-3.133843,0.7363194,1.239115,0.4539847,-0.6898395,1.072685,-2.319817,-1.298262,-4.019958,1.246583,0.6079175,1.09718,0.4193041,-0.719891,0.2136526,-0.1069115,-0.5437429,-4.164322,-0.2299642,0.7841505,1.431146,0.3545554,-0.03867355,0.1082711,-0.1090525,-0.8298868,-0.03533788,0.02527872,0.8790551,1.501995,0.1558294,0.5024067,0.9944525,0.2554756,285.2741,224.5773,355.3817
0,0.05555556,-0.2322598,-2.433995,-0.1848235,-1.215206,-4.125201,-3.135312,0.7327851,1.239096,0.4524081,-0.6401182,1.079624,-2.276278,-1.296883,-3.997041,1.235706,0.6055096,1.096472,0.4157643,-0.7545689,0.2818407,-0.07968356,-0.54496,-4.153836,-0.2292974,0.7833577,1.430581,0.3540387,-0.0706485,0.1561605,-0.1023803,-0.8307028,-0.0307454,0.02405101,0.8792306,1.501923,0.1561465,0.5039066,0.9937736,0.2502745,284.6794,225.3155,352.7307
0,0.06666667,-0.2791018,-2.261237,-0.2192612,-1.212016,-4.099164,3.140957,0.7296753,1.238806,0.4511538,-0.4881895,1.04013,-2.203313,-1.293771,-3.976641,1.233755,0.6034727,1.096327,0.4128561,-0.745975,0.4006335,0.01250635,-0.5438436,-4.135906,-0.2367742,0.7824236,1.430149,0.3536224,-0.07907663,0.1891839,-0.08633824,-0.831058,-0.02629126,0.02218919,0.8794968,1.501819,0.1565008,0.5054392,0.9933444,0.2452265,284.1879,224.7978,351.4879
0,0.07777778,-0.4663416,-2.023792,-0.2750907,-1.208863,-4.076588,3.135814,0.7270813,1.238536,0.4501498,-0.3944884,0.9752951,-2.093657,-1.288771,-3.959615,1.238891,0.6018382,1.096924,0.4106581,-0.7053869,0.4882475,0.1309547,-0.5405338,-4.117482,-0.2460947,0.7814035,1.429597,0.3531282,-0.07897145,0.2179551,-0.07037378,-0.8312008,-0.02152673,0.01986692,0.8795474,1.501705,0.1568692,0.506057,0.9962575,0.2430121,283.5078,222.1404,352.7557
0,0.08888889,-0.593415,-1.700965,-0.2492712,-1.205943,-4.073444,3.139266,0.7266396,1.238249,0.4501133,-0.3901944,0.8144093,-1.61922,-1.285909,-3.949663,1.245985,0.6007784,1.097668,0.4093032,-0.6481886,0.556905,0.1959199,-0.5385407,-4.099293,-0.2563612,0.7801269,1.429005,0.3529584,-0.08648255,0.2488326,-0.07138355,-0.8320194,-0.01650973,0.01757739,0.8795846,1.501629,0.1573303,0.5064706,0.9994863,0.2404924,283.1869,219.7717,353.5555
0,0.1,-0.7485482,-1.37205,-0.1967616,-1.205356,-4.066381,3.140579,0.7251483,1.238124,0.4498594,-0.3594748,0.6619849,-1.356619,-1.284907,-3.943306,1.256809,0.5994965,1.099411,0.4081953,-0.587341,0.5971615,0.1882717,-0.5390264,-4.083432,-0.2654431,0.7790341,1.428427,0.3527954,-0.1109613,0.3031277,-0.05946228,-0.8322959,-0.009476326,0.01492116,0.8794841,1.501526,0.1578367,0.5066261,1.002556,0.2381499,282.7498,218.4222,353.3014
