sub_num,case_nm,target,v_j
16,AB,Close,0.054551
16,EP,Close,0.43007
16,TS,Close,0.18593
16,JS,Close,0.21521
16,AB,Mid,0.10453
16,EP,Mid,0.35176
16,TS,Mid,0.20674
16,JS,Mid,0.34534
16,AB,Far,0.089411
16,EP,Far,0.46229
16,TS,Far,0.30801
16,JS,Far,0.29031
16,AB,High,0.13183
16,EP,High,0.44294
16,TS,High,0.53887
16,JS,High,0.25131
