sub_num,case_nm,target,iteration,time
16,EP,High,3,4.3111
16,EP,High,4,12.989
16,EP,High,5,4.2111
16,EP,High,6,6.56669
16,EP,High,7,8.58894
16,EP,High,8,3.23333
16,EP,High,9,3.94443
16,EP,High,10,2.61111
16,EP,High,11,3.43333
16,EP,High,12,3.14444
16,EP,High,13,2.4
16,EP,High,14,3.27777
16,EP,High,15,5.35556
16,EP,High,16,4.43333
16,EP,High,17,4.67777
16,EP,High,18,8.37782
16,EP,High,19,3.56666
16,EP,High,20,2.63333
16,EP,High,21,3.7111
16,EP,High,22,4.76666
16,EP,High,23,4.3111
16,EP,High,24,12.989
16,EP,High,25,4.2111
16,EP,High,26,6.56669
16,EP,High,27,8.58894
16,EP,High,28,3.23333
16,EP,High,29,3.94443
16,EP,High,30,2.61111
16,TS,Close,1,2.1333
16,TS,Close,2,2.2778
16,TS,Close,3,2.9333
16,TS,Close,4,3.2
16,TS,Close,5,2.0222
16,TS,Close,6,2.2222
16,TS,Close,7,2.0778
16,TS,Close,8,4.0444
16,TS,Close,9,4.4333
16,TS,Close,10,2.6222
16,TS,Close,11,2.4556
16,TS,Close,12,2.2111
16,TS,Close,13,2
16,TS,Close,14,1.8333
16,TS,Close,15,4.0444
16,TS,Close,16,3.4778
16,TS,Close,17,5.7556
16,TS,Close,18,2.2
16,TS,Close,19,5.0556
16,TS,Close,20,1.8444
16,TS,Close,21,2.1333
16,TS,Close,22,2.2778
16,TS,Close,23,2.9333
16,TS,Close,24,3.2
16,TS,Close,25,2.0222
16,TS,Close,26,2.2222
16,TS,Close,27,2.0778
16,TS,Close,28,4.0444
16,TS,Close,29,4.4333
16,TS,Close,30,2.6222
16,TS,Mid,1,1.8333
16,TS,Mid,2,1.9444
16,TS,Mid,3,3.0889
16,TS,Mid,4,3.5555
16,TS,Mid,5,2.1778
16,TS,Mid,6,2.3111
16,TS,Mid,7,1.2
16,TS,Mid,8,6.5667
16,TS,Mid,9,2.0333
16,TS,Mid,10,1.7778
16,TS,Mid,11,1.8444
16,TS,Mid,12,3.4
16,TS,Mid,13,3.3889
16,TS,Mid,14,2.3556
16,TS,Mid,15,1.8556
16,TS,Mid,16,2.3222
16,TS,Mid,17,1.7667
16,TS,Mid,18,4.1889
16,TS,Mid,19,2
16,TS,Mid,20,2.7444
16,TS,Mid,21,1.8333
16,TS,Mid,22,1.9444
16,TS,Mid,23,3.0889
16,TS,Mid,24,3.5555
16,TS,Mid,25,2.1778
16,TS,Mid,26,2.3111
16,TS,Mid,27,1.2
16,TS,Mid,28,6.5667
16,TS,Mid,29,2.0333
16,TS,Mid,30,1.7778
16,TS,Far,1,4.0444
16,TS,Far,2,3.8444
16,TS,Far,3,6.1111
16,TS,Far,4,2.2556
16,TS,Far,5,3.0444
16,TS,Far,6,3.6222
16,TS,Far,7,4.5444
16,TS,Far,8,2.3889
16,TS,Far,9,4.7333
16,TS,Far,10,2.6889
16,TS,Far,11,2.8778
16,TS,Far,12,4.1778
16,TS,Far,13,2.9
16,TS,Far,14,2.6778
16,TS,Far,15,2.3333
16,TS,Far,16,8.1667
16,TS,Far,17,4.2333
16,TS,Far,18,2.6667
16,TS,Far,19,2.6444
16,TS,Far,20,3.7778
16,TS,Far,21,4.0444
16,TS,Far,22,3.8444
16,TS,Far,23,6.1111
16,TS,Far,24,2.2556
16,TS,Far,25,3.0444
16,TS,Far,26,3.6222
16,TS,Far,27,4.5444
16,TS,Far,28,2.3889
16,TS,Far,29,4.7333
16,TS,Far,30,2.6889
16,TS,High,1,3.6444
16,TS,High,2,3.5778
16,TS,High,3,4.1111
16,TS,High,4,2.5
16,TS,High,5,1.9444
16,TS,High,6,3.2889
16,TS,High,7,4
16,TS,High,8,9.8112
16,TS,High,9,9.0889
16,TS,High,10,4.9222
16,TS,High,11,3.6667
16,TS,High,12,3.7333
16,TS,High,13,5.6445
16,TS,High,14,6.2889
16,TS,High,15,5.6
16,TS,High,16,3.6555
16,TS,High,17,4.9556
16,TS,High,18,3.5667
16,TS,High,19,5.4556
16,TS,High,20,6.2334
16,TS,High,21,3.6444
16,TS,High,22,3.5778
16,TS,High,23,4.1111
16,TS,High,24,2.5
16,TS,High,25,1.9444
16,TS,High,26,3.2889
16,TS,High,27,4
16,TS,High,28,9.8112
16,TS,High,29,9.0889
16,TS,High,30,4.9222
16,JS,Close,1,4.4667
16,JS,Close,2,2.0556
16,JS,Close,3,1.6444
16,JS,Close,4,2.0222
16,JS,Close,5,3.0556
16,JS,Close,6,1.9667
16,JS,Close,7,2.1444
16,JS,Close,8,2.1889
16,JS,Close,9,2.9889
16,JS,Close,10,2.4
16,JS,Close,11,2.0111
16,JS,Close,12,2.1667
16,JS,Close,13,2.2889
16,JS,Close,14,1.9333
16,JS,Close,15,4.1444
16,JS,Close,16,4.3444
16,JS,Close,17,1.7556
16,JS,Close,18,1.9333
16,JS,Close,19,1.6444
16,JS,Close,20,6.1222
16,JS,Close,21,4.4667
16,JS,Close,22,2.0556
16,JS,Close,23,1.6444
16,JS,Close,24,2.0222
16,JS,Close,25,3.0556
16,JS,Close,26,1.9667
16,JS,Close,27,2.1444
16,JS,Close,28,2.1889
16,JS,Close,29,2.9889
16,JS,Close,30,2.4
16,JS,Mid,1,2.3889
16,JS,Mid,2,1.6667
16,JS,Mid,3,1.9444
16,JS,Mid,4,2.0556
16,JS,Mid,5,3.2778
16,JS,Mid,6,2.4556
16,JS,Mid,7,2.7667
16,JS,Mid,8,3.7555
16,JS,Mid,9,3.7778
16,JS,Mid,10,1.9444
16,JS,Mid,11,3.1222
16,JS,Mid,12,1.8
16,JS,Mid,13,1.7
16,JS,Mid,14,2.7111
16,JS,Mid,15,2.6111
16,JS,Mid,16,1.8111
16,JS,Mid,17,1.6444
16,JS,Mid,18,2.3667
16,JS,Mid,19,3.9222
16,JS,Mid,20,1.8778
16,JS,Mid,21,2.3889
16,JS,Mid,22,1.6667
16,JS,Mid,23,1.9444
16,JS,Mid,24,2.0556
16,JS,Mid,25,3.2778
16,JS,Mid,26,2.4556
16,JS,Mid,27,2.7667
16,JS,Mid,28,3.7555
16,JS,Mid,29,3.7778
16,JS,Mid,30,1.9444
16,JS,Far,1,2.9444
16,JS,Far,2,2.4
16,JS,Far,3,4.1
16,JS,Far,4,6.0778
16,JS,Far,5,4.4222
16,JS,Far,6,2.7556
16,JS,Far,7,3.7111
16,JS,Far,8,2.3667
16,JS,Far,9,3.1444
16,JS,Far,10,1.9556
16,JS,Far,11,3.2333
16,JS,Far,12,3.6555
16,JS,Far,13,2.7222
16,JS,Far,14,3.8222
16,JS,Far,15,3.1889
16,JS,Far,16,4.3444
16,JS,Far,17,5.1889
16,JS,Far,18,1.8
16,JS,Far,19,2.6556
16,JS,Far,20,2.8222
16,JS,Far,21,2.9444
16,JS,Far,22,2.4
16,JS,Far,23,4.1
16,JS,Far,24,6.0778
16,JS,Far,25,4.4222
16,JS,Far,26,2.7556
16,JS,Far,27,3.7111
16,JS,Far,28,2.3667
16,JS,Far,29,3.1444
16,JS,Far,30,1.9556
16,JS,High,1,3.3555
16,JS,High,2,7.4223
16,JS,High,3,1.9889
16,JS,High,4,4.0778
16,JS,High,5,4.3555
16,JS,High,6,2
16,JS,High,7,3.8778
16,JS,High,8,3.6444
16,JS,High,9,4.4667
16,JS,High,10,4.2889
16,JS,High,11,4.1667
16,JS,High,12,3.1555
16,JS,High,13,4.0555
16,JS,High,14,3.8667
16,JS,High,15,4.1555
16,JS,High,16,3.4222
16,JS,High,17,4.7667
16,JS,High,18,6.6222
16,JS,High,19,2.8778
16,JS,High,20,7.5778
16,JS,High,21,3.3555
16,JS,High,22,7.4223
16,JS,High,23,1.9889
16,JS,High,24,4.0778
16,JS,High,25,4.3555
16,JS,High,26,2
16,JS,High,27,3.8778
16,JS,High,28,3.6444
16,JS,High,29,4.4667
16,JS,High,30,4.2889
