sub_num,case_nm,s_h_close,s_h_mid,s_h_far,s_h_high
13,AB,-1.5112,-1.4531,-1.4524,-1.5143
13,AB,-1.4155,-2.6522,-1.5178,-1.5392
13,AB,-1.5099,-1.4007,-1.421,-1.5135
13,AB,-1.5191,-1.4668,-1.4174,-1.5031
13,AB,-1.4093,-1.4108,-1.4778,-1.4747
13,AB,-1.751,-1.4904,-1.4828,-1.4677
13,AB,-1.5079,-1.4827,-1.4128,-1.469
13,EP,-2.2702,-1.4665,-1.5338,-1.4341
13,EP,-1.908,-1.5726,-1.5616,-1.4766
13,EP,-1.8053,-1.4599,-1.7153,-1.49
13,EP,-1.9128,-1.5803,-1.5943,-1.4704
13,EP,-1.4832,-1.5352,-1.7903,-2.4045
13,EP,-1.6028,-1.452,-1.6576,-1.5086
13,EP,-1.5688,-1.5186,-1.6837,-1.554
13,EP,-1.8659,-1.5034,-1.6509,-1.5073
13,EP,-1.9856,-1.4866,-1.5517,-1.4951
13,EP,-1.6931,-1.5149,-1.59,-1.6584
13,TS,-2.7658,-2.0414,-1.7692,-4.0976
13,TS,-2.8839,-1.7522,-2.2547,-1.655
13,TS,-2.365,-1.8012,-2.7162,-1.7848
13,TS,-1.8771,-2.5616,-1.6476,-2.0048
13,TS,-1.8469,-2.1804,-1.6694,-1.9251
13,TS,-2.1634,-1.6605,-1.9984,-2.0574
13,TS,-2.0434,-1.8781,-1.7258,-1.7523
13,TS,-2.01,-1.8837,-1.6481,-2.013
13,TS,-1.8697,-1.6638,-1.657,-2.2266
13,TS,-3.333,-1.5194,-1.6857,-1.8459
13,JS,-1.9875,-1.6785,-2.334,-1.8468
13,JS,-2.5762,-1.5479,-1.4125,-1.5756
13,JS,-3.3085,-4.1863,-1.713,-1.5092
13,JS,-2.9929,-1.7029,-1.6544,-1.5673
13,JS,-1.8515,-2.0101,-1.6342,-1.7332
13,JS,-3.3407,-1.5438,-1.5298,-1.6117
13,JS,-1.8591,-1.5211,-2.0094,-1.7378
13,JS,-1.8076,-1.58,-1.6019,-1.5667
13,JS,-2.2379,-1.5178,-1.577,-1.6116
13,JS,-1.8067,-1.5574,-1.6002,-1.6757
14,AB,-1.4092,-1.408,-1.4057,-1.4113
14,AB,-1.4487,-1.3907,-1.4671,-1.7441
14,AB,-1.6556,-1.3949,-1.4803,-1.3957
14,AB,-1.468,-1.401,-1.3937,-1.4009
14,AB,-1.7091,-1.3975,-1.5204,-1.8096
14,AB,-1.4052,-1.3965,-1.6738,-1.5887
14,AB,-1.6372,-1.3906,-1.418,-1.3977
14,AB,-1.4661,-1.6082,-1.5005,-1.443
14,AB,-1.5655,-1.9454,-1.4479,-1.4049
14,AB,-1.3994,-1.3921,-1.3994,-1.3928
14,EP,-1.9278,-1.5036,-1.831,-1.8574
14,EP,-3.7108,-1.5518,-1.6481,-1.5886
14,EP,-1.9032,-1.5018,-1.6237,-2.1104
14,EP,-2.364,-1.8137,-1.8558,-1.478
14,EP,-2.3823,-1.4888,-1.9822,-1.4397
14,EP,-2.6647,-1.8524,-1.4863,-1.6364
14,EP,-2.9172,-1.8691,-1.8868,-1.5331
14,EP,-2.0113,-1.4522,-1.8744,-2.3698
14,EP,-1.9346,-1.7099,-1.5687,-1.9663
14,EP,-2.2535,-1.5975,-1.7805,-2.8648
14,TS,-2.1398,-1.5335,-2.2466,-1.5306
14,TS,-1.7715,-1.5809,-1.9633,-2.0658
14,TS,-2.7627,-2.6193,-1.8638,-2.7828
14,TS,-3.7758,-1.7454,-1.6377,-3.4081
14,TS,-2.1737,-2.3944,-1.8623,-1.9885
14,TS,-1.9147,-1.8893,-2.3045,-1.4844
14,TS,-2.1597,-1.6162,-1.9287,-1.7218
14,TS,-1.9807,-1.6376,-2.3878,-1.5808
14,TS,-2.0083,-1.4383,-2.1361,-1.5446
14,TS,-3.0366,-1.8401,-1.9998,-1.6112
14,JS,-1.8556,-8.3671,-1.617,-1.4613
14,JS,-1.9414,-1.3982,-1.6371,-1.4143
14,JS,-1.8686,-1.4869,-1.6734,-1.5101
14,JS,-1.7442,-1.8024,-1.5516,-1.6683
14,JS,-1.7533,-1.3963,-1.5515,-1.4419
14,JS,-1.734,-1.4178,-1.6708,-1.5494
14,JS,-1.7722,-1.4714,-1.5248,-1.4192
14,JS,-3.2865,-1.3983,-1.626,-1.4234
14,JS,-1.8413,-1.4731,-1.6107,-1.4061
14,JS,-1.8881,-1.4675,-1.5433,-1.4633
15,AB,-1.6744,-2.0063,-1.6102,-1.4677
15,AB,-1.7614,-1.609,-1.4425,-1.5542
15,AB,-1.6977,-1.6002,-1.6746,-1.4023
15,AB,-1.8315,-1.3979,-1.4822,-1.3982
15,AB,-1.7351,-1.9888,-1.4748,-1.4594
15,AB,-1.5919,-1.4032,-1.4658,-1.4956
15,AB,-1.7127,-1.4899,-1.4647,-1.3985
15,AB,-1.6733,-1.8085,-1.4595,-1.5107
15,AB,-1.6758,-1.4137,-1.467,-1.4613
15,AB,-1.5777,-1.5186,-1.6531,-1.4491
15,EP,-2.0807,-2.4873,-1.8151,-2.3932
15,EP,-2.0668,-1.6504,-1.784,-1.6401
15,EP,-2.0441,-1.7242,-1.7775,-1.8477
15,EP,-2.0892,-1.6196,-1.7722,-2.1148
15,EP,-1.8712,-1.6252,-1.7249,-1.8708
15,EP,-1.7935,-1.9208,-1.9385,-1.8327
15,EP,-1.7953,-2.0213,-1.8905,-1.906
15,EP,-1.4919,-1.6889,-1.9184,-1.7728
15,EP,-2.1723,-1.8468,-2.2358,-1.641
15,EP,-1.8407,-1.6353,-2.1595,-2.2678
15,TS,-6.4367,-1.8986,-2.1875,-1.7801
15,TS,-1.6409,-1.7236,-2.2448,-1.4754
15,TS,-1.7784,-1.7954,-2.0963,-2.0926
15,TS,-1.8705,-2.0688,-2.0832,-1.8419
15,TS,-1.8387,-1.7747,-2.2773,-1.8677
15,TS,-1.9156,-2.0718,-1.9299,-1.7551
15,TS,-1.6517,-1.6964,-1.9903,-1.8694
15,TS,-1.7167,-2.1001,-1.9629,-1.7142
15,TS,-2.0225,-2.0883,-2.2247,-1.8224
15,TS,-1.9771,-2.0837,-2.0422,-2.0302
15,JS,-3.6266,-1.6224,-1.7567,-1.6038
15,JS,-1.8533,-1.5699,-1.7833,-1.7138
15,JS,-1.7543,-1.7701,-2.0848,-1.8127
15,JS,-9.8593,-2.8402,-1.7631,-1.5154
15,JS,-1.7754,-1.5551,-1.9936,-1.6341
15,JS,-2.3444,-1.5712,-1.6994,-2.0208
15,JS,-1.7888,-1.7094,-1.9212,-1.5236
15,JS,-1.6356,-1.7314,-2.0532,-1.6476
15,JS,-1.5897,-1.9832,-1.5366,-1.5473
15,JS,-1.748,-1.6404,-1.9063,-1.6282
16,AB,-1.4083,-1.8049,-1.4675,-1.4513
16,AB,-1.5382,-1.4382,-1.472,-1.6809
16,AB,-1.6473,-1.46,-1.4628,-1.487
16,AB,-1.65,-1.6507,-1.4542,-1.4896
16,AB,-1.7296,-1.4523,-1.4832,-1.4094
16,AB,-1.7605,-1.4164,-1.4965,-1.4544
16,AB,-1.7588,-1.4708,-1.4166,-1.4376
16,AB,-1.7302,-1.4046,-1.435,-1.3992
16,AB,-1.6289,-1.3966,-1.8714,-1.4601
16,AB,-2.1496,-1.4793,-1.4214,-1.4142
16,EP,-2.9901,-3.5699,-1.9388,-2.5067
16,EP,-2.1831,-2.0848,-3.2072,-2.8514
16,EP,-2.323,-1.9878,-1.8502,-2.5827
16,EP,-1.9295,-3.7985,-1.8851,-4.4498
16,EP,-2.0672,-1.7244,-3.4651,-3.5174
16,EP,-3.1529,-1.9132,-2.1909,-3.2183
16,EP,-5.3351,-2.0096,-1.9841,-5.0717
16,EP,-2.1806,-1.8513,-2.818,-2.2138
16,EP,-1.7508,-1.9179,-3.1222,-2.262
16,EP,-5.6488,-2.4592,-1.8556,-2.0897
16,TS,-2.2512,-1.8052,-2.7877,-2.7847
16,TS,-1.964,-1.9947,-2.0641,-2.983
16,TS,-2.6879,-2.3881,-4.1466,-2.5933
16,TS,-2.8775,-2.3484,-2.0933,-1.7543
16,TS,-2.1111,-1.7358,-2.1613,-1.8633
16,TS,-1.6357,-2.0514,-1.6875,-4.6853
16,TS,-1.8452,-1.8931,-2.0798,-2.7558
16,TS,-2.9903,-4.5325,-2.021,-4.8677
16,TS,-2.6721,-2.1069,-2.4632,-4.8935
16,TS,-2.6633,-1.8469,-2.2147,-3.2618
16,JS,-4.11,-1.5446,-2.7894,-2.1421
16,JS,-2.6021,-1.7851,-2.2128,-5.9685
16,JS,-1.6783,-2.3122,-2.9361,-2.3004
16,JS,-1.8536,-2.1286,-3.5005,-2.4763
16,JS,-3.4622,-2.4647,-2.4954,-2.9022
16,JS,-2.0321,-2.3429,-2.6536,-1.8321
16,JS,-2.1542,-3.1231,-2.1151,-2.9906
16,JS,-1.8101,-2.8787,-1.9948,-3.1913
16,JS,-2.8816,-3.761,-2.4514,-3.8618
16,JS,-2.3717,-1.6965,-2.1997,-2.8647
