loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.2845213,-1.148963,0.08947577,-1.518641,-4.332499,-3.121747,0.6797328,1.257703,0.4640677,-0.08673077,0.522382,-0.9442707,4.656776,-4.232996,1.062694,0.5826247,1.092136,0.4157596,-0.4951438,0.5136341,-0.06030276,-0.6562333,-4.424935,-0.2231159,0.7065544,1.466623,0.3824632,-0.01693432,0.3505669,0.1307846,-1.132439,-0.009570736,-0.07550195,0.7708635,1.525356,0.1838364,0.4783098,1.009683,0.3011132,312.053,222.2206,13.39556
1,0.01111111,0.3224834,-1.160154,0.04872536,-1.519014,-4.319158,-3.120492,0.6762691,1.257258,0.4638532,-0.08272762,0.5384744,-0.9727677,4.657493,-4.220408,1.05723,0.5800776,1.091099,0.4144779,-0.5291604,0.5605903,-0.0326565,-0.6573672,-4.412199,-0.2262542,0.7051861,1.466321,0.3827212,-0.01794818,0.3473466,0.137212,-1.130583,-0.005640575,-0.07696483,0.7705867,1.525494,0.1846153,0.4776195,1.008427,0.2975548,311.8744,221.6326,13.31555
1,0.02222222,0.3616295,-1.166255,0.01316524,-1.51824,-4.306005,-3.118525,0.6731551,1.256646,0.4637488,-0.09056728,0.5741441,-0.976515,4.658503,-4.2078,1.051233,0.5775368,1.08994,0.413302,-0.5408062,0.5734522,-0.006038353,-0.6581885,-4.401173,-0.228708,0.7037983,1.465893,0.3831044,-0.0199748,0.3537316,0.1457594,-1.12902,-0.0009625996,-0.07859468,0.7704644,1.525686,0.1854234,0.477019,1.007105,0.2940343,311.5479,221.0665,13.04307
1,0.03333334,0.437084,-1.186043,-0.01919253,-1.516319,-4.293804,-3.114914,0.669724,1.256091,0.4634368,-0.1271172,0.6255351,-0.9490431,4.659725,-4.195026,1.04298,0.5747454,1.088698,0.4119755,-0.5429187,0.5660154,0.00143262,-0.6594807,-4.391725,-0.2301288,0.7024329,1.465406,0.3834849,-0.01538441,0.3760306,0.1702588,-1.126487,0.004287689,-0.08090018,0.7702391,1.525893,0.1863423,0.4758504,1.005328,0.2912863,311.2131,219.6583,13.09878
1,0.04444445,0.4690216,-1.202136,-0.01703259,-1.514742,-4.281007,-3.111586,0.6664925,1.25535,0.4633339,-0.1495291,0.6632965,-0.9411665,4.659903,-4.182044,1.035937,0.5720801,1.087515,0.4105017,-0.5557263,0.5404202,-0.00804764,-0.6610259,-4.38378,-0.2298393,0.7010584,1.464805,0.3837808,-0.01208645,0.3877026,0.1755915,-1.124444,0.009228519,-0.08308583,0.7700067,1.526087,0.1871898,0.4751502,1.003604,0.2882223,310.4263,219.4928,12.11364
1,0.05555556,0.4621188,-1.233305,-0.01956692,-1.513664,-4.267167,-3.107752,0.66295,1.254503,0.4630453,-0.1746846,0.6953584,-0.9567178,4.660608,-4.167902,1.030196,0.5693247,1.086338,0.4087182,-0.577082,0.5126603,-0.02708658,-0.6629423,-4.37664,-0.2283575,0.6995413,1.464131,0.384028,-0.00127089,0.4196107,0.1797823,-1.122878,0.01567097,-0.08614873,0.7698283,1.526301,0.1880831,0.4745403,1.001457,0.284774,309.674,219.4282,10.98224
1,0.06666667,0.4270128,-1.287326,0.001667291,-1.513101,-4.251386,-3.104627,0.659292,1.253499,0.4627335,-0.1820893,0.7340612,-1.014276,4.660201,-4.152375,1.026053,0.5665536,1.084972,0.40702,-0.59738,0.5104555,-0.05259888,-0.6656007,-4.368412,-0.2277237,0.6980615,1.463359,0.3843391,0.0009553134,0.4376822,0.1819424,-1.120913,0.02140396,-0.08878659,0.7695494,1.526482,0.1889494,0.4741802,0.9997782,0.2816504,309.1519,220.2796,9.294772
1,0.07777778,0.370742,-1.354361,0.004386008,-1.512757,-4.235588,-3.10208,0.6558356,1.252481,0.4624839,-0.1718951,0.7569456,-1.061585,4.66077,-4.135646,1.022718,0.5638492,1.083708,0.40502,-0.6241025,0.52632,-0.08986385,-0.6691501,-4.359395,-0.2271407,0.6964045,1.462451,0.3845878,0.009647101,0.4557476,0.191471,-1.118998,0.02779435,-0.09200023,0.7692952,1.526709,0.1898207,0.473937,0.9980737,0.2781194,308.9707,221.6357,7.294691
1,0.08888889,0.2843542,-1.435342,0.01931699,-1.512416,-4.218135,-3.10069,0.6521556,1.251336,0.4620762,-0.1388307,0.7916915,-1.134315,4.660905,-4.117476,1.021245,0.561275,1.082537,0.4028208,-0.657225,0.5570997,-0.1260925,-0.673237,-4.349278,-0.226684,0.6945767,1.461585,0.3848698,0.02156258,0.4705693,0.2052495,-1.116498,0.03386662,-0.09534836,0.7689209,1.526825,0.190745,0.4736233,0.9962713,0.2747337,308.8936,222.7605,5.557234
1,0.1,0.2155668,-1.469861,0.01943025,-1.512615,-4.19951,-3.100261,0.6485231,1.250262,0.4617009,-0.08918606,0.8082503,-1.208854,4.661475,-4.100142,1.020104,0.5587292,1.081465,0.4007256,-0.68606,0.5857755,-0.1569983,-0.6775662,-4.338551,-0.2265346,0.6927536,1.460714,0.3852066,0.02380013,0.4780079,0.2126899,-1.114513,0.04023038,-0.09851938,0.7686334,1.526939,0.1916913,0.4733915,0.9947579,0.2713936,309.2852,223.6081,4.267298
1,0.1111111,0.1163638,-1.511676,0.03201862,-1.512151,-4.181454,-3.099977,0.6450853,1.249334,0.4611776,-0.05016592,0.8291423,-1.256678,4.661609,-4.082047,1.02093,0.5563223,1.080495,0.3984533,-0.7053025,0.6027325,-0.1857614,-0.6819407,-4.328696,-0.2259671,0.6909525,1.45991,0.3855158,0.02814209,0.4928794,0.2148268,-1.112367,0.04679467,-0.1019045,0.7682135,1.527054,0.1926053,0.4730534,0.9933878,0.268364,309.7535,223.8273,3.539587
1,0.1222222,0.09357721,-1.495139,0.0311491,-1.51212,-4.164258,-3.099411,0.6417956,1.248489,0.4605879,-0.03099647,0.831883,-1.2754,4.661725,-4.066648,1.019359,0.5538874,1.07947,0.3967792,-0.7074651,0.5931066,-0.198512,-0.685863,-4.320055,-0.2248001,0.6892262,1.459117,0.3857325,0.02394691,0.510981,0.2138402,-1.110507,0.05351196,-0.1050542,0.7678497,1.527221,0.1936316,0.4728373,0.9920695,0.2650378,310.0197,224.2787,2.465897
