loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.3223536,-1.771748,0.2264619,-1.498099,-4.26359,-3.136187,0.6750429,1.253777,0.4450932,0.01321219,0.9443837,-1.50172,4.670638,-4.171413,0.8939207,0.5953379,1.07522,0.3973402,-0.3552103,0.3956963,0.04730454,-0.6767715,-4.182315,-0.2850562,0.6999009,1.464756,0.3583485,0.07485157,0.02783513,0.08103003,-1.11107,0.1916753,-0.05723906,0.7997475,1.531565,0.1780536,0.4967255,0.9866922,0.2927157,305.0605,224.1452,24.60371
0,0.01111111,-0.3192902,-1.802079,0.0938953,-1.498177,-4.24407,-3.134088,0.6724837,1.253345,0.4444694,-0.02421709,0.9879612,-1.468648,4.67425,-4.150018,0.8955824,0.5931666,1.075143,0.3953249,-0.3967677,0.4350948,0.03984003,-0.6783401,-4.172858,-0.2867348,0.6992877,1.464344,0.3583944,0.08548731,0.02886364,0.07775978,-1.110285,0.192207,-0.05878342,0.7996922,1.531676,0.1782621,0.4965784,0.9865724,0.2883818,303.9452,226.0713,21.48889
0,0.02222222,-0.3493285,-1.75066,-0.05244009,-1.493742,-4.226182,-3.13336,0.6701505,1.253275,0.4438629,-0.02037635,1.065311,-1.354965,4.67977,-4.131835,0.8985412,0.5911007,1.075381,0.3939361,-0.4552959,0.5171946,0.05784719,-0.6796648,-4.159435,-0.2901091,0.6987691,1.464044,0.3583021,0.1120871,0.01383029,0.08180548,-1.109217,0.1918556,-0.06078532,0.7996302,1.531804,0.1784952,0.4966606,0.9861042,0.2837301,303.4178,226.4625,19.17742
0,0.03333334,-0.3431053,-1.689484,-0.1179163,-1.489271,-4.209188,-3.133208,0.6677868,1.253247,0.4434429,0.0009151995,1.109828,-1.255233,4.683418,-4.1146,0.9004044,0.5891154,1.075523,0.3925032,-0.456298,0.5364383,0.07802677,-0.6800813,-4.148519,-0.2934593,0.6983261,1.463765,0.3582851,0.1195742,0.002071857,0.09239088,-1.107769,0.1915724,-0.06224047,0.7995653,1.531958,0.1786573,0.4955783,0.9879613,0.2823479,302.8966,227.1606,16.68069
0,0.04444445,-0.2759309,-1.579592,-0.157519,-1.482404,-4.198038,-3.129875,0.6660361,1.253831,0.4431994,-0.05031385,1.122955,-1.046927,4.686615,-4.100838,0.8992238,0.5873134,1.075985,0.3913141,-0.4067152,0.554122,0.2685042,-0.6730042,-4.133697,-0.3025119,0.698374,1.46365,0.3581047,0.1398043,-0.01400118,0.09967776,-1.106399,0.1909166,-0.06422906,0.7994499,1.53208,0.1788142,0.4950647,0.9887074,0.2795211,302.9089,226.4768,15.18059
0,0.05555556,-0.2530794,-1.48932,-0.1875132,-1.478779,-4.183945,-3.128399,0.6639044,1.254018,0.4430736,-0.05146655,1.108181,-0.9764019,4.689963,-4.087409,0.8996454,0.5857499,1.076518,0.390236,-0.3860601,0.5013286,0.40924,-0.665133,-4.123434,-0.3070601,0.6982226,1.46353,0.3580451,0.1588651,-0.0375108,0.09738581,-1.105252,0.1897583,-0.06610951,0.7993267,1.532221,0.1790315,0.4947368,0.9894624,0.2764979,302.9099,225.3251,14.43635
0,0.06666667,-0.2454357,-1.460855,-0.1914155,-1.475753,-4.168217,-3.127533,0.6619201,1.25414,0.4429075,-0.04454622,1.109282,-0.962387,4.692446,-4.071828,0.9005141,0.5842366,1.076829,0.3888952,-0.3740154,0.3174136,0.5238091,-0.6548426,-4.123325,-0.3035237,0.6985741,1.463465,0.3578339,0.1747215,-0.04075627,0.0823518,-1.104792,0.189204,-0.06835988,0.799206,1.532296,0.1791307,0.4946028,0.9903148,0.2734776,302.694,224.3832,13.95457
0,0.07777778,-0.2432534,-1.466376,-0.1988762,-1.471341,-4.152092,-3.126957,0.6601942,1.254503,0.4428794,-0.02801663,1.128565,-0.939661,4.695051,-4.05487,0.9010888,0.5829027,1.077178,0.3880757,-0.3098277,0.02997318,0.2667835,-0.6577502,-4.140147,-0.288847,0.6990497,1.463357,0.3577133,0.1723886,-0.01619841,0.04191746,-1.105613,0.1898758,-0.07042756,0.7990849,1.532376,0.1792077,0.4945995,0.9919582,0.2721618,302.0422,223.3116,14.46186
0,0.08888889,-0.1929402,-1.398566,-0.1960204,-1.46802,-4.134946,-3.127439,0.6586432,1.254782,0.4427676,0.002220936,1.138961,-0.9554979,4.697457,-4.041284,0.8998613,0.5822003,1.077309,0.3870721,-0.2153322,-0.04921235,0.1655582,-0.658172,-4.145185,-0.2855196,0.6992552,1.463097,0.3578292,0.1689281,-0.02466908,0.01103931,-1.106482,0.1891997,-0.07193092,0.7990012,1.532403,0.1791263,0.4950145,0.992855,0.2698036,300.7724,223.2159,14.4483
0,0.1,-0.2539299,-1.17698,-0.173555,-1.467187,-4.122589,-3.130322,0.6579609,1.255058,0.4427346,0.07210293,1.021658,-0.9195489,4.698799,-4.034479,0.9037008,0.5821447,1.078153,0.3862424,-0.0366369,-0.1422047,0.07691597,-0.6584698,-4.152825,-0.2850011,0.6997831,1.462993,0.3578879,0.1778938,-0.1013661,-0.0285343,-1.107864,0.1849487,-0.07234264,0.798902,1.532395,0.1787638,0.4953741,0.994445,0.2683427,299.4554,223.9734,13.88305
