loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
0,0,0.4396788,-1.083123,0.3110522,-1.35996,-4.057976,-2.735498,0.5361637,1.471251,0.4438,-0.5677226,-0.02205979,94.77,59.63,-0.535116,0.4447718,0.04474285,-0.5430851,-3.808704,-0.29296,0.662016,1.717791,0.3420231,-0.3344127,0.467429,0.01896097,-0.967732,0.2340226,0.03622511,0.8271592,1.777857,0.1641083,0.3646741,1.170935,0.2769544,326.2656,234.1604,353.0681,False
0,0.01111111,0.4448128,-1.025702,0.2968016,-1.358871,-4.047307,-2.7428,0.5350163,1.471194,0.4431226,-0.5667846,0.08582166,91.15,59.87,-0.5139318,0.4501538,0.03283102,-0.5446559,-3.799109,-0.2961499,0.6606978,1.717776,0.3416314,-0.3258696,0.4461147,0.0241353,-0.9671461,0.2395408,0.03660435,0.8268454,1.777764,0.1646681,0.3656014,1.169047,0.2761463,326.7259,232.1626,354.4722,False
0,0.02222222,0.4436726,-1.000163,0.2944524,-1.357687,-4.036261,-2.750142,0.5334923,1.471147,0.4423325,-0.5666392,0.01226922,87.77,60.09,-0.4745536,0.4576581,0.0292654,-0.5460391,-3.789074,-0.3007492,0.6595304,1.717824,0.3413122,-0.3216295,0.4397321,0.02194656,-0.9667914,0.2453247,0.03675562,0.8267006,1.777759,0.1652398,0.3670783,1.16667,0.2756088,327.4277,230.8192,355.2567,False
0,0.03333334,0.4327156,-0.9119268,0.2757122,-1.35715,-4.028547,-2.756052,0.5326284,1.471058,0.441963,-0.5657853,0.07778736,85.57,60.73,-0.4245535,0.4502716,0.02129311,-0.5475193,-3.780291,-0.3052414,0.6585653,1.717827,0.3409836,-0.3066787,0.407729,0.0302379,-0.9659051,0.249455,0.03737853,0.8264249,1.777754,0.1656692,0.3691641,1.164061,0.2753576,328.1722,230.1867,355.4011,False
0,0.04444445,0.4164106,-0.8077273,0.2568503,-1.357047,-4.022511,-2.761383,0.5320765,1.470966,0.441808,-0.5653987,0.03446288,83.51,61.33,-0.3766657,0.4322204,0.0143699,-0.5488072,-3.772957,-0.3088569,0.65772,1.717799,0.3407035,-0.2971335,0.3981459,0.02585747,-0.9656712,0.2544188,0.0374491,0.8262741,1.7778,0.1661963,0.371742,1.161379,0.2753269,329.0178,229.7996,355.2931,False
0,0.05555556,0.3947024,-0.6779429,0.2420744,-1.357771,-4.01843,-2.765921,0.5317625,1.47081,0.4417002,-0.564474,0.08422961,81.58,61.9,-0.3426037,0.4152216,0.009722456,-0.5500882,-3.765634,-0.3124586,0.6568769,1.717828,0.3404911,-0.2758666,0.3789575,0.02347144,-0.965398,0.258736,0.03730663,0.826154,1.777809,0.166585,0.3743601,1.158784,0.2752547,329.686,229.4505,355.1067,False
0,0.06666667,0.3751423,-0.5566565,0.2305673,-1.358859,-4.015213,-2.770013,0.5316163,1.470716,0.4417028,-0.5640708,0.03611203,79.77,62.43,-0.2873612,0.3684618,-0.01120824,-0.5517212,-3.761759,-0.3144405,0.6562244,1.717882,0.3404298,-0.256702,0.337383,0.02634977,-0.9649549,0.2615464,0.03792208,0.826026,1.77776,0.1668291,0.3751505,1.158114,0.2751771,329.3931,229.1854,355.5432,False
0,0.07777778,0.3609336,-0.4407493,0.2073627,-1.359767,-4.013434,-2.774026,0.5316733,1.470569,0.4418612,-0.5636511,0.0381427,78.08,62.92,-0.2288676,0.3110295,-0.0268753,-0.5529713,-3.759711,-0.3155896,0.6558165,1.717957,0.3403907,-0.2407772,0.3118112,0.02292515,-0.9647163,0.2646199,0.03825844,0.8259466,1.777774,0.1671607,0.3757374,1.157871,0.2752953,329.3069,228.9568,355.4984,False
0,0.08888889,0.3500631,-0.3738226,0.1877189,-1.360346,-4.010736,-2.77813,0.5315358,1.47048,0.4419801,-0.5633843,0.02411294,77.77,63.41,-0.1670634,0.2503869,-0.03191771,-0.5536755,-3.758437,-0.3168941,0.6554987,1.718058,0.3403935,-0.2195071,0.2702444,0.0236619,-0.9643631,0.2665865,0.03889067,0.8259847,1.777916,0.1674664,0.376207,1.157737,0.2754535,329.0583,228.9236,355.6483,False
0,0.1,0.3337852,-0.2824983,0.1540435,-1.360751,-4.01041,-2.781393,0.5318826,1.470434,0.442333,-0.5636452,-0.02399272,77.48,63.87,-0.1233868,0.2120814,-0.0356518,-0.5543998,-3.756588,-0.3184504,0.6550617,1.718069,0.3403077,-0.195064,0.229758,0.02010651,-0.9642912,0.2680635,0.03926352,0.8259881,1.777941,0.1676464,0.376658,1.15764,0.2756486,328.8336,228.8042,355.7447,False
