loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
3,0,0.2243613,-0.04439534,-0.009538889,-1.45143,-3.936553,-3.022941,0.4822006,1.439919,0.4623466,-0.9517669,0.03753116,75.16,25.51,-0.002846539,0.0212516,-0.03322332,-0.6007559,-3.62146,-0.2820834,0.5688573,1.713879,0.3766568,-0.09200118,0.1179746,0.01145392,-0.9918874,0.5104976,0.02934617,0.7848647,1.77902,0.2449439,0.34907,1.168889,0.2553326,322.9076,224.3511,354.2391,False
3,0.01111111,0.2050864,0.001310331,-0.01621007,-1.451002,-3.93768,-3.024305,0.482766,1.439873,0.4627085,-0.9521056,-0.0310633,74.6,24.57,0.008995213,0.0233526,-0.01840552,-0.6005354,-3.620546,-0.2831249,0.5687957,1.713975,0.3766377,-0.07927749,0.08174611,0.009086294,-0.9918048,0.5102621,0.03006549,0.7847909,1.779114,0.2450376,0.3500769,1.168138,0.254579,322.8718,226.8631,351.3671,False
3,0.02222222,0.1975611,0.04067507,-0.0196486,-1.450879,-3.939159,-3.02618,0.4832428,1.439939,0.463079,-0.9516785,0.03937958,74.07,23.69,0.01672492,0.03608351,0.01351637,-0.5994978,-3.618369,-0.2851921,0.5687639,1.714088,0.3765943,-0.07084589,0.04980232,0.002510643,-0.9919593,0.5097314,0.03088521,0.7847483,1.779086,0.245028,0.3520237,1.167325,0.2533784,323.0703,227.3931,349.861,False
3,0.03333334,0.1953585,0.08222413,-0.01884381,-1.450958,-3.941424,-3.028053,0.4837433,1.439942,0.4635656,-0.9510393,0.05809815,73.58,22.87,0.02655609,0.04455763,0.04114345,-0.5983952,-3.616365,-0.2874752,0.568723,1.714129,0.3765762,-0.05920707,0.03174762,-0.005119672,-0.9923385,0.5102477,0.03082689,0.7847807,1.778728,0.2447083,0.3544175,1.166516,0.2521391,323.2944,226.9598,349.1035,False
3,0.04444445,0.1835686,0.1237548,-0.01482866,-1.451256,-3.943708,-3.029418,0.4842438,1.439944,0.4641891,-0.951605,-0.05213153,73.12,22.1,0.04045277,0.0509362,0.04742748,-0.5979105,-3.614805,-0.2895463,0.5688008,1.714211,0.3765833,-0.04755311,0.002984822,-0.009584762,-0.9926347,0.5091079,0.03150599,0.7847971,1.778685,0.2446284,0.3568922,1.165858,0.2512559,323.5154,226.5459,348.4721,False
3,0.05555556,0.1728575,0.1589238,-0.009715684,-1.451624,-3.946561,-3.03065,0.4848321,1.439908,0.4647701,-0.9518287,-0.01989514,72.99,21.25,0.05739335,0.05202381,0.03556115,-0.5980794,-3.613758,-0.2916074,0.5688269,1.714221,0.3766291,-0.03697387,-0.01298805,-0.01505677,-0.9928909,0.5083809,0.03210947,0.7849129,1.778773,0.2446969,0.3590436,1.165334,0.25092,323.7302,226.3508,347.8799,False
3,0.06666667,0.1642989,0.1791396,-0.008768089,-1.451821,-3.948859,-3.031949,0.4854144,1.439876,0.4653401,-0.9513834,0.04085601,72.87,20.45,0.0838611,0.05205755,0.01721776,-0.5986919,-3.613081,-0.2939166,0.5690693,1.714243,0.3767052,-0.02951715,-0.0247179,-0.01409904,-0.9930128,0.5075877,0.03259123,0.784959,1.778764,0.2446039,0.3605854,1.164873,0.2512347,323.9082,226.3402,347.431,False
3,0.07777778,0.1600187,0.1908634,-0.006707929,-1.452099,-3.951367,-3.033293,0.4860631,1.439883,0.4658804,-0.9513296,0.004616783,72.75,19.7,0.1103905,0.03397074,0.005233027,-0.5989817,-3.613602,-0.2955973,0.569369,1.714313,0.3768904,-0.01783501,-0.04710146,-0.01535315,-0.9933282,0.5060415,0.03331641,0.7852226,1.778979,0.2444813,0.3613926,1.164445,0.2521885,324.068,226.4724,347.2279,False
3,0.08888889,0.1568058,0.1961649,-0.008863345,-1.452226,-3.953567,-3.034592,0.486838,1.439947,0.4664674,-0.9514079,-0.007151588,72.65,19.01,0.1275128,-0.0001308769,0.01461894,-0.5980107,-3.615063,-0.2961408,0.5697905,1.71446,0.3770969,-0.005034707,-0.07483733,-0.01023912,-0.9933127,0.5038259,0.03425305,0.7853333,1.779025,0.2442536,0.3614947,1.164045,0.2536724,324.1957,226.7166,347.3041,False
3,0.1,0.1600021,0.1940194,-0.01207689,-1.452249,-3.955675,-3.03618,0.4875007,1.440014,0.4669323,-0.951557,-0.01347981,72.55,18.36,0.1457346,-0.04382281,0.02716926,-0.5967451,-3.617612,-0.2961385,0.5702912,1.71453,0.3773274,0.006728455,-0.1100319,-0.001942782,-0.9930789,0.5009537,0.0353492,0.7855948,1.778993,0.2440393,0.3610905,1.163705,0.2555371,324.2819,227.0112,347.6197,False
