loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
3,0,0.2691369,-0.04002103,0.1143086,-1.449803,-3.951773,-2.782911,0.4774273,1.473784,0.4595754,-0.5631164,0.01285994,100,100,-0.2636632,0.246904,-0.00266169,-0.5532951,-3.479676,-0.4058223,0.6018921,1.737992,0.3877356,-0.239788,0.3687714,-0.01280877,-0.9240935,0.4753879,0.09229717,0.7977225,1.787336,0.2550268,0.3508793,1.164626,0.2666933,329.0421,228.1889,351.0732,False
3,0.01111111,0.2668577,0.001459777,0.1077332,-1.451112,-3.95207,-2.785786,0.4775049,1.473505,0.4595258,-0.563119,-0.0003797008,100,100,-0.2351985,0.237443,-0.03176532,-0.5553842,-3.476756,-0.4065624,0.6014194,1.737817,0.3874457,-0.2312027,0.3537965,-0.002289662,-0.9234601,0.4797104,0.09196907,0.7976589,1.78748,0.2555723,0.3522578,1.16338,0.2668634,329.5834,228.4248,350.417,False
3,0.02222222,0.2570764,0.05572467,0.1010875,-1.452814,-3.954023,-2.78809,0.4777475,1.473156,0.4598296,-0.5628287,0.02656807,100,100,-0.1928143,0.2077248,-0.05470833,-0.5571637,-3.475386,-0.4069278,0.6009736,1.737725,0.3871105,-0.2205805,0.3303381,-0.001415473,-0.9231811,0.4832986,0.09189557,0.7976059,1.787467,0.2557719,0.3545047,1.161582,0.2670733,330.2526,228.4195,349.8776,False
3,0.03333334,0.2569757,0.08231791,0.0956295,-1.454089,-3.955065,-2.790906,0.4781036,1.472915,0.459882,-0.5630162,-0.01737308,100,100,-0.1619816,0.1875183,-0.06150787,-0.558524,-3.473487,-0.4076067,0.6005623,1.737607,0.3869159,-0.2079156,0.2973043,-0.005918323,-0.9231288,0.4862376,0.09229904,0.7976321,1.787597,0.2559516,0.3571965,1.159555,0.2674235,331.0677,228.434,349.2859,False
3,0.04444445,0.2525863,0.1174065,0.08481146,-1.455506,-3.957288,-2.793329,0.4785414,1.472631,0.46016,-0.5626823,0.03073194,100,100,-0.1363994,0.1715441,-0.06077873,-0.5596846,-3.471555,-0.4085459,0.6002455,1.737543,0.3865905,-0.2015952,0.2792002,-0.01030963,-0.9231656,0.4893881,0.09244258,0.7976445,1.787624,0.2560956,0.3589422,1.158238,0.267504,331.4724,228.5033,348.673,False
3,0.05555556,0.2514336,0.140727,0.06446699,-1.456375,-3.9591,-2.795986,0.4790129,1.47242,0.4602802,-0.5630599,-0.03480874,100,100,-0.1225032,0.1576668,-0.05565315,-0.5604463,-3.469674,-0.4090248,0.5998803,1.73754,0.3862548,-0.1803235,0.230176,-0.006420763,-0.9228492,0.4911168,0.09274618,0.7976949,1.787518,0.2558436,0.3597785,1.15784,0.2677057,331.0632,228.4966,348.99,False
3,0.06666667,0.2428877,0.1459422,0.05060563,-1.457155,-3.960458,-2.798313,0.4794263,1.472101,0.4603415,-0.5628607,0.0185836,100,100,-0.0955979,0.1426562,-0.03043056,-0.5603552,-3.467419,-0.4108357,0.5998154,1.737556,0.3859634,-0.1653049,0.1959947,0.01035448,-0.9220226,0.4924788,0.09328627,0.7977256,1.787546,0.2558382,0.3602899,1.1577,0.2680001,331.1281,228.7454,348.6985,False
3,0.07777778,0.2364744,0.1512047,0.04206108,-1.457934,-3.962184,-2.800527,0.4799153,1.471884,0.4605794,-0.5630231,-0.01506274,100,100,-0.07179841,0.1190811,0.001175728,-0.5595291,-3.466079,-0.4122078,0.5996481,1.737381,0.3863266,-0.1535214,0.1671874,0.02291634,-0.9212247,0.493871,0.09388602,0.7977909,1.787462,0.2556529,0.3606561,1.157583,0.2684162,330.8428,228.92,348.6693,False
3,0.08888889,0.2268549,0.1574796,0.02819404,-1.458437,-3.963745,-2.802566,0.4805629,1.471631,0.4606798,-0.5626759,0.03192325,100,100,-0.04090095,0.09352803,0.0007476006,-0.5595956,-3.465658,-0.4131058,0.5995339,1.73745,0.3862035,-0.1364102,0.1458093,0.03332569,-0.920364,0.4949191,0.09413183,0.7978691,1.787498,0.2555294,0.3609062,1.157483,0.2688214,330.6417,229.1393,348.6307,False
3,0.1,0.2215256,0.1574309,0.02180441,-1.45902,-3.965388,-2.804642,0.4810789,1.471488,0.4609573,-0.5625928,0.007332875,100,100,-0.0135057,0.07127519,-0.02947226,-0.5608191,-3.46716,-0.4127127,0.5995021,1.737526,0.3857772,-0.1205042,0.1234504,0.02882321,-0.9202542,0.4961568,0.09409135,0.7980508,1.787537,0.2554538,0.3611519,1.157387,0.2692586,330.4103,229.359,348.5311,False
3,0.1111111,0.2151491,0.1531232,0.01863255,-1.459599,-3.96666,-2.806748,0.4816612,1.471272,0.460979,-0.5624458,0.01344677,100,100,-0.003052846,0.06177282,-0.04879685,-0.5620782,-3.467386,-0.4127876,0.5995742,1.73751,0.3856413,-0.1087898,0.09893541,0.03181235,-0.9197802,0.4968185,0.09439921,0.798226,1.7876,0.2553637,0.3614595,1.157294,0.269606,330.146,229.4702,348.492,False
3,0.1222222,0.1863805,0.152956,0.004795916,-1.459722,-3.96844,-2.807634,0.4823526,1.471142,0.4612799,-0.5625363,-0.008345893,100,100,0.01070154,0.0500956,-0.05750575,-0.562906,-3.467735,-0.4129615,0.5998124,1.737543,0.3852823,-0.09380522,0.07116158,0.04434595,-0.9188545,0.4965255,0.09511639,0.7984272,1.787632,0.2551713,0.3617952,1.157205,0.2699804,329.916,229.6862,348.4729,False
3,0.1333333,0.1810333,0.1592916,0.0005143061,-1.460264,-3.970099,-2.809376,0.4829724,1.470926,0.4612646,-0.5625944,-0.005182674,100,100,0.02788402,0.04365306,-0.0438568,-0.5628463,-3.467041,-0.4142845,0.6001519,1.73755,0.3850899,-0.08422671,0.04981374,0.04630677,-0.918292,0.4960432,0.09588286,0.7986177,1.78781,0.2551363,0.3621142,1.157124,0.2703063,329.659,229.795,348.45,False
3,0.1444445,0.1735355,0.1698771,-0.008055273,-1.460618,-3.972412,-2.810812,0.4836289,1.470835,0.4614921,-0.5615233,0.09799017,100,100,0.04397024,0.02764098,-0.03450502,-0.5628111,-3.467526,-0.4149429,0.6005157,1.73756,0.3849611,-0.06602652,0.01349878,0.06197617,-0.917116,0.494502,0.0968882,0.7988794,1.787885,0.2548501,0.3624423,1.157043,0.2706773,329.4508,230.0345,348.4331,False
3,0.1555556,0.16713,0.1741022,-0.01019634,-1.46124,-3.974325,-2.81239,0.4843251,1.470655,0.4615464,-0.5623632,-0.0775381,100,100,0.05360105,0.02123562,-0.03036605,-0.5629385,-3.467589,-0.41574,0.600858,1.737524,0.3847945,-0.05318461,-0.0003913641,0.07139288,-0.9159495,0.4942229,0.09735345,0.79917,1.787864,0.2544587,0.3627175,1.156979,0.2709574,329.2369,230.1454,348.4154,False
3,0.1666667,0.1629104,0.161258,-0.01972117,-1.461116,-3.975801,-2.813901,0.484999,1.470597,0.4617295,-0.5623451,0.002482705,100,100,0.06538828,0.01269227,-0.024132,-0.5629262,-3.467872,-0.4166465,0.6013864,1.737473,0.3846602,-0.03079994,-0.02282477,0.07642305,-0.9149823,0.4927967,0.09771697,0.7994899,1.787896,0.2541518,0.3629709,1.156919,0.27129,329.0928,230.4002,348.3878,False
3,0.1777778,0.1330889,0.1578071,-0.04952018,-1.460076,-3.977741,-2.81429,0.4858253,1.470541,0.4617701,-0.5625044,-0.01460959,100,100,0.08779983,0.0009671375,-0.02015516,-0.5628421,-3.468568,-0.4176548,0.6018739,1.737463,0.384588,-0.02128519,-0.04198056,0.07305698,-0.9144731,0.4917495,0.09836598,0.7997687,1.787899,0.2537484,0.363245,1.156855,0.2716581,328.948,230.577,348.3405,False
3,0.1888889,0.1117268,0.1715283,-0.05917036,-1.459846,-3.980268,-2.814563,0.4866616,1.470529,0.4618118,-0.5624756,0.00284847,100,100,0.09947288,-0.02563982,-0.02465265,-0.5627691,-3.470838,-0.4170066,0.6022387,1.737455,0.3845999,0.004219487,-0.04733378,0.06640322,-0.9140187,0.4907454,0.09784534,0.8000985,1.787905,0.2534173,0.3635744,1.156795,0.2720172,328.7797,230.7644,348.328,False
3,0.2,0.09140082,0.1948672,-0.0645996,-1.459927,-3.983344,-2.814613,0.4873913,1.470584,0.4621675,-0.5614961,0.08955286,100,100,0.1217757,-0.05116434,-0.03245264,-0.5627515,-3.473852,-0.4165759,0.6027446,1.737532,0.3845918,0.01586854,-0.06649273,0.06301942,-0.9135782,0.489419,0.09808555,0.8004711,1.787871,0.2530723,0.3639587,1.156729,0.2724053,328.6135,230.8242,348.3113,False
3,0.2111111,0.07748915,0.212943,-0.05828669,-1.460436,-3.986083,-2.814772,0.4880843,1.47051,0.4622278,-0.5614913,-0.0001996404,100,100,0.1366267,-0.05647132,-0.03797165,-0.5630705,-3.476032,-0.4165674,0.6031418,1.737742,0.3847809,0.02329518,-0.08036198,0.0628863,-0.9131622,0.4875004,0.09891965,0.8007216,1.788086,0.2528851,0.3642716,1.156692,0.2727633,328.4977,230.9409,348.2846,False
3,0.2222222,0.04655422,0.2245418,-0.0593935,-1.460666,-3.988967,-2.814034,0.4888451,1.470637,0.4626529,-0.561527,-0.003025339,100,100,0.1325462,-0.04269464,-0.01975728,-0.5627723,-3.475571,-0.4182244,0.6038268,1.737904,0.3847406,0.03705714,-0.1048724,0.05839867,-0.9128773,0.4848943,0.09962033,0.8011396,1.788063,0.2525475,0.3645314,1.156675,0.2731434,328.483,231.0504,348.2478,False
3,0.2333333,0.02525377,0.2222953,-0.06789609,-1.460446,-3.991612,-2.813277,0.4895893,1.470735,0.4629855,-0.5617768,-0.02270613,100,100,0.1275451,-0.03217308,0.01016955,-0.5617155,-3.474616,-0.4205507,0.6045112,1.737747,0.3849425,0.04120631,-0.1208126,0.0497759,-0.9127686,0.4828128,0.1002691,0.8015882,1.787905,0.2520993,0.3647615,1.156672,0.2736058,328.5183,231.2862,348.2081,False
3,0.2444444,-0.03439486,0.2167028,-0.07850347,-1.459879,-3.994035,-2.810453,0.4904048,1.470846,0.4633124,-0.5611062,0.06165037,100,100,0.1291287,-0.02599069,0.06025599,-0.5595158,-3.472826,-0.4234916,0.605381,1.737876,0.384975,0.04740731,-0.1463334,0.0347027,-0.9131974,0.4796016,0.1014928,0.8021219,1.787787,0.2517269,0.3650046,1.156679,0.2740703,328.5308,231.4709,348.1472,False
3,0.2555556,-0.09198988,0.2345582,-0.08921791,-1.459634,-3.997559,-2.806971,0.4912339,1.47092,0.4637146,-0.5611898,-0.008073229,100,100,0.1430122,-0.08244888,0.06093558,-0.5576787,-3.477136,-0.4219131,0.6062359,1.737882,0.3851237,0.05996654,-0.1750629,0.01636166,-0.9139127,0.4757387,0.1027365,0.8027087,1.787642,0.2513897,0.3654661,1.156715,0.2745818,328.858,231.9626,347.795,False
3,0.2666667,-0.1507506,0.2811414,-0.1064608,-1.459534,-4.002609,-2.802877,0.4920415,1.471004,0.4639602,-0.5594044,0.1635842,100,100,0.1502459,-0.1132393,0.03835564,-0.5571807,-3.481527,-0.4200921,0.6069727,1.737927,0.3852999,0.07133254,-0.1983948,-0.01579574,-0.9154755,0.4721722,0.1037581,0.8032749,1.787402,0.2510657,0.3658856,1.156718,0.2750633,328.7615,231.9536,347.8079,False
3,0.2777778,-0.2063091,0.3245508,-0.1204635,-1.459707,-4.007687,-2.798107,0.4928064,1.471811,0.4661162,-0.5590646,0.02993655,100,100,0.1580921,-0.1076366,-0.02561599,-0.5590017,-3.484983,-0.419193,0.6081069,1.737826,0.3853405,0.08155866,-0.2046276,-0.0585354,-0.9177924,0.4697167,0.1040372,0.8040344,1.787015,0.2505937,0.3663759,1.156808,0.2754484,329.305,232.4235,347.2945,False
3,0.2888889,-0.2639573,0.3562203,-0.1387005,-1.459341,-4.013017,-2.792803,0.4935251,1.472046,0.466568,-0.5590833,-0.001433337,100,100,0.1590631,-0.1352924,-0.03639678,-0.5585586,-3.489599,-0.4171014,0.6089588,1.737887,0.3856587,0.1067928,-0.2215893,-0.0908124,-0.9201142,0.4664928,0.1038004,0.8048865,1.786631,0.2501802,0.3665734,1.156853,0.2757147,329.3667,232.3957,347.3318,False
3,0.3,-0.3055484,0.3666508,-0.1547121,-1.458744,-4.017947,-2.787481,0.4941826,1.472316,0.4670107,-0.5589075,0.01645696,100,100,0.1498057,-0.1929444,-0.007778037,-0.5560957,-3.496093,-0.4129018,0.6101767,1.737928,0.3859546,0.1234574,-0.2491864,-0.1251705,-0.9229744,0.4622525,0.1044494,0.8056486,1.786243,0.2498779,0.3669638,1.156975,0.2764528,330.1751,232.2288,347.2439,False
3,0.3111111,-0.3737959,0.3833736,-0.1696735,-1.458317,-4.022913,-2.780618,0.4947528,1.472697,0.4674106,-0.5588862,0.002135198,100,100,0.1524116,-0.2389181,0.03461849,-0.5528147,-3.501391,-0.4101612,0.6113178,1.737973,0.3862448,0.1295542,-0.266148,-0.1519283,-0.9257622,0.4581669,0.1054966,0.8064932,1.786109,0.2495661,0.3671873,1.15738,0.277746,330.0209,232.4568,346.9678,False
3,0.3222222,-0.4388194,0.3958468,-0.1856817,-1.457635,-4.028095,-2.773363,0.4952482,1.473152,0.4677529,-0.5593213,-0.03942692,100,100,0.166387,-0.2709147,0.04498932,-0.5504221,-3.50786,-0.4069489,0.6125575,1.738007,0.3866165,0.1429906,-0.2947918,-0.1894557,-0.9295556,0.453437,0.1063081,0.8073841,1.785735,0.2492366,0.3668064,1.157807,0.2790762,330.3408,233.0934,346.6581,False
3,0.3333333,-0.5038921,0.4189777,-0.201744,-1.457062,-4.034081,-2.76504,0.495791,1.473571,0.4681215,-0.5583392,0.09048665,100,100,0.1822838,-0.3294468,0.03392744,-0.5483561,-3.517473,-0.4013019,0.6138446,1.73807,0.3869746,0.1554375,-0.3234686,-0.219512,-0.9332175,0.4482563,0.1073398,0.8082504,1.785418,0.249032,0.3660025,1.15807,0.2804283,331.1794,233.2422,346.8299,False
3,0.3444445,-0.5455042,0.4368377,-0.2157021,-1.45626,-4.039927,-2.757413,0.496411,1.473722,0.46731,-0.5584047,-0.006404773,100,100,0.1853027,-0.3858186,0.0144795,-0.5465435,-3.528545,-0.3939151,0.6152538,1.738122,0.3874705,0.1669413,-0.3340647,-0.239905,-0.9369395,0.4437503,0.1077821,0.8091341,1.785045,0.2487378,0.3650649,1.158311,0.2815485,332.0653,233.2964,347.0017,False
3,0.3555556,-0.5988754,0.4642353,-0.2392485,-1.455375,-4.046876,-2.748169,0.496891,1.474248,0.4675777,-0.5580345,0.03443091,100,100,0.1959045,-0.408155,0.007884651,-0.5446942,-3.537955,-0.3883661,0.616614,1.738163,0.3878644,0.1720798,-0.3382605,-0.2580861,-0.9407814,0.4397348,0.1080322,0.8101557,1.784399,0.248214,0.3636865,1.158451,0.2827489,333.0155,232.8282,348.0836,False
3,0.3666667,-0.6511536,0.484228,-0.25104,-1.454793,-4.053624,-2.738569,0.4974339,1.474903,0.4678671,-0.5592425,-0.1103481,100,100,0.1960758,-0.4188724,0.02381709,-0.5421376,-3.546164,-0.3834486,0.6180632,1.738135,0.3883204,0.1803904,-0.3328639,-0.2815699,-0.9448928,0.4357722,0.1081867,0.8110496,1.784031,0.2481651,0.3613592,1.159277,0.2835257,333.2194,233.0742,348.7663,False
3,0.3777778,-0.7098247,0.5063676,-0.256449,-1.454552,-4.060699,-2.727952,0.4978011,1.475535,0.4681976,-0.5584303,0.07559193,100,100,0.1911937,-0.4307685,0.06536771,-0.5383612,-3.554032,-0.3786922,0.6195756,1.738239,0.388742,0.1897047,-0.3370355,-0.3093744,-0.9496363,0.4316009,0.1082144,0.8120623,1.783506,0.2479722,0.3582992,1.160951,0.2833998,332.9238,233.6219,349.0681,False
3,0.3888889,-0.7503359,0.5136278,-0.2649964,-1.453874,-4.067184,-2.717884,0.4982684,1.476035,0.4682727,-0.5584888,-0.005717025,100,100,0.1831239,-0.4448019,0.1080005,-0.5341614,-3.561887,-0.3736005,0.6210352,1.738312,0.3892567,0.1915917,-0.3390702,-0.3349636,-0.954405,0.4275681,0.1083028,0.81308,1.78299,0.2477565,0.3548555,1.163698,0.2826356,332.2208,234.0284,349.0908,False
3,0.4,-0.8100423,0.5250283,-0.2873981,-1.452881,-4.074517,-2.706019,0.4985692,1.476764,0.4684832,-0.5581064,0.03552403,100,100,0.172902,-0.474802,0.1474003,-0.5291488,-3.571265,-0.3670608,0.6226138,1.738395,0.3897073,0.1994247,-0.3601142,-0.4022452,-0.9615684,0.4231619,0.1083502,0.8141592,1.782349,0.2473998,0.3511488,1.167397,0.2814049,331.2118,234.3439,348.9765,False
3,0.4111111,-0.869792,0.5417458,-0.3119363,-1.452039,-4.082252,-2.693179,0.4989326,1.477522,0.4693127,-0.5591083,-0.09146048,100,100,0.1731009,-0.4908664,0.165438,-0.5248638,-3.581047,-0.3606389,0.6242472,1.73845,0.3902352,0.2003036,-0.3674995,-0.4214599,-0.9671935,0.4184883,0.1086503,0.8153492,1.781909,0.2473533,0.347164,1.1717,0.2798045,330.0186,234.6515,348.8365,False
3,0.4222222,-0.9295365,0.5638162,-0.3301276,-1.451278,-4.090537,-2.67985,0.4990515,1.478349,0.4696381,-0.5580825,0.09492986,100,100,0.1943658,-0.4823189,0.1620565,-0.5214688,-3.589496,-0.3561637,0.6259675,1.738356,0.3908005,0.2129926,-0.3792128,-0.4290845,-0.9727255,0.4135865,0.1086213,0.8164178,1.781342,0.2471068,0.3430196,1.176255,0.2779895,328.6826,234.9054,348.747,False
3,0.4333333,-0.9796505,0.5720879,-0.3439935,-1.450593,-4.098333,-2.666457,0.4991508,1.479244,0.4699926,-0.557626,0.04126312,100,100,0.1951616,-0.4811597,0.1375207,-0.5192003,-3.599337,-0.3497391,0.6275881,1.738583,0.3915732,0.2343114,-0.3824802,-0.4261077,-0.9778222,0.4087055,0.1082327,0.8175278,1.780835,0.2468162,0.338791,1.180906,0.2762225,327.427,235.1193,348.5638,False
