loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
2,0,-0.04094714,-1.025854,0.3139862,-1.508987,-4.532885,-3.025436,0.7077286,1.251404,0.4283827,-0.2451522,0.5198832,-0.9118533,4.669213,-4.430096,0.9859065,0.6011245,1.082255,0.3997177,-0.4079157,0.4451436,-0.1605856,-0.6666425,-4.664299,-0.03375397,0.7388227,1.466002,0.3458715,0.04872146,0.1949279,0.05712734,-1.260396,-0.03292399,-0.1178968,0.7918522,1.523262,0.1476239,0.4780459,0.9883748,0.2887256,310.656,225.4677,21.0715
2,0.01111111,0.02035265,-1.113235,0.3466307,-1.511944,-4.517151,-3.021065,0.7040327,1.250332,0.4284863,-0.2684101,0.5496584,-1.01048,4.666114,-4.414599,0.9829897,0.5980823,1.081005,0.3975377,-0.4687198,0.4312467,-0.1805433,-0.6694729,-4.65754,-0.03188203,0.7374864,1.465395,0.3465374,0.03284961,0.194974,0.06480928,-1.259655,-0.03053913,-0.1184625,0.7916863,1.52338,0.1483559,0.4776202,0.98672,0.2806641,308.4471,229.8088,14.18802
2,0.02222222,0.142546,-1.252237,0.4744104,-1.515375,-4.500317,-3.017528,0.7000899,1.249274,0.4285742,-0.2677457,0.5813773,-1.116166,4.658585,-4.395736,0.9770817,0.5947232,1.079545,0.3947848,-0.4697769,0.4323137,-0.178397,-0.6715102,-4.649867,-0.03275395,0.736171,1.464768,0.347135,0.03611135,0.2066797,0.06585582,-1.259308,-0.02758169,-0.1199059,0.791465,1.523391,0.1491701,0.4769336,0.9858124,0.2739409,306.8275,233.9928,7.708792
2,0.03333334,0.2210768,-1.395767,0.5534341,-1.518997,-4.482332,-3.014862,0.6960981,1.248194,0.4286275,-0.2424514,0.6152487,-1.210326,4.652002,-4.375211,0.9714912,0.591326,1.078115,0.3916786,-0.4633893,0.4493909,-0.1740582,-0.6734778,-4.640919,-0.03508076,0.7346578,1.464067,0.3477441,0.05644372,0.2353641,0.06352141,-1.25912,-0.0237048,-0.1224665,0.7912097,1.523493,0.1501362,0.4767203,0.984739,0.2660535,306.506,236.5378,2.975032
2,0.04444445,0.2476335,-1.508856,0.5865667,-1.523543,-4.459973,-3.014097,0.6915414,1.246925,0.4286087,-0.1798662,0.6713088,-1.372093,4.647108,-4.354482,0.9675156,0.5880806,1.076709,0.3885024,-0.4697828,0.4759754,-0.1752609,-0.6757585,-4.631293,-0.03700702,0.7330046,1.463434,0.3483797,0.06832345,0.2598036,0.06768222,-1.258735,-0.01969847,-0.124873,0.7909532,1.523587,0.1511156,0.475703,0.9847313,0.2602068,306.2085,238.6643,358.834
2,0.05555556,0.2734661,-1.674235,0.6195682,-1.527084,-4.435105,-3.014559,0.6866448,1.245827,0.4283424,-0.09606451,0.7612123,-1.524001,4.641945,-4.329678,0.9628664,0.5846469,1.075314,0.3850379,-0.5198498,0.5718186,-0.1611741,-0.6774203,-4.616252,-0.04149232,0.730768,1.46275,0.3491414,0.07979068,0.353421,0.09761877,-1.257531,-0.01189661,-0.1285729,0.7906575,1.523646,0.1524789,0.4751754,0.9837376,0.2529224,305.9225,240.5072,355.0727
2,0.06666667,0.2498785,-1.828055,0.6250181,-1.530733,-4.406359,-3.016598,0.6814623,1.244768,0.4276501,0.01748013,0.86935,-1.721087,4.637903,-4.303646,0.9601517,0.5811446,1.07423,0.3811308,-0.5582092,0.6229261,-0.1546067,-0.6793095,-4.602559,-0.04465855,0.7285738,1.462086,0.3498306,0.09032798,0.4555464,0.1350432,-1.256016,-0.0027858,-0.1326435,0.7903752,1.523867,0.153871,0.4732082,0.9861355,0.2513085,305.6054,241.3936,352.736
2,0.07777778,0.1937758,-1.904031,0.6086112,-1.534026,-4.383203,-3.016598,0.6769028,1.243726,0.4272772,0.0464766,0.8928621,-1.756295,4.634708,-4.279217,0.9593757,0.5776265,1.073234,0.3775331,-0.6221646,0.7400604,-0.1447458,-0.6813479,-4.583643,-0.05040459,0.7259965,1.461413,0.3506085,0.09318465,0.5321558,0.1639857,-1.254393,0.006461628,-0.1366263,0.7900109,1.523951,0.1552822,0.472153,0.986393,0.246299,305.129,242.0832,350.7039
2,0.08888889,0.004812881,-2.000492,0.5008385,-1.535214,-4.356475,-3.019534,0.6720934,1.242841,0.4263135,0.1370715,0.9663086,-1.823055,4.635986,-4.253066,0.9648966,0.5739217,1.072919,0.3741859,-0.6735422,0.8870312,-0.1743524,-0.6851131,-4.56043,-0.05914241,0.7228024,1.460709,0.3513874,0.09964606,0.6449191,0.211091,-1.251962,0.01847528,-0.1417545,0.7897413,1.524097,0.156967,0.4710005,0.986495,0.2406608,304.6841,242.2056,349.6287
2,0.1,-0.09107623,-2.039492,0.4271594,-1.532627,-4.335074,-3.017836,0.6678553,1.242126,0.4257712,0.1125627,1.050593,-1.730823,4.636745,-4.228606,0.9678149,0.5701835,1.072325,0.3712499,-0.7388194,1.064887,-0.2134926,-0.6900303,-4.533641,-0.06977988,0.7193437,1.460102,0.3522813,0.09827456,0.7279358,0.2401047,-1.250049,0.03008467,-0.1464994,0.7892215,1.524214,0.1587117,0.4691506,0.9874849,0.2359917,304.2274,242.6758,348.1687
2,0.1111111,-0.1854419,-1.997724,0.3089925,-1.531087,-4.31575,-3.014828,0.6637149,1.241587,0.4252601,0.0475799,1.065062,-1.637981,4.64066,-4.207255,0.9720501,0.5664096,1.072508,0.3689813,-0.7816608,1.206539,-0.2410014,-0.6950787,-4.505411,-0.081285,0.7157285,1.459443,0.3531245,0.1020366,0.7768528,0.2657602,-1.247754,0.04160989,-0.1514335,0.788626,1.524464,0.1604487,0.4667376,0.9887473,0.2313243,303.6684,243.2169,346.7815
2,0.1222222,-0.2407373,-1.835091,0.2616911,-1.529485,-4.302409,-3.010774,0.6595604,1.241335,0.4250117,-0.0237437,1.018196,-1.460192,4.641521,-4.192209,0.9755095,0.5626612,1.072568,0.3669778,-0.8735649,1.429112,-0.268306,-0.7009451,-4.470455,-0.09550069,0.7116714,1.458742,0.3541283,0.1105186,0.84805,0.3169814,-1.244373,0.05461717,-0.1571643,0.7877018,1.52478,0.1623167,0.464147,0.9903781,0.2279741,303.0525,244.1875,344.9706
