loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
0,0,-0.4976948,-1.341655,-0.282964,-1.461201,-4.328382,3.016621,0.6840795,1.273385,0.4752166,-0.3778799,0.5989206,-1.217331,-1.537976,-4.216336,1.174196,0.5839152,1.11904,0.4327433,-0.1543049,0.09079105,-0.1297841,-0.5484359,-4.603861,0.1179911,0.6794081,1.492411,0.3877692,0.0498424,-0.0123589,0.03205489,-0.7755679,0.07925088,-0.03391376,0.7357583,1.535225,0.2214425,0.4403517,1.040064,0.2851907,286.651,261.7464,334.049
0,0.01111111,-0.4898447,-1.35375,-0.3068106,-1.458024,-4.31347,3.020521,0.6817347,1.273251,0.4751008,-0.3716411,0.6573015,-1.198853,-1.535334,-4.200449,1.177439,0.5816419,1.119286,0.431145,-0.1702295,0.03324814,-0.1361749,-0.5502549,-4.606525,0.1227589,0.6794927,1.492076,0.3876352,0.04662063,-0.001677424,0.0246509,-0.7755423,0.07968884,-0.03459366,0.7358288,1.535267,0.2214308,0.4401452,1.040103,0.2807845,286.8983,260.0386,334.1759
0,0.02222222,-0.4905823,-1.379834,-0.3371005,-1.455525,-4.29766,3.024261,0.6793972,1.273031,0.4750042,-0.3713069,0.6930441,-1.205855,-1.532103,-4.183316,1.180631,0.5792004,1.119536,0.4295321,-0.1927452,0.0002385229,-0.1637703,-0.553122,-4.607941,0.1268549,0.6794351,1.491733,0.3874795,0.04235793,0.007936627,0.02044717,-0.7754571,0.08030988,-0.03538515,0.7358081,1.535273,0.2214844,0.4397743,1.039759,0.2767504,287.3778,257.13,335.7592
0,0.03333334,-0.5008453,-1.417823,-0.3828238,-1.451596,-4.279421,3.028048,0.6769547,1.272948,0.4749002,-0.3667819,0.7638901,-1.250246,-1.527936,-4.165132,1.18416,0.5767702,1.119818,0.4278262,-0.2377922,0.02152452,-0.1985475,-0.5563269,-4.605337,0.1288017,0.6793094,1.49141,0.3874002,0.03382893,0.03355755,0.009926936,-0.7757293,0.08213801,-0.03673351,0.7358179,1.535324,0.2215226,0.4394751,1.039885,0.2737963,287.9503,253.2493,338.5823
0,0.04444445,-0.4853167,-1.448886,-0.4175401,-1.447742,-4.260968,3.031033,0.6745046,1.27287,0.4748614,-0.3515347,0.8216941,-1.293648,-1.523768,-4.147127,1.186286,0.5744054,1.12015,0.4264121,-0.2646662,0.06093851,-0.2206391,-0.559169,-4.600579,0.1285969,0.6791676,1.491091,0.3872843,0.02745055,0.05916348,0.002589411,-0.7759472,0.08424191,-0.03823207,0.7357603,1.535362,0.2215641,0.4390366,1.039953,0.2706124,288.4529,249.7158,341.1125
0,0.05555556,-0.4625452,-1.406575,-0.4262998,-1.443776,-4.24482,3.033757,0.6723735,1.272931,0.474761,-0.3334345,0.8436805,-1.277133,-1.520275,-4.132382,1.188459,0.5722939,1.120489,0.4252138,-0.2821207,0.1068008,-0.2640991,-0.563168,-4.594341,0.1269702,0.6788764,1.490824,0.3871152,0.02007797,0.08048169,0.005897511,-0.7758209,0.08661705,-0.03988909,0.7357409,1.535367,0.2216232,0.4385751,1.040709,0.2689363,288.9467,245.9766,344.1401
0,0.06666667,-0.44717,-1.354565,-0.4237577,-1.4396,-4.230508,3.036851,0.6703305,1.272785,0.4745677,-0.3213044,0.8474512,-1.228223,-1.516889,-4.118227,1.190739,0.5701449,1.12081,0.4240689,-0.2773729,0.1740449,-0.3247222,-0.5682653,-4.585276,0.1221187,0.6786599,1.490686,0.3870134,0.008392584,0.09116232,0.007076567,-0.7757655,0.0885031,-0.04085129,0.7356551,1.535342,0.2216334,0.4379436,1.040991,0.2667591,289.3476,242.9769,346.3522
0,0.07777778,-0.4038721,-1.16978,-0.4038349,-1.435596,-4.220196,3.039254,0.6686943,1.27298,0.4743991,-0.2995453,0.8130516,-1.111212,-1.513533,-4.110971,1.192392,0.5685071,1.121323,0.4236126,-0.2630968,0.149468,-0.2737416,-0.5695266,-4.583404,0.1229539,0.6785502,1.490758,0.3868768,0.01051898,0.07622757,0.01234672,-0.7754465,0.08896422,-0.04133599,0.7356633,1.535311,0.2216175,0.4369431,1.042111,0.2666114,289.4227,240.7979,348.1262
0,0.08888889,-0.3768905,-1.052309,-0.3871006,-1.431578,-4.212818,3.041126,0.6671391,1.273334,0.4742417,-0.2686404,0.764648,-0.9568152,-1.510573,-4.102521,1.194082,0.5666932,1.121829,0.4230363,-0.2318558,0.1387161,-0.2303593,-0.5703388,-4.581256,0.1231414,0.678503,1.49083,0.3866918,0.009440813,0.08050235,0.009169069,-0.7754923,0.09044894,-0.04261937,0.735496,1.535219,0.2216363,0.4358456,1.043311,0.2659011,289.4191,239.877,348.4555
0,0.1,-0.3489367,-0.8317944,-0.3807369,-1.427643,-4.206426,3.043587,0.6659843,1.273728,0.4741187,-0.2591914,0.7180556,-0.8292601,-1.506539,-4.100364,1.196205,0.5652834,1.122772,0.4230547,-0.2042402,0.1761258,-0.2315115,-0.5723698,-4.575019,0.118728,0.6787472,1.49116,0.3863108,-0.005482949,0.0880161,0.003967783,-0.7757756,0.09219264,-0.04321884,0.7354138,1.535171,0.2216463,0.4345492,1.044817,0.2658313,289.2712,240.8969,346.8011
