loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
3,0,0.1307429,1.088836,0.3337914,-1.56246,-2.049257,2.999735,0.7198765,1.234858,-0.02306762,-1.222278,0.02366004,0,0,0.3059193,-0.528567,-0.2171237,-1.032444,-1.664787,-0.2235697,0.7471886,1.409881,-0.0171684,0.2188674,-0.3648574,0.04657664,-0.9202729,-0.2366844,0.08015183,0.8339504,1.506725,0.1671387,0.4720704,1.022284,0.1329,63.60263,108.3971,175.3212,True
3,0.01111111,0.1295522,0.9971966,0.3125955,-1.563986,-2.057695,2.998375,0.7182758,1.234439,-0.02249083,-1.222086,0.01599974,0,0,0.2932606,-0.4922988,-0.2180298,-1.033892,-1.670311,-0.2236323,0.7460854,1.409741,-0.01705179,0.2071724,-0.346706,0.04470695,-0.9201104,-0.2408504,0.08073106,0.833768,1.506641,0.1668722,0.4722706,1.022066,0.1368885,63.47282,106.1438,172.1269,True
3,0.02222222,0.1326459,0.9183456,0.2945488,-1.565533,-2.065502,2.996828,0.7169371,1.234229,-0.02188867,-1.22144,0.05840197,0,0,0.2796129,-0.4368538,-0.2178213,-1.03557,-1.674413,-0.2242065,0.7450745,1.409647,-0.01693979,0.1997,-0.3328094,0.0406161,-0.9200748,-0.2449167,0.08116942,0.8327893,1.506498,0.1666181,0.4728205,1.021478,0.1419704,63.294,106.3104,171.0269,True
3,0.03333334,0.1336453,0.785158,0.2755288,-1.567384,-2.069968,2.995344,0.7156703,1.23409,-0.02136514,-1.220894,0.04680414,0,0,0.2723466,-0.4006294,-0.207051,-1.036796,-1.678695,-0.2248251,0.7439191,1.409531,-0.0170089,0.1911711,-0.3103823,0.03554023,-0.9200801,-0.2483182,0.08137182,0.8324957,1.506439,0.1664587,0.4736857,1.020766,0.1475236,63.05328,107.3378,170.5072,True
3,0.04444445,0.1399931,0.6530468,0.2585789,-1.569231,-2.07291,2.993554,0.7146692,1.233981,-0.02082229,-1.22034,0.0487721,0,0,0.2535673,-0.3441691,-0.1759144,-1.037209,-1.681007,-0.2258044,0.7430761,1.409524,-0.01692227,0.1857395,-0.2805033,0.02079848,-0.9216226,-0.2518016,0.08129565,0.8330402,1.506805,0.1661036,0.4745706,1.020081,0.1529605,62.8098,108.3479,169.9197,True
3,0.05555556,0.1378568,0.5220013,0.2459659,4.711919,-2.075,2.992122,0.7137282,1.233894,-0.02031085,-1.219967,0.03154108,0,0,0.2378971,-0.2983564,-0.153341,-1.037703,-1.683433,-0.2267647,0.7424006,1.40952,-0.01683733,0.1856457,-0.2655203,0.01024288,-0.922046,-0.2548689,0.08107781,0.8328741,1.506829,0.1658677,0.4753453,1.01959,0.1577781,62.56896,109.1478,169.3156,True
3,0.06666667,0.1367801,0.4452888,0.2375461,4.709923,-2.077594,2.990618,0.7127624,1.233799,-0.01977134,-1.21952,0.03902623,0,0,0.2169003,-0.2546623,-0.127541,-1.037914,-1.685385,-0.2274467,0.741226,1.409442,-0.01666448,0.1823755,-0.2398464,-0.002315141,-0.9222718,-0.2570136,0.08029511,0.8317099,1.50607,0.1657484,0.4757411,1.019396,0.161588,62.38553,109.642,168.7185,True
3,0.07777778,0.1163474,0.3312493,0.2080427,4.70872,-2.077913,2.990123,0.7120013,1.233779,-0.01925752,-1.219464,0.002383013,0,0,0.2128028,-0.2259056,-0.1178636,-1.038511,-1.687413,-0.2286574,0.7404742,1.409479,-0.01653573,0.1727034,-0.2226792,-0.01164112,-0.9223922,-0.2588382,0.08000775,0.8308227,1.505806,0.1655765,0.4756314,1.019554,0.1641776,62.31738,109.8049,168.2523,True
3,0.08888889,0.1012486,0.2886006,0.1858611,4.707771,-2.080245,2.989554,0.7110245,1.233659,-0.01882818,-1.219448,0.0005509036,0,0,0.2149395,-0.2163205,-0.122115,-1.039554,-1.690395,-0.2296484,0.7395144,1.409401,-0.0164265,0.1651126,-0.2065902,-0.02528996,-0.9231912,-0.2610517,0.07978164,0.8305538,1.505797,0.1655315,0.474996,1.020041,0.1655787,62.38426,109.6402,167.9635,True
3,0.1,0.09250606,0.2331633,0.158316,4.70706,-2.081015,2.988845,0.710341,1.233654,-0.01849803,-1.220128,-0.06378072,0,0,0.2170442,-0.2216523,-0.1232052,-1.040313,-1.69376,-0.2304486,0.7388403,1.409407,-0.01636848,0.1575892,-0.1851896,-0.03366096,-0.9249185,-0.2621909,0.07899521,0.8310182,1.506106,0.1653577,0.4739332,1.020783,0.1660372,62.57112,109.2766,167.8751,True
3,0.1111111,0.09327517,0.1873144,0.1242733,4.706844,-2.081774,2.987751,0.7092888,1.233412,-0.0183107,-1.220608,-0.04182043,0,0,0.2212797,-0.2291287,-0.1221809,-1.040905,-1.697368,-0.2311387,0.7376747,1.409234,-0.01626214,0.151213,-0.1670438,-0.03559191,-0.9254251,-0.2636768,0.0784815,0.8308773,1.506072,0.1652813,0.4726167,1.021658,0.1657701,62.85503,108.8596,167.9351,True
3,0.1222222,0.09327517,0.1873144,0.1242733,4.706844,-2.081774,2.987751,0.7092888,1.233412,-0.0183107,-1.220764,-0.01414611,0,0,0.2212797,-0.2291287,-0.1221809,-1.040905,-1.697368,-0.2311387,0.7376747,1.409234,-0.01626214,0.151213,-0.1670438,-0.03559191,-0.9254251,-0.2636768,0.0784815,0.8308773,1.506072,0.1652813,0.471195,1.022517,0.1651326,63.16872,108.4254,168.0802,True
3,0.1333333,0.1047584,0.1574628,0.0986222,4.706713,-2.082567,2.986357,0.7066796,1.232531,-0.01804322,-1.221256,-0.0456576,0,0,0.2192487,-0.2216901,-0.1104333,-1.041202,-1.700119,-0.2321243,0.7371578,1.409258,-0.01619416,0.1404891,-0.1509644,-0.04284602,-0.9266464,-0.264593,0.07805432,0.8308418,1.506283,0.1651386,0.4700044,1.023285,0.1643043,63.44895,108.0364,168.2206,True
3,0.1444445,0.1215093,0.1435829,0.06650856,4.706598,-2.085358,2.983029,0.7053986,1.232572,-0.01766583,-1.22082,0.04172109,0,0,0.2047228,-0.17057,-0.07827184,-1.041502,-1.702963,-0.23487,0.7361131,1.409164,-0.0160816,0.123429,-0.1274465,-0.04887453,-0.9281207,-0.2672248,0.07731929,0.8307751,1.506067,0.1649699,0.4691843,1.023859,0.1634161,63.68557,107.7775,168.3521,True
3,0.1555556,0.1288821,0.1606226,0.05789321,4.706614,-2.08778,2.981155,0.7049489,1.232805,-0.01751599,-1.219109,0.153184,0,0,0.1923637,-0.1141464,-0.04291061,-1.040945,-1.702215,-0.2370139,0.7357347,1.409144,-0.01604784,0.1108479,-0.0912445,-0.03995621,-0.9282288,-0.26692,0.0763443,0.8308806,1.505951,0.1650235,0.4675747,1.023973,0.1631093,63.82119,107.6123,168.4016,True
