loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,aDotE,bDotE,gDotE,aE,bE,gE,xE,yE,zE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand
1,0,0.3796107,-0.7080387,-0.07990591,-1.53269,-4.096145,3.073277,0.6566885,1.264098,0.4538711,-0.3228609,0.3072189,-0.5465893,4.661342,-3.989476,1.094717,0.583734,1.102065,0.3866469,-0.2105231,0.1198171,-0.06822372,-0.717666,-3.986916,-0.3911326,0.6754115,1.465527,0.3745619,-0.008019488,0.08053087,-0.03676804,-0.995162,0.3036349,-0.112195,0.7891138,1.540807,0.206862,0.4921997,1.050097,0.2726051,320.8797,176.7425,64.75993
1,0.01111111,0.3348646,-0.7914739,-0.1558173,-1.530137,-4.086539,3.07754,0.6545081,1.26365,0.4531099,-0.3218859,0.3982974,-0.5678965,4.664549,-3.978237,1.09144,0.5820255,1.101334,0.3849415,-0.2488136,0.1411897,-0.05751039,-0.7188208,-3.983807,-0.3895209,0.6746812,1.465204,0.3743102,-0.007987611,0.08479189,-0.03463613,-0.9956286,0.3048543,-0.1127367,0.7890174,1.54074,0.2068295,0.4919624,1.048836,0.2696881,322.4868,175.0007,65.50916
1,0.02222222,0.3106487,-0.8925162,-0.2439307,-1.52714,-4.074121,3.08225,0.6523592,1.263294,0.4521458,-0.3260058,0.5024719,-0.6370573,4.669263,-3.964845,1.087671,0.5802226,1.10059,0.3832932,-0.3232852,0.1775287,-0.04032606,-0.7198226,-3.979198,-0.3869208,0.6740656,1.464956,0.3738564,0.000503365,0.07839382,-0.03688633,-0.9962529,0.305606,-0.1135218,0.7889857,1.540613,0.2067656,0.4915797,1.047531,0.2669958,324.4057,173.0923,66.3558
1,0.03333334,0.3207942,-0.9214775,-0.2608185,-1.52446,-4.062904,3.086308,0.6501083,1.262862,0.4512817,-0.3154589,0.5773622,-0.6732377,4.67159,-3.954312,1.082781,0.57848,1.099642,0.3816786,-0.3625897,0.2181004,-0.01898959,-0.7208559,-3.973705,-0.3859405,0.673454,1.464714,0.373456,0.006859211,0.08478057,-0.04016736,-0.9969847,0.306908,-0.1145031,0.7889616,1.540511,0.2067269,0.4912206,1.04621,0.2644337,326.2386,171.3957,67.12711
1,0.04444445,0.3153782,-0.9351477,-0.294026,-1.52176,-4.053048,3.089746,0.6481118,1.262374,0.450469,-0.2978109,0.6129996,-0.6775617,4.675313,-3.943661,1.078525,0.576757,1.098995,0.3802112,-0.3613812,0.2639759,0.01500838,-0.7214237,-3.966889,-0.3872079,0.6728811,1.464537,0.3730699,0.01122636,0.09222567,-0.03276411,-0.9972638,0.3083509,-0.115541,0.7889132,1.540343,0.2067766,0.4907659,1.04476,0.2620739,328.5003,169.7117,67.78705
1,0.05555556,0.2884465,-0.9360296,-0.2941391,-1.519395,-4.042576,3.092696,0.6461403,1.262018,0.4495325,-0.2755781,0.6361505,-0.6901987,4.677807,-3.933835,1.075429,0.575069,1.09819,0.3784314,-0.3558977,0.3034534,0.0532636,-0.7214993,-3.95973,-0.3890186,0.6723652,1.464283,0.3726838,-0.0002057888,0.1060757,-0.01236189,-0.9969432,0.3103089,-0.1161551,0.788789,1.540347,0.206856,0.4903062,1.043395,0.2600455,330.7967,168.3283,68.25436
1,0.06666667,0.1890668,-0.8375852,-0.2895171,-1.517561,-4.034339,3.095921,0.6444731,1.261781,0.4486749,-0.2668521,0.6117657,-0.6609213,4.680805,-3.927537,1.076013,0.573348,1.098255,0.3772987,-0.3355452,0.3439582,0.07764024,-0.7218583,-3.951424,-0.3920943,0.6718671,1.464092,0.3722826,-0.01602041,0.1348519,-0.002543014,-0.9969102,0.3132648,-0.1170614,0.7886765,1.540313,0.2070378,0.489629,1.041723,0.2578092,333.5737,167.2007,68.32684
1,0.07777778,0.1629471,-0.8066036,-0.2868527,-1.51453,-4.029163,3.099372,0.6429248,1.261755,0.4480035,-0.2607088,0.5837144,-0.5576687,4.68337,-3.919876,1.074224,0.5715556,1.097787,0.3760052,-0.3312798,0.3535278,0.07440959,-0.7229002,-3.945513,-0.3930056,0.6713514,1.46389,0.371923,-0.0309549,0.1636343,-0.006577786,-0.997389,0.3165367,-0.1180135,0.7885098,1.54026,0.2071639,0.4889522,1.039895,0.255608,335.7504,166.4088,67.60903
1,0.08888889,0.108081,-0.727834,-0.3567528,-1.511532,-4.025119,3.103373,0.6416006,1.26186,0.4473135,-0.2774372,0.5543858,-0.4665897,4.689746,-3.914459,1.074145,0.5700707,1.098174,0.3753285,-0.3420338,0.3321883,0.04785332,-0.7243926,-3.94153,-0.3917619,0.6708851,1.463835,0.3715755,-0.05773532,0.181781,-0.01899169,-0.9983424,0.3195105,-0.1180398,0.7884746,1.540245,0.2071654,0.4883416,1.038322,0.2537751,337.3571,165.9102,66.31743
1,0.1,0.1188801,-0.6948787,-0.3925286,-1.507867,-4.023366,3.108711,0.6403315,1.262109,0.4466671,-0.3133861,0.5280408,-0.3438541,4.694874,-3.90776,1.071045,0.5683584,1.098006,0.37441,-0.3442163,0.259779,0.06291395,-0.7232719,-3.940376,-0.3885909,0.6704481,1.463857,0.3714413,-0.07508248,0.1722257,-0.04007185,-0.9996117,0.321051,-0.1173993,0.7884462,1.540153,0.2072672,0.4876389,1.036896,0.252182,338.7444,165.4668,65.1256
