sub_num,case_nm,target,d_sh
11,AB,Mid,0.089779
11,AB,Mid,0.10181
11,AB,Mid,0.088019
11,AB,Mid,0.078443
11,AB,Mid,0.088714
11,AB,Mid,0.11617
11,AB,Mid,0.099407
11,AB,Mid,0.094476
11,AB,Mid,0.05522
11,EP,Mid,0.11541
11,EP,Mid,0.1204
11,EP,Mid,0.1188
11,EP,Mid,0.14144
11,EP,Mid,0.10763
11,EP,Mid,0.1545
11,EP,Mid,0.11372
11,EP,Mid,0.10735
11,EP,Mid,0.11304
11,EP,Mid,0.097009
11,TS,Mid,0.0026877
11,TS,Mid,0.082018
11,TS,Mid,0.03842
11,TS,Mid,0.074409
11,TS,Mid,0.072378
11,TS,Mid,0.052509
11,TS,Mid,0.11243
11,TS,Mid,0.071427
11,TS,Mid,0.072132
11,TS,Mid,0.031639
11,JS,Mid,0.10146
11,JS,Mid,0.098805
11,JS,Mid,0.06446
11,JS,Mid,0.13089
11,JS,Mid,0.090833
11,JS,Mid,0.10378
11,JS,Mid,0.10365
11,JS,Mid,0.07395
11,JS,Mid,0.073414
11,JS,Mid,0.082704
12,AB,Mid,0.096874
12,AB,Mid,0.095084
12,AB,Mid,0.098399
12,AB,Mid,0.062591
12,AB,Mid,0.10608
12,AB,Mid,0.086883
12,AB,Mid,0.10269
12,AB,Mid,0.083872
12,AB,Mid,0.078384
12,AB,Mid,0.081081
12,EP,Mid,0.069332
12,EP,Mid,0.09773
12,EP,Mid,0.090732
12,EP,Mid,0.087701
12,EP,Mid,0.078366
12,EP,Mid,0.078016
12,EP,Mid,0.077815
12,EP,Mid,0.076931
12,EP,Mid,0.075055
12,EP,Mid,0.069841
12,TS,Mid,0.094388
12,TS,Mid,0.085268
12,TS,Mid,0.090567
12,TS,Mid,0.10164
12,TS,Mid,0.099711
12,TS,Mid,0.091292
12,TS,Mid,0.10051
12,TS,Mid,0.09349
12,TS,Mid,0.10527
12,TS,Mid,0.083622
12,JS,Mid,0.091791
12,JS,Mid,0.11669
12,JS,Mid,0.090766
12,JS,Mid,0.098639
12,JS,Mid,0.091483
12,JS,Mid,0.09167
12,JS,Mid,0.089686
12,JS,Mid,0.10672
12,JS,Mid,0.10413
12,JS,Mid,0.08778
13,AB,Mid,0.088211
13,AB,Mid,0.078464
13,AB,Mid,0.092421
13,AB,Mid,0.088423
13,AB,Mid,0.088737
13,AB,Mid,0.085482
13,AB,Mid,0.079479
13,AB,Mid,0.09208
13,AB,Mid,0.09062
13,AB,Mid,0.091223
13,EP,Mid,0.07435
13,EP,Mid,0.068999
13,EP,Mid,0.079216
13,EP,Mid,0.069113
13,EP,Mid,0.073638
13,EP,Mid,0.083991
13,EP,Mid,0.062612
13,EP,Mid,0.074819
13,EP,Mid,0.06409
13,EP,Mid,0.080025
13,TS,Mid,0.053301
13,TS,Mid,0.05377
13,TS,Mid,0.06101
13,TS,Mid,0.062322
13,TS,Mid,0.047156
13,TS,Mid,0.042333
13,TS,Mid,0.060919
13,TS,Mid,0.063446
13,TS,Mid,0.060142
13,TS,Mid,0.071251
13,JS,Mid,0.10197
13,JS,Mid,0.085404
13,JS,Mid,0.072428
13,JS,Mid,0.092996
13,JS,Mid,0.089357
13,JS,Mid,0.096289
13,JS,Mid,0.093104
13,JS,Mid,0.099971
13,JS,Mid,0.088278
13,JS,Mid,0.1064
14,AB,Mid,0.078149
14,AB,Mid,0.069369
14,AB,Mid,0.078936
14,AB,Mid,0.081021
14,AB,Mid,0.082394
14,AB,Mid,0.083418
14,AB,Mid,0.074975
14,AB,Mid,0.090014
14,AB,Mid,0.093828
14,AB,Mid,0.08415
14,EP,Mid,0.070024
14,EP,Mid,0.050231
14,EP,Mid,0.063073
14,EP,Mid,0.076237
14,EP,Mid,0.070227
14,EP,Mid,0.05298
14,EP,Mid,0.068265
14,EP,Mid,0.07757
14,EP,Mid,0.06149
14,EP,Mid,0.071456
14,TS,Mid,0.090824
14,TS,Mid,0.079151
14,TS,Mid,0.069732
14,TS,Mid,0.093447
14,TS,Mid,0.067583
14,TS,Mid,0.064122
14,TS,Mid,0.059089
14,TS,Mid,0.078233
14,TS,Mid,0.081169
14,TS,Mid,0.090981
14,JS,Mid,0.015982
14,JS,Mid,0.066853
14,JS,Mid,0.074925
14,JS,Mid,0.063088
14,JS,Mid,0.073093
14,JS,Mid,0.060474
14,JS,Mid,0.066341
14,JS,Mid,0.056762
14,JS,Mid,0.06957
14,JS,Mid,0.080576
15,AB,Mid,0.1122
15,AB,Mid,0.091769
15,AB,Mid,0.082292
15,AB,Mid,0.095773
15,AB,Mid,0.08876
15,AB,Mid,0.11719
15,AB,Mid,0.10558
15,AB,Mid,0.080806
15,AB,Mid,0.10456
15,AB,Mid,0.096099
15,EP,Mid,0.024291
15,EP,Mid,0.091879
15,EP,Mid,0.032666
15,EP,Mid,0.10165
15,EP,Mid,0.037273
15,EP,Mid,0.052927
15,EP,Mid,0.061354
15,EP,Mid,0.092864
15,EP,Mid,0.082064
15,EP,Mid,0.062042
15,TS,Mid,0.047927
15,TS,Mid,0.034208
15,TS,Mid,0.047756
15,TS,Mid,0.068015
15,TS,Mid,0.011588
15,TS,Mid,0.0771
15,TS,Mid,0.044175
15,TS,Mid,0.016214
15,TS,Mid,0.014814
15,TS,Mid,0.015995
15,JS,Mid,0.08649
15,JS,Mid,0.042486
15,JS,Mid,0.03101
15,JS,Mid,0.1096
15,JS,Mid,0.0074198
15,JS,Mid,0.038698
15,JS,Mid,0.024384
15,JS,Mid,0.04396
15,JS,Mid,0.057129
15,JS,Mid,-0.0011273
1,AB,Far,0.056801
1,AB,Far,0.084718
1,AB,Far,0.045515
1,AB,Far,0.081435
1,AB,Far,0.04863
1,AB,Far,0.05523
1,AB,Far,0.083621
1,AB,Far,0.077099
1,AB,Far,0.082382
1,AB,Far,0.07424
1,EP,Far,0.053838
1,EP,Far,0.047454
1,EP,Far,0.061543
1,EP,Far,0.055615
1,EP,Far,0.046184
1,EP,Far,0.070442
1,EP,Far,0.04622
1,EP,Far,0.070408
1,EP,Far,0.049525
1,EP,Far,0.063861
1,TS,Far,0.055898
1,TS,Far,0.07013
1,TS,Far,0.064975
1,TS,Far,0.070241
1,TS,Far,0.070653
1,TS,Far,0.069016
1,TS,Far,0.081902
1,TS,Far,0.066814
1,TS,Far,0.059544
1,TS,Far,0.063461
1,JS,Far,0.07126
1,JS,Far,0.083321
1,JS,Far,0.079285
1,JS,Far,0.064863
1,JS,Far,0.072178
1,JS,Far,0.07406
1,JS,Far,0.057417
1,JS,Far,0.095396
1,JS,Far,0.053092
1,JS,Far,0.070626
2,AB,Far,0.056674
2,AB,Far,0.075459
2,AB,Far,0.072713
2,AB,Far,0.07455
2,AB,Far,0.070051
2,AB,Far,0.019822
2,AB,Far,0.072067
2,AB,Far,0.056429
2,AB,Far,0.073753
2,AB,Far,0.063119
2,EP,Far,0.11552
2,EP,Far,0.086023
2,EP,Far,0.084673
2,EP,Far,0.075167
2,EP,Far,0.094175
2,EP,Far,0.093248
2,EP,Far,0.084117
2,EP,Far,0.098169
2,EP,Far,0.077848
2,EP,Far,0.10717
2,TS,Far,0.10454
2,TS,Far,0.10004
2,TS,Far,0.087451
2,TS,Far,0.11045
2,TS,Far,0.099689
2,TS,Far,0.096986
2,TS,Far,0.08425
2,TS,Far,0.10965
2,TS,Far,0.096849
2,TS,Far,0.11825
2,JS,Far,0.077534
2,JS,Far,0.080786
2,JS,Far,0.079076
2,JS,Far,0.082295
2,JS,Far,0.083773
2,JS,Far,0.08548
2,JS,Far,0.096739
2,JS,Far,0.080069
2,JS,Far,0.083461
2,JS,Far,0.086058
3,AB,Far,0.074283
3,AB,Far,0.099042
3,AB,Far,0.085397
3,AB,Far,0.09415
3,AB,Far,0.095755
3,AB,Far,0.084866
3,AB,Far,0.095968
3,AB,Far,0.095435
3,AB,Far,0.091017
3,AB,Far,0.090705
3,EP,Far,0.03953
3,EP,Far,0.065548
3,EP,Far,0.066827
3,EP,Far,0.056432
3,EP,Far,0.1033
3,EP,Far,0.059586
3,EP,Far,-0.0041146
3,EP,Far,0.076492
3,EP,Far,0.066763
3,EP,Far,0.084735
3,TS,Far,-0.022492
3,TS,Far,0.013754
3,TS,Far,0.0023968
3,TS,Far,0.0078151
3,TS,Far,-0.0050437
3,TS,Far,0.02034
3,TS,Far,0.015284
3,TS,Far,0.050309
3,TS,Far,0.028321
3,TS,Far,0.059319
3,JS,Far,0.054305
3,JS,Far,0.036897
3,JS,Far,0.041588
3,JS,Far,0.053088
3,JS,Far,0.041142
3,JS,Far,0.013855
3,JS,Far,0.015523
3,JS,Far,0.024694
3,JS,Far,0.027544
3,JS,Far,0.045371
4,AB,Far,0.16128
4,AB,Far,0.13552
4,AB,Far,0.14771
4,AB,Far,0.13281
4,AB,Far,0.13578
4,AB,Far,0.13923
4,AB,Far,0.12896
4,AB,Far,0.15133
4,AB,Far,0.13969
4,AB,Far,0.13552
4,EP,Far,0.10271
4,EP,Far,0.12547
4,EP,Far,0.063497
4,EP,Far,0.10418
4,EP,Far,0.096371
4,EP,Far,0.069027
4,EP,Far,0.14988
4,EP,Far,0.090849
4,EP,Far,0.10703
4,EP,Far,0.091354
4,TS,Far,0.13603
4,TS,Far,0.12641
4,TS,Far,0.11885
4,TS,Far,0.11512
4,TS,Far,0.11397
4,TS,Far,0.10611
4,TS,Far,0.059276
4,TS,Far,0.11342
4,TS,Far,0.1585
4,TS,Far,0.1188
4,JS,Far,0.077746
4,JS,Far,0.096921
4,JS,Far,0.10125
4,JS,Far,0.089552
4,JS,Far,0.096607
4,JS,Far,0.13288
4,JS,Far,0.11759
4,JS,Far,0.14577
4,JS,Far,0.068583
4,JS,Far,0.12513
5,AB,Far,0.07532
5,AB,Far,0.083125
5,AB,Far,0.072526
5,AB,Far,0.082389
5,AB,Far,0.070085
5,AB,Far,0.076044
5,AB,Far,0.069026
5,AB,Far,0.089617
5,AB,Far,0.075044
5,AB,Far,0.076142
5,EP,Far,0.074491
5,EP,Far,0.070411
5,EP,Far,0.094171
5,EP,Far,0.095804
5,EP,Far,0.096502
5,EP,Far,0.057982
5,EP,Far,0.10218
5,EP,Far,0.10746
5,EP,Far,0.080916
5,EP,Far,0.070269
5,TS,Far,0.060732
5,TS,Far,0.060078
5,TS,Far,0.063075
5,TS,Far,0.04736
5,TS,Far,0.053521
5,TS,Far,0.048553
5,TS,Far,0.059211
5,TS,Far,0.034017
5,TS,Far,0.059893
5,TS,Far,0.053124
5,JS,Far,0.074092
5,JS,Far,0.048325
5,JS,Far,0.03763
5,JS,Far,0.01829
5,JS,Far,0.018682
5,JS,Far,0.044034
5,JS,Far,0.068989
5,JS,Far,0.049085
5,JS,Far,0.078115
5,JS,Far,0.065362
6,AB,Far,0.05225
6,AB,Far,0.050851
6,AB,Far,0.05788
6,AB,Far,0.056362
6,AB,Far,0.03481
6,AB,Far,0.058233
6,AB,Far,0.054627
6,AB,Far,0.049888
6,AB,Far,0.050415
6,AB,Far,0.051072
6,EP,Far,0.083528
6,EP,Far,0.098552
6,EP,Far,0.02727
6,EP,Far,0.05482
6,EP,Far,0.049762
6,EP,Far,0.049887
6,EP,Far,0.051628
6,EP,Far,0.045015
6,EP,Far,0.099759
6,EP,Far,0.093277
6,TS,Far,-0.0091529
6,TS,Far,0.058016
6,TS,Far,0.056415
6,TS,Far,0.072084
6,TS,Far,0.066223
6,TS,Far,0.06172
6,TS,Far,0.049481
6,TS,Far,0.027565
6,TS,Far,0.063372
6,TS,Far,0.068904
6,JS,Far,0.058856
6,JS,Far,0.031976
6,JS,Far,0.03909
6,JS,Far,0.039608
6,JS,Far,0.043538
6,JS,Far,0.037429
6,JS,Far,0.037716
6,JS,Far,0.038365
6,JS,Far,0.046974
6,JS,Far,0.049441
7,AB,Far,0.10517
7,AB,Far,0.085449
7,AB,Far,0.09254
7,AB,Far,0.094882
7,AB,Far,0.079345
7,AB,Far,0.076238
7,AB,Far,0.07875
7,AB,Far,0.095635
7,AB,Far,0.089452
7,AB,Far,0.074233
7,EP,Far,0.085995
7,EP,Far,0.063042
7,EP,Far,0.063676
7,EP,Far,0.064823
7,EP,Far,0.074431
7,EP,Far,0.087515
7,EP,Far,0.099586
7,EP,Far,0.10306
7,EP,Far,0.085086
7,EP,Far,0.083307
7,TS,Far,0.13037
7,TS,Far,0.078196
7,TS,Far,0.11277
7,TS,Far,0.088
7,TS,Far,0.12283
7,TS,Far,0.12832
7,TS,Far,0.069938
7,TS,Far,0.089989
7,TS,Far,0.070759
7,TS,Far,0.064502
7,JS,Far,0.11237
7,JS,Far,0.082392
7,JS,Far,0.083963
7,JS,Far,0.093075
7,JS,Far,0.10289
7,JS,Far,0.081864
7,JS,Far,0.085742
7,JS,Far,0.092876
7,JS,Far,0.10561
7,JS,Far,0.08408
8,AB,Far,0.058624
8,AB,Far,0.049414
8,AB,Far,0.039638
8,AB,Far,0.069266
8,AB,Far,0.043832
8,AB,Far,0.065768
8,AB,Far,0.05621
8,AB,Far,0.060261
8,AB,Far,0.05046
8,AB,Far,0.044393
8,EP,Far,0.045693
8,EP,Far,0.055652
8,EP,Far,0.054263
8,EP,Far,0.053501
8,EP,Far,0.02779
8,EP,Far,0.059199
8,EP,Far,0.016447
8,EP,Far,0.049301
8,EP,Far,0.049791
8,EP,Far,0.046874
8,TS,Far,0.044561
8,TS,Far,0.048242
8,TS,Far,0.049779
8,TS,Far,0.047178
8,TS,Far,0.05442
8,TS,Far,0.031129
8,TS,Far,0.041352
8,TS,Far,0.060096
8,TS,Far,0.026675
8,TS,Far,0.036341
8,JS,Far,0.022192
8,JS,Far,0.06392
8,JS,Far,0.03426
8,JS,Far,0.039615
8,JS,Far,0.029357
8,JS,Far,0.026908
8,JS,Far,0.034552
8,JS,Far,0.049145
8,JS,Far,0.030689
8,JS,Far,0.010066
9,AB,Far,0.039049
9,AB,Far,0.023771
9,AB,Far,0.023892
9,AB,Far,0.038288
9,AB,Far,0.055668
9,AB,Far,0.0469
9,AB,Far,0.041343
9,AB,Far,0.046447
9,AB,Far,0.054635
9,AB,Far,0.046057
9,EP,Far,0.0071033
9,EP,Far,0.0091803
9,EP,Far,0.040941
9,EP,Far,0.034247
9,EP,Far,0.0090178
9,EP,Far,0.039128
9,EP,Far,0.0054159
9,EP,Far,-0.0017803
9,EP,Far,-0.0022073
9,EP,Far,0.0054059
9,TS,Far,0.00062413
9,TS,Far,0.014128
9,TS,Far,-0.0052398
9,TS,Far,-0.018883
9,TS,Far,0.025409
9,TS,Far,0.0055549
9,TS,Far,0.02265
9,TS,Far,0.021025
9,TS,Far,0.024803
9,TS,Far,-0.019131
9,JS,Far,0.024966
9,JS,Far,0.011158
9,JS,Far,0.0003009
9,JS,Far,-0.025093
9,JS,Far,0.016685
9,JS,Far,0.010212
9,JS,Far,0.028479
9,JS,Far,0.011589
9,JS,Far,0.02857
9,JS,Far,0.014474
10,AB,Far,0.10058
10,AB,Far,0.12555
10,AB,Far,0.10265
10,AB,Far,0.10487
10,AB,Far,0.10153
10,AB,Far,0.093589
10,AB,Far,0.086943
10,AB,Far,0.097952
10,AB,Far,0.11566
10,AB,Far,0.11365
10,EP,Far,0.053761
10,EP,Far,0.04135
10,EP,Far,0.051817
10,EP,Far,0.075081
10,EP,Far,0.093544
10,EP,Far,0.068359
10,EP,Far,0.091191
10,EP,Far,0.10783
10,EP,Far,0.049966
10,EP,Far,0.057726
10,TS,Far,0.08832
10,TS,Far,0.081034
10,TS,Far,0.093354
10,TS,Far,0.094247
10,TS,Far,0.10535
10,TS,Far,0.086224
10,TS,Far,0.074528
10,TS,Far,0.10589
10,TS,Far,0.11986
10,TS,Far,0.072729
10,JS,Far,0.11282
10,JS,Far,0.063961
10,JS,Far,0.054166
10,JS,Far,0.076441
10,JS,Far,0.064535
10,JS,Far,0.047696
10,JS,Far,0.079741
10,JS,Far,0.07435
10,JS,Far,0.079844
10,JS,Far,0.069264
11,AB,Far,0.10322
11,AB,Far,0.10785
11,AB,Far,0.10591
11,AB,Far,0.10453
11,AB,Far,0.074119
11,AB,Far,0.10016
11,AB,Far,0.081423
11,AB,Far,0.097008
11,AB,Far,0.10638
11,AB,Far,0.097363
11,EP,Far,0.069861
11,EP,Far,0.099384
11,EP,Far,0.071535
11,EP,Far,0.094524
11,EP,Far,0.09399
11,EP,Far,0.088897
11,EP,Far,0.12436
11,EP,Far,0.10077
11,EP,Far,0.10004
11,EP,Far,0.076343
11,TS,Far,0.15594
11,TS,Far,0.12541
11,TS,Far,0.12196
11,TS,Far,0.12441
11,TS,Far,0.11217
11,TS,Far,0.12474
11,TS,Far,0.081237
11,TS,Far,0.12507
11,TS,Far,0.14045
11,TS,Far,0.10764
11,JS,Far,0.11618
11,JS,Far,0.11692
11,JS,Far,0.082959
11,JS,Far,0.094022
11,JS,Far,0.11883
11,JS,Far,0.095313
11,JS,Far,0.11745
11,JS,Far,0.10419
11,JS,Far,0.082254
11,JS,Far,0.11778
12,AB,Far,0.10068
12,AB,Far,0.083692
12,AB,Far,0.091853
12,AB,Far,0.087003
12,AB,Far,0.092433
12,AB,Far,0.098745
12,AB,Far,0.089245
12,AB,Far,0.084323
12,AB,Far,0.08654
12,AB,Far,0.085069
12,EP,Far,0.05058
12,EP,Far,0.096503
12,EP,Far,0.092196
12,EP,Far,0.10456
12,EP,Far,0.068212
12,EP,Far,0.069867
12,EP,Far,0.11511
12,EP,Far,0.10306
12,EP,Far,0.091242
12,EP,Far,0.093371
12,TS,Far,0.087754
12,TS,Far,0.088988
12,TS,Far,0.093041
12,TS,Far,0.11693
12,TS,Far,0.065104
12,TS,Far,0.10464
12,TS,Far,0.11599
12,TS,Far,0.074035
12,TS,Far,0.066591
12,TS,Far,0.08302
12,JS,Far,0.080241
12,JS,Far,0.078028
12,JS,Far,0.077266
12,JS,Far,0.06391
12,JS,Far,0.083891
12,JS,Far,0.067706
12,JS,Far,0.083403
12,JS,Far,0.078416
12,JS,Far,0.068091
12,JS,Far,0.083204
13,AB,Far,0.037711
13,AB,Far,0.045862
13,AB,Far,0.04154
13,AB,Far,0.044552
13,AB,Far,0.04211
13,AB,Far,0.045833
13,AB,Far,0.025248
13,AB,Far,0.044969
13,AB,Far,0.043552
13,AB,Far,0.041413
13,EP,Far,0.062798
13,EP,Far,0.062424
13,EP,Far,0.050576
13,EP,Far,0.047249
13,EP,Far,0.064695
13,EP,Far,0.053091
13,EP,Far,0.060983
13,EP,Far,0.049484
13,EP,Far,0.074738
13,EP,Far,0.059208
13,TS,Far,0.027049
13,TS,Far,0.013781
13,TS,Far,0.026231
13,TS,Far,0.040287
13,TS,Far,0.029699
13,TS,Far,0.041488
13,TS,Far,0.018746
13,TS,Far,0.024143
13,TS,Far,0.004045
13,TS,Far,0.026316
13,JS,Far,0.039793
13,JS,Far,0.069888
13,JS,Far,0.094524
13,JS,Far,0.065762
13,JS,Far,0.068791
13,JS,Far,0.074168
13,JS,Far,0.083485
13,JS,Far,0.071693
13,JS,Far,0.065427
13,JS,Far,0.067968
14,AB,Far,0.084031
14,AB,Far,0.097587
14,AB,Far,0.097739
14,AB,Far,0.075216
14,AB,Far,0.085767
14,AB,Far,0.089743
14,AB,Far,0.076261
14,AB,Far,0.076446
14,AB,Far,0.088794
14,AB,Far,0.074306
14,EP,Far,0.11546
14,EP,Far,0.1074
14,EP,Far,0.082195
14,EP,Far,0.096891
14,EP,Far,0.092276
14,EP,Far,0.086856
14,EP,Far,0.080088
14,EP,Far,0.067577
14,EP,Far,0.09067
14,EP,Far,0.071294
14,TS,Far,0.068554
14,TS,Far,0.067996
14,TS,Far,0.082793
14,TS,Far,0.090182
14,TS,Far,0.06913
14,TS,Far,0.066363
14,TS,Far,0.092136
14,TS,Far,0.081712
14,TS,Far,0.081242
14,TS,Far,0.074956
14,JS,Far,0.08192
14,JS,Far,0.073452
14,JS,Far,0.11122
14,JS,Far,0.094325
14,JS,Far,0.084225
14,JS,Far,0.069575
14,JS,Far,0.05691
14,JS,Far,0.082956
14,JS,Far,0.086677
14,JS,Far,0.068985
15,AB,Far,0.090195
15,AB,Far,0.090571
15,AB,Far,0.08307
15,AB,Far,0.084447
15,AB,Far,0.09594
15,AB,Far,0.077376
15,AB,Far,0.078347
15,AB,Far,0.069363
15,AB,Far,0.067127
15,AB,Far,0.085988
15,EP,Far,0.095676
15,EP,Far,0.052615
15,EP,Far,0.052194
15,EP,Far,0.048433
15,EP,Far,0.047561
15,EP,Far,0.074124
15,EP,Far,0.057117
15,EP,Far,0.036074
15,EP,Far,0.083836
15,EP,Far,0.061267
15,TS,Far,0.027644
15,TS,Far,0.091228
15,TS,Far,0.036983
15,TS,Far,0.058329
15,TS,Far,0.072681
15,TS,Far,0.031848
15,TS,Far,0.007337
15,TS,Far,0.048267
15,TS,Far,0.061719
15,TS,Far,0.048113
15,JS,Far,0.090504
15,JS,Far,0.023521
15,JS,Far,0.045842
15,JS,Far,0.073111
15,JS,Far,0.058215
15,JS,Far,0.032813
15,JS,Far,0.071402
15,JS,Far,0.051819
15,JS,Far,0.067327
15,JS,Far,0.04814
1,AB,High,0.041982
1,AB,High,0.065858
1,AB,High,0.028736
1,AB,High,0.062516
1,AB,High,0.069871
1,AB,High,0.076102
1,AB,High,0.048436
1,AB,High,0.054701
1,AB,High,0.050745
1,AB,High,0.061119
1,EP,High,0.075858
1,EP,High,0.076315
1,EP,High,0.096004
1,EP,High,0.066053
1,EP,High,0.080672
1,EP,High,0.079398
1,EP,High,0.067921
1,EP,High,0.073712
1,EP,High,0.06737
1,EP,High,0.06629
1,TS,High,0.066002
1,TS,High,0.044137
1,TS,High,0.062847
1,TS,High,0.06857
1,TS,High,0.051011
1,TS,High,0.044016
1,TS,High,0.058691
1,TS,High,0.051247
1,TS,High,0.084232
1,TS,High,0.069172
1,JS,High,0.077298
1,JS,High,0.10893
1,JS,High,0.088556
1,JS,High,0.093046
1,JS,High,0.064325
1,JS,High,0.077303
1,JS,High,0.055678
1,JS,High,0.08819
1,JS,High,0.077586
1,JS,High,0.073696
2,AB,High,0.065796
2,AB,High,0.061954
2,AB,High,0.080348
2,AB,High,0.056771
2,AB,High,0.060098
2,AB,High,0.071395
2,AB,High,0.069895
2,AB,High,0.073601
2,AB,High,0.071355
2,AB,High,0.050765
2,EP,High,0.061387
2,EP,High,0.057063
2,EP,High,0.025068
2,EP,High,0.058634
2,EP,High,0.062621
2,EP,High,0.061252
2,EP,High,0.073312
2,EP,High,0.057033
2,EP,High,0.058299
2,EP,High,0.066125
2,TS,High,0.037553
2,TS,High,0.036777
2,TS,High,0.045851
2,TS,High,0.037556
2,TS,High,0.040038
2,TS,High,0.040342
2,TS,High,0.0625
2,TS,High,0.0017258
2,TS,High,0.074894
2,TS,High,0.064005
2,JS,High,0.055995
2,JS,High,0.05725
2,JS,High,0.060398
2,JS,High,0.064802
2,JS,High,0.071222
2,JS,High,0.075468
2,JS,High,0.057198
2,JS,High,0.073994
2,JS,High,0.068244
2,JS,High,0.063028
3,AB,High,0.073166
3,AB,High,0.068139
3,AB,High,0.068001
3,AB,High,0.070216
3,AB,High,0.069498
3,AB,High,0.062006
3,AB,High,0.075268
3,AB,High,0.061421
3,AB,High,0.070749
3,AB,High,0.079487
3,EP,High,0.13367
3,EP,High,0.12652
3,EP,High,0.12154
3,EP,High,0.12153
3,EP,High,0.12504
3,EP,High,0.12925
3,EP,High,0.1231
3,EP,High,0.10393
3,EP,High,0.11908
3,EP,High,0.13613
3,TS,High,0.11394
3,TS,High,0.095164
3,TS,High,0.10594
3,TS,High,0.10265
3,TS,High,0.11552
3,TS,High,0.10113
3,TS,High,0.11034
3,TS,High,0.10777
3,TS,High,0.10917
3,TS,High,0.11534
3,JS,High,0.10059
3,JS,High,0.096277
3,JS,High,0.093241
3,JS,High,0.094618
3,JS,High,0.10128
3,JS,High,0.1007
3,JS,High,0.10205
3,JS,High,0.092784
3,JS,High,0.094618
3,JS,High,0.10086
4,AB,High,0.069605
4,AB,High,0.066255
4,AB,High,0.071917
4,AB,High,0.076392
4,AB,High,0.055675
4,AB,High,0.047825
4,AB,High,0.073168
4,AB,High,0.066604
4,AB,High,0.046487
4,AB,High,0.043897
4,EP,High,0.08701
4,EP,High,0.094039
4,EP,High,0.090195
4,EP,High,0.096747
4,EP,High,0.10415
4,EP,High,0.10157
4,EP,High,0.086734
4,EP,High,0.10328
4,EP,High,0.069834
4,EP,High,0.09396
4,TS,High,0.10669
4,TS,High,0.11369
4,TS,High,0.07361
4,TS,High,0.044955
4,TS,High,0.077071
4,TS,High,0.064444
4,TS,High,0.10203
4,TS,High,0.068166
4,TS,High,0.1177
4,TS,High,0.086455
4,JS,High,0.079628
4,JS,High,0.12629
4,JS,High,0.094635
4,JS,High,0.079121
4,JS,High,0.045668
4,JS,High,0.090658
4,JS,High,0.091619
4,JS,High,0.085802
4,JS,High,0.067587
4,JS,High,0.081474
5,AB,High,0.049208
5,AB,High,0.034838
5,AB,High,0.059066
5,AB,High,0.049262
5,AB,High,0.041314
5,AB,High,0.038758
5,AB,High,0.02064
5,AB,High,0.054445
5,AB,High,0.054559
5,AB,High,0.050578
5,EP,High,0.069261
5,EP,High,0.048376
5,EP,High,0.08599
5,EP,High,0.059308
5,EP,High,0.053726
5,EP,High,0.09165
5,EP,High,0.074562
5,EP,High,0.072532
5,EP,High,0.0955
5,EP,High,0.068216
5,TS,High,0.072909
5,TS,High,0.074652
5,TS,High,0.074969
5,TS,High,0.093525
5,TS,High,0.065539
5,TS,High,0.097617
5,TS,High,0.055502
5,TS,High,0.084709
5,TS,High,0.082727
5,TS,High,0.048367
5,JS,High,0.067854
5,JS,High,0.070931
5,JS,High,0.099447
5,JS,High,0.076355
5,JS,High,0.073395
5,JS,High,0.057076
5,JS,High,0.098985
5,JS,High,0.065036
5,JS,High,0.096774
5,JS,High,0.095352
6,AB,High,0.061075
6,AB,High,0.055586
6,AB,High,0.060736
6,AB,High,0.058828
6,AB,High,0.065261
6,AB,High,0.05743
6,AB,High,0.068956
6,AB,High,0.066407
6,AB,High,0.064086
6,AB,High,0.062176
6,EP,High,0.051658
6,EP,High,0.01149
6,EP,High,0.052846
6,EP,High,0.050049
6,EP,High,0.063515
6,EP,High,0.04929
6,EP,High,0.079835
6,EP,High,0.073619
6,EP,High,0.073418
6,EP,High,0.075612
6,TS,High,0.015356
6,TS,High,0.014754
6,TS,High,0.036229
6,TS,High,0.013082
6,TS,High,-0.0017539
6,TS,High,0.019035
6,TS,High,0.019949
6,TS,High,0.01815
6,TS,High,0.016248
6,TS,High,0.023355
6,JS,High,0.058633
6,JS,High,0.067019
6,JS,High,0.066661
6,JS,High,0.055388
6,JS,High,0.047423
6,JS,High,0.059043
6,JS,High,0.083994
6,JS,High,0.062575
6,JS,High,0.057254
6,JS,High,0.066592
7,AB,High,0.035947
7,AB,High,0.043924
7,AB,High,0.027837
7,AB,High,0.042682
7,AB,High,0.029947
7,AB,High,0.042424
7,AB,High,0.046063
7,AB,High,0.049997
7,AB,High,0.031024
7,AB,High,0.044618
7,EP,High,0.084979
7,EP,High,0.063542
7,EP,High,0.090052
7,EP,High,0.098013
7,EP,High,0.067803
7,EP,High,0.080971
7,EP,High,0.060792
7,EP,High,0.066938
7,EP,High,0.079666
7,EP,High,0.079724
7,TS,High,0.061515
7,TS,High,0.071234
7,TS,High,0.07169
7,TS,High,0.062321
7,TS,High,0.090378
7,TS,High,0.076353
7,TS,High,0.074775
7,TS,High,0.084674
7,TS,High,0.044295
7,TS,High,0.084186
7,JS,High,0.069862
7,JS,High,0.063968
7,JS,High,0.069914
7,JS,High,0.065045
7,JS,High,0.068717
7,JS,High,0.090977
7,JS,High,0.065297
7,JS,High,0.089497
7,JS,High,0.084858
7,JS,High,0.07151
