sub_num,case_nm,target,iteration,time
2,AB,Close,21,1.8
2,AB,Close,25,1.8
2,AB,Mid,12,1.7889
2,AB,High,14,1.7889
2,AB,Mid,23,1.7778
2,AB,Close,19,1.7667
2,TS,Mid,9,1.7667
2,JS,Close,10,1.74445
2,TS,Mid,4,1.7333
2,AB,Close,4,1.7111
2,AB,Close,12,1.7111
2,AB,Close,7,1.7
2,AB,Close,5,1.6889
2,TS,Mid,22,1.6778
2,TS,High,16,1.6778
2,TS,High,28,1.6778
2,AB,Close,27,1.6333
2,AB,Close,18,1.6222
2,TS,Mid,29,1.6
2,TS,Mid,30,1.6
2,TS,Mid,28,1.5889
2,AB,Close,8,1.5
2,TS,Mid,2,1.5
2,AB,Mid,29,1.4889
2,AB,Close,3,1.4778
3,JS,Close,1,11.2556
3,JS,High,10,9.2889
3,JS,Far,4,9.2556
3,EP,High,7,8.6556
3,JS,High,6,8.3667
3,JS,High,2,8.2556
3,TS,High,1,7.4223
3,TS,High,5,7.2111
3,TS,Far,11,6.5
3,TS,High,3,6.4667
3,JS,High,14,6.4667
3,JS,Far,1,6.3334
3,JS,High,1,6.2778
3,JS,Far,6,6.1556
3,JS,High,4,6.0111
3,JS,High,18,5.9111
3,TS,High,7,5.8889
3,JS,High,3,5.8556
3,TS,Mid,10,5.7778
3,TS,Mid,6,5.6889
3,TS,High,6,5.6667
3,JS,High,9,5.6667
3,TS,Mid,4,5.6111
3,JS,Far,5,5.6111
3,JS,High,12,5.4556
3,EP,High,8,5.4445
3,EP,High,9,5.4222
3,JS,High,7,5.3556
3,TS,Far,5,5.3222
3,EP,Far,4,5.1778
3,TS,High,8,5.0556
3,JS,High,5,5.0556
3,TS,High,11,5.0444
3,EP,Far,27,5
3,EP,High,2,4.8444
3,EP,Far,21,4.7333
3,JS,High,11,4.7333
3,EP,High,13,4.6556
3,TS,High,22,4.6333
3,TS,Mid,9,4.6222
3,TS,High,10,4.5667
3,EP,High,14,4.4555
3,EP,High,29,4.4555
3,TS,Close,3,4.4555
3,JS,Mid,1,4.4333
3,EP,High,20,4.4222
3,JS,High,17,4.4222
3,EP,Close,4,4.3778
3,TS,High,12,4.3333
3,TS,High,21,4.3111
3,JS,Mid,6,4.2555
3,JS,High,23,4.2333
3,EP,High,16,4.2
3,TS,Far,1,4.1667
3,EP,Far,24,4.1555
3,EP,High,23,4.1444
3,EP,Far,7,4.1222
3,EP,Far,11,4.1222
3,JS,Far,20,4.1222
3,EP,Mid,16,4.1111
3,TS,Far,6,4.1111
3,EP,High,10,4.0889
3,JS,High,19,4.0667
3,EP,Far,3,4.0222
3,JS,Far,3,4
3,EP,Far,18,3.9889
3,TS,Far,10,3.9889
3,TS,Far,9,3.9667
3,JS,High,20,3.9667
3,EP,High,30,3.9555
3,EP,High,1,3.9444
3,JS,High,16,3.9222
3,EP,Far,19,3.9111
3,JS,High,13,3.8889
3,TS,Far,7,3.8778
3,EP,Close,25,3.8667
3,TS,Far,8,3.8555
3,EP,High,27,3.8444
3,EP,High,19,3.8
3,EP,Far,17,3.7889
3,TS,High,2,3.7889
3,EP,Far,8,3.7778
3,EP,High,26,3.7778
3,TS,High,27,3.7333
3,TS,Far,25,3.7222
3,TS,High,30,3.7222
3,EP,Far,14,3.7111
3,JS,Far,29,3.7111
3,EP,Close,6,3.7
3,EP,High,25,3.7
3,TS,High,29,3.7
3,EP,Far,5,3.6889
3,EP,High,15,3.6889
3,TS,Mid,12,3.6889
3,TS,High,9,3.6778
3,JS,Far,2,3.6667
3,JS,High,26,3.6444
3,EP,High,24,3.6333
3,EP,Far,9,3.6222
3,EP,High,12,3.6222
3,TS,High,17,3.6111
3,TS,Far,21,3.5778
3,EP,Mid,2,3.5667
3,TS,High,15,3.5667
3,TS,High,20,3.5667
3,EP,Far,16,3.5555
3,TS,High,18,3.5555
3,JS,High,22,3.5555
3,JS,High,30,3.5555
3,TS,High,13,3.5444
3,TS,High,4,3.5333
3,JS,High,28,3.5333
3,EP,High,22,3.5222
3,JS,Far,28,3.4889
3,JS,High,29,3.4778
3,TS,Mid,20,3.4333
3,TS,High,16,3.4333
3,JS,Close,22,3.4111
3,JS,Far,7,3.4111
3,EP,Mid,25,3.4
3,TS,High,25,3.3889
3,TS,Mid,11,3.3778
3,JS,High,15,3.3667
3,EP,Far,22,3.3444
3,EP,Far,12,3.3111
3,TS,Mid,5,3.3111
3,JS,Far,14,3.3111
3,TS,High,23,3.3
3,EP,Far,13,3.2889
3,TS,High,19,3.2889
3,TS,Far,20,3.2778
3,EP,Far,10,3.2667
3,EP,Far,28,3.2667
3,EP,High,5,3.2555
3,EP,Far,23,3.2333
3,JS,High,24,3.2333
3,EP,High,4,3.2222
3,TS,Far,2,3.2222
3,JS,High,21,3.2111
3,JS,High,25,3.2
3,EP,Far,25,3.1555
3,EP,High,21,3.1444
3,JS,Far,15,3.1444
3,TS,High,26,3.1333
3,JS,Far,13,3.1333
3,EP,High,6,3.1222
3,TS,Far,3,3.1222
3,TS,Far,14,3.1222
3,TS,High,28,3.1222
3,JS,Far,9,3.1
3,TS,Far,22,3.0889
3,TS,Mid,7,3.0667
3,EP,High,18,3.0333
3,AB,High,2,3.0222
3,TS,Far,24,3.0222
3,EP,Close,8,3
3,TS,Far,30,3
3,JS,Far,30,2.9889
3,EP,Close,23,2.9667
3,EP,Far,26,2.9667
3,JS,Far,21,2.9667
3,EP,Far,20,2.9556
3,TS,High,24,2.9556
3,JS,High,8,2.9556
3,TS,Mid,8,2.9444
3,TS,Mid,15,2.9444
3,EP,High,17,2.9333
3,JS,Far,12,2.9333
3,TS,High,14,2.9222
3,JS,Far,8,2.9111
3,JS,Far,10,2.9
3,JS,Far,26,2.9
3,EP,Far,6,2.8889
3,JS,High,27,2.8889
3,TS,Far,12,2.8556
3,EP,Far,29,2.8
3,TS,Far,17,2.7889
3,JS,Far,16,2.7778
3,TS,Far,23,2.7667
3,JS,Far,27,2.7667
3,EP,Far,30,2.7444
3,TS,Far,4,2.7333
3,TS,Far,15,2.7333
3,EP,Close,15,2.7222
3,EP,Far,1,2.7222
3,EP,High,3,2.7222
3,JS,Far,22,2.7111
3,TS,Far,19,2.7
3,JS,Mid,2,2.7
3,EP,Mid,19,2.6778
3,TS,Far,13,2.6667
3,JS,Far,23,2.6667
3,EP,Far,2,2.6556
3,JS,Far,11,2.6556
3,EP,Mid,23,2.6444
3,AB,Far,1,2.6333
3,JS,Far,17,2.6333
3,JS,Far,25,2.6333
3,TS,Far,26,2.6222
3,EP,Close,27,2.6
3,JS,Far,18,2.6
3,TS,Close,2,2.5889
3,EP,High,28,2.5778
3,JS,Far,19,2.5778
3,TS,Far,27,2.5667
3,AB,High,14,2.5556
3,TS,Far,16,2.5556
3,TS,Mid,28,2.5444
3,TS,Mid,18,2.5333
3,EP,High,11,2.5222
3,TS,Mid,1,2.5
3,TS,Far,18,2.5
3,AB,High,12,2.4778
3,AB,High,24,2.4667
3,JS,Far,24,2.4667
3,EP,Far,15,2.4444
3,AB,High,4,2.4111
3,TS,Mid,19,2.4111
3,EP,Mid,3,2.3889
3,EP,Close,1,2.3778
3,EP,Mid,11,2.3778
3,EP,Mid,20,2.3667
3,TS,Far,29,2.3667
3,EP,Mid,14,2.3556
3,TS,Mid,27,2.3444
3,AB,High,8,2.3222
3,TS,Mid,25,2.3222
3,AB,High,13,2.3111
3,JS,Mid,9,2.3111
3,AB,High,5,2.3
3,TS,Mid,21,2.2889
3,AB,Mid,3,2.2778
3,AB,High,9,2.2667
3,AB,High,10,2.2333
3,AB,Far,3,2.2222
3,EP,Mid,10,2.2222
3,AB,High,11,2.2
3,EP,Close,10,2.2
3,AB,High,7,2.1889
3,EP,Close,9,2.1889
3,TS,Mid,29,2.1889
3,TS,Far,28,2.1889
3,JS,Close,2,2.17778
3,AB,Far,18,2.1556
3,AB,High,1,2.1556
3,AB,High,27,2.1444
3,EP,Close,2,2.1444
3,EP,Mid,5,2.1444
3,AB,Far,7,2.1333
3,AB,High,3,2.1222
3,TS,Mid,16,2.1222
3,JS,Close,12,2.1
3,AB,High,15,2.0889
3,AB,High,6,2.0778
3,TS,Close,17,2.0778
3,JS,Mid,10,2.0778
3,AB,High,16,2.0667
3,AB,High,21,2.0667
3,AB,Far,6,2.0444
3,AB,Far,17,2.0444
3,EP,Close,5,2.0444
3,TS,Mid,23,2.0444
3,AB,Far,2,2.0333
3,EP,Close,7,2.0333
3,EP,Mid,27,2.0333
3,AB,Far,20,2.0222
3,AB,High,17,2.0222
3,JS,Close,8,2.01112
3,AB,Mid,2,2.0111
3,AB,Far,4,2.0111
3,AB,Mid,1,1.9889
3,AB,High,22,1.9889
3,AB,High,25,1.9889
3,AB,Far,11,1.9778
3,AB,Far,30,1.9667
3,EP,Close,13,1.9667
3,AB,Far,22,1.9556
3,EP,Close,14,1.9444
3,EP,Close,18,1.9444
3,EP,Mid,17,1.9444
3,JS,Close,14,1.93334
3,AB,Far,27,1.9333
3,JS,Close,7,1.92223
3,AB,Far,12,1.9111
3,AB,Far,28,1.9111
3,AB,High,20,1.9111
3,TS,Mid,3,1.9111
3,AB,Far,19,1.9
3,JS,Mid,12,1.9
3,AB,Far,5,1.8778
3,AB,Far,14,1.8778
3,AB,High,23,1.8778
3,EP,Mid,26,1.8778
3,AB,Far,16,1.8667
3,AB,Far,26,1.8667
3,AB,Far,25,1.8556
3,AB,High,29,1.8556
3,EP,Close,11,1.8556
3,TS,Mid,24,1.8556
3,AB,Far,10,1.8444
3,AB,Far,29,1.8444
3,AB,High,19,1.8444
3,AB,High,30,1.8444
3,AB,High,28,1.8333
3,AB,Far,15,1.8222
3,JS,Mid,13,1.8222
3,AB,Close,2,1.8111
3,AB,Far,21,1.8111
3,EP,Mid,21,1.8111
3,EP,Close,16,1.8
3,JS,Close,3,1.8
3,JS,Mid,29,1.8
3,AB,Mid,9,1.7889
3,AB,Mid,12,1.7889
3,EP,Close,3,1.7889
3,EP,Close,12,1.7889
3,EP,Mid,6,1.7889
3,JS,Mid,5,1.7889
3,JS,Close,13,1.78889
3,EP,Mid,12,1.7778
3,AB,Far,8,1.7667
3,EP,Mid,1,1.7667
3,EP,Mid,4,1.7667
3,JS,Close,11,1.76667
3,JS,Close,15,1.76667
3,AB,Close,15,1.7556
3,AB,Far,23,1.7556
3,EP,Mid,18,1.7556
3,JS,Mid,7,1.7556
3,JS,Close,30,1.74445
3,AB,Mid,4,1.7444
3,AB,Mid,5,1.7444
3,AB,Far,9,1.7333
3,AB,High,18,1.7333
3,EP,Mid,15,1.7333
3,TS,Close,10,1.7333
3,JS,Mid,3,1.7333
3,JS,Close,19,1.72222
3,AB,Far,13,1.7222
3,AB,Far,24,1.7222
3,TS,Close,12,1.7222
3,EP,Mid,8,1.7111
3,EP,Mid,9,1.7111
3,TS,Mid,17,1.7111
3,AB,Mid,11,1.7
3,AB,Mid,26,1.7
3,EP,Close,29,1.7
3,TS,Close,7,1.7
3,TS,Mid,13,1.7
3,JS,Mid,4,1.7
3,EP,Mid,13,1.6889
3,JS,Close,9,1.68889
3,JS,Close,21,1.68889
3,EP,Close,17,1.6778
3,EP,Close,19,1.6778
3,EP,Close,26,1.6667
3,EP,Mid,7,1.6667
3,EP,Mid,28,1.6667
3,TS,Close,1,1.6667
3,TS,Mid,22,1.6667
3,AB,High,26,1.6556
3,EP,Mid,29,1.6556
3,JS,Close,4,1.64445
3,JS,Close,10,1.64445
3,AB,Mid,23,1.6444
3,JS,Mid,16,1.6444
3,JS,Mid,17,1.6444
3,JS,Close,20,1.63334
3,AB,Close,3,1.6333
3,JS,Mid,11,1.6333
3,AB,Mid,6,1.6222
3,TS,Close,14,1.6222
3,JS,Close,23,1.61111
3,AB,Mid,15,1.6111
3,TS,Close,22,1.6111
3,TS,Mid,30,1.6111
3,JS,Mid,26,1.6111
3,EP,Close,28,1.6
3,EP,Mid,30,1.6
3,TS,Close,21,1.6
3,JS,Close,28,1.6
3,JS,Mid,15,1.6
3,JS,Mid,18,1.6
3,JS,Mid,23,1.6
3,AB,Mid,14,1.5889
3,AB,Mid,17,1.5889
3,JS,Mid,8,1.5889
3,JS,Mid,19,1.5889
3,EP,Close,21,1.5778
3,EP,Mid,22,1.5778
3,TS,Close,5,1.5778
3,JS,Close,16,1.57778
3,AB,Close,4,1.5667
3,AB,Close,9,1.5667
3,AB,Close,12,1.5667
3,AB,Mid,8,1.5667
3,AB,Mid,10,1.5667
3,AB,Mid,18,1.5667
3,AB,Mid,30,1.5667
3,EP,Close,24,1.5667
3,TS,Mid,2,1.5667
3,JS,Close,17,1.56667
3,AB,Close,1,1.5556
3,AB,Mid,29,1.5556
3,TS,Close,27,1.5556
3,TS,Close,28,1.5556
3,JS,Mid,28,1.5556
3,JS,Close,29,1.54445
3,AB,Mid,28,1.5444
3,TS,Close,4,1.5444
3,TS,Close,16,1.5444
3,JS,Mid,14,1.5444
3,JS,Mid,27,1.5444
3,EP,Mid,24,1.5333
3,JS,Mid,20,1.5333
3,JS,Mid,25,1.5333
3,JS,Close,18,1.52222
3,AB,Mid,7,1.5222
3,AB,Mid,13,1.5222
3,AB,Mid,25,1.5222
3,JS,Close,5,1.51111
3,JS,Close,24,1.51111
3,AB,Close,10,1.5111
3,TS,Close,11,1.5111
3,TS,Close,13,1.5111
3,JS,Mid,21,1.5111
3,AB,Close,14,1.5
3,AB,Mid,19,1.5
3,EP,Close,20,1.5
3,TS,Close,15,1.5
3,TS,Close,20,1.5
3,TS,Close,25,1.5
3,TS,Mid,14,1.5
3,JS,Close,26,1.5
3,AB,Mid,21,1.4889
3,JS,Mid,22,1.4889
3,AB,Close,8,1.4778
3,AB,Close,29,1.4778
3,TS,Close,6,1.4778
3,TS,Mid,26,1.4778
3,JS,Close,6,1.47778
3,AB,Close,6,1.4667
3,AB,Mid,16,1.4667
3,TS,Close,9,1.4667
3,JS,Mid,30,1.4667
3,AB,Close,30,1.4556
3,TS,Close,24,1.4556
3,JS,Mid,24,1.4556
3,JS,Close,27,1.45556
3,AB,Close,7,1.4444
3,TS,Close,18,1.4444
3,JS,Close,25,1.43334
3,AB,Mid,27,1.4333
3,TS,Close,8,1.4333
3,TS,Close,30,1.4222
3,AB,Close,13,1.4111
3,AB,Close,20,1.4111
3,AB,Mid,22,1.4111
3,AB,Close,5,1.4
3,AB,Close,26,1.4
3,TS,Close,19,1.4
3,AB,Close,18,1.3889
3,AB,Mid,24,1.3889
3,EP,Close,30,1.3889
3,AB,Close,27,1.3667
3,TS,Close,26,1.3667
3,TS,Close,29,1.3556
3,AB,Close,23,1.3222
3,AB,Close,24,1.3222
3,AB,Close,16,1.3111
3,TS,Close,23,1.3111
3,EP,Close,22,1.3
3,AB,Close,22,1.2889
3,AB,Close,11,1.2778
3,AB,Close,17,1.2556
3,AB,Close,25,1.2444
3,AB,Close,19,1.2
3,AB,Close,21,1.1889
3,AB,Mid,20,1.1889
3,AB,Close,28,1.1778
4,TS,High,3,26.6772
4,AB,Mid,4,20.0332
4,TS,High,6,15.9446
4,TS,High,19,14.5335
4,TS,Far,20,13.5335
4,TS,Far,9,13.3668
4,TS,Close,6,13.189
4,TS,Close,10,12.6223
4,TS,High,4,11.1112
4,EP,Mid,19,10.7445
4,TS,Far,3,10.1112
4,TS,High,7,10.0778
4,TS,Mid,7,10.0445
4,TS,Close,2,9.96673
4,JS,Mid,29,9.8001
4,AB,Far,9,9.3112
4,TS,High,21,9.23339
4,TS,High,9,9.12228
4,TS,High,11,9.06672
4,TS,High,10,8.64449
4,TS,Mid,25,8.61116
4,TS,Far,7,7.97782
4,JS,Mid,5,7.8778
4,TS,Mid,8,7.8556
4,TS,Far,10,7.73337
4,JS,High,5,7.7
4,JS,High,25,7.6
4,TS,Mid,10,7.53337
4,TS,Close,11,7.45559
4,EP,Far,30,7.2778
4,TS,Far,1,7.18892
4,TS,High,13,7.10003
4,JS,Mid,9,7.0778
4,JS,Mid,20,7.0778
4,EP,High,16,7.0222
4,TS,High,8,6.96669
4,TS,High,23,6.91114
4,TS,High,5,6.90003
4,JS,Close,29,6.9
4,TS,Close,5,6.7778
4,JS,Mid,13,6.7778
4,EP,Far,22,6.7556
4,TS,Close,3,6.73336
4,EP,Far,10,6.7111
4,TS,Mid,2,6.68891
4,TS,High,22,6.68891
4,TS,Close,20,6.60002
4,TS,High,29,6.54447
4,JS,Close,4,6.4778
4,TS,Far,22,6.38891
4,TS,Far,21,6.36669
4,TS,Mid,9,6.24446
4,TS,High,1,6.23335
4,JS,High,15,6.2222
4,TS,Far,5,6.17779
4,EP,Far,26,6.1556
4,TS,High,20,6.15557
4,TS,Far,15,6.14446
4,EP,Close,15,6.0333
4,TS,Far,24,6.01113
4,TS,High,17,6.01113
4,EP,Mid,27,5.97779
4,TS,High,24,5.90001
4,JS,Far,12,5.9
4,TS,Far,4,5.86668
4,TS,High,14,5.86668
4,TS,High,25,5.85557
4,TS,High,27,5.74446
4,AB,Far,8,5.7222
4,EP,Mid,20,5.71112
4,EP,Far,11,5.6889
4,EP,High,28,5.5778
4,TS,Mid,21,5.54445
4,EP,Far,12,5.5111
4,JS,Close,2,5.5111
4,TS,Mid,24,5.45556
4,TS,Far,19,5.43334
4,TS,Far,25,5.34445
4,AB,Far,11,5.2667
4,TS,Close,18,5.26667
4,TS,Far,11,5.26667
4,JS,High,14,5.1889
4,EP,Far,2,5.1556
4,TS,Close,19,5.14445
4,EP,Far,15,5.1
4,JS,Close,23,5.1
4,TS,Far,8,5.07778
4,EP,High,9,5.0667
4,EP,High,24,5.0667
4,TS,Far,18,5.05556
4,TS,Close,23,5.04445
4,TS,High,12,4.95556
4,JS,High,13,4.9
4,EP,Far,1,4.8778
4,JS,Mid,22,4.8444
4,AB,Far,7,4.8222
4,AB,Far,3,4.8111
4,JS,Far,28,4.8111
4,TS,Close,4,4.74444
4,JS,Far,18,4.7333
4,TS,Far,6,4.71111
4,JS,High,8,4.7111
4,TS,Close,29,4.7
4,TS,High,15,4.67777
4,EP,Far,24,4.6667
4,EP,Far,27,4.6667
4,TS,Far,23,4.65555
4,JS,Far,6,4.6444
4,TS,Far,28,4.57777
4,JS,Close,12,4.5444
4,EP,High,14,4.5222
4,JS,Far,4,4.5111
4,TS,Far,2,4.49999
4,JS,Far,25,4.4778
4,EP,Far,20,4.4667
4,TS,High,16,4.45555
4,AB,Far,18,4.4444
4,TS,Mid,30,4.38888
4,TS,Far,14,4.37777
4,EP,Far,29,4.3555
4,JS,Far,20,4.3555
4,EP,Mid,18,4.33333
4,TS,High,18,4.33333
4,JS,Close,18,4.3333
4,TS,Far,16,4.29999
4,JS,Close,30,4.2889
4,TS,Far,27,4.28888
4,EP,Close,2,4.2778
4,JS,High,22,4.2778
4,TS,Mid,16,4.25555
4,TS,High,28,4.24444
4,JS,High,28,4.2333
4,EP,Far,28,4.2222
4,JS,Mid,4,4.2222
4,EP,High,2,4.2111
4,TS,Close,13,4.19999
4,TS,Close,21,4.16666
4,JS,Close,20,4.1444
4,EP,Close,6,4.1333
4,EP,High,29,4.1
4,JS,Mid,24,4.1
4,TS,Mid,13,4.04443
4,EP,Close,7,4.0111
4,JS,Far,19,4.0111
4,TS,Close,25,3.99999
4,EP,Mid,4,3.97777
4,TS,Mid,6,3.97777
4,EP,Far,18,3.9555
4,JS,Far,10,3.9444
4,TS,Far,13,3.93332
4,EP,Mid,26,3.92221
4,TS,Close,12,3.92221
4,TS,Mid,29,3.92221
4,TS,Mid,15,3.9111
4,TS,Close,17,3.89999
4,EP,High,21,3.8889
4,JS,Close,11,3.8889
4,EP,Far,16,3.8778
4,TS,Far,26,3.82221
4,TS,High,26,3.82221
4,TS,Close,16,3.8111
4,JS,Close,13,3.8111
4,EP,High,3,3.8
4,JS,High,1,3.7889
4,JS,Mid,11,3.7667
4,JS,High,2,3.7667
4,EP,Mid,22,3.75555
4,EP,Far,14,3.7555
4,TS,Close,30,3.74443
4,TS,Far,12,3.74443
4,EP,High,13,3.7444
4,JS,Far,16,3.7444
4,EP,Close,5,3.7333
4,TS,Mid,17,3.72221
4,TS,Far,30,3.72221
4,AB,Far,13,3.7222
4,JS,Close,25,3.7111
4,EP,Far,13,3.6889
4,JS,Mid,1,3.6333
4,TS,Mid,12,3.62221
4,JS,Close,16,3.6222
4,EP,Far,17,3.6
4,EP,Close,3,3.5889
4,EP,Far,21,3.5889
4,EP,High,5,3.5555
4,TS,Mid,14,3.52221
4,EP,Mid,25,3.5111
4,EP,High,25,3.5111
4,EP,High,23,3.4778
4,EP,Far,4,3.4667
4,EP,High,15,3.4667
4,TS,Far,17,3.46666
4,TS,Mid,26,3.45555
4,EP,Close,19,3.4555
4,JS,Far,22,3.4444
4,JS,Far,24,3.4333
4,JS,High,7,3.4333
4,JS,Close,1,3.4222
4,EP,Far,5,3.4111
4,JS,Mid,23,3.4
4,EP,Close,18,3.3889
4,JS,High,3,3.3889
4,TS,Close,8,3.37777
4,TS,Mid,27,3.37777
4,JS,Close,7,3.3667
4,EP,Far,9,3.3555
4,JS,Far,1,3.3555
4,JS,Far,30,3.3555
4,JS,Mid,2,3.3444
4,EP,Mid,5,3.33333
4,EP,Mid,30,3.33333
4,EP,High,22,3.3333
4,JS,Far,11,3.3333
4,JS,High,29,3.3222
4,EP,High,6,3.3111
4,EP,High,7,3.3111
4,JS,Far,2,3.3111
4,AB,Far,2,3.3
4,EP,High,27,3.3
4,JS,Close,21,3.3
4,EP,Far,8,3.2555
4,JS,Close,5,3.2555
4,TS,High,30,3.24444
4,JS,Far,14,3.2444
4,EP,High,26,3.2333
4,EP,Close,30,3.2111
4,TS,Far,29,3.19999
4,EP,Far,23,3.1889
4,EP,Mid,29,3.17777
4,JS,High,12,3.1667
4,EP,Mid,15,3.16666
4,TS,Mid,28,3.15555
4,EP,High,1,3.1555
4,EP,Far,25,3.1444
4,TS,Mid,20,3.13333
4,JS,Mid,7,3.1333
4,JS,Far,29,3.1333
4,EP,High,19,3.1111
4,JS,Mid,6,3.0889
4,EP,Mid,1,3.08888
4,JS,Mid,18,3.0778
4,TS,Mid,22,3.07777
4,EP,Close,27,3.0667
4,JS,Far,9,3.0444
4,TS,Mid,5,3.03333
4,EP,Far,19,3.0333
4,JS,Mid,30,3.0333
4,JS,High,4,3.0333
4,EP,High,8,3.0222
4,JS,Far,8,3.0222
4,JS,Far,3,3.0111
4,JS,High,17,3.0111
4,TS,High,2,3
4,JS,High,6,3
4,JS,Far,21,2.9889
4,TS,Close,14,2.98888
4,JS,Far,7,2.9778
4,JS,High,10,2.9667
4,JS,Far,15,2.9556
4,JS,High,26,2.9333
4,JS,Far,5,2.9222
4,AB,High,14,2.9111
4,TS,Mid,3,2.88889
4,EP,High,10,2.8778
4,JS,Mid,10,2.8778
4,JS,High,20,2.8778
4,TS,Close,7,2.85555
4,AB,High,26,2.8444
4,JS,Mid,25,2.8444
4,EP,High,30,2.8333
4,JS,High,23,2.8111
4,JS,High,11,2.8
4,EP,High,17,2.7889
4,JS,High,24,2.7889
4,EP,Mid,28,2.78889
4,EP,Far,3,2.7778
4,EP,Far,7,2.7667
4,JS,Far,13,2.7667
4,EP,Close,1,2.7556
4,JS,Far,23,2.7444
4,EP,Far,6,2.7333
4,TS,Mid,1,2.72222
4,TS,Mid,19,2.72222
4,AB,Far,22,2.7222
4,JS,High,16,2.7222
4,AB,Far,24,2.7111
4,EP,Close,29,2.7111
4,AB,High,15,2.6889
4,EP,Close,8,2.6889
4,TS,Close,9,2.68889
4,TS,Mid,4,2.68889
4,EP,Close,17,2.6778
4,JS,Close,10,2.6556
4,JS,Mid,12,2.6556
4,JS,High,27,2.6556
4,EP,Mid,10,2.64444
4,JS,High,19,2.6444
4,EP,High,18,2.6333
4,JS,Mid,8,2.6333
4,JS,Far,17,2.6333
4,JS,High,9,2.6333
4,EP,High,4,2.6222
4,TS,Close,26,2.61111
4,TS,Mid,23,2.61111
4,EP,Mid,9,2.6
4,JS,Far,26,2.6
4,EP,Close,20,2.5667
4,EP,Close,9,2.5556
4,EP,Mid,2,2.54444
4,EP,Mid,21,2.54444
4,TS,Close,27,2.54444
4,EP,Close,13,2.5444
4,JS,Mid,3,2.5444
4,AB,Far,15,2.5333
4,AB,High,22,2.5333
4,JS,Close,9,2.5111
4,AB,Far,1,2.5
4,JS,High,21,2.5
4,JS,Mid,27,2.4889
4,AB,Far,4,2.4778
4,TS,Mid,18,2.47778
4,EP,Mid,3,2.46667
4,JS,Far,27,2.4556
4,EP,Mid,16,2.45556
4,TS,Close,1,2.44444
4,AB,High,2,2.4444
4,JS,High,18,2.4444
4,AB,High,5,2.4333
4,EP,Mid,8,2.41111
4,AB,Far,5,2.4111
4,AB,Far,10,2.4111
4,AB,Far,27,2.4111
4,EP,High,12,2.4
4,AB,Close,12,2.3889
4,AB,High,21,2.3889
4,EP,High,20,2.3889
4,EP,Close,4,2.3778
4,JS,Close,15,2.3778
4,JS,Close,28,2.3667
4,JS,Mid,14,2.3667
4,AB,High,3,2.3556
4,JS,High,30,2.3556
4,EP,Mid,23,2.34444
4,TS,Close,24,2.31111
4,AB,Far,16,2.3111
4,AB,High,17,2.2889
4,AB,Far,6,2.2667
4,EP,High,11,2.2667
4,JS,Mid,16,2.2556
4,JS,Mid,19,2.2556
4,JS,Mid,26,2.2556
4,TS,Mid,11,2.25556
4,TS,Close,15,2.24445
4,AB,High,1,2.2333
4,AB,High,4,2.2333
4,JS,Close,19,2.2222
4,JS,Mid,15,2.2222
4,EP,Mid,7,2.2
4,TS,Close,28,2.18889
4,EP,Close,28,2.1778
4,JS,Mid,17,2.1667
4,EP,Mid,6,2.16667
4,AB,High,9,2.1556
4,AB,High,16,2.1556
4,EP,Mid,24,2.14445
4,EP,Close,22,2.1444
4,JS,Close,3,2.1444
4,AB,High,13,2.1222
4,JS,Close,14,2.1222
4,JS,Mid,28,2.1222
4,AB,Far,28,2.1111
4,AB,Far,26,2.0889
4,EP,Mid,14,2.03334
4,EP,Mid,13,2.02223
4,EP,Mid,17,2.02223
4,AB,Mid,5,2.01112
4,EP,Close,12,2
4,TS,Close,22,1.98889
4,AB,Mid,27,1.96667
4,EP,Mid,12,1.96667
4,AB,Far,29,1.9444
4,AB,Far,30,1.9111
4,AB,Far,12,1.9
4,AB,Far,17,1.9
4,AB,High,8,1.9
4,AB,High,27,1.8889
4,AB,Far,19,1.8778
4,EP,Close,21,1.8667
4,JS,Close,22,1.8667
4,AB,Far,14,1.8556
4,AB,High,23,1.8333
4,JS,Mid,21,1.8333
4,AB,Mid,20,1.82223
4,AB,Mid,30,1.82223
4,AB,Far,21,1.8222
4,AB,Far,23,1.8222
4,AB,Far,25,1.8222
4,EP,Close,10,1.8222
4,AB,Mid,23,1.8
4,AB,Close,2,1.7778
4,AB,High,11,1.7778
4,AB,High,18,1.7667
4,AB,High,25,1.7667
4,AB,Mid,6,1.75556
4,AB,Mid,15,1.75556
4,EP,Close,25,1.7444
4,AB,High,10,1.7333
4,JS,Close,17,1.7333
4,EP,Close,23,1.7222
4,JS,Close,26,1.7222
4,AB,Mid,8,1.7
4,AB,Close,26,1.6778
4,AB,High,12,1.6778
4,EP,Close,11,1.6778
4,AB,High,24,1.6667
4,AB,High,28,1.6667
4,AB,High,30,1.6667
4,EP,Close,16,1.6556
4,AB,High,19,1.6444
4,AB,Mid,7,1.63334
4,AB,High,29,1.6333
4,JS,Close,6,1.6333
4,AB,Mid,3,1.6
4,AB,Mid,26,1.6
4,AB,Mid,22,1.58889
4,EP,Mid,11,1.58889
4,AB,Close,6,1.5778
4,AB,High,7,1.5778
4,AB,Mid,29,1.57778
4,AB,Close,24,1.5667
4,AB,Mid,16,1.56667
4,AB,Far,20,1.5556
4,AB,Mid,1,1.55556
4,EP,Close,24,1.5333
4,AB,Close,23,1.5222
