sub_num,case_nm,d_c7_close,d_c7_mid,d_c7_far,d_c7_high
6,AB,0.01908,0.072825,0.34458,0.051313
6,AB,0.015833,0.06399,0.29562,0.090465
6,AB,0.017744,0.071898,0.26976,0.061433
6,AB,0.02279,0.098566,0.28151,0.055334
6,AB,0.027884,0.090609,0.32381,0.050513
6,AB,0.033198,0.09483,0.30936,0.049544
6,EP,0.024658,0.10325,0.31974,0.05038
6,EP,0.016342,0.055187,0.29377,0.050639
6,EP,0.013371,0.10747,0.31532,0.060299
6,EP,0.030743,0.07267,0.34472,0.027891
6,EP,0.036252,0.1256,0.3166,0.041786
6,EP,0.029133,0.077465,0.30551,0.023981
6,EP,0.015867,0.12334,0.35227,0.05094
6,EP,0.031592,0.098296,0.2585,0.050143
6,EP,0.045467,0.08492,0.33068,0.043115
6,EP,0.055386,0.089959,0.32622,0.029172
6,TS,0.030341,0.022645,0.20899,0.028606
6,TS,0.021201,0.085573,0.22334,0.051476
6,TS,0.019099,0.0076451,0.25309,0.056866
6,TS,0.0058478,0.037748,0.24931,0.036269
6,TS,0.024158,0.052522,0.26192,0.068601
6,TS,0.034427,0.084576,0.28689,0.046264
6,TS,0.019952,0.026408,0.2339,0.028202
6,TS,0.0268,0.058725,0.22617,0.059758
6,TS,0.022621,0.05945,0.26185,0.043749
6,TS,0.019093,0.028288,0.22555,0.030757
6,JS,0.017221,0.077699,0.38083,0.027506
6,JS,0.024512,0.094863,0.34161,0.013886
6,JS,0.042456,0.10287,0.29637,0.020117
6,JS,0.039203,0.12033,0.33771,0.036825
6,JS,0.014184,0.10666,0.3554,0.038415
6,JS,0.046206,0.07893,0.34853,0.026957
6,JS,0.031573,0.090712,0.32781,0.016168
6,JS,0.014817,0.071989,0.32576,0.022725
6,JS,0.04413,0.091544,0.30555,0.024002
6,JS,0.027744,0.10641,0.32772,0.03037
7,AB,0.011616,0.12758,0.26566,0.09393
7,AB,0.011159,0.077386,0.27313,0.1058
7,AB,0.074492,0.097567,0.2578,0.14252
7,AB,0.028404,0.057741,0.269,0.088894
7,AB,0.010526,0.05795,0.26716,0.12562
7,AB,0.012398,0.080585,0.26206,0.064315
7,AB,0.024795,0.068251,0.24237,0.11386
7,AB,0.022213,0.074948,0.26621,0.099027
7,AB,0.019719,0.061333,0.25669,0.10579
7,AB,0.028698,0.0568,0.24825,0.14959
7,EP,0.01984,0.11496,0.36677,0.10344
7,EP,0.048578,0.13581,0.29734,0.10434
7,EP,0.0473,0.15934,0.3462,0.10967
7,EP,0.011767,0.12208,0.29213,0.12289
7,EP,0.073747,0.14826,0.34841,0.12719
7,EP,0.049974,0.1274,0.29304,0.094042
7,EP,0.026593,0.10956,0.31387,0.071142
7,EP,0.036713,0.097603,0.37292,0.10721
7,EP,0.039205,0.10048,0.30726,0.13268
7,EP,0.09992,0.10094,0.2629,0.13166
7,TS,0.0297,0.053496,0.30043,0.028342
7,TS,0.050871,0.056447,0.2907,0.051199
7,TS,0.0048434,0.058937,0.30741,0.048692
7,TS,0.036161,0.04176,0.28284,0.061838
7,TS,0.014044,0.049647,0.30033,0.1157
7,TS,0.052126,0.090965,0.28189,0.042936
7,TS,0.055957,0.076141,0.27138,0.03105
7,TS,0.043931,0.052357,0.26245,0.018579
7,TS,0.060275,0.07337,0.27991,0.04518
7,TS,0.080105,0.01955,0.27567,0.037462
7,JS,0.04434,0.08706,0.31451,0.063949
7,JS,0.089167,0.09859,0.30487,0.089237
7,JS,0.061599,0.079922,0.3139,0.1194
7,JS,0.03111,0.077228,0.31459,0.12349
7,JS,0.083738,0.081033,0.29085,0.077863
7,JS,0.049218,0.090973,0.29991,0.022284
7,JS,0.039193,0.084703,0.29993,0.13907
7,JS,0.040262,0.12589,0.29043,0.067105
7,JS,0.088168,0.092273,0.28203,0.034056
7,JS,0.03418,0.05892,0.29926,0.064076
8,AB,0.020685,0.057651,0.30258,0.026822
8,AB,0.006947,0.033944,0.27138,0.085589
8,AB,0.022805,0.067618,0.26688,0.05066
8,AB,0.032132,0.049341,0.21815,0.12539
8,AB,0.01711,0.080911,0.27932,0.031347
8,AB,0.022454,0.069395,0.29729,0.044959
8,AB,0.0079098,0.046733,0.25711,0.02766
8,AB,0.010571,0.026291,0.26034,0.011689
8,AB,0.017111,0.046398,0.26242,0.022296
8,AB,0.037488,0.018121,0.28543,0.006763
8,EP,0.031199,0.090383,0.28773,0.085401
8,EP,0.033651,0.10983,0.20061,0.04896
8,EP,0.0091571,0.049235,0.24403,0.046873
8,EP,0.010017,0.056558,0.27508,0.026201
8,EP,0.0091086,0.059282,0.21818,0.095258
8,EP,0.0073349,0.084951,0.21065,0.043424
8,EP,0.050483,0.054654,0.24161,0.10687
8,EP,0.036796,0.061722,0.28831,0.085925
8,EP,0.080191,0.031567,0.2674,0.07757
8,EP,0.018484,0.053137,0.19784,0.025358
8,TS,0.0089464,0.079797,0.22674,0.065468
8,TS,0.03707,0.097982,0.18223,0.034898
8,TS,0.018717,0.075112,0.2856,0.04716
8,TS,0.024279,0.099492,0.24061,0.063289
8,TS,0.019337,0.02278,0.18247,0.036848
8,TS,0.025468,0.037357,0.15975,0.027828
8,TS,0.019188,0.14707,0.18729,0.053896
8,TS,0.014596,0.13831,0.15632,0.033872
8,TS,0.017697,0.096848,0.22948,0.033581
8,TS,0.014354,0.022964,0.21844,0.049292
8,JS,0.052068,0.081403,0.25714,0.086718
8,JS,0.043079,0.1027,0.2637,0.058296
8,JS,0.025951,0.11105,0.33101,0.11421
8,JS,0.032922,0.047987,0.31237,0.043379
8,JS,0.0079197,0.16755,0.27131,0.032401
8,JS,0.050042,0.12678,0.29113,0.034686
8,JS,0.093476,0.057133,0.25223,0.084263
8,JS,0.038898,0.18722,0.36158,0.051679
8,JS,0.026317,0.11993,0.29124,0.043281
8,JS,0.032375,0.090673,0.27955,0.032454
9,AB,0.016039,0.079507,0.35409,0.041356
9,AB,0.015469,0.069606,0.35584,0.049988
9,AB,0.014994,0.031114,0.37029,0.030752
9,AB,0.0089401,0.025138,0.34604,0.054765
9,AB,0.0069689,0.036917,0.35538,0.06267
9,AB,0.02189,0.083844,0.34579,0.05236
9,AB,0.014634,0.035723,0.40389,0.04793
9,AB,0.014008,0.062575,0.37,0.045192
9,AB,0.012106,0.054214,0.34699,0.046314
9,AB,0.0063018,0.062628,0.35597,0.034732
9,EP,0.046906,0.092121,0.36552,0.17497
9,EP,0.13021,0.11906,0.48654,0.058991
9,EP,0.1089,0.079441,0.42771,0.090312
9,EP,0.089429,0.047219,0.40016,0.10037
9,EP,0.073959,0.048975,0.44168,0.095438
9,EP,0.086487,0.094583,0.3342,0.081035
9,EP,0.073443,0.12486,0.40066,0.17788
9,EP,0.12726,0.059901,0.41492,0.086604
9,EP,0.12818,0.092571,0.40558,0.19699
9,EP,0.12227,0.1065,0.40078,0.056286
9,TS,0.11638,0.073337,0.36831,0.061318
9,TS,0.13544,0.095343,0.36835,0.17576
9,TS,0.12697,0.17884,0.39083,0.11326
9,TS,0.15317,0.076329,0.3685,0.1359
9,TS,0.09524,0.22435,0.38041,0.11025
9,TS,0.21444,0.080708,0.38946,0.18995
9,TS,0.14595,0.18307,0.27555,0.11365
9,TS,0.18453,0.043633,0.37161,0.13856
9,TS,0.21508,0.051826,0.39493,0.1056
9,TS,0.18908,0.091239,0.3804,0.20581
9,JS,0.14682,0.073536,0.35634,0.15098
9,JS,0.14923,0.13718,0.39512,0.12033
9,JS,0.20665,0.097674,0.40306,0.12838
9,JS,0.14636,0.070939,0.33923,0.14102
9,JS,0.16808,0.10751,0.36703,0.12258
9,JS,0.10447,0.075561,0.36376,0.2001
9,JS,0.18899,0.070546,0.34888,0.17457
9,JS,0.10861,0.075516,0.33176,0.19566
9,JS,0.17703,0.10386,0.35109,0.15667
9,JS,0.14465,0.14973,0.3236,0.15076
10,AB,0.02016,0.049125,0.18746,0.013213
10,AB,0.018882,0.060395,0.16442,0.036969
10,AB,0.0077691,0.054519,0.20069,0.034885
10,AB,0.025586,0.051676,0.18911,0.02518
10,AB,0.016766,0.064959,0.17635,0.025557
10,AB,0.032756,0.072128,0.19226,0.025888
10,AB,0.019201,0.078905,0.22877,0.036855
10,AB,0.021495,0.076938,0.22785,0.019168
10,AB,0.023122,0.049886,0.16538,0.030076
10,AB,0.077921,0.037141,0.17265,0.01727
10,EP,0.058313,0.13393,0.29539,0.13382
10,EP,0.027649,0.076501,0.251,0.13177
10,EP,0.050834,0.18357,0.30598,0.13535
10,EP,0.041418,0.18677,0.28444,0.061161
10,EP,0.032104,0.16471,0.30749,0.086764
10,EP,0.051973,0.14871,0.31767,0.053396
10,EP,0.04668,0.1442,0.29182,0.05908
10,EP,0.033736,0.13488,0.31597,0.06996
10,EP,0.10524,0.16501,0.26282,0.064392
10,EP,0.070466,0.13494,0.30077,0.06685
10,TS,0.060223,0.087973,0.25195,0.053312
10,TS,0.064284,0.081717,0.22867,0.086607
10,TS,0.044887,0.11476,0.19596,0.091967
10,TS,0.11889,0.099707,0.24072,0.059032
10,TS,0.066337,0.091022,0.26071,0.061572
10,TS,0.069966,0.05858,0.19963,0.0733
10,TS,0.026917,0.069713,0.24588,0.035339
10,TS,0.015111,0.12353,0.25941,0.070427
10,TS,0.03672,0.073465,0.27049,0.019557
10,TS,0.011328,0.13154,0.2934,0.066792
10,JS,0.029647,0.15988,0.30905,0.061391
10,JS,0.064838,0.13989,0.28306,0.10817
10,JS,0.043456,0.08146,0.29464,0.060882
10,JS,0.05309,0.088728,0.27774,0.086076
10,JS,0.03785,0.090059,0.28383,0.10103
10,JS,0.051601,0.05682,0.29179,0.059946
10,JS,0.030606,0.088455,0.29405,0.10738
10,JS,0.037666,0.097934,0.27253,0.079961
10,JS,0.039825,0.13784,0.26416,0.071319
10,JS,0.050979,0.074921,0.28422,0.09732
11,AB,0.010423,0.061682,0.21964,0.037514
11,AB,0.021576,0.039683,0.23066,0.072335
11,AB,0.023943,0.078349,0.23034,0.031102
11,AB,0.013022,0.035441,0.24728,0.036922
11,AB,0.0076398,0.077117,0.29388,0.046832
11,AB,0.01308,0.030462,0.24926,0.038786
11,AB,0.032488,0.037515,0.26107,0.03159
11,AB,0.026384,0.013307,0.21384,0.05123
11,AB,0.0073537,0.032177,0.23658,0.038919
11,AB,0.010341,0.048315,0.24552,0.0214
11,EP,0.084177,0.07342,0.31201,0.059332
11,EP,0.052235,0.10106,0.22621,0.077393
11,EP,0.056165,0.031968,0.2054,0.055083
11,EP,0.13336,0.047703,0.33259,0.057776
11,EP,0.046181,0.099293,0.28942,0.096502
11,EP,0.099142,0.13555,0.25941,0.090369
11,EP,0.060672,0.0916,0.37856,0.12954
11,EP,0.077987,0.084224,0.32273,0.029243
11,EP,0.07244,0.050296,0.28336,0.057162
11,EP,0.050127,0.035441,0.34917,0.033339
11,TS,0.068061,0.092336,0.24406,0.11456
11,TS,0.036765,0.056572,0.2311,0.13001
11,TS,0.056583,0.091825,0.21362,0.15295
11,TS,0.0084495,0.015142,0.23332,0.12342
11,TS,0.0476,0.020236,0.20587,0.085043
11,TS,0.035937,0.028205,0.25884,0.086751
11,TS,0.015154,0.0026058,0.23353,0.12762
11,TS,0.066724,0.012612,0.15534,0.073713
11,TS,0.01555,0.024871,0.2669,0.086557
11,TS,0.052708,0.057164,0.25783,0.12281
11,JS,0.062098,0.032042,0.23709,0.054975
11,JS,0.025831,0.025919,0.19176,0.16891
11,JS,0.017837,0.047123,0.19254,0.15409
11,JS,0.028606,0.023961,0.25815,0.13346
11,JS,0.090178,0.024374,0.22922,0.060718
11,JS,0.075942,0.064231,0.24377,0.066006
11,JS,0.081665,0.026179,0.22101,0.045906
11,JS,0.039251,0.015706,0.24361,0.054828
11,JS,0.056746,0.042345,0.25969,0.10455
11,JS,0.036022,0.05739,0.26396,0.15423
12,AB,0.0045163,0.048815,0.31593,0.058786
12,AB,0.012682,0.023177,0.3537,0.034492
12,AB,0.0046751,0.04466,0.31873,0.035649
12,AB,0.0054228,0.025971,0.33298,0.053259
12,AB,0.013745,0.058174,0.31556,0.039893
12,AB,0.0080092,0.013755,0.31922,0.034918
12,AB,0.013608,0.070824,0.31554,0.043141
12,AB,0.0079634,0.024395,0.33209,0.034454
12,AB,0.011104,0.052875,0.33097,0.049428
12,AB,0.0068088,0.025781,0.30582,0.038687
12,EP,0.035543,0.19336,0.38165,0.044353
12,EP,0.018531,0.09973,0.4287,0.033244
12,EP,0.040155,0.19109,0.41832,0.059229
12,EP,0.036699,0.21591,0.42272,0.031586
12,EP,0.023761,0.19495,0.3996,0.02135
12,EP,0.022183,0.18539,0.38621,0.041668
12,EP,0.042913,0.21689,0.45963,0.048729
12,EP,0.038336,0.1862,0.39473,0.085614
12,EP,0.034407,0.22495,0.3879,0.048954
12,EP,0.024589,0.20496,0.42842,0.057017
12,TS,0.092626,0.10307,0.43253,0.074168
12,TS,0.064192,0.094792,0.42498,0.074928
12,TS,0.05675,0.095895,0.42863,0.086083
12,TS,0.043718,0.10672,0.31705,0.028511
12,TS,0.046035,0.059831,0.43842,0.059526
12,TS,0.097763,0.097483,0.3725,0.049902
12,TS,0.052608,0.10103,0.39177,0.059338
12,TS,0.07427,0.12984,0.36459,0.047063
12,TS,0.050915,0.091833,0.39827,0.10243
12,TS,0.043694,0.10883,0.36867,0.040958
12,JS,0.028159,0.043291,0.4118,0.046452
12,JS,0.010638,0.07689,0.40182,0.031177
12,JS,0.020114,0.081005,0.41008,0.039588
12,JS,0.021986,0.058822,0.4622,0.072324
12,JS,0.029768,0.081864,0.40892,0.053753
12,JS,0.019118,0.10952,0.43087,0.035455
12,JS,0.022087,0.14187,0.39741,0.046845
12,JS,0.025045,0.064028,0.4081,0.04784
12,JS,0.029438,0.081939,0.41382,0.047314
12,JS,0.013853,0.057318,0.408,0.038401
13,AB,0.014176,0.061468,0.27419,0.024198
13,AB,0.011845,0.082228,0.27109,0.036234
13,AB,0.014338,0.049302,0.3028,0.026483
13,AB,0.010893,0.068059,0.2932,0.0076908
13,AB,0.02355,0.054832,0.30136,0.027497
13,AB,0.0096416,0.063236,0.27851,0.0097594
13,AB,0.019098,0.068351,0.30983,0.020324
13,AB,0.022538,0.048266,0.27653,0.024345
13,AB,0.01456,0.059117,0.29744,0.017915
13,AB,0.005699,0.057916,0.27628,0.0077714
13,EP,0.042029,0.11907,0.30224,0.087776
13,EP,0.020902,0.10738,0.32935,0.095256
13,EP,0.032405,0.11597,0.32075,0.064787
13,EP,0.015229,0.12458,0.32301,0.083728
13,EP,0.038587,0.097811,0.30048,0.046367
13,EP,0.015683,0.085667,0.31658,0.070293
13,EP,0.022349,0.09111,0.29613,0.074609
13,EP,0.023314,0.10791,0.31812,0.077584
13,EP,0.017904,0.13307,0.31482,0.09609
13,EP,0.01449,0.11736,0.32641,0.074425
13,TS,0.020364,0.039483,0.30466,0.032085
13,TS,0.061217,0.054,0.31482,0.051929
13,TS,0.044881,0.032198,0.30149,0.03626
13,TS,0.071389,0.065454,0.28171,0.045688
13,TS,0.01049,0.085268,0.33633,0.047969
13,TS,0.046431,0.090022,0.31797,0.064848
13,TS,0.033864,0.072449,0.30949,0.026837
13,TS,0.023047,0.06339,0.31104,0.030826
13,TS,0.055064,0.063254,0.29933,0.059038
13,TS,0.035028,0.11719,0.29347,0.027399
13,JS,0.0081187,0.076474,0.31051,0.026457
13,JS,0.054561,0.10445,0.29434,0.031839
13,JS,0.026466,0.052419,0.28086,0.075222
13,JS,0.029291,0.11882,0.30544,0.05065
13,JS,0.028212,0.083916,0.27247,0.027407
13,JS,0.021516,0.093548,0.28615,0.056236
13,JS,0.034022,0.07955,0.29584,0.053988
13,JS,0.048173,0.11169,0.33113,0.06606
13,JS,0.071135,0.094765,0.31778,0.094112
13,JS,0.037128,0.077749,0.33789,0.058737
14,AB,0.0086853,0.053772,0.28245,0.029327
14,AB,0.0060414,0.062682,0.27306,0.035711
14,AB,0.0080847,0.041924,0.30156,0.062727
14,AB,0.018638,0.052573,0.274,0.045023
14,AB,0.010084,0.03473,0.27199,0.068616
14,AB,0.0076653,0.048722,0.31195,0.015338
14,AB,0.006859,0.027589,0.2746,0.041966
14,AB,0.0070058,0.039221,0.29947,0.046879
14,AB,0.0063134,0.02691,0.2589,0.035087
14,AB,0.006161,0.035809,0.29041,0.035015
14,EP,0.026475,0.083679,0.25828,0.032845
14,EP,0.024388,0.085419,0.27543,0.059516
14,EP,0.021625,0.10519,0.25777,0.038272
14,EP,0.034509,0.11437,0.25364,0.024783
14,EP,0.050641,0.088203,0.24172,0.035318
14,EP,0.025553,0.046742,0.23997,0.014784
14,EP,0.032026,0.052784,0.22769,0.019756
14,EP,0.028116,0.077145,0.28118,0.026489
14,EP,0.021183,0.077877,0.23004,0.036421
14,EP,0.020468,0.14285,0.2307,0.051099
14,TS,0.0234,0.13343,0.27139,0.038554
14,TS,0.023568,0.15745,0.29079,0.096015
14,TS,0.016522,0.12182,0.30376,0.05357
14,TS,0.022854,0.1077,0.31862,0.071442
14,TS,0.0259,0.050303,0.30191,0.039316
14,TS,0.024633,0.12292,0.30128,0.061738
14,TS,0.014642,0.10175,0.29313,0.053276
14,TS,0.022892,0.13018,0.31182,0.060521
14,TS,0.040006,0.12638,0.29194,0.039274
14,TS,0.049631,0.1299,0.30905,0.057989
14,JS,0.014527,0.13505,0.24758,0.048176
