sub_num,case_nm,time_close,time_mid,time_far,time_high
15,AB,1.35556,1.4556,1.8333,1.6667
15,AB,2.44444,1.6111,2.8444,1.6111
15,AB,1.34445,1.5556,1.7333,1.5222
15,AB,1.12222,1.5778,1.8333,1.3444
15,EP,2.27778,4.0333,2.7222,2.8
15,EP,1.96667,2.2444,2.8778,3.2
15,EP,2.32222,2.6111,2.5667,3.2667
15,EP,1.88889,2.4667,2.9,3.6
15,EP,3.52221,2.7,3.1,3.6
15,EP,1.85556,2.7556,4.2444,3.7555
15,EP,1.83334,3.1333,3.6,2.9889
15,EP,1.88889,2.9667,3.0778,3.2444
15,EP,1.85556,2.8889,4.0222,3.5778
15,EP,1.92223,2.5111,3.8333,4.7
15,TS,5.94446,2.2222,2.7444,3.0667
15,TS,1.62223,2.7222,2.8778,3
15,TS,3.75555,2.1111,3.0333,2.8889
15,TS,1.81112,2.7667,2.7111,2.5667
15,TS,1.67778,2.6889,2.5222,3.1111
15,TS,1.78889,2.5111,2.5444,2.6111
15,TS,1.54445,2.3889,2.4222,3.7333
15,TS,1.52222,2.3556,2.5444,2.7333
15,TS,1.7,2.3111,2.3444,2.5111
15,TS,1.67778,2.3,2.4444,2.3444
15,JS,2.93333,2.2444,2.4556,3.3111
15,JS,1.82223,2.1333,2.7333,3.2
15,JS,1.67778,2.2222,2.6667,2.6889
15,JS,10.3667,3.8555,2.9444,2.8778
15,JS,1.98889,3.1778,2.5111,3.7
15,JS,3.17777,2.5667,2.5778,2.4222
15,JS,1.8,2.5222,3.7111,2.8
15,JS,1.73334,2.8889,2.4667,2.9667
15,JS,1.91111,2.2111,2.5,2.7333
15,JS,1.56667,2.5111,2.5444,3.3555
