sub_num,case_nm,target,s_j
10,EP,Mid,-2.3417
10,EP,Mid,-1.5332
10,EP,Mid,-1.4195
10,EP,Mid,-1.6571
10,EP,Mid,-1.5726
10,EP,Mid,-1.4961
10,EP,Mid,-1.6262
10,TS,Mid,-2.2092
10,TS,Mid,-1.9289
10,TS,Mid,-1.6487
10,TS,Mid,-1.4689
10,TS,Mid,-2.1438
10,TS,Mid,-2.4849
10,TS,Mid,-2.0155
10,TS,Mid,-1.8519
10,TS,Mid,-2.0916
10,TS,Mid,-1.564
10,JS,Mid,-1.7805
10,JS,Mid,-1.6585
10,JS,Mid,-1.7531
10,JS,Mid,-1.5794
10,JS,Mid,-2.3704
10,JS,Mid,-1.5042
10,JS,Mid,-1.5036
10,JS,Mid,-1.6106
10,JS,Mid,-1.6652
10,JS,Mid,-1.7347
11,AB,Mid,-1.5738
11,AB,Mid,-1.7195
11,AB,Mid,-1.6452
11,AB,Mid,-1.6054
11,AB,Mid,-1.7121
11,AB,Mid,-1.6703
11,AB,Mid,-1.4983
11,AB,Mid,-1.5949
11,AB,Mid,-1.5303
11,AB,Mid,-1.6071
11,EP,Mid,-1.9841
11,EP,Mid,-2.0393
11,EP,Mid,-1.8969
11,EP,Mid,-2.3726
11,EP,Mid,-1.9056
11,EP,Mid,-1.7642
11,EP,Mid,-2.3481
11,EP,Mid,-1.8661
11,EP,Mid,-2.0411
11,EP,Mid,-2.8366
11,TS,Mid,-1.5547
11,TS,Mid,-1.6517
11,TS,Mid,-1.6492
11,TS,Mid,-2.0201
11,TS,Mid,-1.7211
11,TS,Mid,-1.7379
11,TS,Mid,-1.6932
11,TS,Mid,-1.8084
11,TS,Mid,-1.7111
11,TS,Mid,-1.6839
11,JS,Mid,-1.5407
11,JS,Mid,-1.6045
11,JS,Mid,-1.6623
11,JS,Mid,-2.0503
11,JS,Mid,-1.4908
11,JS,Mid,-1.5166
11,JS,Mid,-1.5865
11,JS,Mid,-1.4537
11,JS,Mid,-1.5511
11,JS,Mid,-1.5798
12,AB,Mid,-1.5186
12,AB,Mid,-1.7033
12,AB,Mid,-1.9657
12,AB,Mid,-2.3405
12,AB,Mid,-1.7101
12,AB,Mid,-1.504
12,AB,Mid,-1.5936
12,AB,Mid,-1.9904
12,AB,Mid,-1.8076
12,AB,Mid,-1.7472
12,EP,Mid,-1.4591
12,EP,Mid,-2.3526
12,EP,Mid,-1.4229
12,EP,Mid,-1.4107
12,EP,Mid,-1.4632
12,EP,Mid,-1.4529
12,EP,Mid,-1.3986
12,EP,Mid,-1.431
12,EP,Mid,-1.3985
12,EP,Mid,-1.5536
12,TS,Mid,-2.2179
12,TS,Mid,-1.8148
12,TS,Mid,-1.7394
12,TS,Mid,-1.7502
12,TS,Mid,-1.6934
12,TS,Mid,-1.678
12,TS,Mid,-1.7027
12,TS,Mid,-1.9402
12,TS,Mid,-1.6721
12,TS,Mid,-1.7301
12,JS,Mid,-1.415
12,JS,Mid,-1.4292
12,JS,Mid,-1.5549
12,JS,Mid,-1.491
12,JS,Mid,-1.423
12,JS,Mid,-1.4235
12,JS,Mid,-1.9462
12,JS,Mid,-1.4419
12,JS,Mid,-1.4425
12,JS,Mid,-1.5854
13,AB,Mid,-1.4742
13,AB,Mid,-1.546
13,AB,Mid,-1.5617
13,AB,Mid,-1.6733
13,AB,Mid,-3.9534
13,AB,Mid,-1.5328
13,AB,Mid,-1.6626
13,AB,Mid,-1.5595
13,AB,Mid,-1.6558
13,AB,Mid,-1.4725
13,EP,Mid,-2.2528
13,EP,Mid,-2.1344
13,EP,Mid,-1.909
13,EP,Mid,-2.2115
13,EP,Mid,-1.8183
13,EP,Mid,-1.9833
13,EP,Mid,-2.2262
13,EP,Mid,-1.9635
13,EP,Mid,-2.1299
13,EP,Mid,-1.4771
13,TS,Mid,-1.7372
13,TS,Mid,-1.7728
13,TS,Mid,-1.6217
13,TS,Mid,-3.4799
13,TS,Mid,-3.3372
13,TS,Mid,-1.8525
13,TS,Mid,-1.9366
13,TS,Mid,-1.9776
13,TS,Mid,-2.0582
13,TS,Mid,-1.6394
13,JS,Mid,-1.6755
13,JS,Mid,-1.5756
13,JS,Mid,-3.2641
13,JS,Mid,-1.6276
13,JS,Mid,-1.6731
13,JS,Mid,-1.5439
13,JS,Mid,-1.5169
13,JS,Mid,-1.619
13,JS,Mid,-1.5232
13,JS,Mid,-1.6424
14,AB,Mid,-1.9222
14,AB,Mid,-1.7381
14,AB,Mid,-1.6177
14,AB,Mid,-1.8509
14,AB,Mid,-1.6758
14,AB,Mid,-1.6781
14,AB,Mid,-1.8407
14,AB,Mid,-1.78
14,AB,Mid,-3.974
14,AB,Mid,-1.8418
14,EP,Mid,-1.8689
14,EP,Mid,-1.808
14,EP,Mid,-1.7633
14,EP,Mid,-1.7768
14,EP,Mid,-1.7177
14,EP,Mid,-1.595
14,EP,Mid,-1.8496
14,EP,Mid,-1.6176
14,EP,Mid,-1.7023
14,EP,Mid,-1.7112
14,TS,Mid,-1.5202
14,TS,Mid,-1.6598
14,TS,Mid,-2.3953
14,TS,Mid,-1.848
14,TS,Mid,-1.7833
14,TS,Mid,-1.5872
14,TS,Mid,-1.7103
14,TS,Mid,-1.7364
14,TS,Mid,-1.8959
14,TS,Mid,-1.9951
14,JS,Mid,-6.657
14,JS,Mid,-1.6139
14,JS,Mid,-1.4801
14,JS,Mid,-1.5996
14,JS,Mid,-1.6864
14,JS,Mid,-1.5639
14,JS,Mid,-1.7927
14,JS,Mid,-1.5577
14,JS,Mid,-1.5867
14,JS,Mid,-1.4144
15,AB,Mid,-2.903
15,AB,Mid,-1.6049
15,AB,Mid,-2.2099
15,AB,Mid,-1.6415
15,AB,Mid,-2.3418
15,AB,Mid,-1.5994
15,AB,Mid,-1.7255
15,AB,Mid,-2.1177
15,AB,Mid,-1.482
15,AB,Mid,-1.5572
15,EP,Mid,-1.699
15,EP,Mid,-1.6252
15,EP,Mid,-1.8071
15,EP,Mid,-1.6415
15,EP,Mid,-1.8728
15,EP,Mid,-1.8763
15,EP,Mid,-1.8464
15,EP,Mid,-1.641
15,EP,Mid,-1.6147
15,EP,Mid,-1.946
15,TS,Mid,-1.8401
15,TS,Mid,-1.6831
15,TS,Mid,-1.8452
15,TS,Mid,-1.4839
15,TS,Mid,-1.5932
15,TS,Mid,-1.5908
15,TS,Mid,-1.576
15,TS,Mid,-1.5411
15,TS,Mid,-1.5916
15,TS,Mid,-1.5483
15,JS,Mid,-1.5791
15,JS,Mid,-1.5452
15,JS,Mid,-1.5286
15,JS,Mid,-2.3009
15,JS,Mid,-1.5866
15,JS,Mid,-1.6025
15,JS,Mid,-1.636
15,JS,Mid,-1.5855
15,JS,Mid,-1.5167
15,JS,Mid,-1.392
1,AB,Far,-1.761
1,AB,Far,-1.5261
1,AB,Far,-1.6818
1,AB,Far,-1.5585
1,AB,Far,-1.4289
1,AB,Far,-1.4624
1,AB,Far,-1.6094
1,AB,Far,-1.8879
1,AB,Far,-1.7988
1,AB,Far,-1.6097
1,EP,Far,-1.9932
1,EP,Far,-2.4276
1,EP,Far,-1.898
1,EP,Far,-2.2565
1,EP,Far,-1.7573
1,EP,Far,-2.1228
1,EP,Far,-2.4041
1,EP,Far,-2.7427
1,EP,Far,-2.1782
1,EP,Far,-2.4495
1,TS,Far,-2.3297
1,TS,Far,-2.0218
1,TS,Far,-2.1735
1,TS,Far,-1.9814
1,TS,Far,-1.8307
1,TS,Far,-1.8317
1,TS,Far,-1.5482
1,TS,Far,-1.718
1,TS,Far,-2.4927
1,TS,Far,-2.7418
1,JS,Far,-2.3336
1,JS,Far,-2.2182
1,JS,Far,-2.1394
1,JS,Far,-3.5791
1,JS,Far,-2.2234
1,JS,Far,-2.4478
1,JS,Far,-3.1121
1,JS,Far,-1.7834
1,JS,Far,-2.0662
1,JS,Far,-1.9493
2,AB,Far,-1.8147
2,AB,Far,-1.7388
2,AB,Far,-1.568
2,AB,Far,-1.9499
2,AB,Far,-1.7981
2,AB,Far,-1.6071
2,AB,Far,-1.8469
2,AB,Far,-1.7323
2,AB,Far,-2.2381
2,AB,Far,-1.7264
2,EP,Far,-3.179
2,EP,Far,-4.2849
2,EP,Far,-2.1812
2,EP,Far,-2.8738
2,EP,Far,-2.6095
2,EP,Far,-1.7006
2,EP,Far,-2.0428
2,EP,Far,-1.8023
2,EP,Far,-2.4751
2,EP,Far,-1.6905
2,TS,Far,-1.6744
2,TS,Far,-1.4677
2,TS,Far,-3.6251
2,TS,Far,-1.6533
2,TS,Far,-1.6232
2,TS,Far,-1.5998
2,TS,Far,-1.6175
2,TS,Far,-1.6963
2,TS,Far,-1.4334
2,TS,Far,-1.5637
2,JS,Far,-1.4161
2,JS,Far,-1.6746
2,JS,Far,-1.5336
2,JS,Far,-1.5392
2,JS,Far,-1.6392
2,JS,Far,-1.5007
2,JS,Far,-1.4926
2,JS,Far,-1.7718
2,JS,Far,-1.7165
2,JS,Far,-1.6438
3,AB,Far,-1.839
3,AB,Far,-1.4814
3,AB,Far,-1.6961
3,AB,Far,-1.7409
3,AB,Far,-1.5559
3,AB,Far,-1.6237
3,AB,Far,-1.6337
3,AB,Far,-1.6934
3,AB,Far,-1.656
3,AB,Far,-1.6639
3,EP,Far,-3.0697
3,EP,Far,-1.8589
3,EP,Far,-1.9496
3,EP,Far,-1.7883
3,EP,Far,-1.9122
3,EP,Far,-1.7174
3,EP,Far,-2.848
3,EP,Far,-1.8277
3,EP,Far,-1.7886
3,EP,Far,-1.8953
3,TS,Far,-1.6221
3,TS,Far,-1.6893
3,TS,Far,-1.5824
3,TS,Far,-1.7377
3,TS,Far,-1.6194
3,TS,Far,-1.5783
3,TS,Far,-1.7543
3,TS,Far,-1.7274
3,TS,Far,-1.5619
3,TS,Far,-2.0046
3,JS,Far,-1.8222
3,JS,Far,-1.6457
3,JS,Far,-1.711
3,JS,Far,-1.8762
3,JS,Far,-1.5916
3,JS,Far,-1.814
3,JS,Far,-1.62
3,JS,Far,-2.385
3,JS,Far,-1.6897
3,JS,Far,-1.687
4,AB,Far,-1.735
4,AB,Far,-1.5807
4,AB,Far,-1.6915
4,AB,Far,-1.6072
4,AB,Far,-1.648
4,AB,Far,-1.5973
4,AB,Far,-1.7637
4,AB,Far,-1.5576
4,AB,Far,-1.6759
4,AB,Far,-1.6626
4,EP,Far,-2.3108
4,EP,Far,-2.5799
4,EP,Far,-2.3878
4,EP,Far,-2.9255
4,EP,Far,-2.2227
4,EP,Far,-2.6828
4,EP,Far,-3.0028
4,EP,Far,-2.3919
4,EP,Far,-2.3281
4,EP,Far,-2.6291
4,TS,Far,-2.3322
4,TS,Far,-2.0884
4,TS,Far,-2.5157
4,TS,Far,-3.4385
4,TS,Far,-1.822
4,TS,Far,-1.804
4,TS,Far,-1.7997
4,TS,Far,-2.0412
4,TS,Far,-1.5556
4,TS,Far,-1.7387
4,JS,Far,-1.6147
4,JS,Far,-1.6126
4,JS,Far,-1.9589
4,JS,Far,-1.9285
4,JS,Far,-1.8404
4,JS,Far,-1.582
4,JS,Far,-1.4978
4,JS,Far,-3.045
4,JS,Far,-1.6913
4,JS,Far,-1.7098
5,AB,Far,-1.7566
5,AB,Far,-1.6685
5,AB,Far,-1.7086
5,AB,Far,-1.6791
5,AB,Far,-1.869
5,AB,Far,-1.6665
5,AB,Far,-1.7922
5,AB,Far,-1.7422
5,AB,Far,-1.6412
5,AB,Far,-1.7613
5,EP,Far,-2.4224
5,EP,Far,-2.1398
5,EP,Far,-2.3649
5,EP,Far,-2.0724
5,EP,Far,-1.8082
5,EP,Far,-1.7322
5,EP,Far,-1.7904
5,EP,Far,-1.8188
5,EP,Far,-1.8467
5,EP,Far,-2.1494
5,TS,Far,-1.765
5,TS,Far,-1.6876
5,TS,Far,-1.8026
5,TS,Far,-1.8283
5,TS,Far,-1.8465
5,TS,Far,-1.7296
5,TS,Far,-1.6122
5,TS,Far,-1.7035
5,TS,Far,-1.7613
5,TS,Far,-1.8377
5,JS,Far,-2.7446
5,JS,Far,-1.4054
5,JS,Far,-1.664
5,JS,Far,-1.613
5,JS,Far,-1.7625
5,JS,Far,-2.3188
5,JS,Far,-1.4948
5,JS,Far,-1.8015
5,JS,Far,-1.5715
5,JS,Far,-1.4378
6,AB,Far,-2.5409
6,AB,Far,-1.7583
6,AB,Far,-1.7703
6,AB,Far,-1.8042
6,AB,Far,-1.7692
6,AB,Far,-1.7351
6,AB,Far,-1.7205
6,AB,Far,-1.7192
6,AB,Far,-1.8097
6,AB,Far,-1.7891
6,EP,Far,-2.3481
6,EP,Far,-1.7575
6,EP,Far,-2.3507
6,EP,Far,-2.1767
6,EP,Far,-3.2577
6,EP,Far,-4.2328
6,EP,Far,-2.2468
6,EP,Far,-3.8401
6,EP,Far,-1.8562
6,EP,Far,-2.4028
6,TS,Far,-1.4795
6,TS,Far,-1.7621
6,TS,Far,-1.632
6,TS,Far,-1.4984
6,TS,Far,-1.81
6,TS,Far,-1.646
6,TS,Far,-1.6013
6,TS,Far,-1.6417
6,TS,Far,-1.5546
6,TS,Far,-1.5961
6,JS,Far,-1.7143
6,JS,Far,-1.5228
6,JS,Far,-1.5924
6,JS,Far,-1.5071
6,JS,Far,-1.5478
6,JS,Far,-1.5374
6,JS,Far,-1.5439
6,JS,Far,-1.6111
6,JS,Far,-1.4569
6,JS,Far,-1.5713
7,AB,Far,-2.2797
7,AB,Far,-1.716
7,AB,Far,-1.5188
7,AB,Far,-2.5167
7,AB,Far,-1.9372
7,AB,Far,-1.6875
7,AB,Far,-2.0846
7,AB,Far,-2.4786
7,AB,Far,-2.314
7,AB,Far,-1.626
7,EP,Far,-1.9951
7,EP,Far,-2.6209
7,EP,Far,-3.0437
7,EP,Far,-2.0737
7,EP,Far,-2.8992
7,EP,Far,-2.0471
7,EP,Far,-2.0372
7,EP,Far,-3.4221
7,EP,Far,-2.4534
7,EP,Far,-2.2721
7,TS,Far,-1.941
7,TS,Far,-1.5059
7,TS,Far,-1.7265
7,TS,Far,-1.7966
7,TS,Far,-1.7045
7,TS,Far,-1.7228
7,TS,Far,-1.785
7,TS,Far,-1.6174
7,TS,Far,-1.4064
7,TS,Far,-1.5602
7,JS,Far,-1.7342
7,JS,Far,-1.7088
7,JS,Far,-1.7024
7,JS,Far,-1.8512
7,JS,Far,-1.8361
7,JS,Far,-1.4592
7,JS,Far,-1.6539
7,JS,Far,-1.8262
7,JS,Far,-1.7157
7,JS,Far,-2.3886
8,AB,Far,-1.7838
8,AB,Far,-1.8752
8,AB,Far,-1.6792
8,AB,Far,-1.9364
8,AB,Far,-1.8751
8,AB,Far,-1.8607
8,AB,Far,-1.9049
8,AB,Far,-1.8387
8,AB,Far,-1.723
8,AB,Far,-1.7593
8,EP,Far,-2.1458
8,EP,Far,-1.9302
8,EP,Far,-1.7746
8,EP,Far,-2.0504
8,EP,Far,-1.8797
8,EP,Far,-1.5067
8,EP,Far,-3.3167
8,EP,Far,-1.7658
8,EP,Far,-1.6647
8,EP,Far,-1.6613
8,TS,Far,-1.7183
8,TS,Far,-1.6554
8,TS,Far,-2.0989
8,TS,Far,-2.0237
8,TS,Far,-1.9328
8,TS,Far,-1.7866
8,TS,Far,-2.0289
8,TS,Far,-1.7408
8,TS,Far,-1.8992
8,TS,Far,-2.2006
8,JS,Far,-2.0315
8,JS,Far,-1.9104
8,JS,Far,-2.1017
8,JS,Far,-1.8496
8,JS,Far,-1.5731
8,JS,Far,-1.9409
8,JS,Far,-1.949
8,JS,Far,-2.0179
8,JS,Far,-1.616
8,JS,Far,-1.6642
9,AB,Far,-1.825
9,AB,Far,-1.8069
9,AB,Far,-1.7951
9,AB,Far,-1.7007
9,AB,Far,-1.598
9,AB,Far,-1.7165
9,AB,Far,-1.6958
9,AB,Far,-1.6168
9,AB,Far,-1.6362
9,AB,Far,-1.7079
9,EP,Far,-2.3917
9,EP,Far,-3.7825
9,EP,Far,-2.7384
9,EP,Far,-2.3921
9,EP,Far,-9.7565
9,EP,Far,-1.8908
9,EP,Far,-2.8486
9,EP,Far,-5.229
9,EP,Far,-3.8642
9,EP,Far,-3.2717
9,TS,Far,-2.1109
9,TS,Far,-1.9765
9,TS,Far,-1.792
9,TS,Far,-1.6873
9,TS,Far,-1.7966
9,TS,Far,-1.881
9,TS,Far,-1.8741
9,TS,Far,-1.8491
9,TS,Far,-1.7463
9,TS,Far,-1.6364
9,JS,Far,-2.1035
9,JS,Far,-1.8678
9,JS,Far,-2.0732
9,JS,Far,-2.0328
9,JS,Far,-2.2952
9,JS,Far,-2.0018
9,JS,Far,-2.3291
9,JS,Far,-1.8886
9,JS,Far,-2.3612
9,JS,Far,-1.8039
10,AB,Far,-1.7557
10,AB,Far,-1.8345
10,AB,Far,-1.8236
10,AB,Far,-2.099
10,AB,Far,-1.7961
10,AB,Far,-1.9005
10,AB,Far,-1.5561
10,AB,Far,-1.7005
10,AB,Far,-1.9588
10,AB,Far,-1.776
10,EP,Far,-2.7236
10,EP,Far,-2.7571
10,EP,Far,-2.3019
10,EP,Far,-2.1773
10,EP,Far,-2.0734
10,EP,Far,-2.3175
10,EP,Far,-1.8595
10,EP,Far,-2.4813
10,EP,Far,-2.3619
10,EP,Far,-2.5042
10,TS,Far,-1.9485
10,TS,Far,-1.6617
10,TS,Far,-2.2872
10,TS,Far,-2.1269
10,TS,Far,-1.9545
10,TS,Far,-2.3048
10,TS,Far,-1.8805
10,TS,Far,-1.7731
10,TS,Far,-2.2357
10,TS,Far,-2.3443
10,JS,Far,-2.3373
10,JS,Far,-1.6017
10,JS,Far,-1.6623
10,JS,Far,-1.749
10,JS,Far,-1.5834
10,JS,Far,-1.4521
10,JS,Far,-1.6065
10,JS,Far,-1.6275
10,JS,Far,-1.6054
10,JS,Far,-1.665
11,AB,Far,-1.58
11,AB,Far,-1.6479
11,AB,Far,-1.701
11,AB,Far,-1.6076
11,AB,Far,-1.4318
11,AB,Far,-1.4076
11,AB,Far,-2.0126
11,AB,Far,-1.6472
11,AB,Far,-1.6705
11,AB,Far,-1.4528
11,EP,Far,-2.1334
11,EP,Far,-2.039
11,EP,Far,-2.1251
11,EP,Far,-2.5903
11,EP,Far,-2.1396
11,EP,Far,-2.2792
11,EP,Far,-2.8183
11,EP,Far,-2.4852
11,EP,Far,-1.7943
11,EP,Far,-1.9782
11,TS,Far,-1.6941
11,TS,Far,-1.6127
11,TS,Far,-1.6916
11,TS,Far,-1.694
11,TS,Far,-1.5165
11,TS,Far,-1.5563
11,TS,Far,-2
11,TS,Far,-1.7588
11,TS,Far,-1.6629
11,TS,Far,-1.6821
11,JS,Far,-1.7224
11,JS,Far,-1.5353
11,JS,Far,-1.6471
11,JS,Far,-1.391
11,JS,Far,-1.3959
11,JS,Far,-1.9331
11,JS,Far,-1.5688
11,JS,Far,-1.5912
11,JS,Far,-2.4507
11,JS,Far,-1.5696
12,AB,Far,-1.655
12,AB,Far,-1.6297
12,AB,Far,-1.6847
12,AB,Far,-1.6071
12,AB,Far,-1.6239
12,AB,Far,-1.6865
12,AB,Far,-1.6006
12,AB,Far,-1.5862
12,AB,Far,-1.5732
12,AB,Far,-1.8428
12,EP,Far,-2.0342
12,EP,Far,-2.0226
12,EP,Far,-3.0594
12,EP,Far,-2.4473
12,EP,Far,-2.5246
12,EP,Far,-3.0515
12,EP,Far,-2.6692
12,EP,Far,-2.5085
12,EP,Far,-2.1679
12,EP,Far,-2.2275
12,TS,Far,-2.6702
12,TS,Far,-1.9651
12,TS,Far,-1.9615
12,TS,Far,-2.0662
12,TS,Far,-1.6761
12,TS,Far,-1.7845
12,TS,Far,-1.9103
12,TS,Far,-1.5927
12,TS,Far,-1.6489
12,TS,Far,-1.6104
12,JS,Far,-1.4777
12,JS,Far,-1.6134
12,JS,Far,-1.6105
12,JS,Far,-1.7719
12,JS,Far,-1.7651
12,JS,Far,-1.6974
12,JS,Far,-1.4318
12,JS,Far,-1.4524
12,JS,Far,-1.5145
12,JS,Far,-1.4732
13,AB,Far,-1.51
13,AB,Far,-1.5277
13,AB,Far,-1.483
13,AB,Far,-1.4329
13,AB,Far,-1.6565
13,AB,Far,-1.7531
13,AB,Far,-1.8531
13,AB,Far,-1.774
13,AB,Far,-1.7887
13,AB,Far,-1.7646
13,EP,Far,-2.2538
13,EP,Far,-2.4888
13,EP,Far,-3.0685
13,EP,Far,-2.7942
13,EP,Far,-2.3899
13,EP,Far,-2.5688
13,EP,Far,-2.6638
13,EP,Far,-2.5553
13,EP,Far,-2.5708
13,EP,Far,-2.3803
13,TS,Far,-1.8401
13,TS,Far,-2.1255
13,TS,Far,-2.7441
13,TS,Far,-1.8189
13,TS,Far,-1.8693
13,TS,Far,-2.4632
13,TS,Far,-1.7671
13,TS,Far,-2.048
13,TS,Far,-1.7796
13,TS,Far,-1.9477
13,JS,Far,-2.7852
13,JS,Far,-1.5428
13,JS,Far,-1.5908
13,JS,Far,-1.5434
13,JS,Far,-1.5208
13,JS,Far,-1.5459
13,JS,Far,-1.4151
13,JS,Far,-1.5846
13,JS,Far,-1.5576
13,JS,Far,-1.653
14,AB,Far,-1.6794
14,AB,Far,-1.7705
14,AB,Far,-1.9729
14,AB,Far,-1.7514
14,AB,Far,-1.8379
14,AB,Far,-1.6777
14,AB,Far,-1.7328
14,AB,Far,-1.5353
14,AB,Far,-1.8576
14,AB,Far,-1.7535
14,EP,Far,-1.5678
14,EP,Far,-1.6961
14,EP,Far,-1.8814
14,EP,Far,-2.2098
14,EP,Far,-2.1529
14,EP,Far,-2.2452
14,EP,Far,-1.9092
14,EP,Far,-3.0654
14,EP,Far,-1.9665
14,EP,Far,-2.0558
14,TS,Far,-1.8737
14,TS,Far,-1.898
14,TS,Far,-1.7287
14,TS,Far,-1.7751
14,TS,Far,-2.1497
14,TS,Far,-1.9229
14,TS,Far,-2.0562
14,TS,Far,-1.7851
14,TS,Far,-1.6775
14,TS,Far,-1.9247
14,JS,Far,-1.5617
14,JS,Far,-1.623
14,JS,Far,-1.4488
14,JS,Far,-1.5017
14,JS,Far,-1.5073
14,JS,Far,-1.5515
14,JS,Far,-1.5048
14,JS,Far,-1.5202
14,JS,Far,-1.4873
14,JS,Far,-1.4925
15,AB,Far,-2.1065
15,AB,Far,-1.5819
15,AB,Far,-1.5234
15,AB,Far,-1.6226
15,AB,Far,-1.6597
15,AB,Far,-1.5039
15,AB,Far,-1.5835
15,AB,Far,-1.596
15,AB,Far,-1.5709
15,AB,Far,-1.6173
15,EP,Far,-1.6646
15,EP,Far,-1.6356
15,EP,Far,-1.6296
15,EP,Far,-1.6801
15,EP,Far,-1.6695
15,EP,Far,-1.7392
15,EP,Far,-1.7597
15,EP,Far,-1.8177
15,EP,Far,-1.8255
15,EP,Far,-1.9532
15,TS,Far,-1.5246
15,TS,Far,-1.5718
15,TS,Far,-1.5895
15,TS,Far,-1.6084
15,TS,Far,-1.5538
15,TS,Far,-1.522
15,TS,Far,-1.5205
15,TS,Far,-1.5163
15,TS,Far,-1.5095
15,TS,Far,-1.5261
15,JS,Far,-1.3933
15,JS,Far,-1.5129
15,JS,Far,-1.391
15,JS,Far,-1.5761
15,JS,Far,-1.5308
15,JS,Far,-1.4649
15,JS,Far,-1.5429
15,JS,Far,-1.4961
15,JS,Far,-1.5007
15,JS,Far,-1.502
1,AB,High,-3.4075
1,AB,High,-1.4543
1,AB,High,-1.5184
1,AB,High,-1.6089
1,AB,High,-1.656
1,AB,High,-1.7611
1,AB,High,-1.7424
1,AB,High,-1.5426
1,AB,High,-1.7375
1,AB,High,-1.5782
1,EP,High,-2.3021
1,EP,High,-1.9094
1,EP,High,-2.7099
1,EP,High,-3.0235
1,EP,High,-1.9833
1,EP,High,-2.038
1,EP,High,-2.1745
1,EP,High,-2.3123
1,EP,High,-2.4162
1,EP,High,-3.0047
1,TS,High,-2.1988
1,TS,High,-1.7412
1,TS,High,-1.7728
1,TS,High,-1.8956
1,TS,High,-2.2343
1,TS,High,-2.0424
1,TS,High,-2.8162
1,TS,High,-2.7845
1,TS,High,-2.0567
1,TS,High,-1.7896
1,JS,High,-2.5179
1,JS,High,-2.5738
1,JS,High,-3.2065
1,JS,High,-2.378
1,JS,High,-2.1407
1,JS,High,-3.1225
1,JS,High,-2.8712
1,JS,High,-1.8272
1,JS,High,-2.2033
1,JS,High,-2.4206
2,AB,High,-1.7921
2,AB,High,-1.5666
2,AB,High,-1.8549
2,AB,High,-1.5173
2,AB,High,-1.6292
2,AB,High,-1.6233
2,AB,High,-1.6611
2,AB,High,-1.4251
2,AB,High,-1.5704
2,AB,High,-1.6979
2,EP,High,-2.8632
2,EP,High,-2.4224
2,EP,High,-2.195
2,EP,High,-2.4906
2,EP,High,-3.0237
2,EP,High,-2.59
2,EP,High,-2.0363
2,EP,High,-2.4239
2,EP,High,-1.8831
2,EP,High,-2.3204
2,TS,High,-1.7012
2,TS,High,-1.8853
2,TS,High,-2.513
2,TS,High,-1.9157
2,TS,High,-1.7172
2,TS,High,-1.9323
2,TS,High,-1.599
2,TS,High,-1.7249
2,TS,High,-1.7093
2,TS,High,-1.7093
2,JS,High,-1.6385
2,JS,High,-1.8062
2,JS,High,-1.7742
2,JS,High,-1.5948
2,JS,High,-2.6208
2,JS,High,-1.5909
2,JS,High,-2.3795
2,JS,High,-2.3185
2,JS,High,-2.2955
2,JS,High,-1.6436
3,AB,High,-1.4681
3,AB,High,-1.7489
3,AB,High,-1.5746
3,AB,High,-1.5791
3,AB,High,-1.7042
3,AB,High,-1.5982
3,AB,High,-1.5337
3,AB,High,-1.711
3,AB,High,-1.5795
3,AB,High,-1.5871
3,EP,High,-2.023
3,EP,High,-2.1397
3,EP,High,-1.9378
3,EP,High,-1.8901
3,EP,High,-1.7514
3,EP,High,-1.9071
3,EP,High,-1.7115
3,EP,High,-1.906
3,EP,High,-2.4029
3,EP,High,-1.8599
3,TS,High,-1.8083
3,TS,High,-2.4501
3,TS,High,-1.726
3,TS,High,-1.8006
3,TS,High,-1.7619
3,TS,High,-1.769
3,TS,High,-1.7852
3,TS,High,-1.6604
3,TS,High,-1.6883
3,TS,High,-1.7775
3,JS,High,-2.0185
3,JS,High,-1.9521
3,JS,High,-2.2022
3,JS,High,-1.7676
3,JS,High,-1.7337
3,JS,High,-1.8115
3,JS,High,-1.6644
3,JS,High,-2.0543
3,JS,High,-1.821
3,JS,High,-1.8986
4,AB,High,-1.575
4,AB,High,-1.698
4,AB,High,-1.4206
4,AB,High,-1.4791
4,AB,High,-1.6208
4,AB,High,-1.5686
4,AB,High,-1.586
4,AB,High,-1.5393
4,AB,High,-1.5876
4,AB,High,-1.5633
4,EP,High,-2.2504
4,EP,High,-1.9793
4,EP,High,-1.9149
4,EP,High,-2.4675
4,EP,High,-2.4353
4,EP,High,-2.1299
4,EP,High,-2.3137
4,EP,High,-2.8142
4,EP,High,-1.9756
4,EP,High,-1.6599
4,TS,High,-2.7262
4,TS,High,-2.9679
4,TS,High,-3.1494
4,TS,High,-2.1939
4,TS,High,-2.9776
4,TS,High,-1.945
4,TS,High,-1.9704
4,TS,High,-1.94
4,TS,High,-2.4564
4,TS,High,-1.6534
4,JS,High,-1.7437
4,JS,High,-2.1696
4,JS,High,-1.5444
4,JS,High,-1.5749
4,JS,High,-2.4187
4,JS,High,-2.0546
4,JS,High,-1.6256
4,JS,High,-1.6718
4,JS,High,-1.6448
4,JS,High,-1.4751
5,AB,High,-1.736
5,AB,High,-1.5539
5,AB,High,-1.593
5,AB,High,-1.5604
5,AB,High,-1.5538
5,AB,High,-1.3918
5,AB,High,-1.6511
5,AB,High,-1.5889
5,AB,High,-1.5457
5,AB,High,-1.4433
5,EP,High,-2.0132
5,EP,High,-2.3257
5,EP,High,-1.8067
5,EP,High,-2.1157
5,EP,High,-1.7472
