sub_num,case_nm,target,d_c7
11,JS,Mid,0.023961
11,JS,Mid,0.024374
11,JS,Mid,0.064231
11,JS,Mid,0.026179
11,JS,Mid,0.015706
11,JS,Mid,0.042345
11,JS,Mid,0.05739
12,AB,Mid,0.048815
12,AB,Mid,0.023177
12,AB,Mid,0.04466
12,AB,Mid,0.025971
12,AB,Mid,0.058174
12,AB,Mid,0.013755
12,AB,Mid,0.070824
12,AB,Mid,0.024395
12,AB,Mid,0.052875
12,AB,Mid,0.025781
12,EP,Mid,0.19336
12,EP,Mid,0.09973
12,EP,Mid,0.19109
12,EP,Mid,0.21591
12,EP,Mid,0.19495
12,EP,Mid,0.18539
12,EP,Mid,0.21689
12,EP,Mid,0.1862
12,EP,Mid,0.22495
12,EP,Mid,0.20496
12,TS,Mid,0.10307
12,TS,Mid,0.094792
12,TS,Mid,0.095895
12,TS,Mid,0.10672
12,TS,Mid,0.059831
12,TS,Mid,0.097483
12,TS,Mid,0.10103
12,TS,Mid,0.12984
12,TS,Mid,0.091833
12,TS,Mid,0.10883
12,JS,Mid,0.043291
12,JS,Mid,0.07689
12,JS,Mid,0.081005
12,JS,Mid,0.058822
12,JS,Mid,0.081864
12,JS,Mid,0.10952
12,JS,Mid,0.14187
12,JS,Mid,0.064028
12,JS,Mid,0.081939
12,JS,Mid,0.057318
13,AB,Mid,0.061468
13,AB,Mid,0.082228
13,AB,Mid,0.049302
13,AB,Mid,0.068059
13,AB,Mid,0.054832
13,AB,Mid,0.063236
13,AB,Mid,0.068351
13,AB,Mid,0.048266
13,AB,Mid,0.059117
13,AB,Mid,0.057916
13,EP,Mid,0.11907
13,EP,Mid,0.10738
13,EP,Mid,0.11597
13,EP,Mid,0.12458
13,EP,Mid,0.097811
13,EP,Mid,0.085667
13,EP,Mid,0.09111
13,EP,Mid,0.10791
13,EP,Mid,0.13307
13,EP,Mid,0.11736
13,TS,Mid,0.039483
13,TS,Mid,0.054
13,TS,Mid,0.032198
13,TS,Mid,0.065454
13,TS,Mid,0.085268
13,TS,Mid,0.090022
13,TS,Mid,0.072449
13,TS,Mid,0.06339
13,TS,Mid,0.063254
13,TS,Mid,0.11719
13,JS,Mid,0.076474
13,JS,Mid,0.10445
13,JS,Mid,0.052419
13,JS,Mid,0.11882
13,JS,Mid,0.083916
13,JS,Mid,0.093548
13,JS,Mid,0.07955
13,JS,Mid,0.11169
13,JS,Mid,0.094765
13,JS,Mid,0.077749
14,AB,Mid,0.053772
14,AB,Mid,0.062682
14,AB,Mid,0.041924
14,AB,Mid,0.052573
14,AB,Mid,0.03473
14,AB,Mid,0.048722
14,AB,Mid,0.027589
14,AB,Mid,0.039221
14,AB,Mid,0.02691
14,AB,Mid,0.035809
14,EP,Mid,0.083679
14,EP,Mid,0.085419
14,EP,Mid,0.10519
14,EP,Mid,0.11437
14,EP,Mid,0.088203
14,EP,Mid,0.046742
14,EP,Mid,0.052784
14,EP,Mid,0.077145
14,EP,Mid,0.077877
14,EP,Mid,0.14285
14,TS,Mid,0.13343
14,TS,Mid,0.15745
14,TS,Mid,0.12182
14,TS,Mid,0.1077
14,TS,Mid,0.050303
14,TS,Mid,0.12292
14,TS,Mid,0.10175
14,TS,Mid,0.13018
14,TS,Mid,0.12638
14,TS,Mid,0.1299
14,JS,Mid,0.13505
14,JS,Mid,0.11821
14,JS,Mid,0.10081
14,JS,Mid,0.1043
14,JS,Mid,0.11376
14,JS,Mid,0.14341
14,JS,Mid,0.11812
14,JS,Mid,0.13842
14,JS,Mid,0.12086
14,JS,Mid,0.11442
15,AB,Mid,0.014337
15,AB,Mid,0.028155
15,AB,Mid,0.035813
15,AB,Mid,0.0059819
15,AB,Mid,0.057792
15,AB,Mid,0.04496
15,AB,Mid,0.047041
15,AB,Mid,0.0411
15,AB,Mid,0.017779
15,AB,Mid,0.01652
15,EP,Mid,0.14257
15,EP,Mid,0.014805
15,EP,Mid,0.074313
15,EP,Mid,0.025804
15,EP,Mid,0.020525
15,EP,Mid,0.014379
15,EP,Mid,0.021423
15,EP,Mid,0.029512
15,EP,Mid,0.033497
15,EP,Mid,0.042845
15,TS,Mid,0.038173
15,TS,Mid,0.061781
15,TS,Mid,0.028514
15,TS,Mid,0.031136
15,TS,Mid,0.070849
15,TS,Mid,0.01553
15,TS,Mid,0.040363
15,TS,Mid,0.073826
15,TS,Mid,0.052821
15,TS,Mid,0.047797
15,JS,Mid,0.022184
15,JS,Mid,0.0244
15,JS,Mid,0.02959
15,JS,Mid,0.028502
15,JS,Mid,0.093264
15,JS,Mid,0.060554
15,JS,Mid,0.12931
15,JS,Mid,0.067833
15,JS,Mid,0.026003
15,JS,Mid,0.062815
1,AB,Far,0.23594
1,AB,Far,0.18282
1,AB,Far,0.21711
1,AB,Far,0.20091
1,AB,Far,0.22344
1,AB,Far,0.1801
1,AB,Far,0.18298
1,AB,Far,0.21707
1,AB,Far,0.20134
1,AB,Far,0.21529
1,EP,Far,0.25545
1,EP,Far,0.25475
1,EP,Far,0.20609
1,EP,Far,0.22574
1,EP,Far,0.24254
1,EP,Far,0.25037
1,EP,Far,0.26525
1,EP,Far,0.25355
1,EP,Far,0.25275
1,EP,Far,0.25881
1,TS,Far,0.26416
1,TS,Far,0.2575
1,TS,Far,0.26149
1,TS,Far,0.21395
1,TS,Far,0.21584
1,TS,Far,0.20552
1,TS,Far,0.2348
1,TS,Far,0.2416
1,TS,Far,0.22094
1,TS,Far,0.25033
1,JS,Far,0.29449
1,JS,Far,0.33411
1,JS,Far,0.2891
1,JS,Far,0.28521
1,JS,Far,0.28979
1,JS,Far,0.3054
1,JS,Far,0.27356
1,JS,Far,0.23389
1,JS,Far,0.26791
1,JS,Far,0.22829
2,AB,Far,0.31685
2,AB,Far,0.27909
2,AB,Far,0.26946
2,AB,Far,0.29523
2,AB,Far,0.26987
2,AB,Far,0.28662
2,AB,Far,0.28607
2,AB,Far,0.27807
2,AB,Far,0.27318
2,AB,Far,0.27564
2,EP,Far,0.25359
2,EP,Far,0.28268
2,EP,Far,0.2616
2,EP,Far,0.27448
2,EP,Far,0.26304
2,EP,Far,0.24453
2,EP,Far,0.29317
2,EP,Far,0.26988
2,EP,Far,0.30025
2,EP,Far,0.2575
2,TS,Far,0.24176
2,TS,Far,0.20476
2,TS,Far,0.27056
2,TS,Far,0.24002
2,TS,Far,0.21854
2,TS,Far,0.19717
2,TS,Far,0.20297
2,TS,Far,0.24147
2,TS,Far,0.16717
2,TS,Far,0.17442
2,JS,Far,0.2971
2,JS,Far,0.27312
2,JS,Far,0.26398
2,JS,Far,0.25251
2,JS,Far,0.26548
2,JS,Far,0.25125
2,JS,Far,0.25705
2,JS,Far,0.2282
2,JS,Far,0.25443
2,JS,Far,0.27427
3,AB,Far,0.281
3,AB,Far,0.23511
3,AB,Far,0.24542
3,AB,Far,0.21479
3,AB,Far,0.22658
3,AB,Far,0.2686
3,AB,Far,0.21893
3,AB,Far,0.21742
3,AB,Far,0.22518
3,AB,Far,0.26215
3,EP,Far,0.30812
3,EP,Far,0.32721
3,EP,Far,0.32379
3,EP,Far,0.3079
3,EP,Far,0.33965
3,EP,Far,0.32838
3,EP,Far,0.29593
3,EP,Far,0.30509
3,EP,Far,0.32669
3,EP,Far,0.34171
3,TS,Far,0.27038
3,TS,Far,0.26856
3,TS,Far,0.28271
3,TS,Far,0.29722
3,TS,Far,0.23464
3,TS,Far,0.24079
3,TS,Far,0.2817
3,TS,Far,0.31454
3,TS,Far,0.28396
3,TS,Far,0.35764
3,JS,Far,0.33724
3,JS,Far,0.33062
3,JS,Far,0.30974
3,JS,Far,0.32762
3,JS,Far,0.33121
3,JS,Far,0.30098
3,JS,Far,0.29482
3,JS,Far,0.3677
3,JS,Far,0.28394
3,JS,Far,0.30005
4,AB,Far,0.12215
4,AB,Far,0.1715
4,AB,Far,0.13601
4,AB,Far,0.16993
4,AB,Far,0.16828
4,AB,Far,0.16218
4,AB,Far,0.15851
4,AB,Far,0.12853
4,AB,Far,0.15667
4,AB,Far,0.12876
4,EP,Far,0.34054
4,EP,Far,0.37474
4,EP,Far,0.3621
4,EP,Far,0.28258
4,EP,Far,0.31047
4,EP,Far,0.34791
4,EP,Far,0.29979
4,EP,Far,0.2887
4,EP,Far,0.2994
4,EP,Far,0.31964
4,TS,Far,0.25119
4,TS,Far,0.23698
4,TS,Far,0.26311
4,TS,Far,0.23167
4,TS,Far,0.28873
4,TS,Far,0.21412
4,TS,Far,0.32606
4,TS,Far,0.22983
4,TS,Far,0.2347
4,TS,Far,0.28221
4,JS,Far,0.30278
4,JS,Far,0.26487
4,JS,Far,0.29266
4,JS,Far,0.28463
4,JS,Far,0.32672
4,JS,Far,0.25535
4,JS,Far,0.26108
4,JS,Far,0.29709
4,JS,Far,0.27873
4,JS,Far,0.24376
5,AB,Far,0.18873
5,AB,Far,0.17489
5,AB,Far,0.21618
5,AB,Far,0.19905
5,AB,Far,0.23372
5,AB,Far,0.1936
5,AB,Far,0.23838
5,AB,Far,0.18311
5,AB,Far,0.20547
5,AB,Far,0.20689
5,EP,Far,0.1969
5,EP,Far,0.17322
5,EP,Far,0.15967
5,EP,Far,0.12591
5,EP,Far,0.17606
5,EP,Far,0.19566
5,EP,Far,0.1277
5,EP,Far,0.14584
5,EP,Far,0.15361
5,EP,Far,0.18002
5,TS,Far,0.21661
5,TS,Far,0.2359
5,TS,Far,0.25618
5,TS,Far,0.27058
5,TS,Far,0.23612
5,TS,Far,0.25903
5,TS,Far,0.2352
5,TS,Far,0.29062
5,TS,Far,0.19298
5,TS,Far,0.25753
5,JS,Far,0.17631
5,JS,Far,0.17429
5,JS,Far,0.21378
5,JS,Far,0.25735
5,JS,Far,0.29638
5,JS,Far,0.23202
5,JS,Far,0.23347
5,JS,Far,0.32034
5,JS,Far,0.24012
5,JS,Far,0.24364
6,AB,Far,0.31059
6,AB,Far,0.30267
6,AB,Far,0.31892
6,AB,Far,0.28388
6,AB,Far,0.34458
6,AB,Far,0.29562
6,AB,Far,0.26976
6,AB,Far,0.28151
6,AB,Far,0.32381
6,AB,Far,0.30936
6,EP,Far,0.31974
6,EP,Far,0.29377
6,EP,Far,0.31532
6,EP,Far,0.34472
6,EP,Far,0.3166
6,EP,Far,0.30551
6,EP,Far,0.35227
6,EP,Far,0.2585
6,EP,Far,0.33068
6,EP,Far,0.32622
6,TS,Far,0.20899
6,TS,Far,0.22334
6,TS,Far,0.25309
6,TS,Far,0.24931
6,TS,Far,0.26192
6,TS,Far,0.28689
6,TS,Far,0.2339
6,TS,Far,0.22617
6,TS,Far,0.26185
6,TS,Far,0.22555
6,JS,Far,0.38083
6,JS,Far,0.34161
6,JS,Far,0.29637
6,JS,Far,0.33771
6,JS,Far,0.3554
6,JS,Far,0.34853
6,JS,Far,0.32781
6,JS,Far,0.32576
6,JS,Far,0.30555
6,JS,Far,0.32772
7,AB,Far,0.26566
7,AB,Far,0.27313
7,AB,Far,0.2578
7,AB,Far,0.269
7,AB,Far,0.26716
7,AB,Far,0.26206
7,AB,Far,0.24237
7,AB,Far,0.26621
7,AB,Far,0.25669
7,AB,Far,0.24825
7,EP,Far,0.36677
7,EP,Far,0.29734
7,EP,Far,0.3462
7,EP,Far,0.29213
7,EP,Far,0.34841
7,EP,Far,0.29304
7,EP,Far,0.31387
7,EP,Far,0.37292
7,EP,Far,0.30726
7,EP,Far,0.2629
7,TS,Far,0.30043
7,TS,Far,0.2907
7,TS,Far,0.30741
7,TS,Far,0.28284
7,TS,Far,0.30033
7,TS,Far,0.28189
7,TS,Far,0.27138
7,TS,Far,0.26245
7,TS,Far,0.27991
7,TS,Far,0.27567
7,JS,Far,0.31451
7,JS,Far,0.30487
7,JS,Far,0.3139
7,JS,Far,0.31459
7,JS,Far,0.29085
7,JS,Far,0.29991
7,JS,Far,0.29993
7,JS,Far,0.29043
7,JS,Far,0.28203
7,JS,Far,0.29926
8,AB,Far,0.30258
8,AB,Far,0.27138
8,AB,Far,0.26688
8,AB,Far,0.21815
8,AB,Far,0.27932
8,AB,Far,0.29729
8,AB,Far,0.25711
8,AB,Far,0.26034
8,AB,Far,0.26242
8,AB,Far,0.28543
8,EP,Far,0.28773
8,EP,Far,0.20061
8,EP,Far,0.24403
8,EP,Far,0.27508
8,EP,Far,0.21818
8,EP,Far,0.21065
8,EP,Far,0.24161
8,EP,Far,0.28831
8,EP,Far,0.2674
8,EP,Far,0.19784
8,TS,Far,0.22674
8,TS,Far,0.18223
8,TS,Far,0.2856
8,TS,Far,0.24061
8,TS,Far,0.18247
8,TS,Far,0.15975
8,TS,Far,0.18729
8,TS,Far,0.15632
8,TS,Far,0.22948
8,TS,Far,0.21844
8,JS,Far,0.25714
8,JS,Far,0.2637
8,JS,Far,0.33101
8,JS,Far,0.31237
8,JS,Far,0.27131
8,JS,Far,0.29113
8,JS,Far,0.25223
8,JS,Far,0.36158
8,JS,Far,0.29124
8,JS,Far,0.27955
9,AB,Far,0.35409
9,AB,Far,0.35584
9,AB,Far,0.37029
9,AB,Far,0.34604
9,AB,Far,0.35538
9,AB,Far,0.34579
9,AB,Far,0.40389
9,AB,Far,0.37
9,AB,Far,0.34699
9,AB,Far,0.35597
9,EP,Far,0.36552
9,EP,Far,0.48654
9,EP,Far,0.42771
9,EP,Far,0.40016
9,EP,Far,0.44168
9,EP,Far,0.3342
9,EP,Far,0.40066
9,EP,Far,0.41492
9,EP,Far,0.40558
9,EP,Far,0.40078
9,TS,Far,0.36831
9,TS,Far,0.36835
9,TS,Far,0.39083
9,TS,Far,0.3685
9,TS,Far,0.38041
9,TS,Far,0.38946
9,TS,Far,0.27555
9,TS,Far,0.37161
9,TS,Far,0.39493
9,TS,Far,0.3804
9,JS,Far,0.35634
9,JS,Far,0.39512
9,JS,Far,0.40306
9,JS,Far,0.33923
9,JS,Far,0.36703
9,JS,Far,0.36376
9,JS,Far,0.34888
9,JS,Far,0.33176
9,JS,Far,0.35109
9,JS,Far,0.3236
10,AB,Far,0.18746
10,AB,Far,0.16442
10,AB,Far,0.20069
10,AB,Far,0.18911
10,AB,Far,0.17635
10,AB,Far,0.19226
10,AB,Far,0.22877
10,AB,Far,0.22785
10,AB,Far,0.16538
10,AB,Far,0.17265
10,EP,Far,0.29539
10,EP,Far,0.251
10,EP,Far,0.30598
10,EP,Far,0.28444
10,EP,Far,0.30749
10,EP,Far,0.31767
10,EP,Far,0.29182
10,EP,Far,0.31597
10,EP,Far,0.26282
10,EP,Far,0.30077
10,TS,Far,0.25195
10,TS,Far,0.22867
10,TS,Far,0.19596
10,TS,Far,0.24072
10,TS,Far,0.26071
10,TS,Far,0.19963
10,TS,Far,0.24588
10,TS,Far,0.25941
10,TS,Far,0.27049
10,TS,Far,0.2934
10,JS,Far,0.30905
10,JS,Far,0.28306
10,JS,Far,0.29464
10,JS,Far,0.27774
10,JS,Far,0.28383
10,JS,Far,0.29179
10,JS,Far,0.29405
10,JS,Far,0.27253
10,JS,Far,0.26416
10,JS,Far,0.28422
11,AB,Far,0.21964
11,AB,Far,0.23066
11,AB,Far,0.23034
11,AB,Far,0.24728
11,AB,Far,0.29388
11,AB,Far,0.24926
11,AB,Far,0.26107
11,AB,Far,0.21384
11,AB,Far,0.23658
11,AB,Far,0.24552
11,EP,Far,0.31201
11,EP,Far,0.22621
11,EP,Far,0.2054
11,EP,Far,0.33259
11,EP,Far,0.28942
11,EP,Far,0.25941
11,EP,Far,0.37856
11,EP,Far,0.32273
11,EP,Far,0.28336
11,EP,Far,0.34917
11,TS,Far,0.24406
11,TS,Far,0.2311
11,TS,Far,0.21362
11,TS,Far,0.23332
11,TS,Far,0.20587
11,TS,Far,0.25884
11,TS,Far,0.23353
11,TS,Far,0.15534
11,TS,Far,0.2669
11,TS,Far,0.25783
11,JS,Far,0.23709
11,JS,Far,0.19176
11,JS,Far,0.19254
11,JS,Far,0.25815
11,JS,Far,0.22922
11,JS,Far,0.24377
11,JS,Far,0.22101
11,JS,Far,0.24361
11,JS,Far,0.25969
11,JS,Far,0.26396
12,AB,Far,0.31593
12,AB,Far,0.3537
12,AB,Far,0.31873
12,AB,Far,0.33298
12,AB,Far,0.31556
12,AB,Far,0.31922
12,AB,Far,0.31554
12,AB,Far,0.33209
12,AB,Far,0.33097
12,AB,Far,0.30582
12,EP,Far,0.38165
12,EP,Far,0.4287
12,EP,Far,0.41832
12,EP,Far,0.42272
12,EP,Far,0.3996
12,EP,Far,0.38621
12,EP,Far,0.45963
12,EP,Far,0.39473
12,EP,Far,0.3879
12,EP,Far,0.42842
12,TS,Far,0.43253
12,TS,Far,0.42498
12,TS,Far,0.42863
12,TS,Far,0.31705
12,TS,Far,0.43842
12,TS,Far,0.3725
12,TS,Far,0.39177
12,TS,Far,0.36459
12,TS,Far,0.39827
12,TS,Far,0.36867
12,JS,Far,0.4118
12,JS,Far,0.40182
12,JS,Far,0.41008
12,JS,Far,0.4622
12,JS,Far,0.40892
12,JS,Far,0.43087
12,JS,Far,0.39741
12,JS,Far,0.4081
12,JS,Far,0.41382
12,JS,Far,0.408
13,AB,Far,0.27419
13,AB,Far,0.27109
13,AB,Far,0.3028
13,AB,Far,0.2932
13,AB,Far,0.30136
13,AB,Far,0.27851
13,AB,Far,0.30983
13,AB,Far,0.27653
13,AB,Far,0.29744
13,AB,Far,0.27628
13,EP,Far,0.30224
13,EP,Far,0.32935
13,EP,Far,0.32075
13,EP,Far,0.32301
13,EP,Far,0.30048
13,EP,Far,0.31658
13,EP,Far,0.29613
13,EP,Far,0.31812
13,EP,Far,0.31482
13,EP,Far,0.32641
13,TS,Far,0.30466
13,TS,Far,0.31482
13,TS,Far,0.30149
13,TS,Far,0.28171
13,TS,Far,0.33633
13,TS,Far,0.31797
13,TS,Far,0.30949
13,TS,Far,0.31104
13,TS,Far,0.29933
13,TS,Far,0.29347
13,JS,Far,0.31051
13,JS,Far,0.29434
13,JS,Far,0.28086
13,JS,Far,0.30544
13,JS,Far,0.27247
13,JS,Far,0.28615
13,JS,Far,0.29584
13,JS,Far,0.33113
13,JS,Far,0.31778
13,JS,Far,0.33789
14,AB,Far,0.28245
14,AB,Far,0.27306
14,AB,Far,0.30156
14,AB,Far,0.274
14,AB,Far,0.27199
14,AB,Far,0.31195
14,AB,Far,0.2746
14,AB,Far,0.29947
14,AB,Far,0.2589
14,AB,Far,0.29041
14,EP,Far,0.25828
14,EP,Far,0.27543
14,EP,Far,0.25777
14,EP,Far,0.25364
14,EP,Far,0.24172
14,EP,Far,0.23997
14,EP,Far,0.22769
14,EP,Far,0.28118
14,EP,Far,0.23004
14,EP,Far,0.2307
14,TS,Far,0.27139
14,TS,Far,0.29079
14,TS,Far,0.30376
14,TS,Far,0.31862
14,TS,Far,0.30191
14,TS,Far,0.30128
14,TS,Far,0.29313
14,TS,Far,0.31182
14,TS,Far,0.29194
14,TS,Far,0.30905
14,JS,Far,0.24758
14,JS,Far,0.26353
14,JS,Far,0.28087
14,JS,Far,0.28011
14,JS,Far,0.27454
14,JS,Far,0.25168
14,JS,Far,0.27821
14,JS,Far,0.28664
14,JS,Far,0.25978
14,JS,Far,0.2823
15,AB,Far,0.27707
15,AB,Far,0.28272
15,AB,Far,0.2806
15,AB,Far,0.27343
15,AB,Far,0.25604
15,AB,Far,0.2748
15,AB,Far,0.29785
15,AB,Far,0.27436
15,AB,Far,0.2789
15,AB,Far,0.26595
15,EP,Far,0.2769
15,EP,Far,0.25786
15,EP,Far,0.25407
15,EP,Far,0.26911
15,EP,Far,0.26073
15,EP,Far,0.24803
15,EP,Far,0.29859
15,EP,Far,0.25042
15,EP,Far,0.28157
15,EP,Far,0.2591
15,TS,Far,0.22949
15,TS,Far,0.2391
15,TS,Far,0.2053
15,TS,Far,0.31525
15,TS,Far,0.27318
15,TS,Far,0.21122
15,TS,Far,0.24206
15,TS,Far,0.24026
15,TS,Far,0.24958
15,TS,Far,0.28146
15,JS,Far,0.23877
15,JS,Far,0.2256
15,JS,Far,0.26714
15,JS,Far,0.2684
15,JS,Far,0.27812
15,JS,Far,0.29722
15,JS,Far,0.27932
15,JS,Far,0.28154
15,JS,Far,0.26239
15,JS,Far,0.30168
1,AB,High,0.067703
1,AB,High,0.029996
1,AB,High,0.075647
1,AB,High,0.047199
1,AB,High,0.080398
1,AB,High,0.033571
1,AB,High,0.066657
1,AB,High,0.050904
1,AB,High,0.12283
1,AB,High,0.090715
1,EP,High,0.12311
1,EP,High,0.11529
1,EP,High,0.081756
1,EP,High,0.10812
1,EP,High,0.051033
1,EP,High,0.094404
1,EP,High,0.096451
1,EP,High,0.073214
1,EP,High,0.10869
1,EP,High,0.099425
1,TS,High,0.041007
1,TS,High,0.058475
1,TS,High,0.044182
1,TS,High,0.051633
1,TS,High,0.047118
1,TS,High,0.050098
1,TS,High,0.030553
1,TS,High,0.066946
1,TS,High,0.019848
1,TS,High,0.040431
1,JS,High,0.13012
1,JS,High,0.047394
1,JS,High,0.13286
1,JS,High,0.15391
1,JS,High,0.10789
1,JS,High,0.092585
1,JS,High,0.11865
1,JS,High,0.10773
1,JS,High,0.050629
1,JS,High,0.079485
2,AB,High,0.011206
2,AB,High,0.03166
2,AB,High,0.028771
2,AB,High,0.022418
2,AB,High,0.017872
2,AB,High,0.00927
2,AB,High,0.0012166
2,AB,High,0.042651
2,AB,High,0.043022
2,AB,High,0.041116
2,EP,High,0.019
2,EP,High,0.020888
2,EP,High,0.031738
2,EP,High,0.021884
2,EP,High,0.018237
2,EP,High,0.026142
2,EP,High,0.025482
2,EP,High,0.028445
2,EP,High,0.015921
2,EP,High,0.011682
2,TS,High,0.025305
2,TS,High,0.03439
2,TS,High,0.054695
2,TS,High,0.028101
2,TS,High,0.032651
2,TS,High,0.045041
2,TS,High,0.017261
2,TS,High,0.073465
2,TS,High,0.014155
2,TS,High,0.027572
2,JS,High,0.014278
2,JS,High,0.013212
2,JS,High,0.019618
2,JS,High,0.0068175
2,JS,High,0.008693
2,JS,High,0.013598
2,JS,High,0.011733
2,JS,High,0.012629
2,JS,High,0.027673
2,JS,High,0.01421
3,AB,High,0.070565
3,AB,High,0.07082
3,AB,High,0.086703
3,AB,High,0.088425
3,AB,High,0.075678
3,AB,High,0.074879
3,AB,High,0.081182
3,AB,High,0.079557
3,AB,High,0.048787
3,AB,High,0.071269
3,EP,High,0.036601
3,EP,High,0.078834
3,EP,High,0.13302
3,EP,High,0.10904
3,EP,High,0.11006
3,EP,High,0.073404
3,EP,High,0.0809
3,EP,High,0.068269
3,EP,High,0.036443
3,EP,High,0.057827
3,TS,High,0.050567
3,TS,High,0.045758
3,TS,High,0.070159
3,TS,High,0.061814
3,TS,High,0.064493
3,TS,High,0.070463
3,TS,High,0.12266
3,TS,High,0.11031
3,TS,High,0.09265
3,TS,High,0.10091
3,JS,High,0.075169
3,JS,High,0.11649
3,JS,High,0.080678
3,JS,High,0.075058
3,JS,High,0.057326
3,JS,High,0.07292
3,JS,High,0.066455
3,JS,High,0.10336
3,JS,High,0.12564
3,JS,High,0.10644
4,AB,High,0.059236
4,AB,High,0.030181
4,AB,High,0.025117
4,AB,High,0.021058
4,AB,High,0.037168
4,AB,High,0.041742
4,AB,High,0.023125
4,AB,High,0.026674
4,AB,High,0.029444
4,AB,High,0.045243
4,EP,High,0.15887
4,EP,High,0.13858
4,EP,High,0.16858
4,EP,High,0.1349
4,EP,High,0.12937
4,EP,High,0.11514
4,EP,High,0.13395
4,EP,High,0.11101
4,EP,High,0.17681
4,EP,High,0.105
4,TS,High,0.11029
4,TS,High,0.060534
4,TS,High,0.053725
4,TS,High,0.11458
4,TS,High,0.020825
4,TS,High,0.11153
4,TS,High,0.1156
4,TS,High,0.078124
4,TS,High,0.0904
4,TS,High,0.13503
4,JS,High,0.054351
4,JS,High,0.035769
4,JS,High,0.051176
4,JS,High,0.034758
4,JS,High,0.0793
4,JS,High,0.024271
4,JS,High,0.062002
4,JS,High,0.096614
4,JS,High,0.042843
4,JS,High,0.076047
5,AB,High,0.039978
5,AB,High,0.029947
5,AB,High,0.035021
5,AB,High,0.015725
5,AB,High,0.030942
5,AB,High,0.028504
5,AB,High,0.046737
5,AB,High,0.0062909
5,AB,High,0.017788
5,AB,High,0.014398
5,EP,High,0.13862
5,EP,High,0.089913
5,EP,High,0.081982
5,EP,High,0.1102
5,EP,High,0.048917
5,EP,High,0.067025
5,EP,High,0.10146
5,EP,High,0.035287
5,EP,High,0.041947
5,EP,High,0.037264
5,TS,High,0.044082
5,TS,High,0.048977
5,TS,High,0.054235
5,TS,High,0.10083
5,TS,High,0.024132
5,TS,High,0.075418
5,TS,High,0.030283
5,TS,High,0.022585
5,TS,High,0.046631
5,TS,High,0.03421
5,JS,High,0.17848
5,JS,High,0.097783
5,JS,High,0.12738
5,JS,High,0.19752
5,JS,High,0.20248
5,JS,High,0.16303
5,JS,High,0.19429
5,JS,High,0.14978
5,JS,High,0.11371
5,JS,High,0.13771
6,AB,High,0.035475
6,AB,High,0.083584
6,AB,High,0.071144
6,AB,High,0.054846
6,AB,High,0.051313
6,AB,High,0.090465
6,AB,High,0.061433
6,AB,High,0.055334
6,AB,High,0.050513
6,AB,High,0.049544
6,EP,High,0.05038
6,EP,High,0.050639
6,EP,High,0.060299
6,EP,High,0.027891
6,EP,High,0.041786
6,EP,High,0.023981
6,EP,High,0.05094
6,EP,High,0.050143
6,EP,High,0.043115
6,EP,High,0.029172
6,TS,High,0.028606
6,TS,High,0.051476
6,TS,High,0.056866
6,TS,High,0.036269
6,TS,High,0.068601
6,TS,High,0.046264
6,TS,High,0.028202
6,TS,High,0.059758
6,TS,High,0.043749
6,TS,High,0.030757
6,JS,High,0.027506
6,JS,High,0.013886
6,JS,High,0.020117
6,JS,High,0.036825
6,JS,High,0.038415
6,JS,High,0.026957
6,JS,High,0.016168
6,JS,High,0.022725
6,JS,High,0.024002
6,JS,High,0.03037
7,AB,High,0.09393
7,AB,High,0.1058
7,AB,High,0.14252
7,AB,High,0.088894
7,AB,High,0.12562
7,AB,High,0.064315
7,AB,High,0.11386
7,AB,High,0.099027
7,AB,High,0.10579
7,AB,High,0.14959
7,EP,High,0.10344
7,EP,High,0.10434
7,EP,High,0.10967
7,EP,High,0.12289
7,EP,High,0.12719
7,EP,High,0.094042
7,EP,High,0.071142
7,EP,High,0.10721
7,EP,High,0.13268
7,EP,High,0.13166
7,TS,High,0.028342
7,TS,High,0.051199
7,TS,High,0.048692
7,TS,High,0.061838
7,TS,High,0.1157
7,TS,High,0.042936
7,TS,High,0.03105
7,TS,High,0.018579
7,TS,High,0.04518
7,TS,High,0.037462
7,JS,High,0.063949
7,JS,High,0.089237
7,JS,High,0.1194
7,JS,High,0.12349
7,JS,High,0.077863
7,JS,High,0.022284
7,JS,High,0.13907
7,JS,High,0.067105
7,JS,High,0.034056
7,JS,High,0.064076
8,AB,High,0.026822
8,AB,High,0.085589
8,AB,High,0.05066
8,AB,High,0.12539
8,AB,High,0.031347
8,AB,High,0.044959
8,AB,High,0.02766
8,AB,High,0.011689
8,AB,High,0.022296
8,AB,High,0.006763
8,EP,High,0.085401
8,EP,High,0.04896
8,EP,High,0.046873
8,EP,High,0.026201
8,EP,High,0.095258
8,EP,High,0.043424
8,EP,High,0.10687
8,EP,High,0.085925
8,EP,High,0.07757
8,EP,High,0.025358
8,TS,High,0.065468
8,TS,High,0.034898
8,TS,High,0.04716
8,TS,High,0.063289
8,TS,High,0.036848
8,TS,High,0.027828
8,TS,High,0.053896
8,TS,High,0.033872
8,TS,High,0.033581
8,TS,High,0.049292
8,JS,High,0.086718
8,JS,High,0.058296
8,JS,High,0.11421
8,JS,High,0.043379
8,JS,High,0.032401
8,JS,High,0.034686
8,JS,High,0.084263
8,JS,High,0.051679
8,JS,High,0.043281
8,JS,High,0.032454
