sub_num,case_nm,target,s_h
10,EP,Mid,-1.9689
10,EP,Mid,-1.4203
10,EP,Mid,-1.5122
10,EP,Mid,-1.6384
10,EP,Mid,-1.4794
10,EP,Mid,-1.5136
10,EP,Mid,-1.5933
10,TS,Mid,-2.9109
10,TS,Mid,-2.8464
10,TS,Mid,-1.5446
10,TS,Mid,-1.4167
10,TS,Mid,-1.7009
10,TS,Mid,-1.7165
10,TS,Mid,-2.5706
10,TS,Mid,-1.6109
10,TS,Mid,-1.592
10,TS,Mid,-1.4683
10,JS,Mid,-1.4227
10,JS,Mid,-1.5261
10,JS,Mid,-1.6746
10,JS,Mid,-1.6587
10,JS,Mid,-1.8211
10,JS,Mid,-2.4954
10,JS,Mid,-2.0698
10,JS,Mid,-2.0868
10,JS,Mid,-1.4409
10,JS,Mid,-2.404
11,AB,Mid,-1.3904
11,AB,Mid,-1.4107
11,AB,Mid,-1.3994
11,AB,Mid,-1.4669
11,AB,Mid,-1.4478
11,AB,Mid,-1.4389
11,AB,Mid,-1.4439
11,AB,Mid,-1.4008
11,AB,Mid,-1.4333
11,AB,Mid,-1.4792
11,EP,Mid,-2.84
11,EP,Mid,-3.0867
11,EP,Mid,-2.234
11,EP,Mid,-2.709
11,EP,Mid,-2.3384
11,EP,Mid,-1.6022
11,EP,Mid,-3.359
11,EP,Mid,-2.2389
11,EP,Mid,-1.7366
11,EP,Mid,-2.5531
11,TS,Mid,-2.4038
11,TS,Mid,-1.426
11,TS,Mid,-2.1366
11,TS,Mid,-1.6718
11,TS,Mid,-1.4845
11,TS,Mid,-1.9719
11,TS,Mid,-1.4424
11,TS,Mid,-1.4474
11,TS,Mid,-1.8994
11,TS,Mid,-2.2996
11,JS,Mid,-1.6492
11,JS,Mid,-1.5045
11,JS,Mid,-1.7517
11,JS,Mid,-1.8509
11,JS,Mid,-1.789
11,JS,Mid,-1.5456
11,JS,Mid,-1.4413
11,JS,Mid,-1.8668
11,JS,Mid,-1.4294
11,JS,Mid,-1.43
12,AB,Mid,-1.3922
12,AB,Mid,-1.833
12,AB,Mid,-1.5762
12,AB,Mid,-2.0995
12,AB,Mid,-1.4049
12,AB,Mid,-1.4803
12,AB,Mid,-1.399
12,AB,Mid,-1.5733
12,AB,Mid,-1.4614
12,AB,Mid,-1.6371
12,EP,Mid,-1.4971
12,EP,Mid,-3.9005
12,EP,Mid,-1.696
12,EP,Mid,-1.4844
12,EP,Mid,-1.5162
12,EP,Mid,-1.5304
12,EP,Mid,-1.4291
12,EP,Mid,-1.437
12,EP,Mid,-1.4996
12,EP,Mid,-1.5155
12,TS,Mid,-2.3028
12,TS,Mid,-1.6117
12,TS,Mid,-3.0574
12,TS,Mid,-1.8629
12,TS,Mid,-1.6723
12,TS,Mid,-1.7513
12,TS,Mid,-1.6368
12,TS,Mid,-1.8124
12,TS,Mid,-1.5416
12,TS,Mid,-1.6467
12,JS,Mid,-1.772
12,JS,Mid,-1.5405
12,JS,Mid,-2.0705
12,JS,Mid,-1.7517
12,JS,Mid,-1.5363
12,JS,Mid,-1.5177
12,JS,Mid,-1.5004
12,JS,Mid,-1.7186
12,JS,Mid,-1.4891
12,JS,Mid,-1.5984
13,AB,Mid,-1.4217
13,AB,Mid,-1.5892
13,AB,Mid,-1.4015
13,AB,Mid,-1.4531
13,AB,Mid,-2.6522
13,AB,Mid,-1.4007
13,AB,Mid,-1.4668
13,AB,Mid,-1.4108
13,AB,Mid,-1.4904
13,AB,Mid,-1.4827
13,EP,Mid,-1.4665
13,EP,Mid,-1.5726
13,EP,Mid,-1.4599
13,EP,Mid,-1.5803
13,EP,Mid,-1.5352
13,EP,Mid,-1.452
13,EP,Mid,-1.5186
13,EP,Mid,-1.5034
13,EP,Mid,-1.4866
13,EP,Mid,-1.5149
13,TS,Mid,-2.0414
13,TS,Mid,-1.7522
13,TS,Mid,-1.8012
13,TS,Mid,-2.5616
13,TS,Mid,-2.1804
13,TS,Mid,-1.6605
13,TS,Mid,-1.8781
13,TS,Mid,-1.8837
13,TS,Mid,-1.6638
13,TS,Mid,-1.5194
13,JS,Mid,-1.6785
13,JS,Mid,-1.5479
13,JS,Mid,-4.1863
13,JS,Mid,-1.7029
13,JS,Mid,-2.0101
13,JS,Mid,-1.5438
13,JS,Mid,-1.5211
13,JS,Mid,-1.58
13,JS,Mid,-1.5178
13,JS,Mid,-1.5574
14,AB,Mid,-1.408
14,AB,Mid,-1.3907
14,AB,Mid,-1.3949
14,AB,Mid,-1.401
14,AB,Mid,-1.3975
14,AB,Mid,-1.3965
14,AB,Mid,-1.3906
14,AB,Mid,-1.6082
14,AB,Mid,-1.9454
14,AB,Mid,-1.3921
14,EP,Mid,-1.5036
14,EP,Mid,-1.5518
14,EP,Mid,-1.5018
14,EP,Mid,-1.8137
14,EP,Mid,-1.4888
14,EP,Mid,-1.8524
14,EP,Mid,-1.8691
14,EP,Mid,-1.4522
14,EP,Mid,-1.7099
14,EP,Mid,-1.5975
14,TS,Mid,-1.5335
14,TS,Mid,-1.5809
14,TS,Mid,-2.6193
14,TS,Mid,-1.7454
14,TS,Mid,-2.3944
14,TS,Mid,-1.8893
14,TS,Mid,-1.6162
14,TS,Mid,-1.6376
14,TS,Mid,-1.4383
14,TS,Mid,-1.8401
14,JS,Mid,-8.3671
14,JS,Mid,-1.3982
14,JS,Mid,-1.4869
14,JS,Mid,-1.8024
14,JS,Mid,-1.3963
14,JS,Mid,-1.4178
14,JS,Mid,-1.4714
14,JS,Mid,-1.3983
14,JS,Mid,-1.4731
14,JS,Mid,-1.4675
15,AB,Mid,-2.0063
15,AB,Mid,-1.609
15,AB,Mid,-1.6002
15,AB,Mid,-1.3979
15,AB,Mid,-1.9888
15,AB,Mid,-1.4032
15,AB,Mid,-1.4899
15,AB,Mid,-1.8085
15,AB,Mid,-1.4137
15,AB,Mid,-1.5186
15,EP,Mid,-2.4873
15,EP,Mid,-1.6504
15,EP,Mid,-1.7242
15,EP,Mid,-1.6196
15,EP,Mid,-1.6252
15,EP,Mid,-1.9208
15,EP,Mid,-2.0213
15,EP,Mid,-1.6889
15,EP,Mid,-1.8468
15,EP,Mid,-1.6353
15,TS,Mid,-1.8986
15,TS,Mid,-1.7236
15,TS,Mid,-1.7954
15,TS,Mid,-2.0688
15,TS,Mid,-1.7747
15,TS,Mid,-2.0718
15,TS,Mid,-1.6964
15,TS,Mid,-2.1001
15,TS,Mid,-2.0883
15,TS,Mid,-2.0837
15,JS,Mid,-1.6224
15,JS,Mid,-1.5699
15,JS,Mid,-1.7701
15,JS,Mid,-2.8402
15,JS,Mid,-1.5551
15,JS,Mid,-1.5712
15,JS,Mid,-1.7094
15,JS,Mid,-1.7314
15,JS,Mid,-1.9832
15,JS,Mid,-1.6404
1,AB,Far,-1.4412
1,AB,Far,-1.4905
1,AB,Far,-1.4219
1,AB,Far,-1.4366
1,AB,Far,-1.4573
1,AB,Far,-1.4462
1,AB,Far,-1.4663
1,AB,Far,-1.3982
1,AB,Far,-1.4133
1,AB,Far,-1.4736
1,EP,Far,-2.558
1,EP,Far,-2.0113
1,EP,Far,-1.8529
1,EP,Far,-2.4915
1,EP,Far,-1.8169
1,EP,Far,-2.2399
1,EP,Far,-2.2905
1,EP,Far,-1.9292
1,EP,Far,-2.7146
1,EP,Far,-2.1583
1,TS,Far,-2.6283
1,TS,Far,-2.7167
1,TS,Far,-2.6214
1,TS,Far,-1.9845
1,TS,Far,-2.6172
1,TS,Far,-2.5546
1,TS,Far,-2.4317
1,TS,Far,-2.2263
1,TS,Far,-2.4285
1,TS,Far,-1.9433
1,JS,Far,-2.4085
1,JS,Far,-2.2019
1,JS,Far,-2.1124
1,JS,Far,-4.0415
1,JS,Far,-2.8248
1,JS,Far,-1.9068
1,JS,Far,-4.0742
1,JS,Far,-2.4911
1,JS,Far,-1.9614
1,JS,Far,-2.7389
2,AB,Far,-1.5483
2,AB,Far,-1.5413
2,AB,Far,-1.5167
2,AB,Far,-1.5354
2,AB,Far,-1.7958
2,AB,Far,-1.5
2,AB,Far,-1.5163
2,AB,Far,-1.4547
2,AB,Far,-1.6989
2,AB,Far,-1.4346
2,EP,Far,-2.8918
2,EP,Far,-6.2799
2,EP,Far,-2.655
2,EP,Far,-3.2104
2,EP,Far,-2.9144
2,EP,Far,-1.7227
2,EP,Far,-2.5899
2,EP,Far,-2.0722
2,EP,Far,-2.074
2,EP,Far,-1.7749
2,TS,Far,-1.7401
2,TS,Far,-1.6704
2,TS,Far,-1.9639
2,TS,Far,-2.4391
2,TS,Far,-1.9343
2,TS,Far,-2.4064
2,TS,Far,-1.9623
2,TS,Far,-1.6941
2,TS,Far,-1.788
2,TS,Far,-2.1758
2,JS,Far,-1.6172
2,JS,Far,-1.9856
2,JS,Far,-1.421
2,JS,Far,-1.6639
2,JS,Far,-1.4852
2,JS,Far,-1.4532
2,JS,Far,-1.6095
2,JS,Far,-1.7289
2,JS,Far,-1.593
2,JS,Far,-1.4988
3,AB,Far,-1.4055
3,AB,Far,-1.5382
3,AB,Far,-1.4841
3,AB,Far,-1.473
3,AB,Far,-1.5119
3,AB,Far,-1.8045
3,AB,Far,-1.5222
3,AB,Far,-1.5353
3,AB,Far,-1.4266
3,AB,Far,-1.4776
3,EP,Far,-3.4839
3,EP,Far,-2.4246
3,EP,Far,-2.0046
3,EP,Far,-2.49
3,EP,Far,-2.061
3,EP,Far,-2.1063
3,EP,Far,-3.4085
3,EP,Far,-2.0858
3,EP,Far,-1.9752
3,EP,Far,-1.7952
3,TS,Far,-2.5176
3,TS,Far,-1.84
3,TS,Far,-2.0679
3,TS,Far,-2.1912
3,TS,Far,-1.9524
3,TS,Far,-1.9746
3,TS,Far,-2.0225
3,TS,Far,-1.7305
3,TS,Far,-1.8207
3,TS,Far,-1.9752
3,JS,Far,-2.1745
3,JS,Far,-1.8052
3,JS,Far,-1.907
3,JS,Far,-1.6566
3,JS,Far,-1.8845
3,JS,Far,-1.8665
3,JS,Far,-2.0835
3,JS,Far,-2.1799
3,JS,Far,-2.4347
3,JS,Far,-1.7338
4,AB,Far,-1.8137
4,AB,Far,-1.4112
4,AB,Far,-1.4052
4,AB,Far,-1.4017
4,AB,Far,-1.4064
4,AB,Far,-1.4104
4,AB,Far,-1.3965
4,AB,Far,-1.4012
4,AB,Far,-1.4085
4,AB,Far,-1.4261
4,EP,Far,-2.04
4,EP,Far,-3.7853
4,EP,Far,-2.6608
4,EP,Far,-5.296
4,EP,Far,-2.1931
4,EP,Far,-4.9221
4,EP,Far,-4.9015
4,EP,Far,-3.8087
4,EP,Far,-2.0825
4,EP,Far,-4.9391
4,TS,Far,-2.6015
4,TS,Far,-3.1769
4,TS,Far,-3.2741
4,TS,Far,-3.0043
4,TS,Far,-2.2925
4,TS,Far,-2.3054
4,TS,Far,-2.3806
4,TS,Far,-2.686
4,TS,Far,-2.1748
4,TS,Far,-2.3306
4,JS,Far,-2.2363
4,JS,Far,-2.0211
4,JS,Far,-2.6209
4,JS,Far,-2.4698
4,JS,Far,-2.4742
4,JS,Far,-2.4385
4,JS,Far,-2.0684
4,JS,Far,-2.1575
4,JS,Far,-2.2517
4,JS,Far,-2.3292
5,AB,Far,-1.4259
5,AB,Far,-1.4128
5,AB,Far,-1.4338
5,AB,Far,-1.4083
5,AB,Far,-1.4285
5,AB,Far,-1.4214
5,AB,Far,-1.3969
5,AB,Far,-1.4067
5,AB,Far,-1.4068
5,AB,Far,-1.4063
5,EP,Far,-2.0569
5,EP,Far,-2.6306
5,EP,Far,-2.5809
5,EP,Far,-2.1219
5,EP,Far,-1.6404
5,EP,Far,-1.8658
5,EP,Far,-1.8605
5,EP,Far,-2.0478
5,EP,Far,-1.8427
5,EP,Far,-3.2594
5,TS,Far,-2.9134
5,TS,Far,-2.0709
5,TS,Far,-2.0551
5,TS,Far,-2.8048
5,TS,Far,-2.6634
5,TS,Far,-2.7906
5,TS,Far,-2.0599
5,TS,Far,-2.4909
5,TS,Far,-2.0973
5,TS,Far,-2.2113
5,JS,Far,-2.1638
5,JS,Far,-1.7987
5,JS,Far,-1.5226
5,JS,Far,-1.8909
5,JS,Far,-1.7862
5,JS,Far,-1.9205
5,JS,Far,-1.6875
5,JS,Far,-2.5493
5,JS,Far,-1.5102
5,JS,Far,-1.9564
6,AB,Far,-1.5827
6,AB,Far,-1.4092
6,AB,Far,-1.4528
6,AB,Far,-1.4325
6,AB,Far,-1.4245
6,AB,Far,-1.4177
6,AB,Far,-1.4303
6,AB,Far,-1.461
6,AB,Far,-1.4726
6,AB,Far,-1.4027
6,EP,Far,-2.2523
6,EP,Far,-1.7476
6,EP,Far,-1.6634
6,EP,Far,-1.8147
6,EP,Far,-3.196
6,EP,Far,-4.3444
6,EP,Far,-2.1179
6,EP,Far,-3.5675
6,EP,Far,-1.9433
6,EP,Far,-2.4205
6,TS,Far,-2.1313
6,TS,Far,-2.0306
6,TS,Far,-1.9558
6,TS,Far,-1.7233
6,TS,Far,-2.0246
6,TS,Far,-1.8529
6,TS,Far,-1.7517
6,TS,Far,-1.8655
6,TS,Far,-1.6238
6,TS,Far,-1.7715
6,JS,Far,-1.5408
6,JS,Far,-1.4919
6,JS,Far,-1.7998
6,JS,Far,-1.5548
6,JS,Far,-1.4783
6,JS,Far,-1.5199
6,JS,Far,-1.5077
6,JS,Far,-1.4418
6,JS,Far,-1.5984
6,JS,Far,-1.4756
7,AB,Far,-1.4978
7,AB,Far,-1.5066
7,AB,Far,-1.4983
7,AB,Far,-1.5976
7,AB,Far,-1.3957
7,AB,Far,-1.3899
7,AB,Far,-1.4813
7,AB,Far,-1.4124
7,AB,Far,-1.434
7,AB,Far,-1.5292
7,EP,Far,-1.5725
7,EP,Far,-1.8703
7,EP,Far,-2.0316
7,EP,Far,-2.2399
7,EP,Far,-2.2763
7,EP,Far,-1.7068
7,EP,Far,-1.748
7,EP,Far,-2.8246
7,EP,Far,-1.7534
7,EP,Far,-2.4793
7,TS,Far,-2.2062
7,TS,Far,-1.9719
7,TS,Far,-1.635
7,TS,Far,-1.7418
7,TS,Far,-2.1434
7,TS,Far,-1.9002
7,TS,Far,-1.6778
7,TS,Far,-1.7012
7,TS,Far,-1.6349
7,TS,Far,-1.7189
7,JS,Far,-1.6972
7,JS,Far,-1.9616
7,JS,Far,-1.638
7,JS,Far,-1.8787
7,JS,Far,-2.1682
7,JS,Far,-1.5648
7,JS,Far,-1.7142
7,JS,Far,-1.6302
7,JS,Far,-2.159
7,JS,Far,-2.708
8,AB,Far,-1.5547
8,AB,Far,-1.5091
8,AB,Far,-1.5348
8,AB,Far,-1.497
8,AB,Far,-1.5271
8,AB,Far,-1.3971
8,AB,Far,-1.3924
8,AB,Far,-1.5542
8,AB,Far,-1.5814
8,AB,Far,-1.4346
8,EP,Far,-2.1303
8,EP,Far,-1.9116
8,EP,Far,-1.747
8,EP,Far,-2.2724
8,EP,Far,-2.0108
8,EP,Far,-1.7736
8,EP,Far,-4.8153
8,EP,Far,-1.658
8,EP,Far,-1.559
8,EP,Far,-1.9326
8,TS,Far,-2.6607
8,TS,Far,-2.342
8,TS,Far,-2.9214
8,TS,Far,-2.5946
8,TS,Far,-2.3512
8,TS,Far,-2.8712
8,TS,Far,-2.6748
8,TS,Far,-2.1794
8,TS,Far,-2.496
8,TS,Far,-2.6249
8,JS,Far,-1.9131
8,JS,Far,-1.8965
8,JS,Far,-2.2632
8,JS,Far,-2.3603
8,JS,Far,-2.3564
8,JS,Far,-2.4438
8,JS,Far,-2.2877
8,JS,Far,-2.1533
8,JS,Far,-2.5064
8,JS,Far,-2.2517
9,AB,Far,-1.4948
9,AB,Far,-1.906
9,AB,Far,-1.5572
9,AB,Far,-1.4384
9,AB,Far,-1.5201
9,AB,Far,-1.5003
9,AB,Far,-1.8848
9,AB,Far,-1.625
9,AB,Far,-1.5467
9,AB,Far,-1.5076
9,EP,Far,-3.0219
9,EP,Far,-4.2795
9,EP,Far,-3.245
9,EP,Far,-2.9557
9,EP,Far,-11.5529
9,EP,Far,-2.1128
9,EP,Far,-2.8252
9,EP,Far,-5.9483
9,EP,Far,-4.2974
9,EP,Far,-3.6775
9,TS,Far,-1.8507
9,TS,Far,-2.0135
9,TS,Far,-1.9418
9,TS,Far,-2.2861
9,TS,Far,-2.3834
9,TS,Far,-2.1527
9,TS,Far,-2.5505
9,TS,Far,-2.5122
9,TS,Far,-3.1322
9,TS,Far,-2.8658
9,JS,Far,-2.7159
9,JS,Far,-2.2387
9,JS,Far,-2.8665
9,JS,Far,-2.6183
9,JS,Far,-2.8773
9,JS,Far,-2.3121
9,JS,Far,-2.6481
9,JS,Far,-2.75
9,JS,Far,-3.0704
9,JS,Far,-2.5477
10,AB,Far,-1.4142
10,AB,Far,-1.4048
10,AB,Far,-1.5064
10,AB,Far,-1.5367
10,AB,Far,-1.4379
10,AB,Far,-1.4028
10,AB,Far,-1.4659
10,AB,Far,-1.4112
10,AB,Far,-1.541
10,AB,Far,-1.4033
10,EP,Far,-3.0781
10,EP,Far,-3.032
10,EP,Far,-3.4166
10,EP,Far,-3.383
10,EP,Far,-2.7777
10,EP,Far,-2.4477
10,EP,Far,-1.9915
10,EP,Far,-2.5977
10,EP,Far,-2.6845
10,EP,Far,-2.856
10,TS,Far,-2.4682
10,TS,Far,-1.8849
10,TS,Far,-3.7823
10,TS,Far,-2.1707
10,TS,Far,-1.9976
10,TS,Far,-3.1522
10,TS,Far,-3.2247
10,TS,Far,-2.4367
10,TS,Far,-2.4945
10,TS,Far,-2.7459
10,JS,Far,-2.5072
10,JS,Far,-2.3093
10,JS,Far,-2.0855
10,JS,Far,-2.038
10,JS,Far,-1.8067
10,JS,Far,-2.121
10,JS,Far,-2.0452
10,JS,Far,-2.2167
10,JS,Far,-1.991
10,JS,Far,-2.1787
11,AB,Far,-1.5235
11,AB,Far,-1.41
11,AB,Far,-1.4507
11,AB,Far,-1.3994
11,AB,Far,-1.4579
11,AB,Far,-1.5073
11,AB,Far,-2.1471
11,AB,Far,-1.5459
11,AB,Far,-1.5707
11,AB,Far,-1.5211
11,EP,Far,-2.3581
11,EP,Far,-2.3546
11,EP,Far,-3.1814
11,EP,Far,-2.2031
11,EP,Far,-2.9269
11,EP,Far,-2.6156
11,EP,Far,-2.6588
11,EP,Far,-3.3274
11,EP,Far,-3.3816
11,EP,Far,-2.6108
11,TS,Far,-1.734
11,TS,Far,-1.7292
11,TS,Far,-1.707
11,TS,Far,-1.8251
11,TS,Far,-1.902
11,TS,Far,-2.0798
11,TS,Far,-3.8701
11,TS,Far,-2.0806
11,TS,Far,-1.9577
11,TS,Far,-1.6653
11,JS,Far,-1.7181
11,JS,Far,-1.4749
11,JS,Far,-1.4397
11,JS,Far,-1.9928
11,JS,Far,-1.5089
11,JS,Far,-2.6663
11,JS,Far,-1.5098
11,JS,Far,-1.9261
11,JS,Far,-2.3514
11,JS,Far,-1.7292
12,AB,Far,-1.4509
12,AB,Far,-1.5524
12,AB,Far,-1.4292
12,AB,Far,-1.7284
12,AB,Far,-1.4105
12,AB,Far,-1.5176
12,AB,Far,-1.4045
12,AB,Far,-1.5628
12,AB,Far,-1.5403
12,AB,Far,-1.6347
12,EP,Far,-2.9362
12,EP,Far,-1.9521
12,EP,Far,-4.0968
12,EP,Far,-2.846
12,EP,Far,-3.4617
12,EP,Far,-4.1283
12,EP,Far,-1.8885
12,EP,Far,-3.1841
12,EP,Far,-2.1649
12,EP,Far,-2.6688
12,TS,Far,-4.3502
12,TS,Far,-3.2473
12,TS,Far,-2.1014
12,TS,Far,-2.7285
12,TS,Far,-2.5225
12,TS,Far,-1.9619
12,TS,Far,-2.2228
12,TS,Far,-2.326
12,TS,Far,-1.9891
12,TS,Far,-2.0431
12,JS,Far,-1.654
12,JS,Far,-1.6108
12,JS,Far,-1.6144
12,JS,Far,-1.8405
12,JS,Far,-2.136
12,JS,Far,-1.6645
12,JS,Far,-1.5827
12,JS,Far,-1.7981
12,JS,Far,-1.6326
12,JS,Far,-1.9892
13,AB,Far,-1.5335
13,AB,Far,-1.4119
13,AB,Far,-1.5003
13,AB,Far,-1.4524
13,AB,Far,-1.5178
13,AB,Far,-1.421
13,AB,Far,-1.4174
13,AB,Far,-1.4778
13,AB,Far,-1.4828
13,AB,Far,-1.4128
13,EP,Far,-1.5338
13,EP,Far,-1.5616
13,EP,Far,-1.7153
13,EP,Far,-1.5943
13,EP,Far,-1.7903
13,EP,Far,-1.6576
13,EP,Far,-1.6837
13,EP,Far,-1.6509
13,EP,Far,-1.5517
13,EP,Far,-1.59
13,TS,Far,-1.7692
13,TS,Far,-2.2547
13,TS,Far,-2.7162
13,TS,Far,-1.6476
13,TS,Far,-1.6694
13,TS,Far,-1.9984
13,TS,Far,-1.7258
13,TS,Far,-1.6481
13,TS,Far,-1.657
13,TS,Far,-1.6857
13,JS,Far,-2.334
13,JS,Far,-1.4125
13,JS,Far,-1.713
13,JS,Far,-1.6544
13,JS,Far,-1.6342
13,JS,Far,-1.5298
13,JS,Far,-2.0094
13,JS,Far,-1.6019
13,JS,Far,-1.577
13,JS,Far,-1.6002
14,AB,Far,-1.4057
14,AB,Far,-1.4671
14,AB,Far,-1.4803
14,AB,Far,-1.3937
14,AB,Far,-1.5204
14,AB,Far,-1.6738
14,AB,Far,-1.418
14,AB,Far,-1.5005
14,AB,Far,-1.4479
14,AB,Far,-1.3994
14,EP,Far,-1.831
14,EP,Far,-1.6481
14,EP,Far,-1.6237
14,EP,Far,-1.8558
14,EP,Far,-1.9822
14,EP,Far,-1.4863
14,EP,Far,-1.8868
14,EP,Far,-1.8744
14,EP,Far,-1.5687
14,EP,Far,-1.7805
14,TS,Far,-2.2466
14,TS,Far,-1.9633
14,TS,Far,-1.8638
14,TS,Far,-1.6377
14,TS,Far,-1.8623
14,TS,Far,-2.3045
14,TS,Far,-1.9287
14,TS,Far,-2.3878
14,TS,Far,-2.1361
14,TS,Far,-1.9998
14,JS,Far,-1.617
14,JS,Far,-1.6371
14,JS,Far,-1.6734
14,JS,Far,-1.5516
14,JS,Far,-1.5515
14,JS,Far,-1.6708
14,JS,Far,-1.5248
14,JS,Far,-1.626
14,JS,Far,-1.6107
14,JS,Far,-1.5433
15,AB,Far,-1.6102
15,AB,Far,-1.4425
15,AB,Far,-1.6746
15,AB,Far,-1.4822
15,AB,Far,-1.4748
15,AB,Far,-1.4658
15,AB,Far,-1.4647
15,AB,Far,-1.4595
15,AB,Far,-1.467
15,AB,Far,-1.6531
15,EP,Far,-1.8151
15,EP,Far,-1.784
15,EP,Far,-1.7775
15,EP,Far,-1.7722
15,EP,Far,-1.7249
15,EP,Far,-1.9385
15,EP,Far,-1.8905
15,EP,Far,-1.9184
15,EP,Far,-2.2358
15,EP,Far,-2.1595
15,TS,Far,-2.1875
15,TS,Far,-2.2448
15,TS,Far,-2.0963
15,TS,Far,-2.0832
15,TS,Far,-2.2773
15,TS,Far,-1.9299
15,TS,Far,-1.9903
15,TS,Far,-1.9629
15,TS,Far,-2.2247
15,TS,Far,-2.0422
15,JS,Far,-1.7567
15,JS,Far,-1.7833
15,JS,Far,-2.0848
15,JS,Far,-1.7631
15,JS,Far,-1.9936
15,JS,Far,-1.6994
15,JS,Far,-1.9212
15,JS,Far,-2.0532
15,JS,Far,-1.5366
15,JS,Far,-1.9063
1,AB,High,-1.7579
1,AB,High,-1.4355
1,AB,High,-1.4623
1,AB,High,-1.4775
1,AB,High,-1.5704
1,AB,High,-1.5793
1,AB,High,-1.5078
1,AB,High,-1.4791
1,AB,High,-1.4162
1,AB,High,-1.4728
1,EP,High,-1.7266
1,EP,High,-2.2395
1,EP,High,-1.8174
1,EP,High,-2.9347
1,EP,High,-1.7234
1,EP,High,-1.8857
1,EP,High,-2.0604
1,EP,High,-2.0837
1,EP,High,-1.9824
1,EP,High,-1.9262
1,TS,High,-2.8592
1,TS,High,-2.2048
1,TS,High,-2.0719
1,TS,High,-2.2059
1,TS,High,-3.1429
1,TS,High,-2.3006
1,TS,High,-3.2556
1,TS,High,-2.6295
1,TS,High,-2.2854
1,TS,High,-2.4533
1,JS,High,-2.5043
1,JS,High,-3.4234
1,JS,High,-2.9295
1,JS,High,-2.4716
1,JS,High,-2.1755
1,JS,High,-3.2411
1,JS,High,-3.4718
1,JS,High,-1.9625
1,JS,High,-2.8602
1,JS,High,-2.0056
2,AB,High,-1.5587
2,AB,High,-1.4146
2,AB,High,-1.5163
2,AB,High,-1.5229
2,AB,High,-1.4259
2,AB,High,-1.4835
2,AB,High,-1.4086
2,AB,High,-1.4038
2,AB,High,-1.5311
2,AB,High,-1.5251
2,EP,High,-2.428
2,EP,High,-2.1039
2,EP,High,-1.6131
2,EP,High,-1.7567
2,EP,High,-2.6344
2,EP,High,-1.7246
2,EP,High,-2.2297
2,EP,High,-1.7923
2,EP,High,-1.8179
2,EP,High,-1.8585
2,TS,High,-1.691
2,TS,High,-1.534
2,TS,High,-2.4608
2,TS,High,-1.6861
2,TS,High,-1.4906
2,TS,High,-1.8629
2,TS,High,-1.4636
2,TS,High,-1.9631
2,TS,High,-1.7219
2,TS,High,-1.5181
2,JS,High,-1.9296
2,JS,High,-1.6514
2,JS,High,-1.6126
2,JS,High,-1.458
2,JS,High,-2.7673
2,JS,High,-1.5947
2,JS,High,-2.859
2,JS,High,-2.4802
2,JS,High,-1.7749
2,JS,High,-1.4898
3,AB,High,-1.4207
3,AB,High,-1.6017
3,AB,High,-1.3998
3,AB,High,-1.5872
3,AB,High,-1.925
3,AB,High,-1.4703
3,AB,High,-1.4325
3,AB,High,-1.5852
3,AB,High,-1.4776
3,AB,High,-1.5439
3,EP,High,-1.7517
3,EP,High,-1.801
3,EP,High,-1.8842
3,EP,High,-1.7819
3,EP,High,-1.9452
3,EP,High,-1.7006
3,EP,High,-1.6352
3,EP,High,-1.85
3,EP,High,-1.7839
3,EP,High,-1.7506
3,TS,High,-1.6439
3,TS,High,-2.2851
3,TS,High,-1.7013
3,TS,High,-1.9784
3,TS,High,-1.6394
3,TS,High,-1.9915
3,TS,High,-2.4657
3,TS,High,-1.838
3,TS,High,-2.264
3,TS,High,-2.1616
3,JS,High,-2.2937
3,JS,High,-1.6421
3,JS,High,-2.2871
3,JS,High,-2.1408
3,JS,High,-2.3316
3,JS,High,-2.4947
3,JS,High,-1.8715
3,JS,High,-2.3668
3,JS,High,-2.1656
3,JS,High,-2.2251
4,AB,High,-1.4631
4,AB,High,-1.4397
4,AB,High,-1.4073
4,AB,High,-1.5183
4,AB,High,-1.5426
4,AB,High,-1.5469
4,AB,High,-1.6138
4,AB,High,-1.4081
4,AB,High,-1.466
4,AB,High,-1.4352
4,EP,High,-1.9732
4,EP,High,-1.8455
4,EP,High,-2.2658
4,EP,High,-3.9914
4,EP,High,-3.053
4,EP,High,-2.7542
4,EP,High,-2.2468
4,EP,High,-4.5354
4,EP,High,-3.2312
4,EP,High,-2.4109
4,TS,High,-3.4802
4,TS,High,-2.0389
4,TS,High,-3.4909
4,TS,High,-2.7114
4,TS,High,-2.6567
4,TS,High,-2.2321
4,TS,High,-2.5001
4,TS,High,-2.4762
4,TS,High,-2.3746
4,TS,High,-1.6418
4,JS,High,-2.4077
4,JS,High,-2.6904
4,JS,High,-2.2557
4,JS,High,-2.2608
4,JS,High,-3.105
4,JS,High,-1.9355
4,JS,High,-2.5439
4,JS,High,-2.1473
4,JS,High,-2.8277
4,JS,High,-2.1308
5,AB,High,-1.3954
5,AB,High,-1.3995
5,AB,High,-1.4775
5,AB,High,-1.4087
5,AB,High,-1.4603
5,AB,High,-1.4683
5,AB,High,-1.3975
5,AB,High,-1.4344
5,AB,High,-1.4288
5,AB,High,-1.4889
5,EP,High,-2.0652
5,EP,High,-2.4124
5,EP,High,-1.4362
5,EP,High,-1.4718
