sub_num,case_nm,target,iteration,hdiff
3,TS,High,3,62.0979
3,TS,High,4,54.43674
3,TS,High,5,63.74813
3,TS,High,6,53.8967
3,TS,High,7,75.99469
3,TS,High,8,105.6534
3,TS,High,9,71.97475
3,TS,High,10,34.22996
3,TS,High,12,83.5658
3,TS,High,13,48.43402
3,TS,High,14,21.27732
3,TS,High,15,48.83507
3,TS,High,16,56.88457
3,TS,High,17,33.89395
3,TS,High,19,60.1265
3,TS,High,20,46.65804
3,TS,High,21,52.88116
3,TS,High,22,114.9852
3,TS,High,23,75.2735
3,TS,High,24,39.61588
3,TS,High,25,50.99542
3,TS,High,26,48.53238
3,TS,High,27,87.25608
3,TS,High,28,44.02231
3,TS,High,29,70.50322
3,TS,High,30,63.06271
3,JS,Close,1,60.1273
3,JS,Close,2,30.6258
3,JS,Close,3,21.175
3,JS,Close,4,9.11566
3,JS,Close,5,18.7643
3,JS,Close,6,9.4281
3,JS,Close,7,28.9936
3,JS,Close,8,18.3813
3,JS,Close,9,16.6085
3,JS,Close,10,15.5135
3,JS,Close,12,32.8145
3,JS,Close,13,25.114
3,JS,Close,14,21.9151
3,JS,Close,15,23.7852
3,JS,Close,16,12.2448
3,JS,Close,17,18.4675
3,JS,Close,19,27.174
3,JS,Close,20,19.6075
3,JS,Close,21,20.9439
3,JS,Close,22,19.5651
3,JS,Close,23,21.4422
3,JS,Close,24,4.66822
3,JS,Close,25,9.50748
3,JS,Close,26,25.0608
3,JS,Close,27,16.6086
3,JS,Close,28,19.3355
3,JS,Close,29,16.684
3,JS,Close,30,26.3966
3,JS,Mid,1,74.3619
3,JS,Mid,2,34.1053
3,JS,Mid,3,29.5314
3,JS,Mid,4,7.53736
3,JS,Mid,5,7.74242
3,JS,Mid,6,59.667
3,JS,Mid,7,9.40148
3,JS,Mid,8,6.96444
3,JS,Mid,9,28.3593
3,JS,Mid,10,14.9316
3,JS,Mid,12,14.9429
3,JS,Mid,13,22.8607
3,JS,Mid,14,7.9956
3,JS,Mid,15,13.1029
3,JS,Mid,16,11.8766
3,JS,Mid,17,15.7872
3,JS,Mid,19,20.9348
3,JS,Mid,20,9.92636
3,JS,Mid,21,7.72966
3,JS,Mid,22,9.93875
3,JS,Mid,23,12.4778
3,JS,Mid,24,11.7004
3,JS,Mid,25,7.93452
3,JS,Mid,26,13.2545
3,JS,Mid,27,9.17469
3,JS,Mid,28,8.03652
3,JS,Mid,29,23.0931
3,JS,Mid,30,10.8936
3,JS,Far,1,177.6942
3,JS,Far,2,75.83329
3,JS,Far,3,56.99267
3,JS,Far,4,380.1939
3,JS,Far,5,111.0814
3,JS,Far,6,201.2196
3,JS,Far,7,61.40676
3,JS,Far,8,41.71447
3,JS,Far,9,36.67126
3,JS,Far,10,38.71566
3,JS,Far,12,27.86
3,JS,Far,13,60.29223
3,JS,Far,14,77.22966
3,JS,Far,15,68.224
3,JS,Far,16,36.42789
3,JS,Far,17,21.35729
3,JS,Far,19,28.96396
3,JS,Far,20,101.7169
3,JS,Far,21,51.88877
3,JS,Far,22,40.21435
3,JS,Far,23,45.76934
3,JS,Far,24,25.41396
3,JS,Far,25,39.38999
3,JS,Far,26,56.60812
3,JS,Far,27,48.22465
3,JS,Far,28,65.75824
3,JS,Far,29,51.98971
3,JS,Far,30,41.70129
3,JS,High,1,86.60484
3,JS,High,2,106.4077
3,JS,High,3,86.00479
3,JS,High,4,162.3082
3,JS,High,5,110.8569
3,JS,High,6,173.8857
3,JS,High,7,65.31005
3,JS,High,8,28.43183
3,JS,High,9,163.1105
3,JS,High,10,390.0795
3,JS,High,12,110.4342
3,JS,High,13,63.2765
3,JS,High,14,105.2468
3,JS,High,15,73.81532
3,JS,High,16,112.3803
3,JS,High,17,78.88985
3,JS,High,19,69.94948
3,JS,High,20,75.00728
3,JS,High,21,75.81211
3,JS,High,22,44.76006
3,JS,High,23,110.5265
3,JS,High,24,51.82859
3,JS,High,25,47.34418
3,JS,High,26,84.80941
3,JS,High,27,53.51503
3,JS,High,28,70.6302
3,JS,High,29,69.82106
3,JS,High,30,63.47865
3,TS,High,11,94.54903
3,EP,Far,11,62.86131
3,EP,High,11,51.09537
3,TS,Mid,11,41.96847
3,JS,Far,11,25.05998
3,JS,Close,11,20.7129
3,EP,Close,11,18.48876
3,TS,Close,11,14.4154
3,EP,Mid,11,13.9587
3,JS,Mid,11,6.73186
3,TS,High,18,72.67848
3,EP,Far,18,69.24833
3,JS,High,18,69.17788
3,TS,Mid,18,34.6649
3,TS,Far,18,32.76375
3,JS,Far,18,31.52705
3,EP,High,18,28.25788
3,EP,Close,18,26.04193
3,JS,Mid,18,16.7236
3,JS,Close,18,14.8961
3,TS,Close,18,14.5898
3,EP,Mid,18,12.5695
4,TS,Far,18,152.9521
4,TS,High,18,151.5506
4,TS,Mid,18,114.4705
4,JS,Far,18,110.9879
4,JS,Close,18,105.1952
4,TS,Close,18,96.5269
4,TS,Close,11,429.1892
4,TS,Far,11,213.1488
4,TS,High,11,160.8285
4,EP,Close,1,29.88331
4,EP,Close,2,50.09019
4,EP,Close,3,61.35234
4,EP,Close,4,57.67519
4,EP,Close,5,63.16408
4,EP,Close,6,79.02959
4,EP,Close,7,51.15012
4,EP,Close,8,65.40883
4,EP,Close,9,46.87273
4,EP,Close,10,26.5961
4,EP,Close,12,34.8015
4,EP,Close,13,60.22885
4,EP,Close,14,24.65651
4,EP,Close,15,134.2327
4,EP,Close,16,16.38842
4,EP,Close,17,67.34151
4,EP,Close,19,60.8774
4,EP,Close,20,35.17724
4,EP,Close,21,38.56228
4,EP,Close,22,31.5159
4,EP,Close,23,46.00071
4,EP,Close,24,27.8014
4,EP,Close,25,23.02167
4,EP,Close,26,23.22637
4,EP,Close,27,36.39407
4,EP,Close,28,33.55697
4,EP,Close,29,57.92182
4,EP,Close,30,65.9452
4,EP,Mid,1,79.189
4,EP,Mid,2,34.1725
4,EP,Mid,3,44.4727
4,EP,Mid,4,55.1577
4,EP,Mid,5,42.8318
4,EP,Mid,6,31.5633
4,EP,Mid,7,28.4609
4,EP,Mid,8,36.4396
4,EP,Mid,9,29.0885
4,EP,Mid,10,40.7378
4,EP,Mid,12,22.7637
4,EP,Mid,13,9.40075
4,EP,Mid,14,19.2828
4,EP,Mid,15,44.3672
4,EP,Mid,16,38.3776
4,EP,Mid,17,32.9534
4,EP,Mid,19,73.5781
4,EP,Mid,20,72.7614
4,EP,Mid,21,29.7574
4,EP,Mid,22,53.147
4,EP,Mid,23,43.4085
4,EP,Mid,24,39.0709
4,EP,Mid,25,45.1464
4,EP,Mid,26,51.5487
4,EP,Mid,27,97.6109
4,EP,Mid,28,29.9177
4,EP,Mid,29,22.9697
4,EP,Mid,30,48.4465
4,EP,Far,1,146.9092
4,EP,Far,2,81.21491
4,EP,Far,3,38.25637
4,EP,Far,4,51.09408
4,EP,Far,5,69.80842
4,EP,Far,6,35.03164
4,EP,Far,7,21.87343
4,EP,Far,8,42.12351
4,EP,Far,9,58.70849
4,EP,Far,10,66.92543
4,EP,Far,12,111.1907
4,EP,Far,13,62.22459
4,EP,Far,14,72.75893
4,EP,Far,15,106.9917
4,EP,Far,16,77.79521
4,EP,Far,17,58.38554
4,EP,Far,19,56.05318
4,EP,Far,20,94.6491
4,EP,Far,21,37.72751
4,EP,Far,22,43.30994
4,EP,Far,23,35.94577
4,EP,Far,24,105.2612
4,EP,Far,25,45.43849
4,EP,Far,26,185.9438
4,EP,Far,27,90.47384
4,EP,Far,28,108.2374
4,EP,Far,29,74.35365
4,EP,Far,30,66.6573
4,EP,High,1,55.57969
4,EP,High,2,64.75308
4,EP,High,3,38.77494
4,EP,High,4,29.4733
4,EP,High,5,26.70401
4,EP,High,6,33.87868
4,EP,High,7,34.68089
4,EP,High,8,71.43887
4,EP,High,9,98.90549
4,EP,High,10,32.28652
4,EP,High,12,34.25873
4,EP,High,13,20.63818
4,EP,High,14,32.81783
4,EP,High,15,40.01538
4,EP,High,16,99.5175
4,EP,High,17,41.50504
4,EP,High,19,61.47706
4,EP,High,20,25.01234
4,EP,High,21,49.20112
4,EP,High,22,33.8191
4,EP,High,23,45.10705
4,EP,High,24,113.3879
4,EP,High,25,59.11376
4,EP,High,26,64.9067
4,EP,High,27,39.275
4,EP,High,28,161.4668
4,EP,High,29,47.67759
4,EP,High,30,19.1366
4,TS,Close,1,89.59143
4,TS,Close,2,532.7779
4,TS,Close,3,380.2768
4,TS,Close,4,137.6809
4,TS,Close,5,423.6693
4,TS,Close,6,314.2074
4,TS,Close,7,45.1435
4,TS,Close,8,100.2188
4,TS,Close,9,89.27027
4,TS,Close,10,477.4783
4,TS,Close,12,68.15099
4,TS,Close,13,181.4697
4,TS,Close,14,85.41059
4,TS,Close,15,54.12934
4,TS,Close,16,79.66291
4,TS,Close,17,92.81839
4,TS,Close,19,112.4337
4,TS,Close,20,199.6793
4,TS,Close,21,178.074
4,TS,Close,22,70.90575
4,TS,Close,23,234.8782
4,TS,Close,24,84.09291
4,TS,Close,25,152.8427
4,TS,Close,26,55.68498
4,TS,Close,27,80.57331
4,TS,Close,28,48.47887
4,TS,Close,29,118.3121
4,TS,Close,30,155.3896
4,TS,Mid,1,30.21655
4,TS,Mid,2,241.6522
4,TS,Mid,3,80.8486
4,TS,Mid,4,80.3603
4,TS,Mid,5,75.08959
4,TS,Mid,6,65.8036
4,TS,Mid,7,317.4438
4,TS,Mid,8,494.2684
4,TS,Mid,9,122.8737
4,TS,Mid,10,228.9126
4,TS,Mid,12,64.17466
4,TS,Mid,13,214.1301
4,TS,Mid,14,78.29356
4,TS,Mid,15,146.141
4,TS,Mid,16,137.1574
4,TS,Mid,17,156.1919
4,TS,Mid,19,83.08417
4,TS,Mid,20,79.6022
4,TS,Mid,21,168.7923
4,TS,Mid,22,75.96829
4,TS,Mid,23,75.15472
4,TS,Mid,24,130.4413
4,TS,Mid,25,212.884
4,TS,Mid,26,91.90582
4,TS,Mid,27,88.8097
4,TS,Mid,28,71.99134
4,TS,Mid,29,44.05266
4,TS,Mid,30,85.2752
4,TS,Far,1,205.2953
4,TS,Far,2,116.1609
4,TS,Far,3,311.8222
4,TS,Far,4,151.8051
4,TS,Far,5,122.9566
4,TS,Far,6,178.3407
4,TS,Far,7,167.2807
4,TS,Far,8,139.0996
4,TS,Far,9,263.1153
4,TS,Far,10,314.1927
4,TS,Far,12,120.5306
4,TS,Far,13,65.24198
4,TS,Far,14,94.17247
4,TS,Far,15,152.2272
4,TS,Far,16,96.13542
4,TS,Far,17,86.86268
4,TS,Far,19,151.0882
4,TS,Far,20,307.1002
4,TS,Far,21,203.8793
4,TS,Far,22,174.4528
4,TS,Far,23,134.215
4,TS,Far,24,245.1164
4,TS,Far,25,89.23622
4,TS,Far,26,102.97
4,TS,Far,27,150.4334
4,TS,Far,28,76.20606
4,TS,Far,29,78.10211
4,TS,Far,30,72.328
4,TS,High,1,141.8794
4,TS,High,2,22.63431
4,TS,High,3,761.5354
4,TS,High,4,542.0803
4,TS,High,5,146.5742
4,TS,High,6,412.5648
4,TS,High,7,188.3785
4,TS,High,8,244.8467
4,TS,High,9,205.2809
4,TS,High,10,251.5724
4,TS,High,12,251.2208
4,TS,High,13,252.9245
4,TS,High,14,208.6078
4,TS,High,15,151.4776
4,TS,High,16,107.0042
4,TS,High,17,199.9937
4,TS,High,19,281.9336
4,TS,High,20,146.4044
4,TS,High,21,210.3981
4,TS,High,22,129.8552
4,TS,High,23,237.3996
4,TS,High,24,207.1114
4,TS,High,25,81.6763
4,TS,High,26,139.0075
4,TS,High,27,123.9264
4,TS,High,28,161.1192
4,TS,High,29,61.74837
4,TS,High,30,45.17743
4,JS,Close,1,61.07326
4,JS,Close,2,154.5041
4,JS,Close,3,21.212
4,JS,Close,4,35.58807
4,JS,Close,5,25.84643
4,JS,Close,6,16.20992
4,JS,Close,7,25.58544
4,JS,Close,8,13.74194
4,JS,Close,9,40.28119
4,JS,Close,10,21.86245
4,JS,Close,12,69.22943
4,JS,Close,13,55.0839
4,JS,Close,14,34.41063
4,JS,Close,15,18.43062
4,JS,Close,16,47.08882
4,JS,Close,17,26.2236
4,JS,Close,19,49.52222
4,JS,Close,20,78.82068
4,JS,Close,21,92.01079
4,JS,Close,22,27.48993
4,JS,Close,23,76.39484
4,JS,Close,24,15.22484
4,JS,Close,25,80.49614
4,JS,Close,26,31.29238
4,JS,Close,27,12.03525
4,JS,Close,28,30.97764
4,JS,Close,29,180.2862
4,JS,Close,30,102.0125
4,JS,Mid,1,118.1348
4,JS,Mid,2,46.83309
4,JS,Mid,3,43.78074
4,JS,Mid,4,46.0386
4,JS,Mid,5,54.22163
4,JS,Mid,6,77.02196
4,JS,Mid,7,19.59429
4,JS,Mid,8,20.42431
4,JS,Mid,9,21.62383
4,JS,Mid,10,37.8217
4,JS,Mid,12,39.06982
4,JS,Mid,13,44.31011
4,JS,Mid,14,27.86929
4,JS,Mid,15,20.57032
4,JS,Mid,16,30.62187
4,JS,Mid,17,37.5613
4,JS,Mid,19,35.50544
4,JS,Mid,20,117.2936
4,JS,Mid,21,18.77262
4,JS,Mid,22,26.95132
4,JS,Mid,23,43.22095
4,JS,Mid,24,60.8123
4,JS,Mid,25,63.61292
4,JS,Mid,26,14.86526
4,JS,Mid,27,26.26525
4,JS,Mid,28,24.97111
4,JS,Mid,29,77.22221
4,JS,Mid,30,56.88089
4,JS,Far,1,60.89552
4,JS,Far,2,55.14186
4,JS,Far,3,51.31998
4,JS,Far,4,81.97814
4,JS,Far,5,53.53935
4,JS,Far,6,54.98059
4,JS,Far,7,49.8588
4,JS,Far,8,33.19431
4,JS,Far,9,39.09679
4,JS,Far,10,58.69842
4,JS,Far,12,59.61267
4,JS,Far,13,40.63567
4,JS,Far,14,61.37097
4,JS,Far,15,51.49196
4,JS,Far,16,46.81023
4,JS,Far,17,36.33611
4,JS,Far,19,69.56138
4,JS,Far,20,57.43147
4,JS,Far,21,61.76619
4,JS,Far,22,37.22361
4,JS,Far,23,27.7035
4,JS,Far,24,67.05522
4,JS,Far,25,19.09402
4,JS,Far,26,31.78824
4,JS,Far,27,35.64622
4,JS,Far,28,122.9673
4,JS,Far,29,61.61314
4,JS,Far,30,36.05962
4,JS,High,1,76.6782
4,JS,High,2,41.1041
4,JS,High,3,39.1667
4,JS,High,4,31.8153
4,JS,High,5,62.5476
4,JS,High,6,64.2254
4,JS,High,7,41.2707
4,JS,High,8,77.4802
4,JS,High,9,27.7118
4,JS,High,10,33.5023
4,JS,High,12,62.1414
4,JS,High,13,76.4213
4,JS,High,14,73.985
4,JS,High,15,36.4931
4,JS,High,16,27.2515
4,JS,High,17,42.9754
4,JS,High,19,46.172
4,JS,High,20,53.0398
4,JS,High,21,25.7548
4,JS,High,22,34.3384
4,JS,High,23,34.8893
4,JS,High,24,34.6141
4,JS,High,25,55.7607
4,JS,High,26,58.2539
4,JS,High,27,26.2629
4,JS,High,28,57.0816
4,JS,High,29,49.644
4,JS,High,30,32.1912
4,EP,Far,11,85.54947
4,TS,Mid,11,67.29871
4,JS,High,11,53.1329
4,JS,Mid,11,52.5116
4,JS,Far,11,50.95254
4,EP,High,11,28.36347
4,JS,Close,11,27.37506
4,EP,Close,11,25.41718
4,EP,Mid,11,19.7738
4,EP,Far,18,54.47674
4,EP,Mid,18,49.3984
4,EP,Close,18,39.32777
4,EP,High,18,34.91569
4,JS,High,18,29.9995
4,JS,Mid,18,24.57606
5,TS,High,18,326.4604
5,EP,Far,18,117.9042
5,JS,High,18,88.2913
5,TS,Close,11,224.2401
5,TS,Mid,11,122.8162
5,JS,Close,11,121.0361
5,JS,High,11,106.1249
5,TS,Far,11,89.22238
5,EP,Close,1,28.9085
5,EP,Close,2,14.9008
5,EP,Close,3,31.6854
5,EP,Close,4,24.413
5,EP,Close,5,27.7529
5,EP,Close,6,7.93937
5,EP,Close,7,26.3673
5,EP,Close,8,36.7407
5,EP,Close,9,22.5273
5,EP,Close,10,18.959
5,EP,Close,12,18.7202
5,EP,Close,13,91.0553
5,EP,Close,14,26.3221
5,EP,Close,15,33.7567
5,EP,Close,16,31.9108
5,EP,Close,17,41.7495
5,EP,Close,19,25.6291
5,EP,Close,20,26.4955
5,EP,Close,21,52.7075
5,EP,Close,22,41.3558
5,EP,Close,23,29.025
5,EP,Close,24,22.6149
5,EP,Close,25,21.7814
5,EP,Close,26,21.6595
5,EP,Close,27,22.2016
5,EP,Close,28,22.3244
5,EP,Close,29,35.1891
5,EP,Close,30,31.6663
5,EP,Mid,1,41.3682
5,EP,Mid,2,20.66
5,EP,Mid,3,20.0533
5,EP,Mid,4,38.0783
5,EP,Mid,5,34.1883
5,EP,Mid,6,30.1954
5,EP,Mid,7,34.7716
5,EP,Mid,8,17.3908
5,EP,Mid,9,11.9635
5,EP,Mid,10,12.1261
5,EP,Mid,12,11.6453
5,EP,Mid,13,23.9278
5,EP,Mid,14,21.4629
5,EP,Mid,15,29.4489
5,EP,Mid,16,85.0722
5,EP,Mid,17,28.7899
5,EP,Mid,19,8.78586
5,EP,Mid,20,16.8234
5,EP,Mid,21,8.77709
5,EP,Mid,22,12.4351
5,EP,Mid,23,39.6709
5,EP,Mid,24,33.156
5,EP,Mid,25,21.6273
5,EP,Mid,26,16.2913
5,EP,Mid,27,13.2756
5,EP,Mid,28,76.8759
5,EP,Mid,29,36.5358
5,EP,Mid,30,25.0158
5,EP,Far,1,37.17008
5,EP,Far,2,32.11989
5,EP,Far,3,68.49567
5,EP,Far,4,83.55203
5,EP,Far,5,43.9753
5,EP,Far,6,35.76814
5,EP,Far,7,33.14035
5,EP,Far,8,31.67653
5,EP,Far,9,46.42682
5,EP,Far,10,53.83692
5,EP,Far,12,37.60853
5,EP,Far,13,55.69418
5,EP,Far,14,20.49724
5,EP,Far,15,48.17158
5,EP,Far,16,68.31934
5,EP,Far,17,108.781
5,EP,Far,19,53.98294
5,EP,Far,20,31.60134
5,EP,Far,21,56.8273
5,EP,Far,22,74.21073
5,EP,Far,23,82.33999
5,EP,Far,24,80.2139
5,EP,Far,25,34.77443
5,EP,Far,26,45.14071
5,EP,Far,27,63.94697
5,EP,Far,28,77.53888
5,EP,Far,29,52.6912
5,EP,Far,30,39.47566
5,EP,High,1,33.8465
5,EP,High,2,11.6578
5,EP,High,3,50.0693
5,EP,High,4,17.5361
5,EP,High,5,84.5385
5,EP,High,6,22.3123
5,EP,High,7,37.9437
5,EP,High,8,34.3246
5,EP,High,9,9.19277
5,EP,High,10,9.65108
5,EP,High,12,16.2243
5,EP,High,13,11.7075
5,EP,High,14,23.4109
5,EP,High,15,37.1417
5,EP,High,16,60.2329
5,EP,High,17,27.5953
5,EP,High,19,9.36126
5,EP,High,20,22.1604
5,EP,High,21,67.8495
5,EP,High,22,74.0864
5,EP,High,23,29.1803
5,EP,High,24,25.345
5,EP,High,25,44.2997
5,EP,High,26,34.3719
5,EP,High,27,15.8946
5,EP,High,28,15.0616
5,EP,High,29,14.6316
5,EP,High,30,23.4407
5,TS,Close,1,41.78296
5,TS,Close,2,90.48458
5,TS,Close,3,47.81652
5,TS,Close,4,52.19207
5,TS,Close,5,42.7005
5,TS,Close,6,135.1918
5,TS,Close,7,76.8651
5,TS,Close,8,78.24391
5,TS,Close,9,18.4798
5,TS,Close,10,48.72994
5,EP,Far,11,79.47468
5,TS,Close,12,55.45813
5,TS,Close,13,33.43817
5,TS,Close,14,49.87149
5,TS,Close,15,15.91939
5,TS,Close,16,22.36927
5,TS,Close,17,38.53138
5,TS,Close,19,25.88514
5,TS,Close,20,18.18423
5,TS,Close,21,38.1254
5,TS,Close,22,20.88351
5,TS,Close,23,26.91771
5,TS,Close,24,21.22114
5,TS,Close,25,138.5288
5,TS,Close,26,181.7597
5,TS,Close,27,23.49372
5,TS,Close,28,7.555106
5,TS,Close,29,46.25668
5,TS,Close,30,30.46346
5,TS,Mid,1,47.80813
5,TS,Mid,2,165.6079
5,TS,Mid,3,188.9511
5,TS,Mid,4,219.4889
5,TS,Mid,5,31.84984
5,TS,Mid,6,181.0055
5,TS,Mid,7,35.68918
5,TS,Mid,8,119.2693
5,TS,Mid,9,90.56689
5,TS,Mid,10,45.18099
5,TS,Mid,12,37.776
5,TS,Mid,13,53.23751
5,TS,Mid,14,16.05743
5,TS,Mid,15,22.40418
5,TS,Mid,16,31.31848
5,TS,Mid,17,20.59857
5,TS,Mid,19,18.44219
5,TS,Mid,20,16.52319
5,TS,Mid,21,10.01494
5,TS,Mid,22,20.66827
5,TS,Mid,23,37.79471
5,TS,Mid,24,23.42286
5,TS,Mid,25,27.91668
5,TS,Mid,26,8.739772
5,TS,Mid,27,20.7213
5,TS,Mid,28,9.356576
5,TS,Mid,29,10.50522
5,TS,Mid,30,12.43745
5,TS,Far,1,461.0887
5,TS,Far,2,319.8389
5,TS,Far,3,558.3388
5,TS,Far,4,289.7302
5,TS,Far,5,51.14773
5,TS,Far,6,58.95147
5,TS,Far,7,161.6089
5,TS,Far,8,197.2984
5,TS,Far,9,110.4821
5,TS,Far,10,41.43853
5,TS,Far,12,67.13693
5,TS,Far,13,39.26037
5,TS,Far,14,56.06511
5,TS,Far,15,22.2037
5,TS,Far,16,73.91533
5,TS,Far,17,23.86617
5,TS,Far,19,19.96657
5,TS,Far,20,18.09567
5,TS,Far,21,47.00278
5,TS,Far,22,24.38922
5,TS,Far,23,31.34402
5,TS,Far,24,27.14334
5,TS,Far,25,25.334
5,TS,Far,26,47.67316
5,TS,Far,27,30.52825
5,TS,Far,28,32.70072
5,TS,Far,29,22.95949
5,TS,Far,30,21.05664
5,TS,High,1,25.43664
5,TS,High,2,128.2473
5,TS,High,3,22.77607
5,TS,High,4,76.86914
5,TS,High,5,238.5553
5,TS,High,6,51.50798
5,TS,High,7,20.34019
5,TS,High,8,62.81028
5,TS,High,9,60.71516
5,TS,High,10,60.05069
5,TS,High,12,663.3978
5,TS,High,13,51.1054
5,TS,High,14,33.8496
5,TS,High,15,37.41583
5,TS,High,16,36.85339
5,TS,High,17,32.67939
5,TS,High,19,13.37233
5,TS,High,20,23.31309
5,TS,High,21,83.53082
5,TS,High,22,26.2108
5,TS,High,23,37.68086
5,TS,High,24,26.18536
5,TS,High,25,33.58928
5,TS,High,26,31.87446
5,TS,High,27,22.36516
5,TS,High,28,30.03147
5,TS,High,29,13.28533
5,TS,High,30,29.2489
5,JS,Close,1,59.16208
5,JS,Close,2,83.08411
5,JS,Close,3,63.55678
5,JS,Close,4,71.71004
5,JS,Close,5,58.94802
5,JS,Close,6,59.3544
5,JS,Close,7,51.78945
5,JS,Close,8,91.2676
5,JS,Close,9,61.85937
5,JS,Close,10,93.21622
5,JS,Close,12,118.151
5,JS,Close,13,91.20261
5,JS,Close,14,98.24645
5,JS,Close,15,86.50476
5,JS,Close,16,55.39051
5,JS,Close,17,68.07771
5,JS,Close,19,63.64573
5,JS,Close,20,40.94331
5,JS,Close,21,102.9817
5,JS,Close,22,65.65614
5,JS,Close,23,64.48235
5,JS,Close,24,69.68772
5,JS,Close,25,50.93187
5,JS,Close,26,71.43127
5,JS,Close,27,59.53327
5,JS,Close,28,73.10581
5,JS,Close,29,48.7156
5,JS,Close,30,44.04974
5,JS,Mid,1,48.00411
5,JS,Mid,2,114.0799
5,JS,Mid,3,66.76388
5,JS,Mid,4,35.82207
5,JS,Mid,5,68.33283
5,JS,Mid,6,24.92742
5,JS,Mid,7,47.37525
5,JS,Mid,8,33.87425
5,JS,Mid,9,17.20616
5,JS,Mid,10,33.14855
5,EP,High,11,74.5162
5,JS,Mid,12,101.018
5,JS,Mid,13,86.04588
5,JS,Mid,14,44.82317
5,JS,Mid,15,25.32289
5,JS,Mid,16,32.60935
5,JS,Mid,17,35.45172
5,JS,Mid,19,17.59918
5,JS,Mid,20,48.65034
5,JS,Mid,21,26.12737
5,JS,Mid,22,16.91703
5,JS,Mid,23,55.89006
5,JS,Mid,24,28.4882
5,JS,Mid,25,34.8715
5,JS,Mid,26,39.82873
5,JS,Mid,27,35.31366
5,JS,Mid,28,25.85057
5,JS,Mid,29,33.45778
5,JS,Mid,30,41.69155
5,JS,Far,1,70.8746
5,JS,Far,2,61.9889
5,JS,Far,3,42.1323
5,JS,Far,4,20.3089
5,JS,Far,5,17.298
5,JS,Far,6,22.1727
5,JS,Far,7,13.3957
5,JS,Far,8,20.2626
5,JS,Far,9,24.314
5,JS,Far,10,17.0179
5,JS,Far,12,18.4646
5,JS,Far,13,55.0517
5,JS,Far,14,49.0113
5,JS,Far,15,46.0041
5,JS,Far,16,26.5952
5,JS,Far,17,59.1777
5,JS,Far,19,5.95155
5,JS,Far,20,71.5556
5,JS,Far,21,67.1586
5,JS,Far,22,20.642
5,JS,Far,23,43.7281
5,JS,Far,24,36.6146
5,JS,Far,25,38.4249
5,JS,Far,26,65.2866
5,JS,Far,27,19.3425
5,JS,Far,28,54.3078
5,JS,Far,29,24.5461
5,JS,Far,30,23.9608
5,JS,High,1,240.5802
5,JS,High,2,371.082
5,JS,High,3,259.9688
5,JS,High,4,71.99591
5,JS,High,5,150.6011
5,JS,High,6,107.8622
5,JS,High,7,58.298
5,JS,High,8,105.0404
5,JS,High,9,110.6552
5,JS,High,10,79.79788
5,JS,High,12,48.70138
5,JS,High,13,86.07099
5,JS,High,14,120.5024
5,JS,High,15,59.59775
5,JS,High,16,138.2693
5,JS,High,17,67.15807
5,JS,High,19,56.56718
5,JS,High,20,64.37919
5,JS,High,21,69.61587
5,JS,High,22,87.2156
5,JS,High,23,80.84741
5,JS,High,24,57.35458
5,JS,High,25,64.49576
5,JS,High,26,46.03717
5,JS,High,27,64.44705
5,JS,High,28,74.07026
5,JS,High,29,48.02335
5,JS,High,30,95.02728
5,EP,Mid,11,42.9831
5,EP,Close,11,42.9726
5,JS,Mid,11,42.47507
5,TS,High,11,37.08151
5,JS,Far,11,35.9892
5,JS,Close,18,60.00382
5,EP,Close,18,57.5839
5,JS,Far,18,34.8796
5,EP,Mid,18,25.9154
5,TS,Far,18,24.55689
5,JS,Mid,18,22.11317
5,TS,Mid,18,19.35233
5,TS,Close,18,9.237712
5,EP,High,18,6.19985
6,JS,High,18,75.75344
6,EP,Mid,18,74.7332
6,TS,Far,18,65.1094
6,EP,Far,18,62.44228
6,EP,Far,11,106.1209
6,EP,High,11,92.43022
6,EP,Close,1,10.3262
6,EP,Close,2,12.2119
6,EP,Close,3,11.6386
6,EP,Close,4,20.5365
6,EP,Close,5,26.9305
6,EP,Close,6,18.6766
6,EP,Close,7,11.7839
6,EP,Close,8,13.432
6,EP,Close,9,12.9065
6,EP,Close,10,15.5842
6,EP,Close,12,19.2669
6,EP,Close,13,24.8462
6,EP,Close,14,5.57687
6,EP,Close,15,21.7052
6,EP,Close,16,25.2743
6,EP,Close,17,10.228
6,EP,Close,19,21.2018
6,EP,Close,20,18.7713
6,EP,Close,21,34.0613
6,EP,Close,22,15.821
6,EP,Close,23,24.9091
6,EP,Close,24,13.0019
6,EP,Close,25,58.7972
6,EP,Close,26,74.9823
6,EP,Close,27,46.2535
6,EP,Close,28,14.3791
6,EP,Close,29,47.1709
6,EP,Close,30,52.2004
6,EP,Mid,1,22.8856
6,EP,Mid,2,26.8529
6,EP,Mid,3,31.4818
6,EP,Mid,4,23.5959
6,EP,Mid,5,24.9214
6,EP,Mid,6,35.6279
6,EP,Mid,7,29.6203
6,EP,Mid,8,29.1939
6,EP,Mid,9,10.3069
6,EP,Mid,10,14.0197
6,EP,Mid,12,28.6914
6,EP,Mid,13,35.4807
6,EP,Mid,14,82.221
6,EP,Mid,15,22.945
6,EP,Mid,16,30.6047
6,EP,Mid,17,30.0013
6,EP,Mid,19,45.9172
6,EP,Mid,20,40.6737
6,EP,Mid,21,49.5964
6,EP,Mid,22,13.4346
6,EP,Mid,23,26.9145
