sub_num,case_nm,target,time
3,EP,Far,4.7333
3,EP,Far,3.3444
3,EP,Far,3.2333
3,EP,Far,4.1555
3,EP,Far,3.1555
3,EP,Far,2.9667
3,EP,Far,5
3,EP,Far,3.2667
3,EP,Far,2.8
3,EP,Far,2.7444
3,TS,Far,3.5778
3,TS,Far,3.0889
3,TS,Far,2.7667
3,TS,Far,3.0222
3,TS,Far,3.7222
3,TS,Far,2.6222
3,TS,Far,2.5667
3,TS,Far,2.1889
3,TS,Far,2.3667
3,TS,Far,3
3,JS,Far,2.9667
3,JS,Far,2.7111
3,JS,Far,2.6667
3,JS,Far,2.4667
3,JS,Far,2.6333
3,JS,Far,2.9
3,JS,Far,2.7667
3,JS,Far,3.4889
3,JS,Far,3.7111
3,JS,Far,2.9889
4,AB,Far,1.8222
4,AB,Far,2.7222
4,AB,Far,1.8222
4,AB,Far,2.7111
4,AB,Far,1.8222
4,AB,Far,2.0889
4,AB,Far,2.4111
4,AB,Far,2.1111
4,AB,Far,1.9444
4,AB,Far,1.9111
4,EP,Far,3.5889
4,EP,Far,6.7556
4,EP,Far,3.1889
4,EP,Far,4.6667
4,EP,Far,3.1444
4,EP,Far,6.1556
4,EP,Far,4.6667
4,EP,Far,4.2222
4,EP,Far,4.3555
4,EP,Far,7.2778
4,TS,Far,6.3667
4,TS,Far,6.3889
4,TS,Far,4.6556
4,TS,Far,6.0111
4,TS,Far,5.3445
4,TS,Far,3.8222
4,TS,Far,4.2889
4,TS,Far,4.5778
4,TS,Far,3.2
4,TS,Far,3.7222
4,JS,Far,2.9889
4,JS,Far,3.4444
4,JS,Far,2.7444
4,JS,Far,3.4333
4,JS,Far,4.4778
4,JS,Far,2.6
4,JS,Far,2.4556
4,JS,Far,4.8111
4,JS,Far,3.1333
4,JS,Far,3.3555
5,AB,Far,1.7
5,AB,Far,2.0889
5,AB,Far,1.8333
5,AB,Far,1.4333
5,AB,Far,2.1889
5,AB,Far,1.9
5,AB,Far,1.8778
5,AB,Far,1.3667
5,AB,Far,1.4444
5,AB,Far,1.6
5,EP,Far,5.2222
5,EP,Far,5.0889
5,EP,Far,4.7222
5,EP,Far,3.6333
5,EP,Far,3.2778
5,EP,Far,3.5333
5,EP,Far,3.6555
5,EP,Far,3.8778
5,EP,Far,4.0333
5,EP,Far,4.4333
5,TS,Far,3.5
5,TS,Far,2.5333
5,TS,Far,3.8667
5,TS,Far,2.5667
5,TS,Far,2.6222
5,TS,Far,2.8111
5,TS,Far,3.0556
5,TS,Far,2.7889
5,TS,Far,2.2444
5,TS,Far,2.8444
5,JS,Far,5.7445
5,JS,Far,1.7111
5,JS,Far,3.7222
5,JS,Far,1.9889
5,JS,Far,2.6111
5,JS,Far,5.6667
5,JS,Far,3.1889
5,JS,Far,3.3
5,JS,Far,1.9333
5,JS,Far,1.7333
6,AB,Far,2.9333
6,AB,Far,1.6111
6,AB,Far,1.7222
6,AB,Far,1.7333
6,AB,Far,1.6222
6,AB,Far,1.4667
6,AB,Far,1.7556
6,AB,Far,1.7111
6,AB,Far,1.7
6,AB,Far,1.6222
6,EP,Far,2.3667
6,EP,Far,2.3889
6,EP,Far,3.0333
6,EP,Far,3.7444
6,EP,Far,3.7222
6,EP,Far,4.4111
6,EP,Far,3.1667
6,EP,Far,5.7111
6,EP,Far,2.5667
6,EP,Far,3.0111
6,TS,Far,3.2222
6,TS,Far,2.5667
6,TS,Far,2.4222
6,TS,Far,2.4222
6,TS,Far,6.8667
6,TS,Far,2.4667
6,TS,Far,2.2778
6,TS,Far,2.6667
6,TS,Far,2.1667
6,TS,Far,2.6222
6,JS,Far,2.1111
6,JS,Far,1.7444
6,JS,Far,1.9444
6,JS,Far,1.7667
6,JS,Far,2.1
6,JS,Far,2.1667
6,JS,Far,2.1889
6,JS,Far,2
6,JS,Far,2.2444
6,JS,Far,1.8444
7,AB,Far,2.6111
7,AB,Far,2.3667
7,AB,Far,2.1444
7,AB,Far,2.5222
7,AB,Far,2.4778
7,AB,Far,2.2111
7,AB,Far,2.2556
7,AB,Far,2.1556
7,AB,Far,2.1111
7,AB,Far,2
7,EP,Far,4.0889
7,EP,Far,5.1889
7,EP,Far,4.7222
7,EP,Far,5.1667
7,EP,Far,6.9778
7,EP,Far,3.7111
7,EP,Far,3.5
7,EP,Far,7.3
7,EP,Far,3.6667
7,EP,Far,4.5
7,TS,Far,4.3778
7,TS,Far,3.3
7,TS,Far,3.7111
7,TS,Far,4
7,TS,Far,3.5
7,TS,Far,3.1555
7,TS,Far,4.4889
7,TS,Far,4.3667
7,TS,Far,3.3778
7,TS,Far,3.6889
7,JS,Far,3.9444
7,JS,Far,4.2889
7,JS,Far,3.3111
7,JS,Far,6.0222
7,JS,Far,3.7222
7,JS,Far,3.5444
7,JS,Far,3.5889
7,JS,Far,3.4889
7,JS,Far,3.4778
7,JS,Far,6.5334
8,AB,Far,2.3
8,AB,Far,1.9444
8,AB,Far,2.1111
8,AB,Far,2.2556
8,AB,Far,2.1667
8,AB,Far,2.3667
8,AB,Far,1.9556
8,AB,Far,2.1
8,AB,Far,2.7556
8,AB,Far,1.9111
8,EP,Far,3.2667
8,EP,Far,3.7778
8,EP,Far,2.6667
8,EP,Far,3.7667
8,EP,Far,3.7444
8,EP,Far,2.5333
8,EP,Far,8.6556
8,EP,Far,2.3667
8,EP,Far,2.3
8,EP,Far,2.6778
8,TS,Far,3.8222
8,TS,Far,2.6889
8,TS,Far,2.6444
8,TS,Far,2.6111
8,TS,Far,2.6333
8,TS,Far,2.7444
8,TS,Far,2.5889
8,TS,Far,3.3889
8,TS,Far,3.0222
8,TS,Far,3.7667
8,JS,Far,2.9111
8,JS,Far,3.9333
8,JS,Far,2.7778
8,JS,Far,4.7333
8,JS,Far,2.6111
8,JS,Far,3
8,JS,Far,2.7889
8,JS,Far,4.0222
8,JS,Far,2.6222
8,JS,Far,2.4
9,AB,Far,1.6222
9,AB,Far,1.8111
9,AB,Far,1.8889
9,AB,Far,1.7111
9,AB,Far,2.0111
9,AB,Far,1.9222
9,AB,Far,1.7667
9,AB,Far,2.2889
9,AB,Far,2.0111
9,AB,Far,1.7556
9,EP,Far,4.6
9,EP,Far,4.5
9,EP,Far,3.5889
9,EP,Far,3.5444
9,EP,Far,8.6112
9,EP,Far,3.1
9,EP,Far,4.8333
9,EP,Far,5.6111
9,EP,Far,5.9778
9,EP,Far,3.7444
9,TS,Far,3.5778
9,TS,Far,4.0333
9,TS,Far,2.9889
9,TS,Far,3.7333
9,TS,Far,3.7
9,TS,Far,3.1778
9,TS,Far,3.6778
9,TS,Far,3.2778
9,TS,Far,3.3
9,TS,Far,3.3889
9,JS,Far,3.4667
9,JS,Far,3.7444
9,JS,Far,5.0444
9,JS,Far,3.3778
9,JS,Far,3.1889
9,JS,Far,3.9111
9,JS,Far,3.9222
9,JS,Far,3.8333
9,JS,Far,9.7556
9,JS,Far,3.6444
10,AB,Far,2.46667
10,AB,Far,1.96667
10,AB,Far,1.98889
10,AB,Far,2.16667
10,AB,Far,2.61111
10,AB,Far,2.44444
10,AB,Far,2.2
10,AB,Far,1.74445
10,AB,Far,2.12222
10,AB,Far,2.12222
10,EP,Far,5.61112
10,EP,Far,7.54448
10,EP,Far,6.11113
10,EP,Far,7.81115
10,EP,Far,5.40001
10,EP,Far,7.30003
10,EP,Far,6.48891
10,EP,Far,10.9223
10,EP,Far,6.21113
10,EP,Far,5.56668
10,TS,Far,3.64444
10,TS,Far,4.54444
10,TS,Far,5.75557
10,TS,Far,3.92221
10,TS,Far,3.23333
10,TS,Far,8.24449
10,TS,Far,4.91111
10,TS,Far,5.33334
10,TS,Far,4.13332
10,TS,Far,5.42223
10,JS,Far,2.92222
10,JS,Far,3.06666
10,JS,Far,2.97777
10,JS,Far,4.3111
10,JS,Far,3.23333
10,JS,Far,3.24444
10,JS,Far,3.15555
10,JS,Far,3.57777
10,JS,Far,3.66666
10,JS,Far,5.34445
11,AB,Far,1.8222
11,AB,Far,1.6667
11,AB,Far,1.7
11,AB,Far,1.9778
11,AB,Far,1.7889
11,AB,Far,1.9111
11,AB,Far,1.6778
11,AB,Far,1.6444
11,AB,Far,1.5889
11,AB,Far,1.5444
11,EP,Far,5.5
11,EP,Far,4.6333
11,EP,Far,3.7667
11,EP,Far,3.3778
11,EP,Far,5.5445
11,EP,Far,3.7444
11,EP,Far,5.4445
11,EP,Far,4.9889
11,EP,Far,4.2555
11,EP,Far,3.2111
11,TS,Far,3.3333
11,TS,Far,3.0556
11,TS,Far,3.2333
11,TS,Far,3.6667
11,TS,Far,2.4111
11,TS,Far,2.3222
11,TS,Far,5.6778
11,TS,Far,5.7445
11,TS,Far,4.6444
11,TS,Far,2.8444
11,JS,Far,2.5222
11,JS,Far,2.1667
11,JS,Far,4.4222
11,JS,Far,2.4333
11,JS,Far,1.9778
11,JS,Far,8.0223
11,JS,Far,2.1222
11,JS,Far,3.0556
11,JS,Far,7.7778
11,JS,Far,2.4556
12,AB,Far,1.9
12,AB,Far,3.3333
12,AB,Far,1.6
12,AB,Far,2.3
12,AB,Far,2.2
12,AB,Far,1.6778
12,AB,Far,1.7111
12,AB,Far,1.9778
12,AB,Far,1.7667
12,AB,Far,1.7556
12,EP,Far,4.9333
12,EP,Far,5.9222
12,EP,Far,5.4556
12,EP,Far,4.1778
12,EP,Far,4.2889
12,EP,Far,6.8889
12,EP,Far,4.7778
12,EP,Far,4.7556
12,EP,Far,3.8
12,EP,Far,3.7111
12,TS,Far,7.9
12,TS,Far,5.2222
12,TS,Far,3.3555
12,TS,Far,7.6778
12,TS,Far,3.5111
12,TS,Far,2.9444
12,TS,Far,4.2889
12,TS,Far,2.7889
12,TS,Far,2.4333
12,TS,Far,2.7444
12,JS,Far,2.9
12,JS,Far,2.9111
12,JS,Far,2.5667
12,JS,Far,3.8667
12,JS,Far,2.5889
12,JS,Far,2.2444
12,JS,Far,2.4222
12,JS,Far,2.5889
12,JS,Far,2.2222
12,JS,Far,2.1222
13,AB,Far,2.33333
13,AB,Far,2.44444
13,AB,Far,2.25556
13,AB,Far,2.23333
13,AB,Far,2.15556
13,AB,Far,2.02223
13,AB,Far,1.97778
13,AB,Far,2.38889
13,AB,Far,2.21111
13,AB,Far,2.71111
13,EP,Far,3.05555
13,EP,Far,3.08888
13,EP,Far,3.72221
13,EP,Far,3.53333
13,EP,Far,3.94443
13,EP,Far,3.4111
13,EP,Far,3.02222
13,EP,Far,3.52221
13,EP,Far,2.7
13,EP,Far,2.7
13,TS,Far,4.36666
13,TS,Far,3.98888
13,TS,Far,5.23334
13,TS,Far,3.57777
13,TS,Far,3.49999
13,TS,Far,3.94443
13,TS,Far,2.87777
13,TS,Far,2.94444
13,TS,Far,3.88888
13,TS,Far,4.03332
13,JS,Far,13.0001
13,JS,Far,2.5
13,JS,Far,2.33333
13,JS,Far,1.92223
13,JS,Far,2.11111
13,JS,Far,1.91111
13,JS,Far,1.91111
13,JS,Far,2.85555
13,JS,Far,2.35556
13,JS,Far,2.46667
14,AB,Far,2.0556
14,AB,Far,1.9
14,AB,Far,2.5778
14,AB,Far,1.8333
14,AB,Far,1.9444
14,AB,Far,1.8
14,AB,Far,1.8556
14,AB,Far,2.3222
14,AB,Far,1.8
14,AB,Far,1.8111
14,EP,Far,3.0556
14,EP,Far,3.0111
14,EP,Far,2.5778
14,EP,Far,2.6889
14,EP,Far,3.3222
14,EP,Far,3.1667
14,EP,Far,2.4889
14,EP,Far,3.9222
14,EP,Far,3.2555
14,EP,Far,5.1111
14,TS,Far,2.8778
14,TS,Far,3.0333
14,TS,Far,2.6222
14,TS,Far,2.3556
14,TS,Far,3.2111
14,TS,Far,3.1
14,TS,Far,2.7889
14,TS,Far,2.9222
14,TS,Far,2.7111
14,TS,Far,2.9222
14,JS,Far,1.7667
14,JS,Far,1.8111
14,JS,Far,3.1555
14,JS,Far,2.2667
14,JS,Far,2.1889
14,JS,Far,2.4444
14,JS,Far,2.3889
14,JS,Far,2.2889
14,JS,Far,2.0333
14,JS,Far,1.9111
15,AB,Far,2.1889
15,AB,Far,2.2333
15,AB,Far,1.9444
15,AB,Far,1.6889
15,AB,Far,1.8333
15,AB,Far,1.9
15,AB,Far,1.8333
15,AB,Far,2.8444
15,AB,Far,1.7333
15,AB,Far,1.8333
15,EP,Far,2.7222
15,EP,Far,2.8778
15,EP,Far,2.5667
15,EP,Far,2.9
15,EP,Far,3.1
15,EP,Far,4.2444
15,EP,Far,3.6
15,EP,Far,3.0778
15,EP,Far,4.0222
15,EP,Far,3.8333
15,TS,Far,2.7444
15,TS,Far,2.8778
15,TS,Far,3.0333
15,TS,Far,2.7111
15,TS,Far,2.5222
15,TS,Far,2.5444
15,TS,Far,2.4222
15,TS,Far,2.5444
15,TS,Far,2.3444
15,TS,Far,2.4444
15,JS,Far,2.4556
15,JS,Far,2.7333
15,JS,Far,2.6667
15,JS,Far,2.9444
15,JS,Far,2.5111
15,JS,Far,2.5778
15,JS,Far,3.7111
15,JS,Far,2.4667
15,JS,Far,2.5
15,JS,Far,2.5444
1,AB,High,5.7667
1,AB,High,1.8778
1,AB,High,1.7778
1,AB,High,2.2222
1,AB,High,1.8222
1,AB,High,2.2556
1,AB,High,2.7778
1,AB,High,1.8
1,AB,High,2.7
1,AB,High,1.9111
1,EP,High,4.9222
1,EP,High,4.5333
1,EP,High,4.7222
1,EP,High,8.5
1,EP,High,4.8444
1,EP,High,3.8
1,EP,High,5.0889
1,EP,High,5.4
1,EP,High,5.0111
1,EP,High,4.9889
1,TS,High,7.6
1,TS,High,5.5445
1,TS,High,5.0111
1,TS,High,5
1,TS,High,7.9556
1,TS,High,5.3333
1,TS,High,6.4556
1,TS,High,6.2667
1,TS,High,5.0333
1,TS,High,5.9
1,JS,High,4.6444
1,JS,High,5.3556
1,JS,High,7.6889
1,JS,High,7.8889
1,JS,High,5.7
1,JS,High,8.5223
1,JS,High,6.6667
1,JS,High,3.3667
1,JS,High,3.9111
1,JS,High,3.4222
2,AB,High,2.6778
2,AB,High,2.1111
2,AB,High,2.4778
2,AB,High,2.0889
2,AB,High,1.9444
2,AB,High,2.0556
2,AB,High,2.2222
2,AB,High,2.3
2,AB,High,2.1222
2,AB,High,2.0222
2,EP,High,5.5333
2,EP,High,5.9667
2,EP,High,3.2
2,EP,High,3.8667
2,EP,High,4.4444
2,EP,High,3.8
2,EP,High,3.7222
2,EP,High,4.9333
2,EP,High,3.5333
2,EP,High,4.5111
2,TS,High,1.8333
2,TS,High,3.5111
2,TS,High,4.6333
2,TS,High,2.2556
2,TS,High,2.6778
2,TS,High,3.0222
2,TS,High,2.4667
2,TS,High,1.6778
2,TS,High,3.2333
2,TS,High,2.1889
2,JS,High,2.5778
2,JS,High,3.7667
2,JS,High,4.9667
2,JS,High,2.8222
2,JS,High,6.7111
2,JS,High,3.4222
2,JS,High,5
2,JS,High,5.2778
2,JS,High,4.4889
2,JS,High,2.4556
3,AB,High,2.0667
3,AB,High,1.9889
3,AB,High,1.8778
3,AB,High,2.4667
3,AB,High,1.9889
3,AB,High,1.6556
3,AB,High,2.1444
3,AB,High,1.8333
3,AB,High,1.8556
3,AB,High,1.8444
3,EP,High,3.1444
3,EP,High,3.5222
3,EP,High,4.1444
3,EP,High,3.6333
3,EP,High,3.7
3,EP,High,3.7778
3,EP,High,3.8444
3,EP,High,2.5778
3,EP,High,4.4555
3,EP,High,3.9555
3,TS,High,4.3111
3,TS,High,4.6333
3,TS,High,3.3
3,TS,High,2.9556
3,TS,High,3.3889
3,TS,High,3.1333
3,TS,High,3.7333
3,TS,High,3.1222
3,TS,High,3.7
3,TS,High,3.7222
3,JS,High,3.2111
3,JS,High,3.5555
3,JS,High,4.2333
3,JS,High,3.2333
3,JS,High,3.2
3,JS,High,3.6444
3,JS,High,2.8889
3,JS,High,3.5333
3,JS,High,3.4778
3,JS,High,3.5555
4,AB,High,2.3889
4,AB,High,2.5333
4,AB,High,1.8333
4,AB,High,1.6667
4,AB,High,1.7667
4,AB,High,2.8444
4,AB,High,1.8889
4,AB,High,1.6667
4,AB,High,1.6333
4,AB,High,1.6667
4,EP,High,3.8889
4,EP,High,3.3333
4,EP,High,3.4778
4,EP,High,5.0667
4,EP,High,3.5111
4,EP,High,3.2333
4,EP,High,3.3
4,EP,High,5.5778
4,EP,High,4.1
4,EP,High,2.8333
4,TS,High,9.2334
4,TS,High,6.6889
4,TS,High,6.9111
4,TS,High,5.9
4,TS,High,5.8556
4,TS,High,3.8222
4,TS,High,5.7445
4,TS,High,4.2444
4,TS,High,6.5445
4,TS,High,3.2444
4,JS,High,2.5
4,JS,High,4.2778
4,JS,High,2.8111
4,JS,High,2.7889
4,JS,High,7.6
4,JS,High,2.9333
4,JS,High,2.6556
4,JS,High,4.2333
4,JS,High,3.3222
4,JS,High,2.3556
5,AB,High,1.47778
5,AB,High,1.78889
5,AB,High,1.7
5,AB,High,1.52222
5,AB,High,1.42223
5,AB,High,1.28889
5,AB,High,1.8
5,AB,High,1.43334
5,AB,High,1.68889
5,AB,High,1.32222
5,EP,High,3.01111
5,EP,High,3.3111
5,EP,High,2.25556
5,EP,High,2.54444
5,EP,High,2.24445
5,EP,High,2.43333
5,EP,High,2.2
5,EP,High,2
5,EP,High,4.23332
5,EP,High,2.07778
5,TS,High,4.91111
5,TS,High,2.32222
5,TS,High,2.6
5,TS,High,3.55555
5,TS,High,2.05556
5,TS,High,2.57778
5,TS,High,2.2
5,TS,High,1.85556
5,TS,High,2.75555
5,TS,High,2
5,JS,High,4.04443
5,JS,High,3.86666
5,JS,High,3.63332
5,JS,High,2.55556
5,JS,High,3.29999
5,JS,High,4.08888
5,JS,High,3.02222
5,JS,High,4.09999
5,JS,High,3.58888
5,JS,High,10.089
6,AB,High,1.6333
6,AB,High,1.6778
6,AB,High,1.5778
6,AB,High,1.6444
6,AB,High,1.7333
6,AB,High,1.6556
6,AB,High,2.0222
6,AB,High,2.0667
6,AB,High,1.6222
6,AB,High,1.7333
6,EP,High,2.6
6,EP,High,4.1333
6,EP,High,2.7222
6,EP,High,2.3889
6,EP,High,1.9556
6,EP,High,2.7889
6,EP,High,2.0667
6,EP,High,2.1111
6,EP,High,3.3778
6,EP,High,2.9333
6,TS,High,2.5556
6,TS,High,1.7444
6,TS,High,3.7444
6,TS,High,2.3111
6,TS,High,1.9
6,TS,High,2.5667
6,TS,High,2.6
6,TS,High,2.1
6,TS,High,2.0778
6,TS,High,2.4778
6,JS,High,2.3556
6,JS,High,2.1
6,JS,High,2.2556
6,JS,High,2.0778
6,JS,High,2.9889
6,JS,High,4.0222
6,JS,High,2.6556
6,JS,High,2.1
6,JS,High,2.2111
6,JS,High,3.2778
7,AB,High,2.5111
7,AB,High,2.3444
7,AB,High,2.7
7,AB,High,2.4667
7,AB,High,2.4222
7,AB,High,2.2778
7,AB,High,2.2111
7,AB,High,2.3778
7,AB,High,1.8778
7,AB,High,1.8667
7,EP,High,3.4555
7,EP,High,2.9889
7,EP,High,3.3444
7,EP,High,2.6333
7,EP,High,3.9222
7,EP,High,4.2667
7,EP,High,3.9333
7,EP,High,3.5
7,EP,High,2.5778
7,EP,High,2.9111
7,TS,High,4.2889
7,TS,High,3.9111
7,TS,High,3.5889
7,TS,High,3.9222
7,TS,High,4.5889
7,TS,High,4.0333
7,TS,High,4.1889
7,TS,High,3.7667
7,TS,High,3.8444
7,TS,High,3.7
7,JS,High,3.9667
7,JS,High,2.9778
7,JS,High,3.2111
7,JS,High,2.9222
7,JS,High,3.3222
7,JS,High,2.9778
7,JS,High,3.5555
7,JS,High,3.0333
7,JS,High,2.7556
7,JS,High,3.1333
8,AB,High,2.1778
8,AB,High,2.1
8,AB,High,1.8
8,AB,High,2.4222
8,AB,High,2.1667
8,AB,High,1.8556
8,AB,High,2.0444
8,AB,High,1.8333
8,AB,High,2.0444
8,AB,High,1.8333
8,EP,High,3.8444
8,EP,High,2.8778
8,EP,High,3.3111
8,EP,High,2.8
8,EP,High,4.9889
8,EP,High,2.7556
8,EP,High,2.3444
8,EP,High,4.5667
8,EP,High,3.0333
8,EP,High,2.7889
8,TS,High,3.0556
8,TS,High,2.5111
8,TS,High,2.8222
8,TS,High,2.7
8,TS,High,2.7111
8,TS,High,2.7
8,TS,High,2.3556
8,TS,High,2.2556
8,TS,High,2.5889
8,TS,High,2.3889
8,JS,High,5.5445
8,JS,High,2.1444
8,JS,High,3.0222
8,JS,High,2.6556
8,JS,High,2.6333
8,JS,High,2.9222
8,JS,High,2.2889
8,JS,High,3.1444
8,JS,High,2.4111
8,JS,High,2.2778
9,AB,High,1.8222
9,AB,High,1.8889
9,AB,High,1.7
9,AB,High,1.7778
9,AB,High,1.6556
9,AB,High,1.7667
9,AB,High,1.6333
9,AB,High,2.2889
9,AB,High,1.9111
9,AB,High,1.4556
9,EP,High,9.0001
9,EP,High,4.3778
9,EP,High,4.2889
9,EP,High,3.7555
9,EP,High,6.3222
9,EP,High,4.5444
9,EP,High,2.9111
9,EP,High,7.3111
9,EP,High,3.3778
9,EP,High,5.3445
9,TS,High,3.8222
9,TS,High,5.0778
9,TS,High,3.9667
9,TS,High,3.5222
9,TS,High,3.5222
9,TS,High,3.4111
9,TS,High,3.2778
9,TS,High,2.8444
9,TS,High,3.9333
9,TS,High,4.1889
9,JS,High,3.3333
9,JS,High,3.6222
9,JS,High,4.9222
9,JS,High,2.5
9,JS,High,3.7
9,JS,High,3.6444
9,JS,High,3.4222
9,JS,High,3.8111
9,JS,High,3.7889
9,JS,High,4.6667
10,AB,High,3.2
10,AB,High,2.0111
10,AB,High,2.1222
10,AB,High,2.3778
10,AB,High,2.0556
10,AB,High,1.9667
10,AB,High,2.1556
10,AB,High,2.4556
10,AB,High,2.1778
10,AB,High,2.2444
10,EP,High,5.0667
10,EP,High,6.3778
10,EP,High,5.7
10,EP,High,2.6444
10,EP,High,2.7556
10,EP,High,2.5556
10,EP,High,2.2778
10,EP,High,2.1
10,EP,High,2.4667
10,EP,High,2.9444
10,TS,High,4.3444
10,TS,High,3.2111
10,TS,High,5.3222
10,TS,High,5.0222
10,TS,High,4.6556
10,TS,High,3.7333
10,TS,High,4.2444
10,TS,High,3.6889
10,TS,High,3.8222
10,TS,High,7.4889
10,JS,High,3.5222
10,JS,High,2.1222
10,JS,High,3.4667
10,JS,High,3.4667
10,JS,High,2.6
10,JS,High,3.4889
10,JS,High,8.4
10,JS,High,2.6778
10,JS,High,4.0444
10,JS,High,2.1778
11,AB,High,1.8778
11,AB,High,1.8333
11,AB,High,1.7778
11,AB,High,2.1778
11,AB,High,1.9333
11,AB,High,1.6111
11,AB,High,2.0778
11,AB,High,1.4889
11,AB,High,1.6667
11,AB,High,1.5333
11,EP,High,3.9667
11,EP,High,3.1667
11,EP,High,3.3778
11,EP,High,5.6889
11,EP,High,5.6778
11,EP,High,5.2778
11,EP,High,4.5778
11,EP,High,5.1778
11,EP,High,3.3667
11,EP,High,4.2444
11,TS,High,3.1667
11,TS,High,3.1555
11,TS,High,3.5778
11,TS,High,2.6111
11,TS,High,3.2444
11,TS,High,2.9333
11,TS,High,2.9333
11,TS,High,2.3667
11,TS,High,2.9333
11,TS,High,2.6778
11,JS,High,4.9
11,JS,High,2.8333
11,JS,High,3.2667
11,JS,High,3.4333
11,JS,High,2.9889
11,JS,High,4.6778
11,JS,High,2.6778
11,JS,High,2.7
11,JS,High,3.1667
11,JS,High,4.0111
12,AB,High,1.9444
12,AB,High,2.1889
12,AB,High,2.2667
12,AB,High,2.1444
12,AB,High,2.2
12,AB,High,1.8222
12,AB,High,1.5667
12,AB,High,1.8667
12,AB,High,2.2333
12,AB,High,1.6222
12,EP,High,3.3444
12,EP,High,3.3
12,EP,High,3.3778
12,EP,High,3.3889
12,EP,High,3.3111
12,EP,High,3.2222
12,EP,High,3.1444
12,EP,High,3.5667
12,EP,High,2.4778
12,EP,High,3.2444
12,TS,High,2.3556
12,TS,High,2.4444
12,TS,High,2.5889
12,TS,High,2.7889
12,TS,High,4.5222
12,TS,High,2.4667
12,TS,High,2.0111
12,TS,High,2.0333
12,TS,High,4.6444
12,TS,High,3.6
12,JS,High,2.9556
12,JS,High,2.2444
12,JS,High,2.3111
12,JS,High,2.4667
12,JS,High,2.3667
12,JS,High,2.5111
12,JS,High,2.5333
12,JS,High,2.5333
12,JS,High,3.0667
12,JS,High,2.2889
13,AB,High,2.4667
13,AB,High,2.2667
13,AB,High,2.2333
13,AB,High,2.0667
13,AB,High,1.9
13,AB,High,2.1778
13,AB,High,2.1556
13,AB,High,2.0222
13,AB,High,2.3111
13,AB,High,2.0556
13,EP,High,3.4889
13,EP,High,3.0889
13,EP,High,2.7444
13,EP,High,2.9444
13,EP,High,4.5778
13,EP,High,3.2
13,EP,High,3.0889
13,EP,High,3.3
13,EP,High,2.9889
13,EP,High,3.4667
13,TS,High,9.2889
13,TS,High,3.3111
13,TS,High,3.5333
13,TS,High,3.5778
13,TS,High,3.7333
13,TS,High,4.8111
13,TS,High,3.1111
13,TS,High,3.0444
13,TS,High,3.2222
13,TS,High,2.1778
13,JS,High,3.3555
13,JS,High,3.1778
13,JS,High,2.8
13,JS,High,2.4
13,JS,High,2.5333
13,JS,High,3.2222
13,JS,High,3.4555
13,JS,High,3.1555
13,JS,High,3.2222
13,JS,High,3.2555
14,AB,High,1.9
14,AB,High,1.7778
14,AB,High,1.7556
14,AB,High,1.7444
14,AB,High,2.5889
14,AB,High,1.6667
14,AB,High,1.8889
14,AB,High,1.7889
14,AB,High,1.8444
14,AB,High,1.6444
14,EP,High,2.0889
14,EP,High,1.9778
14,EP,High,2.1889
14,EP,High,1.9556
14,EP,High,2.5778
14,EP,High,2.1333
14,EP,High,2.3111
14,EP,High,3.6111
14,EP,High,2.7667
14,EP,High,3.7444
14,TS,High,2.6111
14,TS,High,3.4
14,TS,High,5.5
14,TS,High,7.8778
14,TS,High,3.8111
14,TS,High,2.2444
14,TS,High,2.3889
14,TS,High,4.1555
14,TS,High,1.8778
14,TS,High,3.2667
14,JS,High,1.6444
14,JS,High,2.0333
14,JS,High,1.7222
14,JS,High,1.7778
14,JS,High,1.5778
14,JS,High,1.8
14,JS,High,1.5
14,JS,High,1.6333
14,JS,High,1.4333
14,JS,High,1.9
15,AB,High,1.5
15,AB,High,2.9556
15,AB,High,1.5444
15,AB,High,1.6778
15,AB,High,2
15,AB,High,1.7111
15,AB,High,1.6667
15,AB,High,1.6111
15,AB,High,1.5222
15,AB,High,1.3444
15,EP,High,2.8
15,EP,High,3.2
15,EP,High,3.2667
15,EP,High,3.6
15,EP,High,3.6
15,EP,High,3.7555
15,EP,High,2.9889
15,EP,High,3.2444
15,EP,High,3.5778
15,EP,High,4.7
15,TS,High,3.0667
15,TS,High,3
15,TS,High,2.8889
15,TS,High,2.5667
15,TS,High,3.1111
15,TS,High,2.6111
15,TS,High,3.7333
15,TS,High,2.7333
15,TS,High,2.5111
15,TS,High,2.3444
15,JS,High,3.3111
15,JS,High,3.2
15,JS,High,2.6889
15,JS,High,2.8778
15,JS,High,3.7
15,JS,High,2.4222
15,JS,High,2.8
15,JS,High,2.9667
15,JS,High,2.7333
15,JS,High,3.3555
