loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
0,0,-0.09551004,1.778181,-0.2080672,-1.469581,-2.351645,-2.927188,0.6987221,1.268346,-0.05966499,-1.450079,-0.130233,0.9780201,-1.086427,0.09849644,-0.7825049,-1.777282,0.2972234,0.7232237,1.455161,-0.03055599,0.6323615,-0.8346843,0.307879,-0.9569164,-0.008781907,0.09265803,0.7599111,1.523263,0.1559649,0.5470782,1.022505,0.1085904,56.90441,131.5309,180.6207,False
0,0.01111111,-0.1267677,1.637577,-0.1490629,-1.472814,-2.364547,-2.9234,0.6955552,1.267742,-0.05954257,-1.451908,-0.1611116,0.9089752,-1.139999,0.08267966,-0.7864464,-1.796953,0.3033671,0.7199702,1.454592,-0.03033242,0.6790295,-0.8366579,0.2861029,-0.9552876,-0.02052405,0.09019914,0.759295,1.523433,0.1558922,0.5458915,1.02257,0.1104738,56.76685,133.7073,182.0654,False
0,0.02222222,-0.1282015,1.504482,-0.08816063,-1.476766,-2.376841,-2.920916,0.6923511,1.267263,-0.05924684,-1.452916,-0.08535337,0.8112817,-1.229974,0.03285551,-0.7930809,-1.81905,0.3129118,0.7166731,1.454034,-0.0301151,0.7039528,-0.854279,0.3314726,-0.9509786,-0.03377887,0.08912987,0.7587783,1.523572,0.1557909,0.5449616,1.022233,0.1122423,56.91492,134.9594,182.5255,False
0,0.03333334,-0.1141407,1.381997,-0.08812575,-1.478353,-2.388139,-2.919042,0.6893995,1.266786,-0.05906013,-1.453594,-0.05890165,0.7413349,-1.315457,0.04798585,-0.7977707,-1.842849,0.3236082,0.7134385,1.453381,-0.02976912,0.7102855,-0.8607614,0.4325615,-0.9433764,-0.04704607,0.0886806,0.7580385,1.523652,0.1556997,0.5445022,1.02143,0.1139671,56.96378,135.4645,182.4284,False
0,0.04444445,-0.1058651,1.25517,-0.1476897,-1.476937,-2.399121,-2.917086,0.6866317,1.266317,-0.05878735,-1.453036,0.05480424,0.6999569,-1.340059,0.09388301,-0.8002607,-1.865051,0.3322102,0.7102034,1.452808,-0.02944481,0.6830004,-0.8483682,0.4713381,-0.9376324,-0.05910952,0.08908726,0.7573242,1.523695,0.1555698,0.5445011,1.02012,0.1157356,56.79021,135.6007,181.9974,False
0,0.05555556,-0.1071051,1.163503,-0.190186,-1.475676,-2.40958,-2.914813,0.6837206,1.265776,-0.05859917,-1.452034,0.09033994,0.6648077,-1.327331,0.1471646,-0.8016962,-1.885626,0.3404721,0.7071261,1.452074,-0.02889231,0.6703082,-0.8494856,0.4778585,-0.9330481,-0.07174116,0.08925078,0.7566469,1.523821,0.1554666,0.5447857,1.018374,0.1177007,56.3768,135.7974,181.5172,False
0,0.06666667,-0.1092807,1.024964,-0.2251664,-1.473625,-2.417199,-2.912617,0.680943,1.265356,-0.05839583,-1.451275,0.0680727,0.6487338,-1.301823,0.1460381,-0.8048584,-1.903776,0.3460794,0.7042258,1.451515,-0.02824837,0.6637028,-0.8385563,0.454609,-0.9295284,-0.08340088,0.08901882,0.7559562,1.523862,0.1554369,0.5451968,1.016379,0.1197494,55.86026,136.4707,181.222,False
0,0.07777778,-0.103776,0.9269673,-0.224029,-1.472809,-2.424493,-2.910931,0.6781154,1.264939,-0.05820775,-1.450931,0.03164447,0.6487467,-1.306092,0.1417837,-0.8085682,-1.923733,0.3525975,0.7012148,1.450939,-0.0277729,0.6614677,-0.8427359,0.4460888,-0.9255869,-0.09622774,0.08927901,0.7554069,1.523899,0.1553442,0.5454676,1.014336,0.1216547,55.35373,137.5143,181.0795,False
0,0.08888889,-0.08108627,0.7682831,-0.2186961,-1.47145,-2.427908,-2.910555,0.6755383,1.264834,-0.05797464,-1.450787,0.01439121,0.668003,-1.332674,0.1343251,-0.8131952,-1.944861,0.3589177,0.6983554,1.450442,-0.02707893,0.6446569,-0.8152148,0.4646798,-0.9205365,-0.1070735,0.08922202,0.7547631,1.52396,0.1553574,0.5453446,1.012421,0.1231954,54.91307,138.4602,180.8893,False
0,0.1,-0.05347042,0.618073,-0.2624139,-1.467383,-2.430265,-2.910669,0.6728387,1.264894,-0.05756706,-1.450342,0.04223837,0.6774118,-1.288966,0.1395437,-0.8162062,-1.962322,0.3629439,0.6955132,1.449957,-0.02633962,0.6106007,-0.7724917,0.4612782,-0.9159117,-0.1167462,0.08948301,0.7541635,1.52405,0.1553593,0.5446172,1.010776,0.124203,54.5375,139.1352,180.7263,False
