loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
3,0,0.4517228,1.585401,0.2944717,-1.416873,-2.449871,2.962087,0.6536312,1.255579,-0.1035292,-1.005856,-0.08181414,0.6619455,-0.8333391,-0.3891149,-0.8578425,-1.721883,0.06385595,0.7324827,1.438904,-0.1159749,0.2353843,-0.6535932,0.2114652,-1.039236,-0.1096462,0.1112634,0.7898104,1.51529,0.06601569,0.4688629,0.9921492,0.1063148,53.27245,140.6113,185.0546,False
3,0.01111111,0.4463592,1.495897,0.291344,-1.416981,-2.464123,2.959331,0.6511347,1.254818,-0.1019406,-1.006856,-0.09527957,0.6561223,-0.7935857,-0.2198266,-0.8550739,-1.732256,0.06360747,0.7300079,1.4385,-0.1156829,0.2309425,-0.6630782,0.1954864,-1.038262,-0.1187693,0.1135907,0.7890542,1.515342,0.06555894,0.467771,0.9929857,0.1107415,53.29004,142.617,187.2625,False
3,0.02222222,0.4463592,1.495897,0.291344,-1.416981,-2.464123,2.959331,0.6511347,1.254818,-0.1019406,-1.007407,-0.05251054,0.6561223,-0.7935857,-0.2198266,-0.8550739,-1.732256,0.06360747,0.7300079,1.4385,-0.1156829,0.2309425,-0.6630782,0.1954864,-1.038262,-0.1187693,0.1135907,0.7890542,1.515342,0.06555894,0.4672651,0.993574,0.1155281,53.50362,143.6348,187.9038,False
3,0.03333334,0.4282623,1.393639,0.2979377,-1.418235,-2.476979,2.957061,0.6486492,1.254186,-0.1005274,-1.010974,-0.3303528,0.6514145,-0.750702,-0.07613824,-0.8521791,-1.742281,0.063,0.7271416,1.437894,-0.1153385,0.2330211,-0.6822721,0.1974964,-1.036922,-0.1286529,0.1159096,0.7884552,1.515329,0.06523426,0.4677503,0.9940971,0.1201957,53.76417,144.4223,187.7325,False
3,0.04444445,0.3761634,1.192317,0.318701,-1.421716,-2.499295,2.953345,0.6437495,1.252826,-0.09792069,-1.01018,0.08539524,0.6275397,-0.7089283,0.06222546,-0.8481763,-1.762364,0.06306019,0.7221398,1.436784,-0.1145172,0.2460774,-0.6846265,0.2314969,-1.03229,-0.1473373,0.1196287,0.7869847,1.515281,0.0645128,0.4691906,0.9947425,0.1236296,54.09056,145.1214,187.1644,False
3,0.05555556,0.3761634,1.192317,0.318701,-1.421716,-2.499295,2.953345,0.6437495,1.252826,-0.09792069,-1.007044,0.2741761,0.6275397,-0.7089283,0.06222546,-0.8481763,-1.762364,0.06306019,0.7221398,1.436784,-0.1145172,0.2460774,-0.6846265,0.2314969,-1.03229,-0.1473373,0.1196287,0.7869847,1.515281,0.0645128,0.4697789,0.9946411,0.1275791,54.1652,145.8599,187.1556,False
3,0.06666667,0.2985148,1.012322,0.3418038,-1.426496,-2.518243,2.951567,0.6391392,1.251194,-0.09551564,-1.009871,-0.275557,0.6244406,-0.7143488,0.02599788,-0.8499297,-1.783875,0.06335394,0.7167633,1.435534,-0.1138623,0.2452563,-0.6495335,0.2455556,-1.028078,-0.1637137,0.1226703,0.7860196,1.515458,0.06390809,0.4698452,0.9938387,0.1326255,54.06366,146.5217,187.2129,False
3,0.07777778,0.2985148,1.012322,0.3418038,-1.426496,-2.518243,2.951567,0.6391392,1.251194,-0.09551564,-1.008361,0.1539246,0.6244406,-0.7143488,0.02599788,-0.8499297,-1.783875,0.06335394,0.7167633,1.435534,-0.1138623,0.2452563,-0.6495335,0.2455556,-1.028078,-0.1637137,0.1226703,0.7860196,1.515458,0.06390809,0.4705882,0.9931965,0.1368496,54.06297,146.9607,186.71,False
3,0.08888889,0.1933534,0.8515138,0.3853493,-1.43304,-2.534328,2.952328,0.6349542,1.24959,-0.09335589,-1.01047,-0.2085164,0.5856141,-0.8032125,-0.1454387,-0.8593243,-1.809969,0.06846881,0.7116702,1.434249,-0.1132629,0.2664393,-0.5982358,0.2094004,-1.026321,-0.1770528,0.1231273,0.7851253,1.515744,0.06324066,0.4710848,0.9922868,0.141333,54.03545,147.4444,186.3196,False
3,0.1,0.1933534,0.8515138,0.3853493,-1.43304,-2.534328,2.952328,0.6349542,1.24959,-0.09335589,-1.010321,0.0249415,0.5856141,-0.8032125,-0.1454387,-0.8593243,-1.809969,0.06846881,0.7116702,1.434249,-0.1132629,0.2664393,-0.5982358,0.2094004,-1.026321,-0.1770528,0.1231273,0.7851253,1.515744,0.06324066,0.4720935,0.9916979,0.1446365,54.07848,147.8659,185.8137,False
