loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,emgA,emgB,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
2,0,-0.2866073,0.877295,0.4476729,-1.551284,-1.963879,2.857415,0.7461789,1.23842,-0.02182585,-0.9259412,0.03858724,0,0,0.1550292,-0.5553508,-0.1784552,-1.043303,-1.570075,-0.1714873,0.794385,1.41373,-0.01804852,0.2665808,-0.3081864,0.1067391,-0.8388723,-0.07337435,0.09077997,0.8427927,1.515357,0.1844322,0.4701793,0.992741,0.1168734,55.98203,97.82111,169.3269,False
2,0.01111111,-0.2793481,0.8538666,0.4252262,-1.552656,-1.973284,2.860391,0.7454872,1.238199,-0.02127579,-0.925301,0.06007418,0,0,0.1604956,-0.5361906,-0.1699873,-1.043987,-1.57642,-0.1702543,0.7933857,1.413633,-0.01794285,0.2590792,-0.3019271,0.09496748,-0.8386049,-0.07780106,0.09109981,0.8426954,1.515367,0.1843153,0.471804,0.9917261,0.1197564,55.95287,103.8225,174.5937,False
2,0.02222222,-0.2687524,0.8112692,0.4165882,-1.554725,-1.981846,2.863233,0.7448409,1.238091,-0.02060661,-0.9246719,0.05887585,0,0,0.147999,-0.4935146,-0.1561398,-1.044771,-1.581615,-0.168989,0.792824,1.413704,-0.01767954,0.2547964,-0.3009202,0.08963943,-0.8381208,-0.08236465,0.09145961,0.8425928,1.515315,0.1842142,0.4737937,0.990162,0.1235131,55.48709,105.2588,175.2833,False
2,0.03333334,-0.2538644,0.7676051,0.4100389,-1.556953,-1.989857,2.86565,0.7442639,1.237891,-0.02000841,-0.924257,0.03925829,0,0,0.1376139,-0.4550976,-0.1412071,-1.045216,-1.586126,-0.1679003,0.7918854,1.41363,-0.0175426,0.259059,-0.3019834,0.09173679,-0.83748,-0.08715927,0.09164736,0.8425111,1.51535,0.1840958,0.4760368,0.9881438,0.1278774,54.87021,105.7709,174.7271,False
2,0.04444445,-0.2273142,0.6866642,0.3948519,-1.559325,-1.995658,2.867309,0.7436962,1.237711,-0.01940069,-0.9239843,0.02696573,0,0,0.12728,-0.4060471,-0.1273658,-1.045868,-1.589958,-0.1672122,0.7914968,1.413834,-0.01753622,0.2547741,-0.2956385,0.08846277,-0.8370256,-0.09138304,0.09188624,0.8423915,1.515407,0.184002,0.4779901,0.9863462,0.1322113,54.56474,106.9837,174.8592,False
2,0.05555556,-0.1858853,0.5897579,0.375246,-1.561831,-1.999777,2.868015,0.7431185,1.237535,-0.01882431,-0.9236274,0.03460889,0,0,0.1179369,-0.3740256,-0.1113667,-1.04605,-1.593575,-0.1663994,0.7906594,1.413791,-0.01741713,0.2527005,-0.2817113,0.09577569,-0.8360041,-0.0951879,0.09158824,0.8422207,1.515482,0.1840056,0.4791271,0.9861279,0.1347223,54.76449,111.7884,179.7505,False
2,0.06666667,-0.1636921,0.5162708,0.352641,-1.563972,-2.003807,2.869171,0.7425547,1.237286,-0.01825246,-0.923016,0.05690163,0,0,0.1149452,-0.3484328,-0.0996591,-1.046264,-1.597397,-0.165887,0.7906015,1.413937,-0.01730207,0.2484657,-0.2710102,0.1010003,-0.8350059,-0.09899475,0.09152459,0.8421938,1.515521,0.1839324,0.480206,0.9858276,0.1371401,54.68779,108.3844,175.9271,False
2,0.07777778,-0.1204058,0.3661208,0.3020934,-1.565639,-2.003659,2.869151,0.7419379,1.237133,-0.01785231,-0.9221238,0.08095966,0,0,0.1182003,-0.3452432,-0.09222494,-1.046395,-1.601802,-0.1650979,0.7897403,1.413896,-0.0171904,0.2367669,-0.2657024,0.09776245,-0.8344312,-0.102983,0.09178851,0.8421192,1.515534,0.1838699,0.4807923,0.9857569,0.1384938,54.7681,110.3465,178.1057,False
2,0.08888889,-0.1035705,0.2979549,0.2752835,-1.56742,-2.005388,2.869728,0.7413249,1.236957,-0.0174219,-0.9220141,0.007815786,0,0,0.1288825,-0.3442292,-0.09015501,-1.046663,-1.606497,-0.1646939,0.7889116,1.413895,-0.01705864,0.2324861,-0.2582833,0.09449701,-0.8337505,-0.1066363,0.09186228,0.8420295,1.515641,0.1838155,0.4809747,0.9856946,0.1393467,54.6487,109.968,177.9358,False
2,0.1,-0.07615523,0.2191524,0.2419682,-1.568951,-2.00576,2.869731,0.7407372,1.236918,-0.01704079,-0.9214947,0.04891104,0,0,0.134141,-0.3453363,-0.102974,-1.047637,-1.611364,-0.1640819,0.7883799,1.414006,-0.0169563,0.2271367,-0.2466324,0.08801123,-0.8332003,-0.1099868,0.09178451,0.8419439,1.515639,0.1837556,0.4809235,0.9856734,0.1397355,54.52641,109.9669,178.0836,False
