loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
1,0,0.04427981,0.6961818,0.3281008,4.684437,-2.01566,2.888859,0.7241066,1.231121,-0.05150419,-1.005208,-0.007638333,0.1052036,-0.3237789,-0.2053924,-1.117126,-1.503228,-0.1920869,0.7762938,1.402555,-0.0650723,0.08678491,-0.2618009,0.09590322,-1.020753,-0.01119673,0.003081544,0.8295913,1.504198,0.1549011,0.4656964,0.9931188,0.1145503,56.38456,101.0768,167.1221,False
1,0.01111111,0.02796515,0.6780095,0.286712,4.68441,-2.02284,2.888919,0.7233615,1.230982,-0.05116707,-1.005313,-0.01022076,0.09888975,-0.3130915,-0.1989805,-1.118492,-1.507047,-0.1912989,0.7755733,1.402375,-0.0650627,0.08674823,-0.2530094,0.07896155,-1.02071,-0.01360289,0.003403254,0.8294244,1.504337,0.154664,0.4660114,0.9934305,0.1167583,56.58458,103.016,168.8595,False
1,0.02222222,0.01824984,0.660933,0.2686957,4.683708,-2.030191,2.888804,0.7226231,1.230842,-0.05078828,-1.005467,-0.01429512,0.0904789,-0.3034614,-0.1850981,-1.119455,-1.510924,-0.1904019,0.7746696,1.402268,-0.06506523,0.08782006,-0.247612,0.07371114,-1.019946,-0.01664769,0.003982757,0.829017,1.504211,0.1544111,0.4666109,0.9936839,0.1195002,56.70375,103.7051,169.0883,False
1,0.03333334,-0.00215771,0.6299807,0.2433288,4.683409,-2.036477,2.88936,0.7219198,1.230743,-0.05046088,-1.005995,-0.04823781,0.08523037,-0.2991653,-0.1722941,-1.120282,-1.514711,-0.1895081,0.773948,1.402123,-0.06505585,0.08688225,-0.2349305,0.08135145,-1.018815,-0.01929474,0.004486361,0.8288299,1.504296,0.154228,0.4673508,0.9937968,0.122657,56.76287,104.177,168.8182,False
1,0.04444445,-0.01394523,0.6086468,0.2306547,4.682911,-2.042963,2.889724,0.7212462,1.230479,-0.05011824,-1.006232,-0.01964658,0.07680369,-0.3044349,-0.146688,-1.120402,-1.518867,-0.1882945,0.7730272,1.401906,-0.06508482,0.08591647,-0.2297518,0.09209618,-1.017263,-0.02224525,0.005074387,0.828478,1.504234,0.15406,0.4682182,0.9937751,0.1259318,56.77652,104.7874,168.5349,False
1,0.05555556,-0.03320169,0.5745072,0.2138014,4.682475,-2.048448,2.890595,0.7206686,1.230315,-0.04995281,-1.006718,-0.04421208,0.07577837,-0.3076175,-0.133903,-1.120906,-1.522989,-0.1872964,0.7720354,1.401706,-0.06510574,0.08495632,-0.2224404,0.102858,-1.015764,-0.02493291,0.005670669,0.8282765,1.504255,0.1538394,0.4691495,0.9936453,0.1291049,56.74564,105.3605,168.2537,False
1,0.06666667,-0.04712982,0.537183,0.1958419,4.682111,-2.053508,2.891399,0.7199419,1.230138,-0.04979849,-1.006861,-0.0105983,0.07367219,-0.3139901,-0.1211045,-1.121096,-1.527186,-0.1861984,0.7713223,1.401601,-0.06509393,0.07855544,-0.2169493,0.09549903,-1.015186,-0.027297,0.006320214,0.8283099,1.504493,0.1536409,0.4700894,0.9934157,0.1319679,56.71341,105.8892,168.0187,False
1,0.07777778,-0.05684145,0.5009275,0.1735826,4.68205,-2.058053,2.89221,0.7194064,1.230038,-0.049642,-1.007123,-0.02344314,0.06840862,-0.3139586,-0.1093678,-1.121369,-1.531347,-0.1850085,0.7705765,1.4014,-0.06515345,0.0797006,-0.2019855,0.09144045,-1.01432,-0.02937547,0.006498646,0.8281397,1.504537,0.1534996,0.4709842,0.9930738,0.1344142,56.68591,106.3422,167.8472,False
1,0.08888889,-0.05800821,0.4753501,0.15656,4.682055,-2.062696,2.892779,0.7188187,1.229893,-0.04947799,-1.007138,0.0007632014,0.06528387,-0.3064803,-0.1008372,-1.121617,-1.534955,-0.1840471,0.769963,1.401326,-0.06518114,0.08085616,-0.1902652,0.09370273,-1.013538,-0.03069453,0.006298109,0.8281004,1.504636,0.1533242,0.4718072,0.9926273,0.1363426,56.62192,106.7269,167.7156,False
1,0.1,-0.06031795,0.4316486,0.1267798,4.682528,-2.065952,2.893488,0.7183421,1.229912,-0.04930389,-1.00698,0.01540959,0.05903792,-0.2872745,-0.09017617,-1.121861,-1.538058,-0.1832918,0.7693732,1.401207,-0.0652526,0.07875524,-0.1805602,0.08639123,-1.012859,-0.0326662,0.006486129,0.8279163,1.504681,0.1531903,0.4724304,0.9920718,0.1377531,56.50963,107.0363,167.6605,False
