loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
2,0,-0.3562767,-1.416721,-0.1186882,-1.365239,-4.181696,2.986148,0.649053,1.204923,0.4635501,-1.601925,-0.06534377,-0.5022296,0.3117033,0.1380408,-0.7136265,-3.592436,-0.7040881,0.6514193,1.406365,0.3324203,-0.2528423,0.2926803,0.06550153,-0.6235057,-0.08905131,-0.07000145,0.7466874,1.481459,0.1790893,0.4563106,1.054412,0.2875735,302.6596,233.0436,358.5607,False
2,0.01111111,-0.3553278,-1.376078,-0.08909065,-1.367505,-4.167637,2.987266,0.646262,1.20445,0.4628189,-1.601802,0.01171995,-0.5128608,0.3127775,0.1402686,-0.7147179,-3.586575,-0.7025041,0.6502571,1.406102,0.332196,-0.2593033,0.2842142,0.06124542,-0.6232047,-0.08420382,-0.07093356,0.7465563,1.481479,0.179559,0.455523,1.054785,0.2844128,302.5293,232.0043,359.0232,False
2,0.02222222,-0.3586248,-1.365688,-0.1317594,-1.366702,-4.15212,2.988162,0.6437087,1.204119,0.4620914,-1.602124,-0.02949031,-0.5297425,0.343618,0.1565286,-0.7162476,-3.578646,-0.7020851,0.6491438,1.405886,0.3319337,-0.2624809,0.2949117,0.05492282,-0.6230668,-0.07797669,-0.07296102,0.7463952,1.481461,0.1799829,0.4553178,1.055042,0.280457,302.3467,231.0907,359.1385,False
2,0.03333334,-0.3695566,-1.28681,-0.1130438,-1.367958,-4.140087,2.990235,0.6412042,1.203805,0.4614835,-1.601661,0.04250389,-0.5424368,0.3627569,0.1663184,-0.7175408,-3.571044,-0.7013275,0.6481107,1.405641,0.331708,-0.2623857,0.3044792,0.06135473,-0.6224366,-0.07137618,-0.07538104,0.746246,1.481439,0.1804986,0.4557403,1.05512,0.2757966,302.1841,230.1124,358.9782,False
2,0.04444445,-0.3741311,-1.193991,-0.08588037,-1.369505,-4.129919,2.992429,0.638719,1.2035,0.4608269,-1.601519,0.01245479,-0.5349054,0.3808385,0.1727335,-0.7190998,-3.56344,-0.7014529,0.6471018,1.405439,0.3314869,-0.2634226,0.3119512,0.05926234,-0.6221304,-0.06496262,-0.07765298,0.746147,1.481419,0.1808813,0.456581,1.055016,0.2707351,302.0685,229.1246,358.5318,False
2,0.05555556,-0.3810968,-1.040489,-0.06227398,-1.370375,-4.122968,2.995588,0.6366484,1.203096,0.4602823,-1.601083,0.04005069,-0.5210382,0.3701611,0.1757632,-0.7199595,-3.557039,-0.7009376,0.6460886,1.405213,0.3312776,-0.2623559,0.3119506,0.05818722,-0.6218619,-0.05908209,-0.07960854,0.7460132,1.481395,0.1811876,0.4577386,1.05479,0.2656806,302.0376,227.8655,358.1813,False
2,0.06666667,-0.3803717,-0.9585066,-0.06700569,-1.370759,-4.113911,2.998153,0.6342465,1.202765,0.4596441,-1.601339,-0.02388883,-0.4987696,0.3435671,0.1658617,-0.7207323,-3.552152,-0.6997269,0.6448926,1.405005,0.3310869,-0.2580976,0.3140661,0.05603793,-0.6215818,-0.05283751,-0.08190365,0.7458343,1.481386,0.1815755,0.4587822,1.054556,0.2609566,302.1018,226.8868,357.5582,False
2,0.07777778,-0.3777207,-0.8091936,-0.04018912,-1.371718,-4.110069,3.001536,0.6323094,1.202464,0.4590304,-1.601117,0.02052436,-0.4448018,0.2840631,0.1267743,-0.7215633,-3.55065,-0.6978025,0.6438895,1.404837,0.3310008,-0.2666206,0.3151903,0.05397338,-0.6213149,-0.04660346,-0.08378491,0.7455631,1.481341,0.1818912,0.4593763,1.05443,0.2568354,302.1496,226.1519,356.9373,False
2,0.08888889,-0.3856443,-0.6975055,-0.06214724,-1.370743,-4.105106,3.005097,0.6302099,1.202418,0.4584522,-1.601324,-0.01899349,-0.4355562,0.2384133,0.0902698,-0.7223505,-3.549478,-0.6940253,0.6428537,1.404554,0.3307433,-0.2655675,0.3119887,0.05501356,-0.6209847,-0.04064769,-0.08568188,0.7454337,1.481286,0.1823184,0.4593367,1.054496,0.2535466,302.1178,225.5347,356.5852,False
2,0.1,-0.3721945,-0.5984371,-0.07127415,-1.370061,-4.101146,3.008012,0.6283268,1.202393,0.4579434,-1.601611,-0.02601422,-0.4550998,0.2322475,0.04672678,-0.7246968,-3.547539,-0.6896365,0.641942,1.404345,0.3306177,-0.2730331,0.3205895,0.04657841,-0.6210678,-0.03402401,-0.08776234,0.7452341,1.481268,0.1826875,0.458609,1.054775,0.251063,302.0327,225.0137,356.5177,False
2,0.1111111,-0.3714284,-0.5390579,-0.1142212,-1.368197,-4.09618,3.011266,0.6264069,1.202306,0.4575434,-1.601265,0.03182542,-0.4294143,0.2577403,0.05835968,-0.7263175,-3.542068,-0.6897478,0.6411865,1.404237,0.330209,-0.2710724,0.306789,0.03265999,-0.6213581,-0.0288897,-0.08903587,0.7450582,1.481262,0.1830323,0.4572009,1.055315,0.2494036,301.8978,224.7549,356.5338,False
2,0.1222222,-0.355574,-0.5060086,-0.1187014,-1.367344,-4.091083,3.01356,0.6245009,1.202387,0.4571927,-1.602076,-0.07441586,-0.4175169,0.2597846,0.0785043,-0.7271186,-3.537018,-0.6894117,0.6403261,1.404135,0.3300002,-0.2648666,0.2940411,0.01552293,-0.6219312,-0.02415514,-0.09019993,0.7449409,1.481189,0.1833234,0.4552355,1.056124,0.2484495,301.7412,224.4816,356.8612,False
2,0.1333333,-0.3399548,-0.407826,-0.09799885,-1.36709,-4.089491,3.016543,0.6230092,1.202135,0.4569533,-1.601614,0.04286556,-0.3635833,0.2167487,0.1609592,-0.7239979,-3.531244,-0.6916762,0.6397312,1.404211,0.3297429,-0.2501464,0.2684253,0.007862987,-0.6222348,-0.0205335,-0.09091552,0.7447559,1.481153,0.1834762,0.4529789,1.057174,0.2480602,301.4768,224.2373,357.3841,False
2,0.1444445,-0.3370627,-0.3160173,-0.06551902,-1.367582,-4.089015,3.02002,0.6217614,1.201994,0.4566424,-1.602442,-0.07612996,-0.3421417,0.1708403,0.180806,-0.7223793,-3.528332,-0.6907086,0.6389955,1.404175,0.3295677,-0.2417402,0.250275,0.005601007,-0.6223972,-0.01684343,-0.09156533,0.7446486,1.48109,0.1836851,0.4506465,1.058338,0.2479663,301.1629,223.9904,358.0125,False
2,0.1555556,-0.3975478,-0.1269624,-0.1208737,-1.363449,-4.093727,3.027573,0.6207437,1.202282,0.4568193,-1.602486,-0.003462515,-0.3047144,0.1131832,0.2025949,-0.7195312,-3.526361,-0.6901364,0.6383964,1.404193,0.3294222,-0.2216863,0.2363848,-0.01163639,-0.6232899,-0.01322353,-0.09283646,0.7444991,1.48095,0.1838238,0.448462,1.059523,0.2479328,300.8254,223.8524,358.5038,False
2,0.1666667,-0.4391587,-0.1317152,-0.1761889,-1.360241,-4.091188,3.033246,0.6192023,1.202185,0.45625,-1.602121,0.03329708,-0.2772005,0.09834826,0.1820587,-0.7190519,-3.524134,-0.6895441,0.6377039,1.404218,0.3294067,-0.2142562,0.2278181,-0.009578913,-0.62352,-0.0091164,-0.09391984,0.7442769,1.480907,0.1840696,0.4464866,1.060609,0.2478421,300.4715,223.9022,358.7321,False
2,0.1777778,-0.3776746,-0.03096401,-0.112946,-1.361412,-4.094541,3.035925,0.6180127,1.202449,0.4559207,-1.599091,0.2767624,-0.2497466,0.08674499,0.1540756,-0.7189422,-3.522494,-0.6887909,0.6371192,1.404432,0.32932,-0.2015938,0.2107014,-0.01187584,-0.6238274,-0.006379869,-0.09444261,0.7441472,1.480839,0.184145,0.4447175,1.061564,0.2476615,300.2227,223.8451,358.8804,False
2,0.1888889,-0.3673242,0.04359962,-0.1208497,-1.359341,-4.097155,3.040115,0.6166874,1.202764,0.4560392,-1.59936,-0.02686598,-0.2176576,0.04828149,0.1728027,-0.7165884,-3.520878,-0.6886567,0.6366615,1.404635,0.3291683,-0.1942993,0.1915262,-0.02051814,-0.6243179,-0.003723632,-0.0947076,0.7439802,1.480777,0.1842082,0.4427862,1.062492,0.2474643,300.1454,223.3589,359.3047,False
2,0.2,-0.3642579,0.07446751,-0.1274267,-1.357526,-4.098923,3.04442,0.6155062,1.20299,0.4558127,-1.603787,-0.4043987,-0.2079259,0.01302718,0.1927953,-0.7138475,-3.519292,-0.6878109,0.6361965,1.404737,0.3289967,-0.1880362,0.1840874,-0.0333758,-0.6253006,-0.0008199873,-0.09519709,0.7438446,1.480697,0.1842668,0.4406459,1.063507,0.2470227,300.1086,223.0088,359.7126,False
