loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
2,0,0.09335186,0.775828,0.1697349,-1.531708,-2.152965,3.079215,0.682776,1.227107,-0.06141987,-1.29201,-0.01287486,0.2752003,-0.6679306,-0.2445611,-1.069367,-1.72155,-0.1211512,0.7075262,1.39545,-0.05800882,0.1936896,-0.6037961,0.1003957,-1.031158,-0.2994384,0.05096864,0.8097274,1.501859,0.1317688,0.4653217,1.008155,0.1152482,62.43274,116.6906,174.4423,False
2,0.01111111,0.1050355,0.7587947,0.1632475,-1.532798,-2.160967,3.077954,0.6810589,1.226693,-0.06076708,-1.29219,-0.01804657,0.2689362,-0.6540411,-0.2338851,-1.070788,-1.729614,-0.1200652,0.7059369,1.395074,-0.05780497,0.1746795,-0.5760166,0.1021026,-1.030297,-0.3059535,0.05301661,0.8091238,1.501858,0.1312675,0.4648969,1.008161,0.1180284,62.51844,117.0203,174.3036,False
2,0.02222222,0.1135608,0.7470986,0.1642648,-1.534458,-2.16914,3.076946,0.6793172,1.226354,-0.06016135,-1.292604,-0.03876222,0.2616919,-0.6294918,-0.2210748,-1.071999,-1.736883,-0.1194002,0.7043705,1.394679,-0.05760989,0.1653437,-0.5622181,0.1109555,-1.028986,-0.3131012,0.05501984,0.8085976,1.501703,0.1307373,0.4644434,1.008132,0.1206595,62.6059,117.3466,174.1895,False
2,0.03333334,0.1284764,0.7236807,0.1609478,-1.53558,-2.176408,3.075221,0.6778619,1.225875,-0.05950302,-1.292518,0.008028417,0.2512243,-0.5985376,-0.2189091,-1.073654,-1.743507,-0.1186723,0.7029791,1.394297,-0.05740055,0.1570521,-0.5334563,0.1156585,-1.027829,-0.3188599,0.05656394,0.8080139,1.501712,0.130275,0.4639299,1.008026,0.1231819,62.69773,117.6393,174.0536,False
2,0.04444445,0.1337943,0.7077033,0.1577098,-1.5367,-2.183804,3.073861,0.6763225,1.225514,-0.05884045,-1.292637,-0.01348626,0.2374991,-0.5718329,-0.2231082,-1.075551,-1.750091,-0.1176073,0.7015033,1.39391,-0.05724874,0.1497523,-0.519634,0.1202381,-1.026333,-0.3256669,0.05862283,0.807307,1.501858,0.129878,0.4634504,1.007887,0.1256199,62.72197,117.8535,173.9133,False
2,0.05555556,0.1412583,0.6842731,0.154461,-1.537833,-2.190747,3.07228,0.6748195,1.225157,-0.05819577,-1.292352,0.02520271,0.2206033,-0.5429737,-0.2262401,-1.077588,-1.7562,-0.116598,0.7001598,1.393537,-0.0570251,0.133952,-0.4972169,0.1239603,-1.025118,-0.3313153,0.06066175,0.8067207,1.501926,0.1295277,0.4630761,1.007761,0.1280342,62.7198,118.0079,173.7506,False
2,0.06666667,0.1412196,0.6693519,0.1470198,-1.53877,-2.197853,3.070875,0.6734462,1.224767,-0.05759692,-1.292423,-0.00974869,0.2090407,-0.5205364,-0.2208731,-1.079273,-1.762356,-0.1156909,0.698899,1.393178,-0.05678043,0.1204879,-0.4738154,0.1361258,-1.023927,-0.3365153,0.06215871,0.806632,1.501713,0.129172,0.462797,1.007666,0.1304773,62.73693,118.2196,173.6197,False
2,0.07777778,0.1496765,0.6405922,0.1352424,-1.539367,-2.204081,3.06908,0.6720905,1.224425,-0.05697432,-1.292444,-0.002893103,0.2028934,-0.4885411,-0.2070002,-1.080517,-1.767749,-0.1152201,0.6977153,1.392863,-0.05663025,0.112313,-0.4301845,0.144159,-1.022361,-0.3407726,0.0635345,0.8060296,1.501877,0.1287369,0.4625731,1.007628,0.1329789,62.75567,118.4805,173.4748,False
2,0.08888889,0.1560233,0.5883877,0.1224315,-1.539881,-2.208971,3.067264,0.6709795,1.224175,-0.0563052,-1.29262,-0.01811113,0.1978673,-0.4458942,-0.1942118,-1.081842,-1.77201,-0.1152608,0.6966636,1.392532,-0.05642375,0.09318337,-0.3970069,0.1384616,-1.02122,-0.3447331,0.0652099,0.8054948,1.501905,0.1284494,0.4623866,1.00767,0.1355178,62.80208,118.7594,173.3034,False
2,0.1,0.1592458,0.564952,0.1213528,-1.54081,-2.214695,3.065514,0.6696362,1.22378,-0.05579203,-1.292571,0.003392037,0.1927171,-0.4149776,-0.1931294,-1.083518,-1.776566,-0.1150752,0.695514,1.392163,-0.05624455,0.08356563,-0.3809329,0.1334251,-1.020653,-0.3491443,0.06692711,0.8050711,1.502108,0.127822,0.4622644,1.007793,0.1380422,62.88761,119.0846,173.1537,False
