loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
3,0,0.2159746,0.6449978,0.4299541,-1.396142,-2.101077,2.73427,0.7272131,1.247177,-0.04981098,-0.8431451,-0.001383025,0.1888773,-0.4478981,-0.2474321,-1.137925,-1.375829,-0.2716004,0.8184204,1.401227,-0.05301091,0.1004258,-0.1484334,0.01318171,-1.020738,0.1547246,-0.01317013,0.8366004,1.503998,0.1779064,0.4425852,1.011071,0.109797,56.82162,125.5792,188.6544,False
3,0.01111111,0.1945283,0.6630689,0.4141275,-1.396687,-2.11013,2.734375,0.7261569,1.246902,-0.04907596,-0.8425624,0.05270022,0.1412756,-0.4539455,-0.1736694,-1.136137,-1.380857,-0.269607,0.8173146,1.401094,-0.05317688,0.1057428,-0.1527226,0.01411855,-1.02048,0.1526897,-0.01334617,0.8365389,1.503861,0.177925,0.4422127,1.011117,0.1116773,56.6514,126.3089,189.6473,False
3,0.02222222,0.166753,0.6800776,0.4068785,-1.397484,-2.119407,2.735075,0.7250443,1.246625,-0.04841796,-0.8422859,0.02186776,0.1095354,-0.4441553,-0.1404941,-1.135342,-1.385918,-0.267649,0.816417,1.400964,-0.05323023,0.1173744,-0.157023,0.0106688,-1.02045,0.1504824,-0.01390064,0.8364211,1.503875,0.1778727,0.4419574,1.011055,0.1138488,56.62939,126.5106,189.9404,False
3,0.03333334,0.1358647,0.6928338,0.4092435,-1.398527,-2.128794,2.736212,0.7241225,1.246342,-0.04781869,-0.8419893,0.02629553,0.101141,-0.42494,-0.1372602,-1.135731,-1.390844,-0.2665963,0.8152575,1.400645,-0.05324644,0.1195598,-0.161332,0.01485593,-1.020145,0.1481457,-0.0140077,0.8364259,1.503879,0.1777285,0.4419675,1.010868,0.1164572,56.64625,126.7272,190.0328,False
3,0.04444445,0.1038937,0.6874703,0.406305,-1.399695,-2.137415,2.737394,0.7232444,1.246168,-0.04732943,-0.8419344,0.003589104,0.1044029,-0.3951432,-0.1586001,-1.137221,-1.395172,-0.2660586,0.8143818,1.400439,-0.05330983,0.120599,-0.1570644,0.01165904,-1.020246,0.1460853,-0.01447854,0.836285,1.503907,0.1776731,0.442347,1.010528,0.1195189,56.67021,127.1714,190.0795,False
3,0.05555556,0.08577369,0.6714711,0.4032667,-1.401019,-2.145625,2.738429,0.7224181,1.245952,-0.0467971,-0.842002,-0.006177387,0.1118304,-0.3568747,-0.2097967,-1.140428,-1.399417,-0.2658804,0.8134532,1.400145,-0.05330461,0.1237872,-0.1538822,0.01056508,-1.020012,0.144144,-0.01489346,0.8360084,1.503771,0.1775916,0.443147,1.010028,0.1229558,56.6841,127.6992,189.994,False
3,0.06666667,0.05266743,0.6234865,0.3875926,-1.402447,-2.15207,2.739952,0.7217362,1.245857,-0.04643527,-0.8419754,0.0029342,0.1128255,-0.327082,-0.2588235,-1.144034,-1.403505,-0.2654746,0.812665,1.400019,-0.05336115,0.1290752,-0.1624498,0.01039951,-1.019931,0.1413498,-0.01520265,0.8358401,1.503751,0.1775012,0.4444054,1.009378,0.1266173,56.65526,128.2453,189.7679,False
3,0.07777778,0.02582471,0.545662,0.3516644,-1.403707,-2.156508,2.741175,0.7212267,1.245888,-0.04617476,-0.8417059,0.02475709,0.1117054,-0.3143168,-0.283336,-1.147,-1.408152,-0.264662,0.8115292,1.399843,-0.05344871,0.1375337,-0.1645872,0.007025395,-1.019939,0.139357,-0.01611719,0.8355938,1.503845,0.1775847,0.4459564,1.008595,0.1303348,56.55223,128.7725,189.405,False
3,0.08888889,0.01175651,0.4827605,0.3166704,-1.404583,-2.160416,2.742143,0.7206657,1.245996,-0.04584533,-0.8418481,-0.01376557,0.1075063,-0.3025748,-0.2843875,-1.149407,-1.412208,-0.2640553,0.8109109,1.399984,-0.05348545,0.1323635,-0.1731472,0.01664684,-1.019501,0.1368223,-0.01634808,0.835433,1.503865,0.1775987,0.4475969,1.007718,0.1339315,56.39803,129.263,188.9619,False
3,0.1,0.008083478,0.3932234,0.2464593,-1.404313,-2.161948,2.742473,0.7203248,1.246196,-0.04557657,-0.8418322,0.00340097,0.09402936,-0.2992602,-0.2118797,-1.148342,-1.415738,-0.2631254,0.8102443,1.400151,-0.05349866,0.1229928,-0.1635698,0.02541849,-1.018892,0.1350577,-0.01647751,0.8352764,1.503877,0.177551,0.4492128,1.006842,0.1371077,56.21432,129.6942,188.4392,False
3,0.1111111,0.02027797,0.323919,0.1633284,-1.402953,-2.163025,2.741915,0.7199385,1.246447,-0.04534268,-0.8415088,0.03024325,0.07743767,-0.291656,-0.1287083,-1.146156,-1.418512,-0.2622564,0.8097703,1.400374,-0.0534943,0.1134386,-0.1432599,0.02146236,-1.019081,0.1338043,-0.01682638,0.8352789,1.504052,0.1776831,0.4505782,1.006052,0.139606,56.00164,130.0137,187.9226,False
3,0.1222222,0.04645402,0.269556,0.09924306,-1.40152,-2.163769,2.740667,0.7195308,1.246636,-0.04513741,-0.8409432,0.05138967,0.04767759,-0.250894,0.05465103,-1.139136,-1.418208,-0.2618497,0.8091786,1.400612,-0.05349198,0.1100533,-0.1218241,0.005697094,-1.019537,0.1330648,-0.01757287,0.8351696,1.504066,0.1777043,0.4514581,1.005411,0.1413179,55.77165,130.2457,187.564,False
3,0.1333333,0.08043688,0.2184405,0.07984117,-1.401517,-2.164769,2.738884,0.7190945,1.246757,-0.04488078,-0.8398837,0.09583449,0.03542372,-0.2156296,0.1207348,-1.135829,-1.418718,-0.2617096,0.8087356,1.400737,-0.05345631,0.1065667,-0.100342,-0.01539785,-1.02048,0.1326443,-0.01847408,0.8350563,1.504046,0.1777751,0.4517144,1.005009,0.1421371,55.54967,130.4337,187.4078,False
3,0.1444445,0.1113612,0.1577449,0.07645088,-1.402257,-2.164955,2.736748,0.7185724,1.246874,-0.04475373,-0.8386502,0.1093547,0.0274477,-0.1580297,0.1644176,-1.132615,-1.417499,-0.262214,0.8086057,1.400885,-0.05342153,0.09371675,-0.07890014,-0.02459041,-1.02105,0.1324253,-0.01897129,0.8349739,1.504044,0.17783,0.4512278,1.004908,0.142106,55.37027,130.5443,187.4883,False
3,0.1555556,0.133677,0.1172745,0.06458954,-1.402568,-2.165039,2.734542,0.7180796,1.247021,-0.04460925,-0.8374577,0.1049273,0.03098864,-0.08562234,0.1483743,-1.132233,-1.415934,-0.2635187,0.8086865,1.401035,-0.05340514,0.0874407,-0.06824371,-0.02120456,-1.021218,0.1318133,-0.01934147,0.8349626,1.504093,0.1779069,0.4500709,1.005154,0.1414126,55.29277,130.4245,187.7387,False
3,0.1666667,0.1633366,0.05442388,0.03564147,-1.402609,-2.163536,2.731583,0.7176335,1.247187,-0.04453138,-0.8366331,0.07085001,0.03957451,-0.0207266,0.08544025,-1.133776,-1.414235,-0.2649491,0.8085721,1.401017,-0.05340984,0.07690768,-0.05755615,-0.01772895,-1.021222,0.1314921,-0.01965253,0.8347845,1.504115,0.1779414,0.4484948,1.005751,0.1404118,55.333,130.0175,188.045,False
3,0.1777778,0.1864582,-0.01269886,-0.01136494,-1.401885,-2.160871,2.728446,0.7170942,1.247474,-0.0444282,-0.8362619,0.03023847,0.04380679,0.01649583,0.03638997,-1.135327,-1.413464,-0.2658636,0.8084092,1.40118,-0.05342293,0.06102172,-0.04576739,-0.01522363,-1.02148,0.1313452,-0.0195223,0.83479,1.504112,0.1779005,0.4467678,1.006667,0.139443,55.4688,129.5527,188.356,False
3,0.1888889,0.1989768,-0.05746441,-0.05084598,-1.400954,-2.158165,2.725323,0.7166483,1.247727,-0.04436892,-0.8359508,0.02555844,0.0532567,0.04729588,-0.02759348,-1.138231,-1.412462,-0.2671814,0.8082323,1.401152,-0.05342928,0.05048779,-0.03722724,-0.01176235,-1.021443,0.1308834,-0.01965306,0.8347373,1.504047,0.1779393,0.4450959,1.007852,0.1387439,55.66703,129.2668,188.6687,False
3,0.2,0.20715,-0.1192814,-0.1019946,-1.399654,-2.153925,2.722121,0.716095,1.247985,-0.04441881,-0.8360057,-0.008904529,0.06483958,0.04507831,-0.05322075,-1.139569,-1.41264,-0.2682469,0.8080564,1.401203,-0.05342573,0.04724577,-0.03185686,-0.01485981,-1.021742,0.130731,-0.01979101,0.8346366,1.504037,0.1779938,0.4434708,1.009259,0.1383902,55.89189,129.1716,188.8578,False
3,0.2111111,0.2228452,-0.1587211,-0.1436328,-1.398228,-2.150007,2.71834,0.7156229,1.248439,-0.0444774,-0.8363524,-0.0343314,0.0743719,0.03543565,-0.05326202,-1.140161,-1.412748,-0.2693644,0.8078468,1.401291,-0.05342531,0.03767715,-0.0211383,-0.01673129,-1.021971,0.1308676,-0.01993776,0.8345373,1.504032,0.1780199,0.4418117,1.010861,0.1382951,56.14769,129.2431,188.967,False
3,0.2222222,0.2396556,-0.1619268,-0.1735927,-1.396301,-2.146984,2.714563,0.7150149,1.248795,-0.04449916,-0.8369697,-0.05860273,0.08179896,-0.00612988,-0.01066053,-1.138217,-1.414031,-0.2699537,0.8074298,1.401447,-0.05339283,0.03350262,-0.02328046,-0.01134109,-1.021937,0.1305097,-0.01991805,0.83437,1.504123,0.17817,0.440123,1.012623,0.1382947,56.46845,129.428,189.0729,False
3,0.2333333,0.2733545,-0.1480832,-0.2218105,-1.393121,-2.144358,2.7099,0.7143486,1.249196,-0.04469106,-0.8371961,-0.02201807,0.07338043,-0.04013751,0.04905843,-1.135219,-1.415025,-0.2701319,0.8073733,1.40161,-0.05330873,0.02402791,-0.01471357,-0.007901073,-1.021889,0.1308916,-0.02016945,0.8342971,1.503898,0.1782246,0.4383167,1.01449,0.1381904,56.80577,129.6343,189.1628,False
3,0.2444444,0.3038893,-0.1278509,-0.2646837,-1.38955,-2.1418,2.705088,0.7136343,1.249722,-0.04483074,-0.8373932,-0.02172111,0.06404665,-0.04218604,0.1034392,-1.132137,-1.414799,-0.2705833,0.8070958,1.401612,-0.05317894,0.009374542,-0.00192499,0.002052941,-1.021679,0.1312744,-0.02008956,0.8343083,1.503858,0.1783138,0.436381,1.016443,0.1378655,57.11323,129.7928,189.3313,False
3,0.2555556,0.3260626,-0.1214562,-0.2893603,-1.386596,-2.139087,2.700269,0.7129226,1.250243,-0.0450162,-0.8370688,0.02645487,0.06426773,-0.01980809,0.1215296,-1.13065,-1.413615,-0.271892,0.8073516,1.401861,-0.05315891,0.008287817,0.003410535,-1.408742E-06,-1.021485,0.1312888,-0.02002404,0.8340676,1.503725,0.1784589,0.4342735,1.01842,0.1373435,57.40374,130.0113,189.6795,False
