loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
2,0,0.01157502,0.8705004,0.08835974,4.710089,-2.134716,3.035567,0.68591,1.225933,-0.06540245,-1.22497,0.1549953,0.3009477,-0.7054256,-0.1455234,-1.089465,-1.70532,-0.1124123,0.71117,1.395978,-0.06923112,0.2068938,-0.3499476,-0.001334898,-1.015476,-0.2044015,0.03133342,0.8018734,1.50351,0.1297019,0.4622936,1.002982,0.1151329,60.98324,107.4714,167.1579,False
2,0.01111111,0.00323197,0.8502616,0.1054934,4.709225,-2.143701,3.035805,0.6846013,1.22569,-0.06474227,-1.224162,0.06939632,0.2560748,-0.5985894,-0.07931142,-1.087634,-1.708375,-0.1122956,0.7103229,1.395984,-0.068748,0.2052656,-0.3411169,-0.03104539,-1.016876,-0.2086328,0.03125646,0.801836,1.503339,0.1296025,0.4625357,1.002261,0.1177377,60.84214,110.4778,169.654,False
2,0.02222222,-0.003999628,0.790605,0.1215802,4.708038,-2.150573,3.036084,0.6835101,1.225668,-0.06411195,-1.224317,-0.01502691,0.2058857,-0.4619167,-0.04611823,-1.086956,-1.708726,-0.1126959,0.709599,1.395939,-0.06832147,0.2072084,-0.3335701,-0.04165996,-1.017729,-0.2128643,0.0311446,0.8016441,1.503263,0.1295985,0.462955,1.001674,0.1207003,60.67973,111.7094,170.2041,False
2,0.03333334,0.01096401,0.6819981,0.1162467,4.706627,-2.155281,3.036136,0.6820021,1.225547,-0.06363213,-1.22453,-0.01757286,0.1725661,-0.3530453,-0.01512924,-1.086082,-1.708915,-0.1133388,0.7087498,1.395853,-0.06804565,0.2053026,-0.3165948,-0.03398679,-1.01795,-0.2162971,0.03073288,0.8014517,1.503229,0.1295481,0.4636705,1.001265,0.123829,60.58648,112.2879,170.0309,False
2,0.04444445,0.009887001,0.6500291,0.1098866,4.706302,-2.161555,3.036073,0.6809096,1.225306,-0.06318575,-1.224745,-0.01910753,0.1528943,-0.2730157,0.007296272,-1.085142,-1.709388,-0.1142113,0.7080922,1.395693,-0.06777519,0.1919814,-0.2976039,-0.01113596,-1.017239,-0.2196361,0.03090678,0.8013461,1.503237,0.1294031,0.4645329,1.001005,0.1270462,60.52538,112.735,169.7182,False
2,0.05555556,0.01524722,0.5062277,0.09078192,4.705879,-2.162587,3.035856,0.680109,1.22513,-0.06278622,-1.224785,-0.003091265,0.1500686,-0.2101447,0.009404087,-1.084967,-1.70979,-0.115591,0.707166,1.395524,-0.06749281,0.1796433,-0.2849666,0.008424351,-1.016573,-0.2228779,0.03103222,0.8011334,1.503188,0.1293687,0.4653482,1.000895,0.130182,60.45529,113.1795,169.3401,False
2,0.06666667,0.01853309,0.4284598,0.08762121,4.705129,-2.164914,3.035516,0.6792428,1.224883,-0.06244075,-1.224768,0.001315981,0.156553,-0.182489,-0.004486256,-1.085338,-1.711186,-0.1169106,0.7064269,1.395249,-0.06723797,0.1723418,-0.2796792,0.01396768,-1.016223,-0.2267026,0.0310996,0.8008578,1.503298,0.1290094,0.465783,1.000885,0.1330394,60.45088,113.6218,168.9645,False
2,0.07777778,0.0251171,0.3134222,0.08977619,4.704009,-2.164634,3.035007,0.6786723,1.224556,-0.06199726,-1.224671,0.008631236,0.1618596,-0.1622944,-0.03328647,-1.086581,-1.712649,-0.118227,0.7055268,1.395062,-0.06696159,0.1689985,-0.2678387,0.004561777,-1.016659,-0.2295745,0.03089906,0.8013649,1.503375,0.1289058,0.4659849,1.000964,0.1353587,60.54914,114.0963,168.7715,False
2,0.08888889,0.0317344,0.2133006,0.09724571,4.702673,-2.164121,3.034319,0.6781998,1.224337,-0.06160048,-1.224563,0.009183823,0.1606594,-0.1654973,-0.05884613,-1.087887,-1.715144,-0.1188782,0.7046802,1.394805,-0.06672609,0.1601493,-0.2484019,-0.01634732,-1.01734,-0.231991,0.03049399,0.8014011,1.503398,0.1287547,0.4658163,1.00108,0.1369236,60.66317,114.3384,168.5451,False
2,0.1,0.02659502,0.1312693,0.1048082,4.701129,-2.16318,3.034217,0.6775343,1.224164,-0.0611262,-1.224418,0.01266909,0.1517971,-0.1878442,-0.1035347,-1.090356,-1.718828,-0.1185679,0.7037516,1.394524,-0.06644952,0.1650713,-0.2482132,-0.03775062,-1.018473,-0.2354872,0.02996296,0.8012266,1.503424,0.1286875,0.4652731,1.00118,0.1377278,60.77594,114.2938,168.3859,False
