loc,t,aDotUA,bDotUA,gDotUA,aUA,bUA,gUA,xUA,yUA,zUA,qE,qDotE,aDotSH,bDotSH,gDotSH,aSH,bSH,gSH,xSH,ySH,zSH,aDotUB,bDotUB,gDotUB,aUB,bUB,gUB,xUB,yUB,zUB,xHand,yHand,zHand,aHand,bHand,gHand,enable
2,0,0.07246311,-0.5502244,0.2378339,-1.523202,-4.268374,-2.84534,0.6001685,1.321369,0.4962134,-1.112125,0.01886584,-0.3321114,0.3054801,-0.01962736,-0.6702058,-4.2894,0.06616331,0.6882603,1.620614,0.4147398,-0.09805823,0.3439361,0.03089162,-1.029256,0.3487279,-0.1107755,0.8636373,1.691062,0.2398689,0.3648863,1.150146,0.2909417,304.2988,249.432,341.3481,False
2,0.01111111,0.07453336,-0.5353128,0.2345853,-1.52401,-4.262439,-2.846518,0.5986416,1.32116,0.4955404,-1.112228,-0.009621426,-0.3235856,0.2937821,-0.02188319,-0.6704226,-4.284858,0.06591936,0.6869888,1.620588,0.4146626,-0.0980894,0.33861,0.0287505,-1.029343,0.3528537,-0.1117311,0.8631259,1.691047,0.2404008,0.364596,1.14959,0.2889468,304.3731,249.2258,341.3067,False
2,0.02222222,0.07970776,-0.5087222,0.2174254,-1.524188,-4.257271,-2.847655,0.597212,1.321051,0.4949293,-1.111784,0.04060365,-0.3033116,0.2725117,-0.02320274,-0.6706452,-4.281188,0.06561203,0.6857275,1.62044,0.414592,-0.1033276,0.3343251,0.03625633,-1.029124,0.3570881,-0.1126142,0.8625593,1.691091,0.2409775,0.3643257,1.149084,0.2871261,304.4146,249.0446,341.2863,False
2,0.03333334,0.08286135,-0.4980645,0.2152496,-1.524871,-4.251606,-2.84895,0.5957851,1.320811,0.4942291,-1.111713,0.006016498,-0.2894511,0.2512418,-0.02660804,-0.6709301,-4.277898,0.06577609,0.6845332,1.620319,0.4144499,-0.1000608,0.330034,0.04155115,-1.028661,0.3610473,-0.1137716,0.8618319,1.691012,0.2415524,0.3640546,1.148594,0.285394,304.4605,248.8175,341.3091,False
2,0.04444445,0.09131039,-0.4831365,0.2087928,-1.52549,-4.24633,-2.850453,0.5943941,1.320639,0.4935803,-1.11164,0.006645611,-0.2650136,0.2343118,-0.04070057,-0.6716327,-4.274591,0.06536995,0.6833333,1.6203,0.4142873,-0.1042457,0.3246872,0.04797637,-1.028309,0.3651111,-0.1145852,0.8612293,1.69106,0.2420809,0.3638363,1.148127,0.2837065,304.515,248.5832,341.3301,False
2,0.05555556,0.09764978,-0.4703341,0.2066005,-1.526183,-4.241163,-2.851966,0.593088,1.320409,0.492943,-1.11171,-0.006468228,-0.2490432,0.2247776,-0.04511555,-0.6721323,-4.27081,0.0646983,0.6820918,1.620174,0.4141834,-0.1020744,0.3214641,0.05115251,-1.02787,0.368921,-0.1155636,0.8605899,1.691172,0.2425983,0.363667,1.147768,0.2822496,304.5926,247.9993,341.7509,False
2,0.06666667,0.09967282,-0.444762,0.2033094,-1.526998,-4.236791,-2.853261,0.5919847,1.320257,0.4923878,-1.111877,-0.01527489,-0.2405244,0.2226664,-0.04624568,-0.6725291,-4.266902,0.06403144,0.680922,1.620131,0.4140644,-0.1031476,0.3108137,0.05006875,-1.027707,0.3726262,-0.1162904,0.8599825,1.691234,0.2430546,0.3635882,1.147731,0.2814215,304.7504,247.0147,342.7471,False
2,0.07777778,0.1049368,-0.4319535,0.1990103,-1.527899,-4.232028,-2.854673,0.5908513,1.320182,0.4919424,-1.111833,0.004065373,-0.2276675,0.22475,-0.03459243,-0.6723214,-4.262687,0.06288362,0.6798396,1.620075,0.4140122,-0.1009977,0.3022793,0.05110106,-1.027296,0.3762329,-0.117149,0.8594414,1.691364,0.2435689,0.3635086,1.147688,0.2808895,304.9275,246.6723,343.2094,False
2,0.08888889,0.1101823,-0.4117042,0.1957375,-1.52878,-4.227656,-2.856253,0.5898085,1.320007,0.4914675,-1.111574,0.02360505,-0.2148557,0.2236805,-0.03041487,-0.6723582,-4.258723,0.0617896,0.6787111,1.620096,0.4139311,-0.1009326,0.2937414,0.05640237,-1.026853,0.379803,-0.1178614,0.8588593,1.691446,0.2439952,0.3634478,1.14763,0.2804842,305.0753,246.5307,343.4865,False
2,0.1,0.1079994,-0.3957091,0.1999662,-1.530115,-4.223269,-2.857491,0.5887042,1.3198,0.4910386,-1.11159,-0.001755418,-0.2010174,0.2205266,-0.03371074,-0.672666,-4.25488,0.06051181,0.6776395,1.62007,0.4137132,-0.09779648,0.2884163,0.05102601,-1.026779,0.3831682,-0.1186369,0.8582481,1.691525,0.2444386,0.3633998,1.147577,0.2800968,305.2046,246.3452,343.784,False
2,0.1111111,0.1057698,-0.366947,0.2020079,-1.531479,-4.219681,-2.858749,0.587826,1.319557,0.4905782,-1.111729,-0.01267819,-0.1872057,0.2280331,-0.03801038,-0.6730138,-4.250295,0.05855173,0.6765631,1.620032,0.4135339,-0.09565112,0.2820224,0.05204794,-1.026505,0.3866328,-0.1194518,0.8576361,1.69163,0.2448053,0.3633675,1.147541,0.2796755,305.3222,246.0501,344.1693,False
2,0.1222222,0.1109257,-0.3285885,0.1944187,-1.532628,-4.217065,-2.86008,0.5869977,1.319222,0.4899924,-1.111355,0.03428427,-0.1807975,0.2322886,-0.03483129,-0.6731342,-4.245875,0.0568521,0.6754522,1.620011,0.4132712,-0.09239754,0.2713456,0.05626515,-1.025749,0.3896644,-0.1201874,0.8570964,1.691705,0.2451248,0.3633585,1.1475,0.2792263,305.4244,245.6797,344.6178,False
2,0.1333333,0.1172121,-0.3062045,0.1868798,-1.533669,-4.214242,-2.86159,0.586141,1.31898,0.489506,-1.111334,0.001509834,-0.1786365,0.2365242,-0.02950777,-0.6732924,-4.241494,0.05531013,0.6743954,1.619889,0.4131835,-0.08377811,0.2553547,0.06357719,-1.025083,0.3925605,-0.1211323,0.8564736,1.691813,0.2454367,0.3633465,1.147458,0.2787603,305.5362,245.3091,345.0733,False
2,0.1444445,0.1309292,-0.2795479,0.1750537,-1.534661,-4.211902,-2.86342,0.5853477,1.318766,0.4890804,-1.11143,-0.008694242,-0.1700654,0.225854,-0.02429505,-0.6732605,-4.23813,0.05423927,0.6734201,1.619846,0.4129941,-0.07728839,0.244668,0.07200886,-1.024105,0.3953122,-0.1219195,0.8557978,1.691908,0.2457376,0.3633449,1.147408,0.2783075,305.6433,244.9844,345.4957,False
2,0.1555556,0.1340741,-0.2699297,0.1729036,-1.535937,-4.209007,-2.864902,0.5844266,1.318647,0.4887369,-1.11158,-0.01371483,-0.1604356,0.2151901,-0.02015555,-0.6732578,-4.235002,0.0532017,0.6724194,1.619822,0.4128311,-0.07191691,0.2436013,0.07513715,-1.023571,0.3986425,-0.123111,0.8551618,1.691998,0.2460394,0.3633173,1.147344,0.2778975,305.7533,244.7057,345.8571,False
2,0.1666667,0.1382629,-0.256101,0.1621955,-1.536656,-4.206366,-2.866678,0.5837698,1.318402,0.4883668,-1.111883,-0.02758591,-0.1338548,0.1940068,-0.03429396,-0.6740706,-4.232697,0.05192339,0.671517,1.619689,0.4126811,-0.06554331,0.2340118,0.07291652,-1.02298,0.4012521,-0.1240373,0.8545161,1.692045,0.2462964,0.3631596,1.147275,0.2772816,305.693,244.5913,345.9337,False
2,0.1777778,0.139231,-0.2379565,0.1589584,-1.537985,-4.204446,-2.86791,0.5830247,1.318205,0.4880903,-1.111486,0.03645034,-0.1136891,0.1877125,-0.04617086,-0.6748088,-4.229574,0.05026983,0.6704124,1.619696,0.4124129,-0.06343697,0.2286859,0.0707632,-1.02236,0.4040066,-0.1248293,0.8537849,1.692106,0.246516,0.3629992,1.147207,0.2766422,305.6272,244.4346,346.0388,False
2,0.1888889,0.132635,-0.1847367,0.1524011,-1.539349,-4.20385,-2.869199,0.5826455,1.317906,0.4879417,-1.111684,-0.01851758,-0.1041096,0.1930537,-0.04619966,-0.6752125,-4.225846,0.04818377,0.6693506,1.619671,0.4121795,-0.06458867,0.2287074,0.063319,-1.022232,0.4069961,-0.1256554,0.853143,1.69222,0.2466142,0.3628341,1.147145,0.2759847,305.5654,244.3069,346.1281,False
2,0.2,0.1207664,-0.1474307,0.1576385,-1.541282,-4.203424,-2.869726,0.5820712,1.317695,0.4875255,-1.111157,0.04843589,-0.09443925,0.2036307,-0.03128746,-0.6749308,-4.221731,0.04562794,0.6681246,1.619764,0.4118221,-0.06341892,0.2212221,0.07288241,-1.02124,0.4097596,-0.1263276,0.8525342,1.692309,0.2467318,0.3628579,1.147082,0.2756155,305.6131,243.8799,346.5675,False
